player_id,player_name,team,opponent,position,depth_chart_position,rushing_depth_role,receiving_depth_role,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,projected_targets,target_share,projected_receptions,catch_rate,yards_per_target,yards_per_reception,team_target_budget,team_receiving_yard_budget,receiving_allocation_source,target_projection_mean,target_projection_median,target_projection_floor,target_projection_ceiling,target_model_std,target_model_source,target_prob_1_plus,target_prob_2_plus,target_prob_3_plus,target_prob_4_plus,target_prob_5_plus,target_prob_6_plus,target_prob_7_plus,target_prob_8_plus,target_prob_9_plus,target_prob_10_plus
00-0041037,Denzel Boston,CLE,CAR,WR,WR,,WR1,ACT,0.0,2026,REG,3,2026 REG W3,401872949,2026-09-27T17:00Z,home,70.196,70.232,70.214,41.295,99.021,22.495,2,77.0,77.0,77.0,77.0,5.5,1.0,0.887,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,99.84,99.66,99.32,98.71,97.75,96.33,94.11,91.0,86.75,81.42,75.05,67.5,59.15,50.4,41.75,33.28,25.53,19.06,13.55,9.32,6.17,3.87,2.34,1.36,0.74,0.38,0.19,0.09,0.04,0.01,5.983,21.86,3.807,63.64,13.5,18.437,25.18,171.74,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.987,6.0,3.0,9.0,2.227,PLAYER_HISTORY_BLEND,99.34,97.86,94.26,86.91,74.93,58.54,40.64,24.68,12.9,5.69
00-0041523,Caleb Douglas,MIA,KC,WR,WR,,WR1,ACT,0.0,2026,REG,3,2026 REG W3,401872952,2026-09-27T17:00Z,home,69.73,70.64,70.101,18.217,121.661,38.897,2,56.5,56.5,56.5,56.5,5.0,1.0,0.94,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,94.58,93.11,91.31,89.2,86.63,83.84,80.6,77.02,73.02,68.79,64.45,59.76,55.0,50.1,45.14,40.32,35.61,31.18,26.99,22.99,19.34,16.07,13.16,10.69,8.63,6.82,5.33,4.1,3.1,2.32,6.277,24.23,4.394,70.0,11.3,15.87,23.84,181.83,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.286,6.0,3.0,10.0,2.719,PLAYER_HISTORY_BLEND,98.29,95.98,91.64,84.56,74.42,61.1,46.75,32.67,20.77,11.86
00-0038933,Dalton Kincaid,BUF,LAC,TE,TE,,TE1,ACT,3.0,2026,REG,3,2026 REG W3,401872953,2026-09-27T17:00Z,home,68.475,68.522,68.325,25.802,110.829,32.586,43,61.4,61.7,54.667,112.5,4.4,1.0,0.9,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,97.15,96.07,94.55,92.72,90.39,87.62,84.22,80.22,75.8,70.82,65.56,59.84,53.95,48.05,42.09,36.27,30.73,25.7,21.13,16.96,13.43,10.44,7.99,5.9,4.26,3.08,2.15,1.49,1.01,0.68,5.592,18.59,4.474,80.0,12.271,15.305,27.68,229.97,PRIMARY_ROTATION_TEAM_CONSTRAINED,5.585,6.0,3.0,8.0,2.066,PLAYER_HISTORY_BLEND,99.36,97.7,93.35,84.49,70.03,51.71,32.68,17.4,7.8,2.81
00-0036410,Tee Higgins,CIN,PIT,WR,WR,,WR2,ACT,6.0,2026,REG,3,2026 REG W3,401872950,2026-09-27T17:00Z,away,67.931,68.025,67.875,28.309,107.481,30.513,41,66.6,68.4,60.733,77.0,6.6,1.0,1.136,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,97.85,96.91,95.64,93.99,91.8,88.99,85.66,81.67,77.1,71.84,65.99,59.98,53.67,47.33,40.92,34.75,28.96,23.63,19.07,14.9,11.48,8.67,6.35,4.58,3.21,2.21,1.46,1.0,0.64,0.4,7.592,21.69,4.54,59.8,8.931,14.963,32.19,236.0,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.589,8.0,4.0,11.0,2.848,PLAYER_HISTORY_BLEND,99.37,98.38,96.28,92.46,86.11,76.85,64.96,51.21,37.39,25.05
00-0038124,Christian Watson,GB,ATL,WR,WR,,WR1,ACT,4.0,2026,REG,3,2026 REG W3,401872948,2026-09-25T00:15Z,home,67.337,68.212,67.141,14.058,120.821,39.772,35,69.4,65.6,57.0,94.0,7.2,1.0,0.97,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.31,91.61,89.6,87.22,84.56,81.5,78.04,74.35,70.23,65.94,61.43,56.79,52.1,47.24,42.59,37.97,33.48,29.29,25.27,21.61,18.25,15.32,12.69,10.41,8.33,6.68,5.29,4.13,3.18,2.41,7.626,26.82,4.41,57.83,10.06,15.268,26.16,210.15,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.634,8.0,4.0,11.0,2.815,PLAYER_HISTORY_BLEND,99.48,98.55,96.57,92.9,86.68,77.63,65.67,51.92,37.94,25.33
00-0036912,DeVonta Smith,PHI,CHI,WR,WR,,WR1,ACT,5.0,2026,REG,3,2026 REG W3,401872963,2026-09-29T00:15Z,away,65.685,66.439,65.483,14.332,117.141,38.399,48,57.8,52.1,68.0,85.0,7.2,1.0,1.032,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.48,91.75,89.71,87.28,84.42,81.21,77.58,73.71,69.51,65.14,60.35,55.48,50.52,45.47,40.65,35.99,31.3,27.06,23.14,19.53,16.27,13.45,11.01,8.79,6.96,5.48,4.26,3.23,2.42,1.81,8.45,29.34,5.459,64.6,8.637,12.033,26.49,187.02,PRIMARY_ROTATION_TEAM_CONSTRAINED,8.459,8.0,5.0,12.0,2.993,PLAYER_HISTORY_BLEND,99.63,99.03,97.71,95.25,90.83,83.93,74.29,62.35,49.41,36.33
00-0040124,Tetairoa McMillan,CAR,CLE,WR,WR,,WR1,ACT,1.0,2026,REG,3,2026 REG W3,401872949,2026-09-27T17:00Z,away,64.227,64.533,64.316,24.225,104.603,30.773,19,67.8,63.2,60.8,88.0,7.6,1.0,0.972,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,97.05,95.8,94.2,92.19,89.55,86.24,82.44,78.14,73.14,67.65,61.77,55.62,49.1,42.79,36.55,30.76,25.35,20.59,16.44,12.84,9.8,7.26,5.27,3.77,2.62,1.78,1.18,0.74,0.49,0.3,7.825,26.17,4.59,58.65,8.846,13.993,27.51,208.01,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.826,8.0,4.0,11.0,2.79,PLAYER_HISTORY_BLEND,99.59,98.92,97.28,94.03,88.36,79.74,68.29,54.56,40.23,27.27
00-0039491,Jalen Coker,CAR,CLE,WR,WR,,WR2,ACT,2.0,2026,REG,3,2026 REG W3,401872949,2026-09-27T17:00Z,away,63.381,63.71,63.369,20.971,105.625,32.29,24,62.8,55.3,46.333,102.0,6.4,1.0,0.972,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,96.17,94.72,92.91,90.5,87.69,84.3,80.33,75.94,70.98,65.68,59.9,54.07,48.01,42.01,36.2,30.79,25.63,21.04,16.9,13.33,10.35,7.91,5.93,4.36,3.13,2.22,1.55,1.09,0.74,0.48,6.883,23.02,5.592,81.25,9.925,11.334,27.51,208.01,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.897,7.0,3.0,11.0,2.897,PLAYER_HISTORY_BLEND,98.6,96.83,93.46,87.82,79.5,68.53,55.21,41.64,28.94,18.38
00-0037240,Jameson Williams,DET,NYJ,WR,WR,,WR2,ACT,4.0,2026,REG,3,2026 REG W3,401872954,2026-09-27T17:00Z,home,62.656,63.46,62.519,13.083,112.262,36.942,46,51.8,72.1,65.4,39.0,6.6,1.0,0.914,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.24,91.37,89.11,86.51,83.47,79.99,76.16,71.99,67.45,62.68,57.7,52.61,47.45,42.48,37.46,32.6,28.04,23.91,20.03,16.62,13.61,11.07,8.85,6.94,5.4,4.14,3.14,2.28,1.68,1.22,6.697,18.46,4.3,64.21,10.326,14.571,33.38,253.79,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.714,7.0,3.0,10.0,2.887,PLAYER_HISTORY_BLEND,98.43,96.4,92.63,86.54,77.63,66.07,52.77,39.2,26.84,16.71
00-0038559,Michael Wilson,ARI,SF,WR,WR,,WR1,ACT,3.0,2026,REG,3,2026 REG W3,401872958,2026-09-27T20:05Z,away,61.63,62.336,61.434,12.62,110.348,36.402,48,62.8,84.9,69.6,37.0,7.0,1.0,0.994,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.98,91.18,88.9,86.16,82.99,79.43,75.44,71.26,66.68,61.86,56.77,51.51,46.34,41.25,36.22,31.41,26.88,22.78,19.05,15.71,12.77,10.18,8.07,6.25,4.81,3.62,2.67,2.0,1.42,1.0,8.54,25.19,5.355,62.7,8.286,11.51,31.19,212.37,PRIMARY_ROTATION_TEAM_CONSTRAINED,8.561,9.0,3.0,14.0,4.094,PLAYER_HISTORY_BLEND,97.36,95.49,92.61,88.62,83.26,76.68,68.64,59.79,50.42,40.9
00-0031381,Davante Adams,LAR,DEN,WR,WR,,WR2,ACT,12.0,2026,REG,3,2026 REG W3,401872962,2026-09-28T00:20Z,away,61.335,62.091,61.228,12.603,109.835,36.212,47,75.8,61.4,63.933,110.5,7.2,1.0,0.893,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.1,91.19,88.88,86.11,82.96,79.46,75.47,71.15,66.56,61.56,56.42,51.22,46.08,40.97,35.98,31.18,26.72,22.52,18.73,15.33,12.38,9.92,7.83,6.12,4.67,3.51,2.6,1.89,1.35,0.92,8.483,24.45,4.595,54.17,7.717,13.348,31.92,257.53,PRIMARY_ROTATION_TEAM_CONSTRAINED,8.476,8.0,5.0,11.0,2.36,PLAYER_HISTORY_BLEND,99.97,99.87,99.45,98.33,95.52,89.83,79.99,66.12,49.58,33.14
00-0037744,Trey McBride,ARI,SF,TE,TE,,TE1,ACT,4.0,2026,REG,3,2026 REG W3,401872958,2026-09-27T20:05Z,away,59.734,59.945,59.734,23.701,95.864,27.696,52,60.8,77.2,76.067,68.0,10.4,1.0,0.994,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,97.41,96.1,94.39,92.1,89.18,85.6,81.19,76.04,70.24,63.73,56.79,49.63,42.51,35.71,29.31,23.52,18.44,14.11,10.55,7.65,5.38,3.68,2.49,1.64,1.0,0.64,0.38,0.23,0.13,0.07,9.437,27.84,7.153,75.8,7.268,8.351,31.19,212.37,PRIMARY_ROTATION_TEAM_CONSTRAINED,9.437,9.0,6.0,13.0,2.43,PLAYER_HISTORY_BLEND,99.99,99.94,99.78,99.28,97.91,94.87,88.93,78.92,65.05,49.03
00-0037238,Drake London,ATL,GB,WR,WR,,WR1,ACT,4.0,2026,REG,3,2026 REG W3,401872948,2026-09-25T00:15Z,away,58.904,59.766,58.832,12.217,105.68,34.804,47,37.8,73.0,79.067,40.0,5.4,1.0,0.992,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,93.03,91.04,88.6,85.78,82.45,78.69,74.53,69.96,65.0,59.65,54.19,48.7,43.31,38.02,33.0,28.17,23.87,19.77,16.09,13.01,10.3,8.07,6.16,4.69,3.48,2.57,1.89,1.32,0.92,0.65,7.423,26.24,4.486,60.43,8.532,13.131,26.02,169.86,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.491,7.0,2.0,13.0,3.999,PLAYER_HISTORY_BLEND,95.35,92.51,88.56,83.22,76.31,68.2,58.97,49.24,39.57,30.59
00-0036040,Juwan Johnson,NO,LV,TE,TE,,TE1,ACT,6.0,2026,REG,3,2026 REG W3,401872961,2026-09-27T20:25Z,home,58.521,58.657,58.691,26.936,90.225,24.437,47,73.0,61.0,53.667,60.0,5.8,1.0,0.973,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,98.49,97.53,96.12,94.11,91.35,87.65,83.08,77.55,71.07,63.68,55.94,47.87,39.7,32.08,25.22,19.15,14.13,10.18,6.96,4.56,2.88,1.81,1.07,0.65,0.38,0.2,0.11,0.06,0.03,0.01,6.452,18.09,4.879,75.61,9.817,11.996,32.82,256.01,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.448,6.0,4.0,9.0,2.295,PLAYER_HISTORY_BLEND,99.57,98.51,95.87,90.34,80.26,66.04,48.84,32.16,18.35,9.03
00-0037261,Khalil Shakir,BUF,LAC,WR,WR,,WR1,ACT,4.0,2026,REG,3,2026 REG W3,401872953,2026-09-27T17:00Z,home,58.357,58.432,58.387,24.977,91.657,25.662,49,44.4,40.8,45.733,44.0,5.8,1.0,0.9,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,97.99,96.87,95.27,93.0,89.98,86.19,81.5,75.92,69.61,62.67,55.04,47.49,39.83,32.68,26.13,20.24,15.25,11.13,7.89,5.41,3.61,2.3,1.43,0.83,0.48,0.27,0.14,0.07,0.03,0.02,7.943,26.4,6.097,76.77,7.364,9.571,27.68,229.97,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.941,8.0,5.0,11.0,2.378,PLAYER_HISTORY_BLEND,99.93,99.69,98.93,96.97,92.78,84.94,72.92,57.42,40.57,25.37
00-0040126,Colston Loveland,CHI,PHI,TE,TE,,TE1,ACT,1.0,2026,REG,3,2026 REG W3,401872963,2026-09-29T00:15Z,home,58.327,58.624,58.406,21.931,94.843,27.901,18,43.6,42.7,44.867,1.5,6.6,1.0,0.85,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,97.03,95.52,93.6,91.11,87.98,84.19,79.58,74.24,68.21,61.76,54.71,47.83,40.91,34.22,27.96,22.32,17.46,13.23,9.9,7.17,5.06,3.42,2.31,1.5,0.97,0.57,0.35,0.21,0.13,0.07,7.933,24.0,5.049,63.64,8.394,11.553,30.41,220.79,PRIMARY_ROTATION_TEAM_CONSTRAINED,7.937,8.0,4.0,12.0,2.829,PLAYER_HISTORY_BLEND,99.59,98.89,97.26,94.2,88.93,80.45,69.38,56.18,42.14,28.97
00-0036613,Jaylen Waddle,DEN,LAR,WR,WR,,WR2,ACT,5.0,2026,REG,3,2026 REG W3,401872962,2026-09-28T00:20Z,home,57.792,58.536,57.828,11.632,103.417,34.165,47,47.6,54.6,60.867,70.0,5.4,1.0,1.112,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.89,90.81,88.32,85.3,81.88,77.99,73.61,68.99,63.9,58.62,53.16,47.62,42.2,36.77,31.64,26.68,22.35,18.25,14.74,11.81,9.28,7.17,5.45,4.11,3.03,2.17,1.49,1.06,0.73,0.51,6.815,21.42,4.189,61.46,9.51,13.798,29.27,193.54,PRIMARY_ROTATION_TEAM_CONSTRAINED,6.824,7.0,4.0,10.0,2.563,PLAYER_HISTORY_BLEND,99.32,98.08,95.4,90.3,81.83,69.78,55.11,39.68,25.53,14.67
00-0039337,Malik Nabers,NYG,TEN,WR,WR,,WR1,ACT,2.0,2026,REG,3,2026 REG W3,401872956,2026-09-27T17:00Z,home,55.552,56.408,55.715,11.584,99.438,32.781,21,54.0,72.6,69.8,35.0,7.2,1.0,0.97,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.99,90.76,88.11,84.92,81.3,77.25,72.62,67.62,62.22,56.64,50.88,45.02,39.36,33.84,28.65,23.98,19.68,15.89,12.53,9.71,7.52,5.68,4.2,3.04,2.14,1.5,1.03,0.67,0.45,0.29,8.202,28.76,4.978,60.69,7.221,11.16,26.24,172.79,PRIMARY_ROTATION_TEAM_CONSTRAINED,8.225,8.0,4.0,12.0,3.202,PLAYER_HISTORY_BLEND,99.18,98.14,96.3,92.96,87.75,80.23,70.46,58.94,46.45,34.61
00-0038117,Wan'Dale Robinson,TEN,NYG,WR,WR,,WR1,ACT,4.0,2026,REG,3,2026 REG W3,401872956,2026-09-27T17:00Z,away,55.428,56.372,55.691,11.715,99.505,32.738,50,46.6,56.7,55.867,23.5,7.4,1.0,0.901,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,92.96,90.84,88.22,85.1,81.41,77.32,72.59,67.61,62.16,56.57,50.81,44.88,39.21,33.68,28.52,23.81,19.45,15.67,12.43,9.76,7.46,5.69,4.2,3.08,2.25,1.57,1.09,0.71,0.47,0.29,8.078,27.63,5.364,66.4,6.704,10.334,26.89,170.14,PRIMARY_ROTATION_TEAM_CONSTRAINED,8.081,8.0,4.0,12.0,3.429,PLAYER_HISTORY_BLEND,98.62,97.16,94.73,90.81,85.02,77.29,67.55,56.51,44.84,33.88
00-0039067,Rashee Rice,KC,MIA,WR,WR,,WR1,ACT,3.0,2026,REG,3,2026 REG W3,401872952,2026-09-27T17:00Z,away,54.946,55.439,54.928,14.588,95.331,30.452,29,55.8,67.3,76.333,51.0,7.8,1.0,0.923,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,94.26,92.23,89.74,86.54,82.77,78.5,73.57,68.21,62.33,56.19,49.91,43.56,37.5,31.61,26.26,21.49,17.16,13.26,10.17,7.61,5.59,3.99,2.85,1.98,1.32,0.89,0.58,0.37,0.22,0.13,8.181,26.74,6.012,73.48,7.924,9.139,28.15,189.96,PRIMARY_ROTATION_TEAM_CONSTRAINED,8.21,8.0,4.0,13.0,3.469,PLAYER_HISTORY_BLEND,98.62,97.24,94.89,91.17,85.6,78.03,68.74,58.04,46.64,35.43
