player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_pass_tds,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,projected_attempts,pass_td_rate_per_attempt,red_zone_pass_rate,goal_to_go_pass_rate,end_zone_target_rate,qb_pressure_rate,qb_interception_rate,recent_pass_td_per_game,last_5_pass_td_avg,last_10_pass_td_avg,last_15_pass_td_avg,attempt_stability,opp_pass_td_allowed_pg,opp_rz_pass_td_rate,opp_goal_to_go_pass_td_rate,opp_pressure_rate,opp_int_rate_forced,opp_pass_td_factor,preseason_usage_multiplier,data_source,simulations,model_version,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,prob_5_plus
00-0034796,Lamar Jackson,BAL,IND,QB,QB,ACT,8.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,away,1.971,1.971,2.0,0.0,4.0,1.749,22.31,7.7,14.47,6.96,6.06,13.78,1.38,1.345,1.2,1.2,1.667,80.4,1.412,20.37,28.68,14.9,2.4,0.966,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,78.19,52.34,31.47,17.77,9.56
00-0036355,Justin Herbert,LAC,ARI,QB,QB,ACT,6.0,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,home,1.856,1.856,1.0,0.0,4.0,1.674,29.46,4.88,14.05,6.75,5.92,19.55,1.61,1.21,1.0,1.3,1.4,89.9,1.627,22.48,33.58,11.88,1.74,1.114,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,76.75,49.67,29.52,15.54,8.3
00-0039851,Drake Maye,NE,SEA,QB,QB,ACT,2.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,away,1.843,1.843,1.0,0.0,4.0,1.67,28.34,6.14,13.72,7.19,5.39,17.22,2.08,1.59,1.4,1.7,1.8,82.8,1.333,18.31,29.01,16.95,2.23,0.913,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,76.55,49.38,28.81,15.8,8.07
00-0039150,Bryce Young,CAR,CHI,QB,QB,ACT,3.0,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,home,1.796,1.796,1.0,0.0,4.0,1.641,30.08,5.04,12.74,5.28,4.44,17.18,1.99,1.285,1.2,1.3,1.333,84.1,1.585,21.8,35.77,14.98,3.01,1.085,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,75.87,48.16,28.07,14.96,7.31
00-0034857,Josh Allen,BUF,HOU,QB,QB,ACT,8.0,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,away,1.748,1.748,1.0,0.0,4.0,1.628,30.67,5.16,14.76,6.81,5.84,12.38,1.95,1.505,1.4,1.6,1.6,88.0,1.333,20.81,30.61,17.18,2.97,0.913,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,75.15,46.9,26.39,14.2,7.01
00-0033077,Dak Prescott,DAL,NYG,QB,QB,ACT,10.0,2026,REG,1,2026 REG W1,401872930,2026-09-14T00:20Z,away,1.799,1.799,1.0,0.0,4.0,1.67,33.52,4.72,17.28,7.75,7.02,14.59,1.77,1.315,1.0,1.4,1.867,84.8,1.353,19.84,30.25,14.96,1.82,0.926,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,74.91,48.3,27.91,15.35,7.79
00-0039732,Bo Nix,DEN,KC,QB,QB,ACT,2.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,away,1.716,1.716,1.0,0.0,4.0,1.617,37.29,4.64,13.91,6.3,5.53,10.53,1.84,1.595,1.8,1.3,1.533,88.7,1.207,19.85,32.74,18.81,1.68,0.826,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,74.11,46.24,25.97,13.51,6.86
00-0036264,Jordan Love,GB,MIN,QB,QB,ACT,6.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,away,1.666,1.666,1.0,0.0,4.0,1.568,30.7,4.88,17.12,6.41,5.81,13.97,2.0,1.985,2.4,1.7,1.667,82.1,1.231,17.36,30.0,16.56,2.3,0.843,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,73.53,45.34,25.2,12.72,5.88
00-0039910,Jayden Daniels,WAS,PHI,QB,QB,ACT,2.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,away,1.683,1.683,1.0,0.0,4.0,1.601,27.07,5.13,14.94,7.82,6.18,13.19,1.52,1.26,1.0,1.3,1.733,83.3,1.456,20.08,30.6,14.94,1.97,0.997,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,73.41,45.74,24.85,13.03,6.55
00-0031503,Jameis Winston,NYG,DAL,QB,QB,ACT,11.0,2026,REG,1,2026 REG W1,401872930,2026-09-14T00:20Z,home,1.604,1.604,1.0,0.0,4.0,1.543,28.87,4.2,14.49,7.25,4.35,18.84,2.9,1.056,0.8,1.4,1.133,75.4,1.673,23.81,38.46,17.86,2.07,1.145,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,72.52,43.65,23.32,11.51,5.6
00-0040691,Jaxson Dart,NYG,DAL,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872930,2026-09-14T00:20Z,home,1.585,1.585,1.0,0.0,4.0,1.504,27.58,4.43,14.89,5.05,4.26,19.68,1.33,1.123,1.0,1.2,1.25,86.8,1.673,23.81,38.46,17.86,2.07,1.145,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,72.4,43.9,22.96,11.17,5.16
00-0036212,Tua Tagovailoa,ATL,PIT,QB,QB,ACT,6.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,away,1.569,1.569,1.0,0.0,4.0,1.515,25.59,5.17,,,,,,1.215,1.0,1.3,1.4,85.9,1.519,19.8,26.32,16.39,2.44,1.039,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,72.35,42.18,22.87,10.92,5.16
00-0033119,Jacoby Brissett,ARI,LAC,QB,QB,ACT,10.0,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,away,1.623,1.623,1.0,0.0,4.0,1.56,36.93,3.95,18.08,5.84,5.08,19.96,1.51,1.825,2.0,1.9,1.533,88.4,1.283,16.88,26.92,15.35,2.39,0.878,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,72.31,43.86,24.23,12.43,5.95
00-0034869,Sam Darnold,SEA,NE,QB,QB,ACT,8.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,home,1.602,1.602,1.0,0.0,4.0,1.54,29.02,5.19,15.09,5.97,4.98,13.1,2.32,1.29,1.2,1.3,1.4,88.0,1.345,23.46,32.8,13.76,1.68,0.921,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,72.26,43.59,23.43,12.06,5.23
00-0026158,Joe Flacco,CIN,TB,QB,QB,ACT,18.0,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,home,1.587,1.587,1.0,0.0,4.0,1.538,30.32,4.01,13.48,6.37,5.62,9.74,1.5,1.27,1.2,1.3,1.333,72.3,1.574,20.37,31.67,14.64,1.59,1.078,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,71.86,43.24,23.05,11.3,5.54
00-0030565,Geno Smith,NYJ,TEN,QB,QB,ACT,13.0,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,away,1.557,1.557,1.0,0.0,4.0,1.515,28.49,4.57,,,,,,1.345,1.4,1.3,1.267,81.3,1.51,23.67,27.41,14.5,1.37,1.034,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,71.41,42.15,22.46,11.36,5.35
00-0038400,Tanner McKee,PHI,WAS,QB,QB,ACT,3.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,home,1.574,1.574,1.0,0.0,4.0,1.559,22.0,4.97,15.05,5.38,4.3,13.98,1.08,1.25,1.25,1.25,1.25,46.6,1.87,24.55,30.2,14.38,1.45,1.18,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,70.76,42.23,23.27,11.73,5.59
00-0041251,Jalon Daniels,TB,CIN,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872925,2026-09-13T17:00Z,away,1.439,1.439,1.0,0.0,3.0,1.464,24.0,4.5,,,,,,,,,,55.0,1.686,25.32,33.33,16.09,2.52,1.154,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,69.1,38.64,19.55,9.24,4.45
00-0040891,Cole Payton,PHI,WAS,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,home,1.458,1.458,1.0,0.0,3.0,1.479,24.0,4.5,,,,,,,,,,55.0,1.87,24.55,30.2,14.38,1.45,1.18,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,68.87,39.45,20.38,9.69,4.48
00-0036972,Mac Jones,SF,LAR,QB,QB,ACT,5.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,away,1.399,1.399,1.0,0.0,3.0,1.413,28.83,3.75,13.83,5.14,5.14,14.47,1.93,1.365,1.4,1.4,1.4,78.9,1.526,20.74,30.83,15.17,2.09,1.045,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,68.83,37.91,18.61,8.66,3.68
00-0041565,Drew Allar,PIT,ATL,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,home,1.451,1.451,1.0,0.0,3.0,1.485,24.0,4.5,,,,,,,,,,55.0,1.667,21.27,31.53,14.65,2.01,1.141,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,68.43,39.31,19.94,9.81,4.64
00-0029604,Kirk Cousins,LV,MIA,QB,QB,ACT,14.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,home,1.409,1.409,1.0,0.0,3.0,1.434,29.85,4.04,,,,,,1.16,1.4,1.0,0.733,77.7,1.519,25.93,32.17,16.1,1.86,1.04,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,68.42,38.39,18.6,9.04,4.0
00-0040203,Will Howard,PIT,ATL,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,home,1.413,1.413,1.0,0.0,3.0,1.442,24.0,4.5,,,,,,,,,,55.0,1.667,21.27,31.53,14.65,2.01,1.141,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,67.95,38.69,19.34,8.81,4.01
00-0039163,C.J. Stroud,HOU,BUF,QB,QB,ACT,3.0,2026,REG,1,2026 REG W1,401872660,2026-09-13T17:00Z,home,1.376,1.376,1.0,0.0,3.0,1.424,31.87,3.91,12.61,6.05,5.21,15.69,1.74,1.225,1.2,1.2,1.4,82.5,1.362,21.82,31.69,16.87,2.66,0.932,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,67.23,37.17,18.56,8.62,3.73
00-0035228,Kyler Murray,MIN,GB,QB,QB,ACT,7.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,home,1.346,1.346,1.0,0.0,3.0,1.375,33.12,3.65,,,,,,1.255,1.2,1.4,1.2,89.4,1.382,21.61,27.05,16.38,1.8,0.946,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,67.1,36.77,17.88,8.06,3.21
00-0041149,Haynes King,CAR,CHI,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872661,2026-09-13T17:00Z,home,1.35,1.35,1.0,0.0,3.0,1.403,24.0,4.5,,,,,,,,,,55.0,1.585,21.8,35.77,14.98,3.01,1.085,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,66.84,36.66,17.71,8.18,3.47
00-0032268,Marcus Mariota,WAS,PHI,QB,QB,ACT,11.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,away,1.354,1.354,1.0,0.0,3.0,1.415,22.24,5.03,14.63,7.82,7.14,15.31,2.38,0.91,0.8,1.0,1.0,69.0,1.456,20.08,30.6,14.94,1.97,0.997,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,66.4,36.63,18.18,8.42,3.58
00-0041092,Taylen Green,CLE,JAX,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,away,1.341,1.341,1.0,0.0,3.0,1.398,24.0,4.5,,,,,,,,,,55.0,1.577,18.92,29.91,13.55,2.22,1.079,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,66.28,36.22,18.07,8.41,3.27
00-0032950,Carson Wentz,MIN,GB,QB,QB,ACT,10.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,home,1.306,1.306,1.0,0.0,3.0,1.368,29.78,3.86,20.63,6.88,4.76,19.05,2.65,1.09,1.2,1.0,1.0,70.5,1.382,21.61,27.05,16.38,1.8,0.946,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,65.78,35.61,16.9,7.42,3.16
00-0041056,Cade Klubnik,NYJ,TEN,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,away,1.302,1.302,1.0,0.0,3.0,1.378,24.0,4.5,,,,,,,,,,55.0,1.51,23.67,27.41,14.5,1.37,1.034,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,65.56,34.9,16.91,7.76,3.22
00-0040589,Kurtis Rourke,SF,LAR,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,away,1.287,1.287,1.0,0.0,3.0,1.366,24.0,4.5,,,,,,,,,,55.0,1.526,20.74,30.83,15.17,2.09,1.045,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,65.44,34.44,16.4,7.4,3.23
00-0035710,Daniel Jones,IND,BAL,QB,QB,ACT,7.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,home,1.267,1.267,1.0,0.0,3.0,1.348,29.14,3.8,16.06,7.06,6.81,16.3,1.95,1.345,1.2,1.6,1.4,80.6,1.291,15.77,20.78,16.46,1.89,0.884,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,65.01,33.96,16.08,7.09,3.02
00-0041194,Jack Strand,ATL,PIT,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,away,1.289,1.289,1.0,0.0,3.0,1.367,24.0,4.5,,,,,,,,,,55.0,1.519,19.8,26.32,16.39,2.44,1.039,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,64.88,34.9,17.0,7.35,3.13
00-0041562,Fernando Mendoza,LV,MIA,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,home,1.292,1.292,1.0,0.0,3.0,1.39,24.0,4.5,,,,,,,,,,55.0,1.519,25.93,32.17,16.1,1.86,1.04,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,64.34,35.16,16.84,7.44,3.36
00-0041568,Ty Simpson,LAR,SF,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,home,1.264,1.264,1.0,0.0,3.0,1.346,24.0,4.5,,,,,,,,,,55.0,1.446,21.72,30.99,13.62,2.08,0.99,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,64.26,34.44,16.28,7.08,2.93
00-0039917,Michael Penix Jr.,ATL,PIT,QB,QB,ACT,2.0,2026,REG,1,2026 REG W1,401872658,2026-09-13T17:00Z,away,1.213,1.213,1.0,0.0,3.0,1.283,29.81,3.31,12.28,4.76,4.51,10.78,1.5,1.084,1.2,1.1,0.857,85.2,1.519,19.8,26.32,16.39,2.44,1.039,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,64.09,33.26,14.76,5.88,2.18
00-0041117,Athan Kaliakmanis,WAS,PHI,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,away,1.238,1.238,1.0,0.0,3.0,1.325,24.0,4.5,,,,,,,,,,55.0,1.456,20.08,30.6,14.94,1.97,0.997,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,63.96,33.55,15.58,6.64,2.73
00-0039923,J.J. McCarthy,MIN,GB,QB,QB,ACT,2.0,2026,REG,1,2026 REG W1,401872927,2026-09-13T20:25Z,home,1.207,1.207,1.0,0.0,3.0,1.305,22.64,4.52,16.12,9.16,7.33,24.91,4.4,1.055,1.0,1.1,1.1,82.5,1.382,21.61,27.05,16.38,1.8,0.946,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,63.55,32.25,14.85,6.26,2.45
00-0038579,Aidan O'Connell,LV,MIA,QB,QB,ACT,3.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,home,1.223,1.223,1.0,0.0,3.0,1.332,28.41,3.63,13.47,5.26,4.18,12.69,1.7,0.86,0.8,0.8,1.067,76.9,1.519,25.93,32.17,16.1,1.86,1.04,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,63.5,32.79,14.95,6.61,2.85
00-0039107,Stetson Bennett,LAR,SF,QB,QB,ACT,3.0,2026,REG,1,2026 REG W1,401872657,2026-09-11T00:35Z,home,1.24,1.24,1.0,0.0,3.0,1.36,24.0,4.5,,,,,,,,,,55.0,1.446,21.72,30.99,13.62,2.08,0.99,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,63.27,33.1,15.72,7.05,3.15
00-0040014,Kyle McCord,MIA,LV,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872928,2026-09-13T20:25Z,away,1.216,1.216,1.0,0.0,3.0,1.333,24.0,4.5,,,,,,,,,,55.0,1.431,21.6,33.08,14.23,1.74,0.98,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,63.18,32.32,15.05,6.8,2.66
00-0040981,Joe Fagnano,BAL,IND,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872659,2026-09-13T17:00Z,away,1.192,1.192,1.0,0.0,3.0,1.292,24.0,4.5,,,,,,,,,,55.0,1.412,20.37,28.68,14.9,2.4,0.966,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,63.02,32.2,14.53,5.81,2.36
00-0027973,Andy Dalton,PHI,WAS,QB,QB,ACT,15.0,2026,REG,1,2026 REG W1,401872929,2026-09-13T20:25Z,home,1.192,1.192,1.0,0.0,3.0,1.305,22.21,3.99,,,,,,0.82,0.6,1.0,1.0,60.8,1.87,24.55,30.2,14.38,1.45,1.18,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,62.85,31.9,14.37,6.09,2.53
00-0040906,Garrett Nussmeier,KC,DEN,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872931,2026-09-15T00:15Z,home,1.162,1.162,1.0,0.0,3.0,1.289,24.0,4.5,,,,,,,,,,55.0,1.37,18.15,26.24,19.72,1.85,0.938,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,62.07,30.9,13.59,5.91,2.48
00-0040673,Jalen Milroe,SEA,NE,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,home,1.149,1.149,1.0,0.0,3.0,1.272,24.0,4.5,,,,,,,,,,55.0,1.345,23.46,32.8,13.76,1.68,0.921,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,61.74,30.53,13.59,5.71,2.25
00-0041123,Behren Morton,NE,SEA,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872656,2026-09-10T00:20Z,away,1.129,1.129,1.0,0.0,3.0,1.258,24.0,4.5,,,,,,,,,,55.0,1.333,18.31,29.01,16.95,2.23,0.913,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,61.2,29.92,13.34,5.39,1.98
00-0041561,Carson Beck,ARI,LAC,QB,QB,ACT,0.0,2026,REG,1,2026 REG W1,401872926,2026-09-13T20:25Z,away,1.115,1.115,1.0,0.0,3.0,1.238,24.0,4.5,,,,,,,,,,55.0,1.283,16.88,26.92,15.35,2.39,0.878,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,61.18,29.62,12.73,5.06,1.94
00-0040743,Tyler Shough,NO,DET,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872923,2026-09-13T17:00Z,away,1.085,1.085,1.0,0.0,3.0,1.219,31.85,3.23,7.8,1.11,0.84,13.09,1.67,0.977,1.0,1.0,0.909,84.9,1.545,18.75,27.63,16.96,2.35,1.058,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,60.69,28.28,11.95,4.82,1.79
00-0040668,Shedeur Sanders,CLE,JAX,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,away,1.076,1.076,1.0,0.0,3.0,1.203,28.16,3.45,7.23,4.26,2.55,28.94,4.26,0.931,1.0,0.875,0.875,82.4,1.577,18.92,29.91,13.55,2.22,1.079,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,60.41,28.31,11.85,4.61,1.66
00-0033537,Deshaun Watson,CLE,JAX,QB,QB,ACT,9.0,2026,REG,1,2026 REG W1,401872922,2026-09-13T17:00Z,away,1.066,1.066,1.0,0.0,3.0,1.204,28.32,3.27,10.05,4.79,3.42,23.74,1.6,0.831,0.8,0.8,0.923,78.3,1.577,18.92,29.91,13.55,2.22,1.079,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,59.82,28.25,11.46,4.42,1.8
00-0040676,Cam Ward,TEN,NYJ,QB,QB,ACT,1.0,2026,REG,1,2026 REG W1,401872924,2026-09-13T17:00Z,home,1.046,1.046,1.0,0.0,3.0,1.187,28.61,2.98,9.92,4.87,4.03,18.15,1.18,1.278,1.6,1.1,0.933,78.8,1.431,22.22,32.77,14.4,1.43,0.98,1.0,ADVANCED_PASS_TD_USAGE,10000,NFL_PASS_TD_V1,59.35,27.4,11.17,4.38,1.52
