player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,prob_0_plus,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,prob_155_plus,prob_160_plus,prob_165_plus,prob_170_plus,prob_175_plus,prob_180_plus,prob_185_plus,prob_190_plus,prob_195_plus,prob_200_plus
00-0037239,Chris Olave,NO,JAX,WR,WR,ACT,4.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_JAX_NO,,home,43.12,43.12,37.747,0.0,96.849,38.193,40,85.8,82.1,73.933,72.688,9.6,0.5,1.0,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,76.22,72.62,68.86,64.88,60.75,56.62,52.38,48.07,43.7,39.51,35.43,31.61,27.82,24.34,20.98,18.0,15.35,12.87,10.73,8.87,7.25,5.88,4.66,3.69,2.94,2.28,1.74,1.33,1.01,0.78,0.56,0.42,0.3,0.21,0.15,0.09,0.07,0.05,0.03,0.03
00-0040735,Luther Burden III,CHI,CLE,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,42.877,42.877,36.601,0.0,98.332,39.216,15,71.4,50.2,43.467,43.467,6.4,0.68,0.96,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,74.48,71.08,67.41,63.59,59.57,55.53,51.37,47.14,43.05,39.04,35.16,31.46,27.89,24.54,21.42,18.44,15.79,13.4,11.33,9.37,7.73,6.34,5.14,4.14,3.34,2.61,2.06,1.6,1.25,0.96,0.73,0.56,0.4,0.3,0.22,0.16,0.12,0.09,0.06,0.04
00-0036358,CeeDee Lamb,DAL,SEA,WR,WR,ACT,6.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,41.414,41.414,37.656,0.0,89.031,34.268,45,66.6,74.5,86.533,82.846,7.2,0.5,0.997,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,79.13,75.46,71.43,67.05,62.43,57.56,52.61,47.73,42.7,37.93,33.26,28.98,24.86,21.07,17.68,14.57,11.89,9.59,7.62,5.97,4.62,3.53,2.66,2.01,1.49,1.07,0.76,0.53,0.37,0.24,0.18,0.11,0.08,0.05,0.03,0.02,0.01,0.01,0.0,0.0
00-0039338,Brock Bowers,LV,ARI,TE,TE,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_ARI_LV,,home,40.97,40.97,36.626,0.0,90.251,35.083,29,45.0,53.9,60.4,56.667,6.2,0.68,0.984,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,77.47,73.76,69.78,65.51,60.95,56.34,51.54,46.74,41.98,37.29,32.92,28.79,24.85,21.21,17.93,14.96,12.37,10.1,8.09,6.43,5.04,3.9,2.97,2.22,1.67,1.25,0.92,0.66,0.48,0.33,0.22,0.15,0.11,0.07,0.04,0.03,0.02,0.01,0.01,0.0
00-0039916,Ricky Pearsall,SF,TEN,WR,WR,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,40.96,40.96,32.254,0.0,99.318,40.779,19,40.2,59.7,53.067,58.667,4.8,0.68,0.967,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,69.96,66.55,62.94,59.3,55.55,51.72,47.94,44.18,40.5,36.82,33.23,29.9,26.59,23.57,20.79,18.17,15.76,13.62,11.62,9.77,8.3,6.88,5.73,4.78,3.91,3.17,2.54,2.02,1.6,1.28,1.0,0.79,0.6,0.48,0.35,0.26,0.17,0.13,0.1,0.07
00-0038124,Christian Watson,GB,PIT,WR,WR,ACT,4.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,away,40.884,40.884,33.769,0.0,96.548,38.935,33,65.6,61.1,56.533,61.1,6.2,0.5,1.135,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,72.35,68.77,64.98,61.16,57.22,53.06,49.01,44.91,41.0,36.98,33.17,29.54,26.08,22.83,19.77,17.06,14.62,12.42,10.57,8.87,7.36,6.07,4.88,3.89,3.1,2.42,1.92,1.51,1.17,0.89,0.66,0.51,0.38,0.29,0.21,0.16,0.12,0.08,0.05,0.04
00-0039893,Brian Thomas Jr.,JAX,NO,WR,WR,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_JAX_NO,,away,40.31,40.31,36.815,0.0,85.597,32.682,31,51.8,54.3,54.0,50.5,5.6,0.68,0.974,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,80.25,76.34,71.94,67.27,62.31,57.15,51.86,46.7,41.6,36.48,31.71,27.19,23.05,19.33,15.92,12.89,10.27,8.21,6.31,4.84,3.6,2.7,2.02,1.46,1.03,0.7,0.47,0.34,0.22,0.14,0.09,0.06,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.0
00-0040126,Colston Loveland,CHI,CLE,TE,TE,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,39.975,39.975,36.565,0.0,85.656,32.886,16,61.4,59.7,46.733,44.562,7.6,0.68,0.96,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,79.34,75.36,71.2,66.5,61.71,56.63,51.59,46.39,41.25,36.3,31.52,27.02,22.96,19.18,15.75,12.77,10.26,8.21,6.37,4.87,3.7,2.77,2.0,1.45,1.02,0.75,0.53,0.36,0.24,0.15,0.1,0.06,0.04,0.03,0.02,0.01,0.01,0.01,0.0,0.0
00-0033288,George Kittle,SF,TEN,TE,TE,ACT,9.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,39.95,39.95,32.652,0.0,95.082,38.568,42,75.4,60.3,62.267,57.091,7.8,0.5,0.967,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,71.38,67.84,64.15,60.23,56.29,52.14,48.07,43.88,39.79,35.97,32.3,28.7,25.33,22.12,19.26,16.56,14.22,11.92,10.03,8.38,6.94,5.63,4.55,3.63,2.88,2.3,1.76,1.39,1.07,0.83,0.64,0.49,0.36,0.25,0.18,0.12,0.09,0.06,0.04,0.03
00-0036554,Nico Collins,HOU,LAC,WR,WR,ACT,5.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,39.897,39.897,35.932,0.0,86.689,33.522,42,84.0,80.5,74.467,74.467,7.0,0.5,0.899,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,78.39,74.44,70.22,65.66,60.89,55.99,50.96,45.93,41.0,36.14,31.64,27.36,23.32,19.63,16.23,13.32,10.76,8.58,6.83,5.27,4.02,3.01,2.27,1.66,1.2,0.82,0.56,0.4,0.28,0.19,0.13,0.09,0.05,0.03,0.02,0.02,0.01,0.01,0.0,0.0
00-0038117,Wan'Dale Robinson,TEN,SF,WR,WR,ACT,4.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,away,39.029,39.029,32.43,0.0,91.317,36.822,48,75.2,66.3,63.933,63.375,10.4,0.5,0.998,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,72.59,68.89,64.93,60.74,56.41,52.06,47.74,43.39,39.3,35.22,31.35,27.58,24.05,20.81,17.8,15.07,12.68,10.55,8.7,7.09,5.77,4.62,3.65,2.83,2.2,1.71,1.33,1.0,0.73,0.54,0.39,0.29,0.21,0.15,0.1,0.07,0.05,0.04,0.02,0.02
00-0039064,Zay Flowers,BAL,PHI,WR,WR,ACT,3.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_PHI_BAL,,home,38.749,38.749,32.159,0.0,91.086,36.645,50,88.8,72.5,66.2,71.235,6.8,0.5,0.85,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,72.42,68.65,64.64,60.5,56.28,51.92,47.55,43.19,38.98,34.83,30.91,27.21,23.76,20.53,17.53,14.84,12.51,10.46,8.59,6.96,5.66,4.58,3.6,2.8,2.15,1.61,1.19,0.91,0.68,0.5,0.37,0.26,0.19,0.14,0.09,0.06,0.04,0.03,0.03,0.02
00-0036410,Tee Higgins,CIN,DET,WR,WR,ACT,6.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DET_CIN,,home,38.157,38.157,34.521,0.0,82.537,31.968,39,60.4,68.8,56.4,56.4,6.8,0.5,1.087,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,78.23,74.12,69.81,65.1,60.06,54.74,49.5,44.28,39.06,34.06,29.28,24.87,20.9,17.35,14.02,11.28,8.91,6.94,5.34,4.08,3.09,2.27,1.63,1.14,0.79,0.54,0.37,0.26,0.18,0.11,0.07,0.05,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0
00-0038996,Tucker Kraft,GB,PIT,TE,TE,ACT,3.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,away,38.049,38.049,32.82,0.0,86.675,34.378,35,64.0,57.8,54.667,61.125,5.8,0.5,1.135,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,74.74,70.86,66.59,61.99,57.31,52.61,47.89,43.17,38.53,34.11,29.83,25.83,22.19,18.76,15.7,13.06,10.73,8.7,6.99,5.54,4.3,3.31,2.55,1.95,1.44,1.05,0.74,0.51,0.37,0.26,0.18,0.11,0.07,0.05,0.04,0.02,0.02,0.01,0.01,0.01
00-0038606,Parker Washington,JAX,NO,WR,WR,ACT,3.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_JAX_NO,,away,37.669,37.669,31.763,0.0,87.679,35.269,33,85.2,69.2,56.467,56.467,7.0,0.5,0.974,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,72.67,68.76,64.68,60.53,56.13,51.6,46.99,42.52,38.05,33.75,29.68,25.85,22.35,19.03,16.05,13.47,11.15,9.12,7.44,5.94,4.71,3.68,2.83,2.17,1.67,1.26,0.95,0.7,0.51,0.35,0.26,0.17,0.11,0.09,0.06,0.04,0.03,0.02,0.01,0.01
00-0040124,Tetairoa McMillan,CAR,BUF,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CAR_BUF,,away,37.168,37.168,33.367,0.0,81.353,31.614,17,46.2,60.1,56.4,59.647,5.2,0.68,0.907,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,77.52,73.3,68.73,63.83,58.72,53.55,48.23,42.95,37.81,32.83,28.15,23.82,19.94,16.45,13.29,10.62,8.4,6.5,4.97,3.77,2.83,2.09,1.48,1.02,0.71,0.49,0.31,0.2,0.14,0.09,0.05,0.04,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0
00-0037664,Alec Pierce,IND,NE,WR,WR,ACT,4.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_IND_NE,,away,36.859,36.859,29.625,0.0,88.586,36.073,48,62.8,68.6,66.867,66.867,5.0,0.5,0.941,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,70.37,66.54,62.56,58.3,53.99,49.7,45.38,41.06,36.89,32.93,29.23,25.5,22.01,18.97,16.17,13.63,11.46,9.47,7.73,6.26,5.04,4.03,3.22,2.5,1.94,1.51,1.14,0.81,0.61,0.46,0.32,0.23,0.17,0.12,0.07,0.06,0.03,0.03,0.02,0.01
00-0036912,DeVonta Smith,PHI,BAL,WR,WR,ACT,5.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_PHI_BAL,,away,36.469,36.469,27.364,0.0,91.049,37.632,46,41.2,50.4,62.6,59.294,5.4,0.5,1.042,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,67.43,63.69,59.82,55.89,51.96,47.97,44.05,40.05,36.2,32.47,28.97,25.65,22.55,19.67,17.1,14.59,12.3,10.35,8.68,7.18,5.88,4.7,3.81,3.02,2.39,1.91,1.44,1.12,0.87,0.65,0.49,0.37,0.27,0.19,0.14,0.1,0.07,0.06,0.04,0.03
00-0037740,Garrett Wilson,NYJ,TB,WR,WR,ACT,4.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TB_NYJ,,home,36.431,36.431,31.819,0.0,81.901,32.315,41,50.0,56.6,55.733,56.429,8.4,0.5,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,75.28,71.14,66.68,61.92,57.01,51.88,46.71,41.88,36.88,32.19,27.82,23.62,19.82,16.49,13.53,10.88,8.62,6.8,5.33,4.07,3.04,2.27,1.66,1.21,0.86,0.59,0.41,0.26,0.17,0.11,0.08,0.05,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0
00-0038544,Quentin Johnston,LAC,HOU,WR,WR,ACT,3.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,away,36.077,36.077,25.036,0.0,93.064,39.173,45,46.6,49.6,64.6,56.538,4.4,0.5,0.974,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,64.66,61.12,57.46,53.7,50.03,46.34,42.57,39.0,35.45,31.98,28.71,25.51,22.64,19.89,17.38,15.06,12.9,11.06,9.45,8.01,6.68,5.58,4.58,3.78,3.06,2.49,2.0,1.63,1.28,0.99,0.75,0.56,0.41,0.3,0.22,0.16,0.11,0.08,0.05,0.04
00-0040663,Harold Fannin Jr.,CLE,CHI,TE,TE,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,away,35.563,35.563,33.615,0.0,71.665,26.328,16,53.8,47.7,44.533,45.688,7.6,0.68,1.003,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,83.58,78.99,73.82,67.88,61.53,54.88,48.1,41.37,35.0,29.03,23.52,18.72,14.54,11.02,8.1,5.87,4.12,2.82,1.86,1.22,0.77,0.45,0.28,0.16,0.09,0.05,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0031408,Mike Evans,SF,TEN,WR,WR,ACT,12.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,home,35.286,35.286,26.285,0.0,88.53,36.729,39,45.6,55.4,69.133,46.0,6.8,0.5,0.967,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,66.9,63.11,59.1,55.17,51.07,47.06,42.88,38.79,34.99,31.26,27.72,24.38,21.28,18.4,15.88,13.49,11.34,9.47,7.86,6.48,5.28,4.22,3.3,2.61,2.07,1.63,1.26,0.97,0.73,0.55,0.42,0.31,0.24,0.18,0.13,0.1,0.07,0.05,0.03,0.02
00-0036970,Kyle Pitts,ATL,DEN,TE,TE,ACT,5.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DEN_ATL,,home,35.179,35.179,28.859,0.0,83.382,33.688,51,77.4,58.4,55.467,54.588,8.6,0.5,0.957,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,71.35,67.09,62.79,58.22,53.59,48.92,44.33,39.75,35.31,31.05,26.97,23.27,19.88,16.71,13.97,11.49,9.36,7.5,5.93,4.65,3.62,2.79,2.1,1.57,1.14,0.85,0.63,0.42,0.3,0.21,0.14,0.09,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.01
00-0039919,Rome Odunze,CHI,CLE,WR,WR,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_CLE_CHI,,home,34.83,34.83,29.765,0.0,80.078,31.998,29,37.6,49.6,51.4,55.083,6.8,0.68,0.96,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,73.37,69.05,64.48,59.77,54.82,49.74,44.73,39.66,34.9,30.28,26.09,22.14,18.56,15.25,12.45,10.03,7.98,6.28,4.81,3.72,2.78,2.07,1.54,1.12,0.8,0.56,0.39,0.27,0.18,0.12,0.07,0.04,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0
00-0040129,Emeka Egbuka,TB,NYJ,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TB_NYJ,,away,34.652,34.652,25.431,0.0,87.675,36.365,17,29.4,41.1,56.133,55.176,5.2,0.68,0.91,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,66.47,62.58,58.57,54.45,50.35,46.22,42.18,38.16,34.39,30.68,27.07,23.79,20.68,17.76,15.17,13.0,11.03,9.15,7.54,6.21,5.03,4.02,3.18,2.52,1.98,1.58,1.21,0.9,0.68,0.5,0.37,0.26,0.19,0.14,0.11,0.07,0.05,0.03,0.02,0.01
00-0036322,Justin Jefferson,MIN,NYG,WR,WR,ACT,6.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIN_NYG,,away,34.591,34.591,26.742,0.0,85.104,34.948,44,49.8,44.6,61.533,61.647,7.2,0.5,0.928,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,68.36,64.42,60.21,55.86,51.52,47.12,42.8,38.6,34.47,30.51,26.78,23.35,20.08,17.2,14.46,12.12,10.04,8.25,6.71,5.4,4.27,3.36,2.58,2.0,1.5,1.16,0.85,0.61,0.45,0.31,0.21,0.16,0.1,0.07,0.04,0.03,0.02,0.02,0.01,0.01
00-0039915,Ladd McConkey,LAC,HOU,WR,WR,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,away,34.353,34.353,29.952,0.0,77.322,30.581,32,29.0,47.6,47.667,49.312,4.4,0.68,0.974,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,74.96,70.55,65.75,60.63,55.27,49.94,44.7,39.42,34.2,29.36,24.96,20.86,17.24,14.04,11.17,8.78,6.77,5.21,3.94,2.93,2.16,1.59,1.14,0.79,0.56,0.36,0.25,0.16,0.1,0.06,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
00-0034348,Courtland Sutton,DEN,ATL,WR,WR,ACT,8.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DEN_ATL,,away,34.32,34.32,28.929,0.0,79.837,31.978,49,61.2,54.8,63.333,59.824,8.8,0.5,0.947,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,72.67,68.29,63.69,58.82,53.93,48.95,43.82,38.95,34.29,29.87,25.63,21.72,18.23,15.07,12.29,9.93,7.88,6.15,4.78,3.69,2.77,2.06,1.49,1.09,0.77,0.56,0.37,0.24,0.16,0.1,0.06,0.04,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0
00-0035640,DK Metcalf,PIT,GB,WR,WR,ACT,7.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,home,33.94,33.94,27.825,0.0,80.74,32.739,46,59.8,49.4,56.667,56.667,7.4,0.5,0.968,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,70.82,66.52,62.04,57.37,52.66,47.9,43.05,38.39,33.83,29.48,25.48,21.71,18.33,15.2,12.6,10.33,8.3,6.61,5.17,4.07,3.1,2.31,1.75,1.3,0.96,0.72,0.51,0.36,0.25,0.16,0.11,0.08,0.05,0.04,0.03,0.01,0.01,0.01,0.0,0.0
