player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,prob_0_plus,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,prob_155_plus,prob_160_plus,prob_165_plus,prob_170_plus,prob_175_plus,prob_180_plus,prob_185_plus,prob_190_plus,prob_195_plus,prob_200_plus
00-0041486,Anderson Castle,IND,NE,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_IND_NE,,away,19.908,19.908,18.638,0.0,40.868,15.212,0,,,,,,0.68,0.941,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,78.91,69.34,58.44,46.84,35.45,25.59,17.25,10.9,6.4,3.47,1.79,0.81,0.36,0.15,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040912,Hank Beatty,TEN,SF,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,away,19.897,19.897,18.88,0.0,39.759,14.664,0,,,,,,0.68,0.998,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.01,70.65,59.42,47.35,35.6,25.0,16.35,9.76,5.5,2.85,1.35,0.58,0.26,0.08,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039679,Ben Nikkel,IND,NE,WR,WR,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_IND_NE,,away,19.895,19.895,18.665,0.0,40.808,15.231,0,,,,,,0.68,0.941,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,78.52,69.2,58.35,46.96,35.71,25.64,17.21,10.85,6.31,3.45,1.75,0.81,0.36,0.15,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040337,Eli Pancol,IND,NE,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_IND_NE,,away,19.882,19.882,18.676,0.0,40.756,15.228,0,,,,,,0.68,0.941,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,78.44,69.22,58.47,47.0,35.57,25.51,17.16,10.83,6.32,3.47,1.73,0.83,0.37,0.15,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040919,Tyren Montgomery,TEN,SF,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,away,19.861,19.861,18.857,0.0,39.973,14.69,0,,,,,,0.68,0.998,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.06,70.32,59.2,47.21,35.35,24.76,16.31,9.97,5.67,2.92,1.4,0.6,0.22,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040205,Kalel Mullings,TEN,SF,RB,RB,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,away,19.857,19.857,18.845,0.0,39.813,14.655,0,,,,,,0.68,0.998,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.09,70.59,59.31,47.26,35.35,24.75,16.14,9.8,5.47,2.87,1.37,0.6,0.26,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034272,Marquez Valdes-Scantling,DAL,SEA,WR,WR,ACT,8.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,19.831,19.831,9.713,0.0,56.284,24.43,38,16.0,15.3,26.067,13.333,4.2,0.5,0.997,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,55.05,49.69,44.13,38.75,33.65,28.71,24.31,20.27,16.58,13.38,10.67,8.32,6.39,4.84,3.57,2.65,1.91,1.34,0.95,0.65,0.44,0.27,0.18,0.12,0.08,0.04,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040445,Courtney Jackson,TEN,SF,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TEN_SF,,away,19.83,19.83,18.78,0.0,39.827,14.626,0,,,,,,0.68,0.998,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,80.01,70.42,59.13,47.13,35.24,24.8,16.29,9.83,5.46,2.8,1.29,0.56,0.22,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041397,Kaden Wetjen,PIT,GB,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,home,19.781,19.781,18.672,0.0,40.106,14.82,0,,,,,,0.68,0.968,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.36,69.8,58.63,46.89,35.33,24.95,16.5,10.12,5.72,2.95,1.4,0.63,0.24,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039884,Tahj Washington,MIA,WAS,WR,WR,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIA_WAS,,away,19.77,19.77,19.473,3.284,35.545,11.904,2,18.5,18.5,18.5,18.5,2.5,0.68,1.124,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,100.0,87.39,77.33,63.89,48.36,32.97,20.1,10.8,5.04,2.05,0.72,0.23,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041489,Germie Bernard,PIT,GB,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,home,19.761,19.761,18.705,0.0,39.912,14.807,0,,,,,,0.68,0.968,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.42,69.77,58.63,46.93,35.31,24.97,16.36,9.91,5.57,2.94,1.5,0.68,0.3,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039451,Isaiah Williams,NYJ,TB,WR,WR,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TB_NYJ,,home,19.758,19.758,17.774,0.0,43.109,16.768,10,31.2,19.9,19.9,21.444,5.2,0.68,1.15,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,73.83,65.0,55.48,45.63,35.97,26.99,19.26,13.17,8.53,5.22,3.01,1.62,0.81,0.39,0.18,0.08,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040618,Max Hurleman,PIT,GB,RB,RB,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,home,19.737,19.737,18.624,0.0,40.03,14.844,0,,,,,,0.68,0.968,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.18,69.67,58.5,46.75,35.18,24.9,16.4,10.03,5.72,3.03,1.43,0.64,0.26,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041490,Eli Heidenreich,PIT,GB,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,home,19.733,19.733,18.581,0.0,40.133,14.861,0,,,,,,0.68,0.968,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.25,69.66,58.47,46.63,35.14,24.81,16.41,10.14,5.83,3.05,1.46,0.67,0.27,0.11,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041398,Riley Nowakowski,PIT,GB,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,home,19.7,19.7,18.583,0.0,40.005,14.824,0,,,,,,0.68,0.968,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.43,69.67,58.4,46.64,34.81,24.63,16.17,10.01,5.71,3.02,1.48,0.67,0.28,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040646,Jalen Royals,KC,LAR,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAR_KC,,home,19.699,19.699,19.711,13.428,25.973,4.907,1,4.0,4.0,4.0,4.0,3.0,0.68,1.108,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,100.0,99.85,97.56,83.04,47.68,13.96,1.81,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040528,JJ Galbreath,PIT,GB,TE,TE,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,home,19.688,19.688,18.599,0.0,39.987,14.829,0,,,,,,0.68,0.968,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.14,69.48,58.6,46.63,35.03,24.71,16.2,9.98,5.7,2.95,1.47,0.66,0.28,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038041,Jake Ferguson,DAL,SEA,TE,TE,ACT,4.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,19.672,19.672,14.263,0.0,49.95,20.851,48,20.8,26.6,33.267,35.294,3.8,0.5,0.997,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,62.8,56.05,48.95,41.84,35.1,28.67,22.98,17.82,13.6,9.97,7.17,5.04,3.41,2.27,1.49,0.92,0.56,0.33,0.19,0.1,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039626,Cole Burgess,PIT,GB,WR,WR,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,home,19.67,19.67,18.541,0.0,39.953,14.839,0,,,,,,0.68,0.968,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.0,69.64,58.45,46.48,34.83,24.78,16.3,9.94,5.7,2.95,1.42,0.66,0.29,0.1,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041263,Lake McRee,PIT,GB,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_GB_PIT,,home,19.659,19.659,18.546,0.0,39.898,14.823,0,,,,,,0.68,0.968,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,79.15,69.64,58.38,46.46,34.79,24.65,16.19,9.88,5.66,3.03,1.47,0.66,0.28,0.11,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041309,Daniel Sobkowicz,HOU,LAC,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.45,19.45,18.072,0.0,40.392,15.208,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.48,67.98,56.95,45.71,34.7,24.68,16.49,10.42,6.08,3.36,1.74,0.82,0.36,0.15,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041308,Treyvhon Saunders,HOU,LAC,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.438,19.438,18.027,0.0,40.448,15.176,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.45,68.01,57.17,45.5,34.59,24.78,16.55,10.42,6.0,3.26,1.63,0.77,0.33,0.13,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036244,Colby Parkinson,LAR,KC,TE,TE,ACT,6.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAR_KC,,away,19.423,19.423,15.42,0.0,47.148,19.256,43,43.4,35.0,27.6,29.143,6.0,0.5,0.917,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,66.27,58.61,50.63,42.61,34.9,27.71,21.46,16.05,11.61,8.12,5.47,3.58,2.23,1.36,0.78,0.45,0.23,0.12,0.07,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041467,Lewis Bond,HOU,LAC,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.42,19.42,18.07,0.0,40.392,15.23,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.38,67.81,56.88,45.66,34.64,24.75,16.57,10.41,6.15,3.3,1.72,0.82,0.34,0.14,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040792,Layne Pryor,HOU,LAC,TE,TE,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.411,19.411,18.072,0.0,40.494,15.24,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.3,67.78,56.83,45.62,34.49,24.55,16.48,10.51,6.14,3.32,1.7,0.85,0.37,0.15,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041312,Noah Whittington,HOU,LAC,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.391,19.391,18.049,0.0,40.292,15.201,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.36,67.77,56.89,45.48,34.39,24.52,16.53,10.28,6.08,3.32,1.7,0.78,0.34,0.14,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041535,Louis Hansen,HOU,LAC,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.39,19.39,18.064,0.0,40.315,15.21,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.36,67.79,56.9,45.6,34.49,24.66,16.51,10.34,5.98,3.32,1.68,0.8,0.34,0.14,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040049,Josh Kelly,HOU,LAC,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.38,19.38,18.009,0.0,40.396,15.179,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.4,67.79,56.83,45.45,34.38,24.55,16.45,10.41,6.1,3.33,1.64,0.76,0.32,0.14,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041307,Josh Pitsenberger,HOU,LAC,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.372,19.372,17.968,0.0,40.358,15.237,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.19,67.75,56.87,45.4,34.43,24.64,16.51,10.34,6.09,3.33,1.74,0.81,0.34,0.12,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041472,Marlin Klein,HOU,LAC,TE,TE,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.367,19.367,18.069,0.0,40.265,15.175,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.26,67.92,57.02,45.45,34.37,24.47,16.4,10.28,5.96,3.24,1.65,0.8,0.35,0.15,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037809,Chig Okonkwo,WAS,MIA,TE,TE,ACT,4.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIA_WAS,,home,19.333,19.333,14.346,0.0,48.397,20.092,50,30.8,34.2,33.733,32.941,5.6,0.5,0.906,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,63.93,56.57,49.03,41.6,34.56,27.96,22.05,16.8,12.5,8.96,6.26,4.32,2.85,1.82,1.12,0.69,0.4,0.22,0.11,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038619,Andrei Iosivas,CIN,DET,WR,WR,ACT,3.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DET_CIN,,home,19.314,19.314,13.171,0.0,50.151,21.132,41,17.8,26.5,29.0,29.0,2.8,0.5,1.087,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,61.1,54.4,47.54,40.76,34.17,27.99,22.55,17.71,13.59,10.1,7.42,5.29,3.66,2.47,1.62,1.03,0.64,0.38,0.22,0.14,0.08,0.04,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039603,British Brooks,HOU,LAC,RB,FB,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAC_HOU,,home,19.301,19.301,17.93,0.0,40.178,15.189,0,,,,,,0.68,0.899,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.18,67.66,56.76,45.25,34.17,24.41,16.26,10.17,5.98,3.3,1.69,0.79,0.36,0.15,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039751,Jordan Whittington,LAR,KC,WR,WR,ACT,2.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAR_KC,,away,19.277,19.277,11.214,0.0,52.722,22.586,18,8.2,12.2,23.467,14.25,1.4,0.68,0.917,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,57.6,51.48,45.28,39.32,33.52,28.09,22.99,18.54,14.8,11.48,8.88,6.66,4.86,3.45,2.42,1.65,1.12,0.76,0.48,0.31,0.19,0.13,0.07,0.05,0.03,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038519,Nikko Remigio,KC,LAR,WR,WR,ACT,3.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_LAR_KC,,home,19.253,19.253,16.082,0.0,44.957,18.095,2,34.5,34.5,34.5,21.0,3.5,0.5,1.108,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,100.0,68.95,60.69,52.01,43.11,34.63,26.86,20.04,14.39,9.96,6.62,4.27,2.63,1.55,0.9,0.46,0.24,0.1,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040406,Quentin Skinner,NYJ,TB,WR,WR,RES,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_TB_NYJ,,home,19.242,19.242,19.219,13.099,25.385,4.803,1,10.0,10.0,10.0,10.0,1.0,0.68,1.15,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,100.0,99.86,97.31,81.09,43.54,11.49,1.3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039066,Michael Mayer,LV,ARI,TE,TE,ACT,3.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_ARI_LV,,home,19.241,19.241,13.535,0.0,49.501,20.744,35,34.6,28.1,24.2,27.333,4.6,0.5,0.984,PLAYER_HISTORY,100000,NFL_RECEIVING_YARDS_V1,100.0,62.02,55.02,47.88,40.82,34.18,27.76,22.13,17.24,13.04,9.69,7.03,4.96,3.39,2.25,1.44,0.92,0.56,0.34,0.18,0.09,0.05,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041178,Robert Henry,WAS,MIA,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIA_WAS,,home,19.212,19.212,17.979,0.0,39.791,14.929,0,,,,,,0.68,0.906,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.57,67.96,57.0,45.22,33.86,23.89,15.75,9.81,5.59,2.95,1.5,0.69,0.28,0.1,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040021,Phil Mafah,DAL,SEA,RB,RB,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_DAL_SEA,,away,19.181,19.181,19.181,13.037,25.314,4.79,1,11.0,11.0,11.0,11.0,2.0,0.68,0.997,PLAYER_PRIOR_BLEND,100000,NFL_RECEIVING_YARDS_V1,100.0,99.83,97.25,80.92,43.07,11.16,1.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040551,Nick Nash,WAS,MIA,WR,WR,ACT,1.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIA_WAS,,home,19.17,19.17,17.871,0.0,39.798,14.954,0,,,,,,0.68,0.906,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.46,67.8,56.62,44.92,33.66,23.94,15.88,9.77,5.56,3.0,1.5,0.7,0.29,0.11,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041096,Kaytron Allen,WAS,MIA,RB,RB,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIA_WAS,,home,19.13,19.13,17.839,0.0,39.681,14.931,0,,,,,,0.68,0.906,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.39,67.68,56.44,44.96,33.77,23.68,15.7,9.68,5.56,2.96,1.46,0.68,0.28,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0041040,Antonio Williams,WAS,MIA,WR,WR,ACT,0.0,2026,PRE,1,2026 PRE W1,2026_PRE_W1_MIA_WAS,,home,19.127,19.127,17.768,0.0,39.757,14.965,0,,,,,,0.68,0.906,TEAM_LEAGUE_PRIOR,100000,NFL_RECEIVING_YARDS_V1,100.0,77.3,67.67,56.45,44.77,33.68,23.84,15.73,9.75,5.65,3.0,1.51,0.68,0.29,0.11,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
