Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
11,2026-08-05,824728,2026-08-05T23:10:00Z,In Progress,Fenway Park,Chicago White Sox @ Boston Red Sox,Home,575929,Willson Contreras,Boston Red Sox,Chicago White Sox,1B,R,Yes,4.0,105,428,360,103,18,2,23,57,69,46,19,108,0.286,0.393,0.539,0.932,11,41,30,7,1,0.233,0.0244,19,72,55,17,3,0.309,0.0417,504,78,10.4,31.1,47.2,24.1,28.1,17.6,30.0,50.0,35.3,8.1,3.7,8.1,42.2,84.4,19.6,0.738,75.3,98.4,116.5,69.3,14.3,17.2,47.1,54.5,Average,3.0,Pull Power,A,Excellent HR swing plane,54.5,Average,1.013,Good,11.5,46.4,99.4,0.749,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,42.71,19.71,Strong positive regression,Average Pull Power profile. 10.4% barrel rate; 84.4 mph average exit velocity; 30.0% air-ball rate; 50.0% pull-air rate; 8.1% HR-launch rate.,0.0537,0.049,4.42,11,4,15.7,0.7,70.3,Recently homered,680732,Sean Burke,R,RHB vs RHP,23,19,125.1,3.09,1.11,13,0.93,10.13,2.66,668.0,4.8,22.3,14.5,48.9,33.8,83.0,94.2,113.4,0.521,13.0,66.3,99.9,0.766,9.4,4-Seam Fastball,R,RHB vs RHP,43.3,315,0.287,0.384,0.526,0.91,16,28,89,0.0508,8.4,0.702,197,0.0203,3.9,0.479,3,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,51.2,Neutral Matchup,Average,42.5,5,Pitch-level Statcast · last 5 MLB games,484,4-Seam Fastball,36.98347107438016,179.0,Slider,22.727272727272727,110.0,Knuckle Curve,18.388429752066116,89.0,Sinker,12.809917355371901,62.0,Cutter,8.47107438016529,41.0,Partly Cloudy,84.0,"4 mph, Out To CF",4.0,No,102.0,1.02,1.055,65.6,1.033,0.973,64.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,43.3,36.9,66.3,68.9,65.6,74.0,57.9,7.84,0.863,0.973,0.985,1.03,1.013,1.043,1.0,19.91,12.71,94.8,37.8,D+,Good,Changeup,0.6198347107438017,3.0,,,
12,2026-08-05,824806,2026-08-05T22:35:00Z,In Progress,Oriole Park at Camden Yards,Los Angeles Angels @ Baltimore Orioles,Home,691723,Coby Mayo,Baltimore Orioles,Los Angeles Angels,3B,R,Yes,5.0,88,285,260,52,10,2,14,38,40,21,3,96,0.2,0.267,0.415,0.682,9,24,22,5,1,0.227,0.0417,19,48,44,11,4,0.25,0.0833,339,47,10.8,34.3,52.0,27.1,20.9,21.7,31.2,53.8,36.5,10.0,4.7,10.0,51.4,86.6,23.0,0.78,73.8,100.0,115.3,52.6,17.9,14.5,47.4,59.4,Average,3.5,Pull Power,A-,Elevated power plane,59.4,Average,1.026,Good,14.9,47.4,100.8,1.035,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,31.92,17.92,Strong positive regression,Average Pull Power profile. 10.8% barrel rate; 86.6 mph average exit velocity; 31.2% air-ball rate; 53.8% pull-air rate; 10.0% HR-launch rate.,0.0491,0.044,4.29,16,6,18.6,0.86,86.2,Near normal interval,672282,Reid Detmers,L,RHB vs LHP,23,23,128.0,3.94,1.08,15,1.05,10.55,2.67,662.0,4.4,22.2,14.8,39.1,29.5,83.3,94.7,112.6,0.531,15.0,62.6,99.9,0.711,10.2,4-Seam Fastball,R,RHB vs LHP,62.0,97,0.276,0.351,0.69,1.04,10,9,27,0.1031,11.1,0.913,379,0.029,4.2,0.54,1,1,0,0/1,0.0,0.0,0.0,0.0,0,0,0,59.3,Slight Hitter Advantage,Above average,47.5,5,Pitch-level Statcast · last 5 MLB games,441,4-Seam Fastball,49.20634920634921,217.0,Slider,31.065759637188208,137.0,Curveball,13.832199546485262,61.0,Changeup,5.895691609977324,26.0,,,,Partly Cloudy,83.0,"7 mph, R To L",7.0,No,99.0,0.99,1.028,54.3,1.025,0.969,71.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,62.0,29.6,62.6,80.0,54.3,68.0,57.7,7.79,1.141,0.992,1.025,1.0,1.026,1.026,1.0,17.57,13.66,88.2,35.2,D,Good,,,,,,
13,2026-08-05,822866,2026-08-05T18:35:00Z,Final,Globe Life Field,San Francisco Giants @ Texas Rangers,Home,608369,Corey Seager,Texas Rangers,San Francisco Giants,SS,L,No,,56,239,204,41,7,0,10,31,25,31,2,64,0.201,0.31,0.382,0.692,5,20,17,7,0,0.412,0.0,5,20,17,7,0,0.412,0.0,278,24,9.5,33.9,53.5,20.8,25.7,15.6,25.4,37.6,26.6,9.5,3.3,9.5,30.4,86.2,20.4,0.636,70.0,98.7,111.8,12.0,16.1,3.2,49.0,39.0,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,39.0,Below Average,0.969,Good,12.5,33.3,102.8,0.608,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,22.53,12.53,Strong positive regression,Below Average Contact-First Profile profile. 9.5% barrel rate; 86.2 mph average exit velocity; 25.4% air-ball rate; 37.6% pull-air rate; 9.5% HR-launch rate.,0.0418,0.0386,3.99,20,7,20.4,0.98,98.0,Near normal interval,687931,Carson Whisenhunt,L,LHB vs LHP,5,5,22.1,7.25,1.84,4,1.61,8.06,6.04,101.0,8.9,33.7,20.8,54.1,39.6,84.5,98.1,108.6,0.695,4.0,61.6,100.0,0.698,10.4,Changeup,L,LHB vs LHP,35.0,61,0.173,0.295,0.25,0.545,1,9,21,0.0164,3.1,0.498,18,0.0,5.3,0.122,0,0,0,0/0,,,,,0,0,0,47.3,Neutral Matchup,Average,50.0,4,Pitch-level Statcast · last 5 MLB games,324,Changeup,37.65432098765432,122.0,4-Seam Fastball,34.876543209876544,113.0,Slider,24.074074074074073,78.0,Sinker,3.3950617283950617,11.0,,,,Roof Closed,74.0,"0 mph, None",0.0,Yes,104.0,1.04,1.0,57.2,1.023,1.014,49.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,35.0,64.3,61.6,65.4,57.2,45.0,57.3,7.63,0.857,1.026,0.985,1.0,0.969,0.969,1.0,14.52,10.15,70.7,27.8,F,Lineup unconfirmed,,,,,,
14,2026-08-05,822866,2026-08-05T18:35:00Z,Final,Globe Life Field,San Francisco Giants @ Texas Rangers,Home,592626,Joc Pederson,Texas Rangers,San Francisco Giants,DH,L,Yes,5.0,104,348,302,76,11,2,20,47,42,39,3,80,0.252,0.34,0.5,0.84,13,43,40,12,3,0.3,0.0698,22,72,66,19,6,0.288,0.0833,419,84,6.4,31.3,48.1,29.1,22.8,16.4,28.4,50.4,30.6,7.5,4.2,7.5,88.4,85.8,21.0,0.621,70.2,97.6,109.6,19.2,13.6,7.3,55.0,41.3,Below Average,2.5,Pull Power,A-,Elevated power plane,41.3,Below Average,0.976,Good,6.0,56.0,97.9,0.638,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,25.79,5.79,Strong positive regression,Below Average Pull Power profile. 6.4% barrel rate; 85.8 mph average exit velocity; 28.4% air-ball rate; 50.4% pull-air rate; 7.5% HR-launch rate.,0.0575,0.0509,4.29,15,5,15.1,0.99,99.3,Near normal interval,687931,Carson Whisenhunt,L,LHB vs LHP,5,5,22.1,7.25,1.84,4,1.61,8.06,6.04,101.0,8.9,33.7,20.8,54.1,39.6,84.5,98.1,108.6,0.695,4.0,45.4,100.0,0.616,6.4,Changeup,L,LHB vs LHP,44.8,31,0.148,0.233,0.444,0.678,1,2,13,0.0323,6.2,0.614,18,0.0,5.3,0.122,0,0,0,0/0,,,,,0,0,0,46.1,Neutral Matchup,Average,50.0,4,Pitch-level Statcast · last 5 MLB games,324,Changeup,37.65432098765432,122.0,4-Seam Fastball,34.876543209876544,113.0,Slider,24.074074074074073,78.0,Sinker,3.3950617283950617,11.0,,,,Roof Closed,74.0,"0 mph, None",0.0,Yes,104.0,1.04,1.0,57.2,0.991,1.014,54.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,44.8,64.3,45.4,58.5,57.2,68.0,56.4,7.29,1.196,1.026,0.985,1.0,0.976,0.976,1.0,20.09,14.93,94.6,41.1,D+,Good,,,,,,
15,2026-08-05,824322,2026-08-05T19:10:00Z,Final,Coors Field,Tampa Bay Rays @ Colorado Rockies,Home,696100,Hunter Goodman,Colorado Rockies,Tampa Bay Rays,C,R,Yes,3.0,105,437,393,100,16,0,33,66,66,37,4,147,0.254,0.323,0.547,0.87,10,40,36,8,2,0.222,0.05,20,79,70,19,6,0.271,0.0759,522,87,8.4,28.5,50.1,30.8,18.6,17.5,28.5,56.1,28.6,7.5,4.9,7.5,77.7,83.7,22.5,0.743,73.6,96.4,114.2,47.4,13.4,10.5,63.6,48.3,Average,3.0,Pull Power,A-,Elevated power plane,48.3,Average,0.995,Good,8.0,57.7,95.5,0.754,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,37.85,4.85,Strong positive regression,Average Pull Power profile. 8.4% barrel rate; 83.7 mph average exit velocity; 28.5% air-ball rate; 56.1% pull-air rate; 7.5% HR-launch rate.,0.0755,0.0661,4.49,10,3,11.9,0.84,84.0,Near normal interval,607259,Nick Martinez,R,RHB vs RHP,22,22,129.0,2.65,1.1,15,1.05,5.09,1.4,671.0,5.1,23.2,17.4,48.0,32.9,82.2,94.8,111.9,0.522,15.0,56.8,99.8,0.661,9.9,Sinker,R,RHB vs RHP,55.5,296,0.244,0.304,0.559,0.863,25,20,94,0.0845,8.7,0.725,199,0.0201,4.3,0.552,1,1,1,1/1,1.0,1.0,2.0,3.0,0,0,0,55.1,Neutral Matchup,Average,51.2,5,Pitch-level Statcast · last 5 MLB games,398,Sinker,32.914572864321606,131.0,Changeup,25.12562814070352,100.0,Cutter,24.371859296482413,97.0,4-Seam Fastball,11.306532663316583,45.0,Slider,4.773869346733668,19.0,Partly Cloudy,69.0,"10 mph, In From CF",10.0,No,118.0,1.18,0.933,67.6,1.014,0.976,63.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,55.5,38.0,56.8,58.5,67.6,80.0,55.7,7.04,0.973,0.992,0.985,1.03,0.995,1.025,1.0,26.45,16.42,95.0,43.3,C-,Good,Curveball,1.5075376884422111,6.0,,,
16,2026-08-05,823516,2026-08-05T23:05:00Z,Delayed Start,Yankee Stadium,St. Louis Cardinals @ New York Yankees,Home,700250,Ben Rice,New York Yankees,St. Louis Cardinals,1B,L,Yes,2.0,109,465,405,106,19,3,31,70,73,55,3,115,0.262,0.353,0.553,0.906,12,50,44,6,1,0.136,0.02,24,101,90,22,6,0.244,0.0594,558,129,9.6,30.3,55.1,19.7,25.2,15.8,27.8,46.1,32.6,9.7,5.8,9.7,54.9,85.1,14.8,0.754,71.3,97.4,110.2,26.4,15.2,8.9,54.0,47.3,Below Average,3.0,Pull Power,A,Excellent HR swing plane,47.3,Below Average,0.992,Good,10.1,42.9,97.1,0.825,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,45.68,14.68,Strong positive regression,Below Average Pull Power profile. 9.6% barrel rate; 85.1 mph average exit velocity; 27.8% air-ball rate; 46.1% pull-air rate; 9.7% HR-launch rate.,0.0667,0.0596,4.59,31,9,13.1,2.37,237.3,Very long drought,669467,Andre Pallante,R,LHB vs RHP,21,21,118.2,3.72,1.22,10,0.76,6.52,2.58,626.0,3.7,22.8,10.7,38.6,28.0,82.6,94.8,117.8,0.461,10.0,79.1,100.0,0.726,17.8,4-Seam Fastball,L,LHB vs RHP,55.5,304,0.267,0.372,0.593,0.965,22,44,70,0.0724,10.7,0.764,259,0.0232,5.0,0.497,3,3,2,2/3,0.667,0.667,1.0,1.667,0,0,1,63.4,Slight Hitter Advantage,Above average,53.8,5,Pitch-level Statcast · last 5 MLB games,467,4-Seam Fastball,30.620985010706637,143.0,Slider,29.978586723768736,140.0,Sinker,18.843683083511777,88.0,Knuckle Curve,17.558886509635975,82.0,Split-Finger,2.9978586723768736,14.0,Partly Cloudy,79.0,"8 mph, R To L",8.0,No,108.0,1.08,1.018,68.3,1.058,0.962,59.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,55.5,25.6,79.1,57.5,68.3,86.0,54.8,6.75,0.857,0.946,1.025,1.03,0.992,1.022,1.06,24.56,14.83,95.0,48.3,C,Good,,,,,,
17,2026-08-05,824889,2026-08-05T23:15:00Z,In Progress,Truist Park,Miami Marlins @ Atlanta Braves,Away,669065,Kyle Stowers,Miami Marlins,Atlanta Braves,1B,L,Yes,2.0,90,379,333,78,20,3,16,42,48,36,7,121,0.234,0.32,0.456,0.776,12,48,41,11,4,0.268,0.0833,24,97,86,17,5,0.198,0.0515,448,112,7.8,31.1,55.0,18.6,26.3,16.6,27.9,53.5,31.9,6.9,4.9,6.9,50.0,84.2,20.2,0.681,73.4,97.8,114.2,54.0,13.0,14.4,52.6,49.6,Average,3.0,Pull Power,A-,Elevated power plane,49.6,Average,0.999,Good,8.9,52.9,98.0,0.678,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,30.44,14.44,Strong positive regression,Average Pull Power profile. 7.8% barrel rate; 84.2 mph average exit velocity; 27.9% air-ball rate; 53.5% pull-air rate; 6.9% HR-launch rate.,0.0422,0.0398,4.65,12,4,20.8,0.58,57.7,Recently homered,693821,Bryce Elder,R,LHB vs RHP,22,22,120.2,3.8,1.23,19,1.42,7.61,2.98,613.0,4.7,27.9,15.5,42.5,30.2,84.3,96.6,113.0,0.508,19.0,55.6,99.9,0.681,8.3,Sinker,L,LHB vs RHP,48.1,296,0.255,0.342,0.51,0.852,15,29,94,0.0507,8.6,0.752,312,0.0353,4.1,0.476,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,50.1,Neutral Matchup,Average,45.0,5,Pitch-level Statcast · last 5 MLB games,406,Sinker,35.22167487684729,143.0,Cutter,20.44334975369458,83.0,Slider,18.7192118226601,76.0,4-Seam Fastball,17.980295566502463,73.0,Changeup,7.635467980295567,31.0,Cloudy,76.0,"7 mph, Out To RF",7.0,No,103.0,1.03,1.052,66.9,1.011,0.972,61.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,48.1,34.7,55.6,65.5,66.9,86.0,54.5,6.66,1.294,1.051,1.025,1.0,0.999,0.999,1.0,17.19,14.75,95.0,38.8,D+,Good,,,,,,
18,2026-08-05,824482,2026-08-05T22:40:00Z,In Progress,Great American Ball Park,Athletics @ Cincinnati Reds,Home,682829,Elly De La Cruz,Cincinnati Reds,Athletics,SS,S,Yes,1.0,94,419,370,102,18,5,18,64,52,45,2,114,0.276,0.356,0.497,0.853,12,52,44,12,1,0.273,0.0192,24,107,91,26,5,0.286,0.0467,433,113,9.0,34.8,44.7,27.2,26.3,14.1,30.8,34.5,32.8,9.4,4.9,9.4,47.5,86.7,13.4,0.708,74.9,99.7,116.1,58.2,16.7,15.4,49.2,50.1,Average,3.0,Contact-First Profile,A,Excellent HR swing plane,50.1,Average,1.0,Good,8.8,37.1,99.6,0.702,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,33.4,15.4,Strong positive regression,Average Contact-First Profile profile. 9.0% barrel rate; 86.7 mph average exit velocity; 30.8% air-ball rate; 34.5% pull-air rate; 9.4% HR-launch rate.,0.043,0.0405,4.69,32,9,20.6,1.56,155.7,Above normal drought,682052,Jacob Lopez,L,Switch vs LHP,18,15,72.1,5.72,1.66,12,1.49,8.46,5.35,419.0,2.9,19.1,16.5,45.2,32.2,79.6,92.3,110.8,0.425,12.0,73.5,99.9,0.798,11.4,4-Seam Fastball,R,RHB vs LHP,58.2,114,0.34,0.412,0.69,1.102,8,12,32,0.0702,14.0,0.734,237,0.0422,3.6,0.434,0,0,0,0/0,,,,,0,0,0,61.9,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,347,4-Seam Fastball,38.61671469740634,134.0,Slider,35.44668587896253,123.0,Cutter,18.443804034582133,64.0,Changeup,5.475504322766571,19.0,Sinker,2.0172910662824206,7.0,Partly Cloudy,85.0,"3 mph, R To L",3.0,No,112.0,1.12,1.032,78.8,1.047,0.954,58.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,58.2,25.9,73.5,54.5,78.8,92.0,54.3,6.6,0.912,1.062,1.035,1.0,1.0,1.0,1.035,17.63,13.0,95.0,40.8,D+,Good,,,,,,
19,2026-08-05,823516,2026-08-05T23:05:00Z,Delayed Start,Yankee Stadium,St. Louis Cardinals @ New York Yankees,Away,699625,Jimmy Crooks,St. Louis Cardinals,New York Yankees,C,L,Yes,8.0,37,102,92,16,3,0,4,5,11,7,3,34,0.174,0.255,0.337,0.592,8,21,21,4,1,0.19,0.0476,16,40,37,7,3,0.189,0.075,115,46,7.8,30.6,50.5,20.9,27.5,22.7,31.8,53.5,29.9,10.0,5.7,10.0,58.1,86.9,13.1,0.712,70.4,97.6,109.4,15.1,14.9,3.0,34.7,42.4,Below Average,2.5,Pull Power,A,Excellent HR swing plane,42.4,Below Average,0.979,Good,10.9,60.0,99.1,0.782,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,8.64,4.64,Strong positive regression,Below Average Pull Power profile. 7.8% barrel rate; 86.9 mph average exit velocity; 31.8% air-ball rate; 53.5% pull-air rate; 10.0% HR-launch rate.,0.0392,0.0353,3.98,0,0,23.0,0.0,0.0,Very recent HR,701542,Will Warren,R,LHB vs RHP,22,21,108.2,4.14,1.36,15,1.24,9.03,2.98,581.0,4.3,26.7,12.7,46.5,28.6,84.2,96.3,116.9,0.559,15.0,61.3,99.8,0.745,7.9,4-Seam Fastball,L,LHB vs RHP,39.6,88,0.175,0.25,0.312,0.562,3,6,27,0.0341,5.0,0.613,267,0.0375,5.3,0.561,0,0,0,0/0,,,,,0,0,0,49.3,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,330,4-Seam Fastball,29.09090909090909,96.0,Sinker,23.333333333333332,77.0,Sweeper,18.484848484848484,61.0,Changeup,17.87878787878788,59.0,Curveball,11.212121212121213,37.0,Partly Cloudy,79.0,"8 mph, R To L",8.0,No,108.0,1.08,1.018,68.3,1.023,0.968,55.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,39.6,37.1,61.3,71.9,68.3,50.0,53.9,6.47,1.23,1.022,1.025,0.94,0.979,0.92,0.98,13.33,11.04,74.5,28.1,F,Good,,,,,,
20,2026-08-05,824889,2026-08-05T23:15:00Z,In Progress,Truist Park,Miami Marlins @ Atlanta Braves,Home,621566,Matt Olson,Atlanta Braves,Miami Marlins,1B,L,Yes,3.0,113,495,439,118,28,0,31,78,69,50,3,121,0.269,0.345,0.544,0.889,13,52,47,12,5,0.255,0.0962,25,106,92,23,7,0.25,0.066,684,128,8.7,28.6,50.9,23.5,25.4,15.9,24.2,46.8,30.4,9.3,6.0,9.3,55.8,84.8,21.6,0.721,72.5,97.3,111.7,43.8,13.3,13.5,46.1,48.0,Average,3.0,Pull Power,A-,Elevated power plane,48.0,Average,0.994,Good,9.4,42.9,96.0,0.736,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,51.71,20.71,Strong positive regression,Average Pull Power profile. 8.7% barrel rate; 84.8 mph average exit velocity; 24.2% air-ball rate; 46.8% pull-air rate; 9.3% HR-launch rate.,0.0626,0.0567,4.49,4,2,14.2,0.28,28.2,Very recent HR,691587,Eury Pérez,R,LHB vs RHP,20,20,105.1,3.42,1.1,13,1.11,9.74,3.42,581.0,5.2,20.8,13.1,46.5,27.2,82.3,93.4,113.4,0.542,13.0,60.2,99.9,0.735,7.8,4-Seam Fastball,L,LHB vs RHP,53.2,286,0.269,0.357,0.574,0.931,20,34,67,0.0699,9.5,0.774,240,0.0167,5.2,0.508,9,8,3,3/8,0.375,0.444,0.375,0.819,0,1,3,54.0,Neutral Matchup,Average,45.3,5,Pitch-level Statcast · last 5 MLB games,485,Sinker,32.98969072164948,160.0,4-Seam Fastball,26.185567010309278,127.0,Slider,17.31958762886598,84.0,Sweeper,10.927835051546392,53.0,Changeup,6.804123711340206,33.0,Cloudy,76.0,"7 mph, Out To RF",7.0,No,103.0,1.03,1.052,66.9,1.02,0.977,59.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,53.2,36.4,60.2,53.8,66.9,80.0,53.9,6.46,1.183,1.002,1.025,1.03,0.994,1.024,0.98,23.04,16.78,95.0,43.7,C-,Good,Curveball,5.77319587628866,28.0,,,
21,2026-08-05,824322,2026-08-05T19:10:00Z,Final,Coors Field,Tampa Bay Rays @ Colorado Rockies,Away,683748,Victor Mesa Jr.,Tampa Bay Rays,Colorado Rockies,RF,L,Yes,1.0,48,151,133,28,2,2,8,18,18,15,0,36,0.211,0.289,0.436,0.725,10,31,29,4,0,0.138,0.0,20,61,57,15,5,0.263,0.082,204,88,6.9,24.4,43.3,24.8,31.9,14.3,24.4,45.2,29.0,7.6,3.5,7.6,65.0,80.9,21.7,0.577,71.2,93.5,110.4,34.7,13.4,9.5,61.9,36.9,Below Average,2.5,Pull Power,A-,Elevated power plane,36.9,Below Average,0.963,Good,8.0,47.8,93.2,0.615,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,11.88,3.88,Positive regression,Below Average Pull Power profile. 6.9% barrel rate; 80.9 mph average exit velocity; 24.4% air-ball rate; 45.2% pull-air rate; 7.6% HR-launch rate.,0.053,0.0437,4.75,32,11,16.6,1.92,192.5,Above normal drought,608372,Tomoyuki Sugano,R,LHB vs RHP,20,20,107.2,4.51,1.26,22,1.84,5.1,2.17,576.0,9.0,30.4,18.2,43.8,31.8,85.1,97.9,116.7,0.67,21.0,33.6,99.8,0.513,5.7,Split-Finger,L,LHB vs RHP,61.7,118,0.192,0.28,0.404,0.684,7,13,30,0.0593,7.3,0.595,229,0.0655,10.0,0.73,3,3,2,2/3,0.667,0.667,2.0,2.667,0,0,0,50.3,Neutral Matchup,Average,53.8,5,Pitch-level Statcast · last 5 MLB games,423,Split-Finger,25.53191489361702,108.0,Sinker,21.513002364066192,91.0,4-Seam Fastball,17.257683215130022,73.0,Cutter,12.293144208037825,52.0,Slider,9.21985815602837,39.0,Partly Cloudy,69.0,"10 mph, In From CF",10.0,No,118.0,1.18,0.933,67.6,0.967,1.015,54.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,61.7,59.2,33.6,49.6,67.6,92.0,53.7,6.4,1.01,1.118,1.025,1.0,0.963,0.963,1.035,19.12,14.04,79.7,40.1,D+,Good,Sweeper,8.51063829787234,36.0,Curveball,5.673758865248227,24.0
