Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
76,2026-07-19,823113,2026-07-19T20:10:00Z,Scheduled,T-Mobile Park,San Francisco Giants @ Seattle Mariners,Away,671218,Heliot Ramos,San Francisco Giants,Seattle Mariners,LF,R,No,,59,240,227,63,13,3,8,32,28,12,0,62,0.278,0.313,0.467,0.78,8,35,35,12,2,0.343,0.0571,15,64,62,19,4,0.306,0.0625,0.0333,0.0329,4.05,30,7,28.4,1.06,105.7,Near normal interval,669302.0,Logan Gilbert,R,RHB vs RHP,19,19,114.0,3.32,0.99,14,1.11,9.39,1.89,1.315,1.002,0.985,1.0,1.0,12.67,16.19,74.3,39.7,F,Lineup unconfirmed
77,2026-07-19,822786,2026-07-19T16:15:00Z,Scheduled,Rogers Centre,Chicago White Sox @ Toronto Blue Jays,Away,695657,Colson Montgomery,Chicago White Sox,Toronto Blue Jays,SS,L,No,,92,386,345,77,17,0,23,47,56,32,9,122,0.223,0.306,0.472,0.778,7,30,28,6,0,0.214,0.0,21,90,86,18,3,0.209,0.0333,0.0596,0.053,4.05,28,7,15.0,1.87,186.7,Above normal drought,702056.0,Trey Yesavage,R,LHB vs RHP,14,14,75.0,3.72,1.16,7,0.84,8.28,4.68,0.79,0.958,1.025,1.0,1.035,19.81,16.17,84.2,44.7,F,Lineup unconfirmed
78,2026-07-19,824411,2026-07-19T17:40:00Z,Scheduled,Progressive Field,Pittsburgh Pirates @ Cleveland Guardians,Home,800050,Chase DeLauter,Cleveland Guardians,Pittsburgh Pirates,RF,L,No,,81,333,299,83,16,1,11,33,46,32,0,45,0.278,0.345,0.448,0.793,7,28,24,8,3,0.333,0.1071,15,64,60,20,4,0.333,0.0625,0.033,0.0328,3.99,1,1,27.2,0.04,3.7,Very recent HR,694973.0,Paul Skenes,R,LHB vs RHP,20,20,108.1,3.57,1.02,11,0.91,10.8,1.99,1.35,0.97,1.025,1.0,0.98,12.44,16.11,80.9,39.2,F,Lineup unconfirmed
79,2026-07-19,823521,2026-07-19T23:20:00Z,Scheduled,Yankee Stadium,Los Angeles Dodgers @ New York Yankees,Away,571970,Max Muncy,Los Angeles Dodgers,New York Yankees,3B,L,No,,90,340,296,77,14,1,18,55,42,41,3,79,0.26,0.356,0.497,0.853,6,24,20,4,1,0.2,0.0417,20,76,70,17,2,0.243,0.0263,0.0529,0.0475,4.15,0,0,16.4,0.0,0.0,Very recent HR,693645.0,Cam Schlittler,R,LHB vs RHP,20,20,118.2,2.05,0.94,12,0.91,10.39,1.9,0.893,0.97,1.025,1.0,0.98,18.28,16.05,82.4,40.3,F,Lineup unconfirmed
80,2026-07-19,823439,2026-07-19T17:35:00Z,Scheduled,Citizens Bank Park,New York Mets @ Philadelphia Phillies,Away,805999,A.J. Ewing,New York Mets,Philadelphia Phillies,CF,L,No,,58,227,201,55,10,1,7,27,25,22,1,59,0.274,0.347,0.438,0.785,8,37,35,11,2,0.314,0.0541,23,90,82,24,5,0.293,0.0556,0.0308,0.0312,4.05,22,5,28.7,0.77,76.6,Recently homered,660604.0,Alan Rangel,R,LHB vs RHP,5,2,19.1,4.19,1.4,3,1.4,10.24,4.19,1.301,1.013,1.025,1.0,1.0,12.06,16.02,75.4,38.3,F,Lineup unconfirmed
81,2026-07-19,824007,2026-07-19T20:07:00Z,Scheduled,Angel Stadium,Detroit Tigers @ Los Angeles Angels,Home,545361,Mike Trout,Los Angeles Angels,Detroit Tigers,CF,R,No,,79,358,287,68,14,0,18,58,39,67,4,89,0.237,0.388,0.474,0.862,5,23,22,6,1,0.273,0.0435,5,23,22,6,1,0.273,0.0435,0.0503,0.0457,4.17,18,4,15.9,1.13,112.9,Near normal interval,663554.0,Casey Mize,R,RHB vs RHP,14,14,77.1,2.79,1.0,5,0.58,8.96,2.09,0.989,0.917,0.985,1.0,1.0,17.72,15.95,78.8,41.5,F,Lineup unconfirmed
82,2026-07-19,824168,2026-07-19T18:10:00Z,Scheduled,Daikin Park,Baltimore Orioles @ Houston Astros,Home,673237,Yainer Diaz,Houston Astros,Baltimore Orioles,C,R,No,,44,174,165,41,9,0,6,18,23,6,1,27,0.248,0.276,0.412,0.688,5,17,16,6,2,0.375,0.1176,16,60,57,15,4,0.263,0.0667,0.0345,0.0335,3.93,5,2,27.5,0.18,18.2,Very recent HR,680694.0,Kyle Bradish,R,RHB vs RHP,19,19,107.1,3.61,1.35,12,1.01,8.89,4.19,1.35,0.986,0.985,1.0,0.98,12.52,15.86,69.2,35.6,F,Lineup unconfirmed
83,2026-07-19,824168,2026-07-19T18:10:00Z,Scheduled,Daikin Park,Baltimore Orioles @ Houston Astros,Away,641933,Tyler O'Neill,Baltimore Orioles,Houston Astros,RF,R,No,,59,175,154,30,6,0,6,21,12,19,2,50,0.195,0.291,0.351,0.642,6,13,13,4,3,0.308,0.2308,13,34,29,7,4,0.241,0.1176,0.0343,0.0334,3.93,6,3,25.7,0.23,23.4,Very recent HR,686613.0,Hunter Brown,R,RHB vs RHP,7,7,35.1,3.57,1.39,5,1.27,9.93,5.6,1.35,1.014,0.985,0.975,0.98,12.48,15.85,67.2,34.8,F,Lineup unconfirmed
84,2026-07-19,825057,2026-07-19T20:10:00Z,Scheduled,Chase Field,St. Louis Cardinals @ Arizona Diamondbacks,Home,571448,Nolan Arenado,Arizona Diamondbacks,St. Louis Cardinals,3B,R,No,,91,351,312,75,17,0,12,45,40,30,6,76,0.24,0.316,0.41,0.726,8,33,28,7,3,0.25,0.0909,21,82,74,18,4,0.243,0.0488,0.0342,0.0336,3.99,7,2,26.0,0.27,26.9,Very recent HR,669467.0,Andre Pallante,R,RHB vs RHP,18,18,100.0,3.96,1.26,10,0.9,6.48,2.61,1.345,0.968,0.985,1.0,0.98,12.76,15.83,83.6,38.2,F,Lineup unconfirmed
85,2026-07-19,823113,2026-07-19T20:10:00Z,Scheduled,T-Mobile Park,San Francisco Giants @ Seattle Mariners,Home,668227,Randy Arozarena,Seattle Mariners,San Francisco Giants,LF,R,No,,90,383,329,93,21,1,11,59,45,37,14,83,0.283,0.376,0.453,0.829,7,31,25,6,2,0.24,0.0645,19,81,68,17,4,0.25,0.0494,0.0287,0.0295,4.09,4,1,29.9,0.13,13.4,Very recent HR,592662.0,Robbie Ray,L,RHB vs LHP,19,18,106.2,3.38,1.27,15,1.27,7.59,4.39,1.35,1.027,1.025,1.0,0.98,11.53,15.77,83.5,39.6,F,Lineup unconfirmed
86,2026-07-19,824978,2026-07-19T20:05:00Z,Scheduled,Sutter Health Park,Washington Nationals @ Athletics,Away,660688,Keibert Ruiz,Washington Nationals,Athletics,C,S,No,,62,212,200,55,17,0,7,29,35,7,2,27,0.275,0.302,0.465,0.767,4,15,14,2,1,0.143,0.0667,14,52,47,12,1,0.255,0.0192,0.033,0.0327,4.05,3,1,28.6,0.1,10.5,Very recent HR,682052.0,Jacob Lopez,L,Switch vs LHP,14,11,55.1,6.83,1.79,11,1.79,6.99,5.53,1.149,1.087,1.035,1.0,0.98,12.58,15.73,71.3,36.9,F,Lineup unconfirmed
87,2026-07-19,823439,2026-07-19T17:35:00Z,Scheduled,Citizens Bank Park,New York Mets @ Philadelphia Phillies,Home,547180,Bryce Harper,Philadelphia Phillies,New York Mets,1B,L,No,,98,412,345,90,18,2,20,59,57,61,0,83,0.261,0.367,0.499,0.866,8,34,27,4,0,0.148,0.0,23,101,87,26,5,0.299,0.0495,0.0485,0.0448,4.09,47,13,17.2,2.72,272.5,Very long drought,690997.0,Nolan McLean,R,LHB vs RHP,19,19,107.1,3.52,1.12,10,0.84,10.48,3.27,0.876,0.958,1.025,1.0,1.06,17.1,15.69,85.0,48.2,F,Lineup unconfirmed
88,2026-07-19,823113,2026-07-19T20:10:00Z,Scheduled,T-Mobile Park,San Francisco Giants @ Seattle Mariners,Away,642715,Willy Adames,San Francisco Giants,Seattle Mariners,SS,R,No,,92,389,362,83,21,1,16,46,41,25,1,109,0.229,0.28,0.425,0.705,8,34,30,6,2,0.2,0.0588,19,78,70,16,3,0.229,0.0385,0.0411,0.039,3.99,0,0,22.6,0.0,0.0,Very recent HR,669302.0,Logan Gilbert,R,RHB vs RHP,19,19,114.0,3.32,0.99,14,1.11,9.39,1.89,1.11,1.002,0.985,1.0,0.98,14.67,15.67,83.2,37.5,F,Lineup unconfirmed
89,2026-07-19,824330,2026-07-19T19:10:00Z,Scheduled,Coors Field,Cincinnati Reds @ Colorado Rockies,Away,663993,Nathaniel Lowe,Cincinnati Reds,Colorado Rockies,DH,L,No,,70,224,198,49,13,0,10,21,26,26,0,60,0.247,0.335,0.465,0.8,2,8,8,2,1,0.25,0.125,13,41,37,8,1,0.216,0.0244,0.0446,0.0402,4.15,0,0,19.8,0.0,0.0,Very recent HR,663372.0,Ryan Feltner,R,LHB vs RHP,13,13,63.1,4.55,1.29,11,1.56,6.68,3.41,0.929,1.066,1.025,1.0,0.98,15.67,15.6,71.3,37.2,F,Lineup unconfirmed
90,2026-07-19,824086,2026-07-19T18:10:00Z,Scheduled,Kauffman Stadium,San Diego Padres @ Kansas City Royals,Home,657041,Lane Thomas,Kansas City Royals,San Diego Padres,CF,R,No,,83,274,235,56,15,0,8,28,32,35,2,61,0.238,0.339,0.404,0.743,8,35,31,12,3,0.387,0.0857,21,86,80,20,3,0.25,0.0349,0.0292,0.0301,3.99,0,0,29.4,0.0,0.0,Very recent HR,608566.0,Germán Márquez,R,RHB vs RHP,9,8,41.2,5.18,1.49,10,2.16,6.05,4.32,1.293,1.1,0.985,1.0,0.98,11.46,15.47,78.5,37.1,F,Lineup unconfirmed
91,2026-07-19,823521,2026-07-19T23:20:00Z,Scheduled,Yankee Stadium,Los Angeles Dodgers @ New York Yankees,Home,676609,José Caballero,New York Yankees,Los Angeles Dodgers,SS,R,No,,84,302,276,68,10,0,10,36,35,16,5,69,0.246,0.297,0.391,0.688,8,28,26,7,2,0.269,0.0714,22,79,72,14,3,0.194,0.038,0.0331,0.0328,3.99,23,7,27.6,0.83,83.3,Near normal interval,808967.0,Yoshinobu Yamamoto,R,RHB vs RHP,17,17,110.2,2.85,0.91,12,0.98,8.62,2.03,1.288,0.981,0.985,1.0,1.0,12.46,15.31,79.9,36.6,F,Lineup unconfirmed
92,2026-07-19,822786,2026-07-19T16:15:00Z,Scheduled,Rogers Centre,Chicago White Sox @ Toronto Blue Jays,Home,543807,George Springer,Toronto Blue Jays,Chicago White Sox,DH,R,No,,67,297,261,57,11,1,10,32,24,29,3,59,0.218,0.303,0.383,0.686,4,18,17,3,2,0.176,0.1111,13,59,55,11,2,0.2,0.0339,0.0337,0.0332,3.99,0,0,26.1,0.0,0.0,Very recent HR,680732.0,Sean Burke,R,RHB vs RHP,19,15,105.2,3.41,1.17,13,1.11,9.79,2.81,1.268,1.002,0.985,1.0,0.98,12.6,15.27,77.9,35.9,F,Lineup unconfirmed
93,2026-07-19,822786,2026-07-19T16:15:00Z,Scheduled,Rogers Centre,Chicago White Sox @ Toronto Blue Jays,Away,545341,Randal Grichuk,Chicago White Sox,Toronto Blue Jays,DH,R,No,,63,147,139,34,10,0,9,22,23,6,1,33,0.245,0.279,0.511,0.79,5,16,15,1,0,0.067,0.0,16,41,40,7,2,0.175,0.0488,0.0612,0.0481,3.99,28,11,15.4,1.81,181.3,Above normal drought,702056.0,Trey Yesavage,R,RHB vs RHP,14,14,75.0,3.72,1.16,7,0.84,8.28,4.68,0.86,0.958,0.985,1.0,1.035,17.85,15.17,65.8,40.4,F,Lineup unconfirmed
94,2026-07-19,824168,2026-07-19T18:10:00Z,Scheduled,Daikin Park,Baltimore Orioles @ Houston Astros,Home,514888,Jose Altuve,Houston Astros,Baltimore Orioles,2B,R,No,,75,321,289,67,13,1,11,45,27,29,1,71,0.232,0.303,0.398,0.701,7,30,30,6,3,0.2,0.1,21,91,84,19,3,0.226,0.033,0.0343,0.0337,3.99,4,1,26.3,0.15,15.2,Very recent HR,680694.0,Kyle Bradish,R,RHB vs RHP,19,19,107.1,3.61,1.35,12,1.01,8.89,4.19,1.26,0.986,0.985,1.0,0.98,12.77,15.15,82.2,36.5,F,Lineup unconfirmed
95,2026-07-19,824411,2026-07-19T17:40:00Z,Scheduled,Progressive Field,Pittsburgh Pirates @ Cleveland Guardians,Home,681807,David Fry,Cleveland Guardians,Pittsburgh Pirates,RF,R,No,,63,149,128,26,4,0,6,16,13,21,0,46,0.203,0.315,0.375,0.69,3,5,5,0,0,0.0,0.0,16,30,27,3,2,0.111,0.0667,0.0403,0.0366,3.99,10,6,21.3,0.47,46.9,Recently homered,694973.0,Paul Skenes,R,RHB vs RHP,20,20,108.1,3.57,1.02,11,0.91,10.8,1.99,1.148,0.97,0.985,1.0,1.0,13.82,15.07,65.0,33.8,F,Lineup unconfirmed
96,2026-07-19,824411,2026-07-19T17:40:00Z,Scheduled,Progressive Field,Pittsburgh Pirates @ Cleveland Guardians,Away,664040,Brandon Lowe,Pittsburgh Pirates,Cleveland Guardians,2B,L,No,,91,403,358,89,21,1,21,59,64,37,2,107,0.249,0.318,0.489,0.807,7,27,27,9,0,0.333,0.0,21,95,88,24,3,0.273,0.0316,0.0521,0.0475,4.15,27,7,17.0,1.58,158.4,Above normal drought,676282.0,Joey Cantillo,L,LHB vs LHP,20,20,101.0,3.56,1.4,12,1.07,9.36,4.37,0.797,0.995,0.985,1.0,1.035,18.29,14.99,84.6,42.0,F,Lineup unconfirmed
97,2026-07-19,823764,2026-07-19T18:10:00Z,Scheduled,American Family Field,Miami Marlins @ Milwaukee Brewers,Away,691788,Joe Mack,Miami Marlins,Milwaukee Brewers,C,L,No,,54,176,159,38,6,0,7,24,23,12,2,42,0.239,0.301,0.409,0.71,6,20,17,2,0,0.118,0.0,20,62,57,12,4,0.211,0.0645,0.0398,0.0366,4.05,18,7,22.7,0.79,79.2,Recently homered,688107.0,Robert Gasser,L,LHB vs LHP,9,9,46.1,5.24,1.27,10,1.94,8.35,2.72,0.994,1.089,0.985,1.0,1.0,14.02,14.89,69.5,34.7,F,Lineup unconfirmed
98,2026-07-19,825057,2026-07-19T20:10:00Z,Scheduled,Chase Field,St. Louis Cardinals @ Arizona Diamondbacks,Away,663494,Bryan Torres,St. Louis Cardinals,Arizona Diamondbacks,LF,L,No,,31,73,67,13,0,2,4,9,8,5,0,16,0.194,0.25,0.433,0.683,8,16,16,1,0,0.062,0.0,15,25,25,3,2,0.12,0.08,0.0548,0.0406,3.99,18,9,16.8,1.07,107.5,Near normal interval,593958.0,Eduardo Rodriguez,L,LHB vs LHP,19,19,114.0,2.29,1.17,12,0.95,6.24,3.08,1.01,0.976,0.985,1.0,1.0,15.25,14.83,59.2,34.0,F,Small season sample; Lineup unconfirmed
99,2026-07-19,824411,2026-07-19T17:40:00Z,Scheduled,Progressive Field,Pittsburgh Pirates @ Cleveland Guardians,Away,542303,Marcell Ozuna,Pittsburgh Pirates,Cleveland Guardians,DH,R,No,,61,250,224,46,5,0,8,19,28,24,2,77,0.205,0.288,0.335,0.623,3,12,11,3,1,0.273,0.0833,8,33,28,7,2,0.25,0.0606,0.032,0.032,3.87,0,0,28.0,0.0,0.0,Very recent HR,676282.0,Joey Cantillo,L,RHB vs LHP,20,20,101.0,3.56,1.4,12,1.07,9.36,4.37,1.35,0.995,1.025,0.94,0.98,11.83,14.82,72.5,33.9,F,Lineup unconfirmed
100,2026-07-19,823113,2026-07-19T20:10:00Z,Scheduled,T-Mobile Park,San Francisco Giants @ Seattle Mariners,Home,702284,Cole Young,Seattle Mariners,San Francisco Giants,2B,L,No,,98,387,351,88,14,1,11,45,43,25,7,70,0.251,0.311,0.39,0.701,7,26,24,4,2,0.167,0.0769,21,77,72,17,5,0.236,0.0649,0.0284,0.0293,3.99,11,3,31.9,0.34,34.5,Very recent HR,592662.0,Robbie Ray,L,LHB vs LHP,19,18,106.2,3.38,1.27,15,1.27,7.59,4.39,1.35,1.027,0.985,1.0,0.98,11.18,14.74,83.2,36.0,F,Lineup unconfirmed
