Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
123,2026-08-17,824641,2026-08-18T00:05:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Away,805367,Chase Meidroth,Chicago White Sox,Chicago Cubs,2B,R,No,,118,497,435,121,24,0,12,71,49,49,4,111,0.278,0.354,0.416,0.77,10,45,39,13,3,0.333,0.0667,23,98,82,25,5,0.305,0.051,629,121,3.2,22.7,40.5,31.0,27.9,11.3,24.7,45.4,29.4,6.0,4.0,6.0,80.9,82.0,14.3,0.476,64.0,93.7,109.5,1.5,9.5,0.8,57.7,26.2,Weak,2.0,Pull Power,A,Excellent HR swing plane,26.2,Weak,0.933,Good,4.1,51.5,94.2,0.512,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,22.29,10.29,Strong positive regression,Weak Pull Power profile. 3.2% barrel rate; 82.0 mph average exit velocity; 24.7% air-ball rate; 45.4% pull-air rate; 6.0% HR-launch rate.,0.0241,0.0257,4.05,15,4,36.2,0.41,41.4,Recently homered,684007.0,Shota Imanaga,L,RHB vs LHP,24,24,137.1,3.74,1.1,28,1.83,8.52,1.9,34.5,100.0,0.528,5.3,4-Seam Fastball,R,RHB vs LHP,32.3,143,0.333,0.411,0.537,0.948,4,17,26,0.028,2.6,0.491,397,0.0453,5.3,0.538,3,3,2,2/3,0.667,0.667,1.667,2.334,1,0,0,38.1,Slight Pitcher Advantage,Below average,57.5,5,459,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.969,0.984,41.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,32.3,40.6,34.5,46.6,50.0,45.0,41.3,4.33,1.35,1.117,1.025,1.0,0.933,0.933,1.0,10.0,8.48,84.8,27.2,F,Lineup unconfirmed,747.0,5.9,22.0,16.9,46.9,27.4,81.4,94.1,112.4,0.551,28.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,39.21568627450981,180.0,Split-Finger,30.28322440087146,139.0,Sweeper,16.99346405228758,78.0,Sinker,6.753812636165577,31.0,Slider,4.357298474945534,20.0,Curveball,2.396514161220044,11.0,,,
124,2026-08-17,823343,2026-08-17T23:05:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Home,680779,Henry Davis,Pittsburgh Pirates,Detroit Tigers,C,R,No,,80,250,219,37,5,0,8,28,31,22,6,53,0.169,0.261,0.301,0.562,7,24,22,3,0,0.136,0.0,17,58,52,9,0,0.173,0.0,317,75,7.5,30.2,46.9,32.2,21.0,12.1,23.1,50.4,28.1,7.7,3.3,7.7,22.6,84.4,24.7,0.424,70.4,97.6,112.0,36.4,15.0,12.6,58.0,41.6,Below Average,2.5,Pull Power,A-,Elevated power plane,41.6,Below Average,0.976,Good,8.0,41.2,97.7,0.388,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,21.19,13.19,Strong positive regression,Below Average Pull Power profile. 7.5% barrel rate; 84.4 mph average exit velocity; 23.1% air-ball rate; 50.4% pull-air rate; 7.7% HR-launch rate.,0.032,0.032,3.81,56,18,27.4,2.05,204.6,Very long drought,664285.0,Framber Valdez,L,RHB vs LHP,24,24,133.0,4.26,1.39,13,0.88,7.17,3.38,21.9,99.9,0.383,6.3,Sinker,R,RHB vs LHP,32.2,68,0.154,0.176,0.262,0.438,2,2,16,0.0294,7.7,0.405,450,0.0244,4.4,0.502,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,1,30.7,Slight Pitcher Advantage,Below average,42.5,5,432,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.944,0.967,51.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,32.2,33.4,21.9,52.5,50.0,45.0,41.2,4.33,0.758,0.965,1.025,0.94,0.976,0.918,1.06,11.65,5.92,74.5,25.8,F,Lineup unconfirmed,717.0,4.2,30.3,11.4,43.4,27.8,84.7,97.3,112.7,0.49,13.0,Pitch-level Statcast · last 5 MLB games,Sinker,42.129629629629626,182.0,Curveball,33.7962962962963,146.0,Changeup,14.12037037037037,61.0,Slider,5.555555555555555,24.0,4-Seam Fastball,4.398148148148148,19.0,,,,,,
125,2026-08-17,823668,2026-08-17T23:40:00Z,Scheduled,Target Field,Atlanta Braves @ Minnesota Twins,Away,657041,Lane Thomas,Atlanta Braves,Minnesota Twins,CF,R,No,,105,344,299,69,18,0,11,34,39,41,2,84,0.231,0.326,0.401,0.727,8,16,14,3,1,0.214,0.0625,21,66,60,11,2,0.183,0.0303,423,81,3.5,21.8,36.7,28.6,34.7,11.8,23.7,42.5,30.1,4.7,2.6,4.7,77.1,81.4,19.3,0.493,70.6,93.6,109.0,24.2,11.6,6.5,58.0,27.9,Weak,2.0,Pull Power,A,Excellent HR swing plane,27.9,Weak,0.938,Good,2.5,31.2,92.0,0.431,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,14.62,3.62,Positive regression,Weak Pull Power profile. 3.5% barrel rate; 81.4 mph average exit velocity; 23.7% air-ball rate; 42.5% pull-air rate; 4.7% HR-launch rate.,0.032,0.032,4.05,3,1,27.2,0.11,11.0,Very recent HR,641927.0,Bailey Ober,R,RHB vs RHP,18,18,99.0,4.64,1.23,17,1.55,6.09,2.27,37.4,100.0,0.587,3.8,Changeup,R,RHB vs RHP,33.0,200,0.203,0.29,0.356,0.646,6,20,51,0.03,5.1,0.497,181,0.0276,6.1,0.55,6,6,0,0/6,0.0,0.0,0.0,0.0,0,0,1,34.9,Slight Pitcher Advantage,Below average,35.0,5,430,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.975,0.992,40.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,33.0,48.3,37.4,19.5,50.0,45.0,41.2,4.33,1.2,1.072,0.985,1.0,0.938,0.938,0.98,12.33,8.6,81.9,26.4,F,Lineup unconfirmed,566.0,6.7,24.7,17.5,54.5,28.4,83.0,95.7,115.5,0.567,17.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,35.348837209302324,152.0,Changeup,28.837209302325583,124.0,Slider,18.13953488372093,78.0,Sweeper,15.116279069767442,65.0,Sinker,1.8604651162790697,8.0,Curveball,0.6976744186046512,3.0,,,
126,2026-08-17,824478,2026-08-17T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Away,691458,Blaze Jordan,St. Louis Cardinals,Cincinnati Reds,3B,R,No,,47,161,151,38,7,3,2,14,24,5,1,23,0.252,0.273,0.377,0.65,8,25,24,7,1,0.292,0.04,23,78,75,20,1,0.267,0.0128,225,112,5.1,27.5,39.0,29.8,30.0,10.9,25.5,44.2,29.7,6.2,3.6,6.2,17.7,82.6,17.2,0.509,71.5,95.3,109.2,22.1,11.0,5.4,35.3,29.9,Weak,2.0,Pull Power,A,Excellent HR swing plane,29.9,Weak,0.944,Good,5.4,44.4,94.1,0.537,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.53,8.53,Strong positive regression,Weak Pull Power profile. 5.1% barrel rate; 82.6 mph average exit velocity; 25.5% air-ball rate; 44.2% pull-air rate; 6.2% HR-launch rate.,0.0124,0.0208,3.99,5,1,75.5,0.07,6.6,Very recent HR,695076.0,Rhett Lowder,R,RHB vs RHP,21,18,94.1,5.15,1.48,12,1.14,7.35,3.82,32.4,99.7,0.506,5.4,Sinker,R,RHB vs RHP,16.5,99,0.228,0.242,0.304,0.547,1,3,16,0.0101,4.9,0.471,153,0.0065,2.7,0.436,2,2,1,1/2,0.5,0.5,1.0,1.5,0,0,0,29.3,Strong Pitcher Advantage,Below average,52.5,5,403,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,0.965,0.983,39.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,16.5,39.5,32.4,42.5,71.6,45.0,41.1,4.31,1.134,1.006,0.985,1.0,0.944,0.944,0.98,8.04,6.36,69.7,19.9,F,Lineup unconfirmed,514.0,5.8,25.1,16.3,41.2,32.1,84.3,95.8,116.0,0.577,12.0,Pitch-level Statcast · last 5 MLB games,Slider,29.77667493796526,120.0,Sinker,26.550868486352357,107.0,Changeup,21.09181141439206,85.0,4-Seam Fastball,15.384615384615385,62.0,Curveball,6.947890818858561,28.0,Sweeper,0.24813895781637718,1.0,,,
127,2026-08-17,822939,2026-08-17T22:05:00Z,Scheduled,Tropicana Field,Baltimore Orioles @ Tampa Bay Rays,Home,666018,Jonathan Aranda,Tampa Bay Rays,Baltimore Orioles,1B,L,No,,120,526,453,129,19,0,15,58,75,58,8,121,0.285,0.371,0.426,0.797,11,52,48,13,1,0.271,0.0192,24,111,105,28,1,0.267,0.009,703,158,4.7,23.2,43.5,23.4,32.9,14.9,27.5,40.8,35.6,6.1,3.0,6.1,33.7,83.5,20.4,0.594,68.6,94.3,111.2,11.2,12.1,4.3,46.4,29.6,Weak,2.0,Contact-First Profile,A-,Elevated power plane,29.6,Weak,0.943,Good,4.4,43.9,94.0,0.559,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,31.34,16.34,Strong positive regression,Weak Contact-First Profile profile. 4.7% barrel rate; 83.5 mph average exit velocity; 27.5% air-ball rate; 40.8% pull-air rate; 6.1% HR-launch rate.,0.0285,0.0292,3.99,35,8,30.2,1.16,115.9,Near normal interval,687064.0,Brandon Young,R,LHB vs RHP,20,20,113.2,3.33,1.32,12,0.95,7.36,3.25,41.8,100.0,0.604,5.2,4-Seam Fastball,L,LHB vs RHP,35.1,373,0.301,0.383,0.481,0.865,14,41,77,0.0375,5.4,0.639,289,0.0242,3.6,0.478,0,0,0,0/0,,,,,0,0,0,40.4,Slight Pitcher Advantage,Below average,50.0,5,485,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.984,0.964,44.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,35.1,31.8,41.8,39.8,50.0,45.0,40.9,4.3,0.826,0.976,1.025,1.0,0.943,0.943,1.0,11.14,6.11,85.0,25.7,F,Lineup unconfirmed,646.0,3.9,25.5,14.2,45.0,30.7,83.2,95.3,114.0,0.502,12.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,35.4639175257732,172.0,Split-Finger,18.969072164948454,92.0,Slider,17.52577319587629,85.0,Sinker,15.670103092783505,76.0,Curveball,12.371134020618557,60.0,,,,,,
128,2026-08-17,823427,2026-08-17T22:40:00Z,Scheduled,Citizens Bank Park,Miami Marlins @ Philadelphia Phillies,Home,669016,Brandon Marsh,Philadelphia Phillies,Miami Marlins,LF,L,No,,119,469,434,119,17,2,17,64,54,29,2,119,0.274,0.32,0.44,0.76,11,48,40,9,1,0.225,0.0208,25,97,87,17,2,0.195,0.0206,639,135,4.0,24.5,48.5,19.1,32.2,13.2,27.3,41.8,35.0,7.2,4.5,7.2,55.6,81.9,15.5,0.545,69.9,93.6,108.5,17.3,13.4,6.0,40.9,29.6,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,29.6,Weak,0.943,Good,3.0,40.5,93.4,0.477,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,25.81,8.81,Strong positive regression,Weak Contact-First Profile profile. 4.0% barrel rate; 81.9 mph average exit velocity; 27.3% air-ball rate; 41.8% pull-air rate; 7.2% HR-launch rate.,0.0362,0.0354,3.99,3,1,25.5,0.12,11.8,Very recent HR,676083.0,Janson Junk,R,LHB vs RHP,17,17,87.2,4.41,1.32,12,1.23,6.57,2.46,41.5,99.9,0.597,5.4,4-Seam Fastball,L,LHB vs RHP,35.2,349,0.292,0.338,0.469,0.807,14,24,74,0.0401,4.4,0.599,235,0.0255,3.7,0.529,4,4,2,2/4,0.5,0.5,0.5,1.0,0,0,1,40.7,Slight Pitcher Advantage,Below average,51.8,5,362,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.983,0.965,42.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,35.2,34.1,41.5,32.1,64.4,45.0,40.8,4.29,0.834,1.021,1.025,1.0,0.943,0.943,0.98,13.39,7.39,84.8,25.3,F,Lineup unconfirmed,546.0,4.0,23.8,11.7,48.7,27.7,82.8,95.0,114.2,0.502,12.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,41.71270718232044,151.0,Sweeper,15.193370165745856,55.0,Slider,15.193370165745856,55.0,Changeup,14.917127071823204,54.0,Curveball,7.18232044198895,26.0,Sinker,5.801104972375691,21.0,,,
129,2026-08-17,823343,2026-08-17T23:05:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Away,701162,Ben Malgeri,Detroit Tigers,Pittsburgh Pirates,RF,R,No,,29,68,56,15,2,0,3,9,10,10,1,14,0.268,0.382,0.464,0.846,8,18,15,4,2,0.267,0.1111,16,37,30,8,3,0.267,0.0811,76,42,5.1,25.4,46.1,26.2,27.7,15.2,31.3,45.4,39.8,7.6,5.9,7.6,100.0,82.1,18.4,0.514,66.6,95.2,105.7,3.4,13.5,1.7,33.3,30.4,Weak,2.0,Pull Power,A,Excellent HR swing plane,30.4,Weak,0.945,Good,7.1,57.1,95.8,0.571,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,3.67,0.67,Near expected,Weak Pull Power profile. 5.1% barrel rate; 82.1 mph average exit velocity; 31.3% air-ball rate; 45.4% pull-air rate; 7.6% HR-launch rate.,0.0441,0.0364,4.23,3,2,18.7,0.16,16.1,Very recent HR,669387.0,Carmen Mlodzinski,R,RHB vs RHP,27,11,99.2,3.79,1.4,8,0.72,7.04,3.16,23.4,63.4,0.477,2.4,4-Seam Fastball,R,RHB vs RHP,41.7,25,0.318,0.4,0.727,1.127,3,3,4,0.12,10.7,0.646,169,0.0118,3.6,0.49,0,0,0,0/0,,,,,0,0,0,37.0,Slight Pitcher Advantage,Below average,50.0,5,232,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.947,0.974,46.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,41.7,36.7,23.4,56.9,50.0,45.0,40.8,4.29,1.35,0.939,0.985,1.0,0.945,0.945,0.98,14.51,9.3,59.8,26.2,F,Small season sample; Lineup unconfirmed,568.0,4.9,31.0,13.9,42.0,30.1,84.8,96.9,111.7,0.546,8.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,23.70689655172414,55.0,Sinker,22.844827586206897,53.0,Split-Finger,22.413793103448278,52.0,Sweeper,14.224137931034482,33.0,Cutter,10.344827586206897,24.0,Curveball,6.4655172413793105,15.0,,,
130,2026-08-17,823589,2026-08-17T23:10:00Z,Scheduled,Citi Field,San Diego Padres @ New York Mets,Home,676724,Jared Young,New York Mets,San Diego Padres,1B,L,No,,76,244,218,59,12,2,8,28,29,18,6,46,0.271,0.34,0.454,0.794,11,45,41,15,1,0.366,0.0222,24,83,75,24,2,0.32,0.0241,296,95,4.6,31.5,47.3,31.9,20.8,13.7,27.0,47.9,27.1,5.6,3.9,5.6,55.8,84.4,17.3,0.518,70.7,97.6,112.9,29.0,10.1,9.1,52.2,37.2,Below Average,2.5,Pull Power,A,Excellent HR swing plane,37.2,Below Average,0.964,Good,3.2,46.4,98.9,0.506,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,13.61,5.61,Strong positive regression,Below Average Pull Power profile. 4.6% barrel rate; 84.4 mph average exit velocity; 27.0% air-ball rate; 47.9% pull-air rate; 5.6% HR-launch rate.,0.0328,0.0325,3.99,8,2,27.2,0.29,29.4,Very recent HR,621111.0,Walker Buehler,R,LHB vs RHP,24,24,114.1,4.88,1.43,14,1.1,7.87,3.7,26.0,99.6,0.467,4.1,Cutter,L,LHB vs RHP,33.4,203,0.276,0.345,0.481,0.825,8,16,37,0.0394,6.2,0.544,276,0.0181,4.3,0.503,0,0,0,0/0,,,,,0,0,0,34.1,Slight Pitcher Advantage,Below average,50.0,5,435,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.952,0.973,49.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,33.4,32.9,26.0,49.2,50.0,45.0,40.7,4.29,0.884,1.0,1.025,1.0,0.964,0.964,0.98,12.36,6.81,76.1,23.7,F,Lineup unconfirmed,645.0,4.8,24.2,12.2,41.6,27.8,83.2,95.0,111.9,0.518,14.0,Pitch-level Statcast · last 5 MLB games,Cutter,27.816091954022987,121.0,Sinker,22.988505747126435,100.0,4-Seam Fastball,14.71264367816092,64.0,Changeup,12.873563218390805,56.0,Slider,11.954022988505747,52.0,Sweeper,6.436781609195402,28.0,Knuckle Curve,3.218390804597701,14.0
131,2026-08-17,823343,2026-08-17T23:05:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Home,668804,Bryan Reynolds,Pittsburgh Pirates,Detroit Tigers,LF,S,No,,126,547,462,122,30,2,15,85,65,75,8,132,0.264,0.375,0.435,0.81,12,50,44,9,0,0.205,0.0,27,117,105,20,1,0.19,0.0085,641,132,6.1,26.7,37.9,30.1,32.0,13.7,24.9,35.3,28.3,5.6,3.6,5.6,29.4,83.7,12.5,0.554,70.1,95.7,112.6,27.4,11.4,4.5,46.1,29.8,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,29.8,Weak,0.943,Good,6.1,34.4,94.7,0.472,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,32.88,17.88,Strong positive regression,Weak Contact-First Profile profile. 6.1% barrel rate; 83.7 mph average exit velocity; 24.9% air-ball rate; 35.3% pull-air rate; 5.6% HR-launch rate.,0.0274,0.0282,4.09,68,18,30.8,2.21,220.8,Very long drought,664285.0,Framber Valdez,L,Switch vs LHP,24,24,133.0,4.26,1.39,13,0.88,7.17,3.38,43.1,99.9,0.593,6.4,Sinker,R,RHB vs LHP,36.1,178,0.285,0.365,0.475,0.84,6,19,41,0.0337,7.0,0.605,450,0.0244,4.4,0.502,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,0,39.8,Slight Pitcher Advantage,Below average,42.5,5,432,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.986,0.967,43.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.1,33.4,43.1,36.0,50.0,45.0,40.7,4.29,0.758,0.965,1.035,1.0,0.943,0.943,1.06,11.06,5.99,85.0,30.6,D,Lineup unconfirmed,717.0,4.2,30.3,11.4,43.4,27.8,84.7,97.3,112.7,0.49,13.0,Pitch-level Statcast · last 5 MLB games,Sinker,42.129629629629626,182.0,Curveball,33.7962962962963,146.0,Changeup,14.12037037037037,61.0,Slider,5.555555555555555,24.0,4-Seam Fastball,4.398148148148148,19.0,,,,,,
132,2026-08-17,823427,2026-08-17T22:40:00Z,Scheduled,Citizens Bank Park,Miami Marlins @ Philadelphia Phillies,Home,681082,Bryson Stott,Philadelphia Phillies,Miami Marlins,2B,L,No,,119,468,415,110,25,6,9,53,57,46,2,79,0.265,0.34,0.419,0.759,12,55,43,16,1,0.372,0.0182,26,108,87,29,2,0.333,0.0185,612,135,3.6,25.1,47.4,27.7,24.7,13.1,27.7,45.9,29.4,5.3,3.5,5.3,45.0,83.5,20.7,0.504,67.8,94.8,111.4,7.5,11.2,2.2,50.5,27.6,Weak,2.0,Pull Power,A-,Elevated power plane,27.6,Weak,0.937,Good,2.2,52.8,94.4,0.504,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,23.58,14.58,Strong positive regression,Weak Pull Power profile. 3.6% barrel rate; 83.5 mph average exit velocity; 27.7% air-ball rate; 45.9% pull-air rate; 5.3% HR-launch rate.,0.0192,0.0218,3.99,5,1,46.1,0.11,10.8,Very recent HR,676083.0,Janson Junk,R,LHB vs RHP,17,17,87.2,4.41,1.32,12,1.23,6.57,2.46,32.7,99.9,0.517,5.0,4-Seam Fastball,L,LHB vs RHP,27.6,362,0.252,0.325,0.407,0.732,7,35,64,0.0193,5.0,0.515,235,0.0255,3.7,0.529,4,4,1,1/4,0.25,0.25,0.25,0.5,0,0,1,32.1,Slight Pitcher Advantage,Below average,41.1,5,362,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.965,0.965,43.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,27.6,34.1,32.7,43.3,64.4,45.0,40.7,4.28,0.936,1.021,1.025,1.0,0.937,0.937,0.98,8.43,5.8,85.0,22.8,F,Lineup unconfirmed,546.0,4.0,23.8,11.7,48.7,27.7,82.8,95.0,114.2,0.502,12.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,41.71270718232044,151.0,Sweeper,15.193370165745856,55.0,Slider,15.193370165745856,55.0,Changeup,14.917127071823204,54.0,Curveball,7.18232044198895,26.0,Sinker,5.801104972375691,21.0,,,
133,2026-08-17,824514,2026-08-17T17:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,667472,Dane Myers,Cincinnati Reds,St. Louis Cardinals,CF,R,No,,87,224,192,48,8,0,3,22,18,27,3,58,0.25,0.348,0.339,0.687,10,37,32,4,0,0.125,0.0,22,82,71,18,0,0.254,0.0,256,99,1.5,20.0,17.9,40.9,38.8,11.5,25.3,13.8,28.4,4.8,2.5,4.8,50.0,81.4,18.9,0.453,68.2,93.3,108.0,17.2,10.8,4.5,47.7,14.6,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,14.6,Weak,0.901,Good,0.0,4.5,92.9,0.335,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,4.34,1.34,Near expected,Weak Contact-First Profile profile. 1.5% barrel rate; 81.4 mph average exit velocity; 25.3% air-ball rate; 13.8% pull-air rate; 4.8% HR-launch rate.,0.0134,0.0199,3.99,129,50,64.0,2.02,201.6,Very long drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,29.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,9.9,71.6,45.0,40.6,4.27,0.758,1.0,1.0,0.965,0.901,0.869,1.06,7.7,5.08,64.6,23.5,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
