Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
112,2026-08-17,824077,2026-08-17T23:40:00Z,Scheduled,Kauffman Stadium,Athletics @ Kansas City Royals,Away,680869,Zack Gelof,Athletics,Kansas City Royals,3B,R,No,,73,273,250,69,12,1,14,48,34,17,4,67,0.276,0.332,0.5,0.832,6,26,23,7,3,0.304,0.1154,6,26,23,7,3,0.304,0.1154,312,25,7.1,25.6,34.7,31.4,33.5,17.0,29.4,39.8,28.3,7.9,4.9,7.9,80.4,83.0,19.4,0.671,72.0,95.1,109.2,34.9,12.3,9.3,55.1,37.9,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,37.9,Below Average,0.966,Good,12.0,25.0,95.2,0.941,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,18.75,4.75,Strong positive regression,Below Average Contact-First Profile profile. 7.1% barrel rate; 83.0 mph average exit velocity; 29.4% air-ball rate; 39.8% pull-air rate; 7.9% HR-launch rate.,0.0513,0.0454,4.15,0,0,17.9,0.0,0.0,Very recent HR,608379.0,Michael Wacha,R,RHB vs RHP,24,24,150.2,3.46,1.15,18,1.08,6.99,2.45,43.1,99.9,0.607,5.7,4-Seam Fastball,R,RHB vs RHP,42.4,196,0.266,0.333,0.492,0.825,10,14,50,0.051,4.5,0.554,255,0.0431,4.8,0.572,3,2,0,0/2,0.0,0.0,0.0,0.0,0,0,1,42.6,Slight Pitcher Advantage,Below average,42.5,5,481,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.986,0.97,47.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,42.4,32.5,43.1,41.2,50.0,45.0,42.3,4.43,1.35,0.997,0.985,1.0,0.966,0.966,0.98,17.54,11.77,73.6,31.9,D,Lineup unconfirmed,831.0,4.5,23.0,15.8,43.9,31.4,81.9,94.4,115.8,0.52,18.0,Pitch-level Statcast · last 5 MLB games,Changeup,29.106029106029105,140.0,4-Seam Fastball,28.69022869022869,138.0,Sinker,12.88981288981289,62.0,Cutter,12.474012474012474,60.0,Curveball,9.147609147609147,44.0,Slider,7.6923076923076925,37.0,,,
113,2026-08-17,824641,2026-08-18T00:05:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Away,671976,Tristan Peters,Chicago White Sox,Chicago Cubs,CF,L,No,,118,364,326,89,24,3,7,46,42,27,5,67,0.273,0.336,0.429,0.765,11,31,26,9,1,0.346,0.0323,25,81,70,13,1,0.186,0.0123,501,103,3.2,21.7,56.3,22.6,20.5,12.5,24.6,63.3,28.5,5.0,4.1,5.0,38.4,80.4,19.3,0.458,65.6,93.7,110.8,8.0,9.9,2.8,50.6,27.9,Weak,2.0,Pull Power,A,Excellent HR swing plane,27.9,Weak,0.938,Good,2.9,66.7,93.0,0.443,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,19.0,12.0,Strong positive regression,Weak Pull Power profile. 3.2% barrel rate; 80.4 mph average exit velocity; 24.6% air-ball rate; 63.3% pull-air rate; 5.0% HR-launch rate.,0.0192,0.0224,4.05,5,2,46.6,0.11,10.7,Very recent HR,684007.0,Shota Imanaga,L,LHB vs LHP,24,24,137.1,3.74,1.1,28,1.83,8.52,1.9,28.0,100.0,0.488,4.1,4-Seam Fastball,L,LHB vs LHP,41.1,43,0.139,0.244,0.139,0.383,0,4,8,0.0,0.0,0.287,157,0.0637,7.5,0.589,0,0,0,0/0,,,,,0,0,0,38.3,Slight Pitcher Advantage,Below average,50.0,5,459,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.956,0.984,48.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,41.1,40.6,28.0,42.1,50.0,45.0,42.3,4.42,1.016,1.117,0.985,1.0,0.938,0.938,0.98,8.77,6.25,83.5,23.4,F,Lineup unconfirmed,747.0,5.9,22.0,16.9,46.9,27.4,81.4,94.1,112.4,0.551,28.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,39.21568627450981,180.0,Split-Finger,30.28322440087146,139.0,Sweeper,16.99346405228758,78.0,Sinker,6.753812636165577,31.0,Slider,4.357298474945534,20.0,Curveball,2.396514161220044,11.0,,,
114,2026-08-17,823343,2026-08-17T23:05:00Z,Scheduled,PNC Park,Detroit Tigers @ Pittsburgh Pirates,Away,701678,Hao-Yu Lee,Detroit Tigers,Pittsburgh Pirates,2B,R,No,,79,217,204,54,11,1,6,20,28,10,0,52,0.265,0.296,0.417,0.713,10,14,13,3,0,0.231,0.0,23,56,51,15,2,0.294,0.0357,259,65,5.7,27.9,37.4,26.3,36.3,15.7,34.0,39.4,30.6,8.0,4.7,8.0,45.4,83.4,16.0,0.531,69.6,96.1,109.3,19.8,16.0,5.1,56.9,32.6,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,32.6,Weak,0.951,Good,6.2,47.8,97.8,0.549,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,13.5,7.5,Strong positive regression,Weak Contact-First Profile profile. 5.7% barrel rate; 83.4 mph average exit velocity; 34.0% air-ball rate; 39.4% pull-air rate; 8.0% HR-launch rate.,0.0276,0.0292,4.05,28,16,34.0,0.82,82.4,Near normal interval,669387.0,Carmen Mlodzinski,R,RHB vs RHP,27,11,99.2,3.79,1.4,8,0.72,7.04,3.16,44.0,74.1,0.595,6.7,4-Seam Fastball,R,RHB vs RHP,26.7,116,0.273,0.302,0.427,0.729,4,5,29,0.0345,5.0,0.484,169,0.0118,3.6,0.49,0,0,0,0/0,,,,,0,0,0,37.4,Slight Pitcher Advantage,Below average,50.0,5,232,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.988,0.974,40.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,26.7,36.7,44.0,54.9,50.0,45.0,42.3,4.42,0.91,0.939,0.985,1.0,0.951,0.951,1.0,11.31,6.4,72.0,21.6,F,Lineup unconfirmed,568.0,4.9,31.0,13.9,42.0,30.1,84.8,96.9,111.7,0.546,8.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,23.70689655172414,55.0,Sinker,22.844827586206897,53.0,Split-Finger,22.413793103448278,52.0,Sweeper,14.224137931034482,33.0,Cutter,10.344827586206897,24.0,Curveball,6.4655172413793105,15.0,,,
115,2026-08-17,824514,2026-08-17T17:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,624431,Jose Trevino,Cincinnati Reds,St. Louis Cardinals,C,R,No,,34,99,96,24,3,0,4,10,12,1,0,20,0.25,0.258,0.406,0.664,4,12,12,3,0,0.25,0.0,8,25,25,5,1,0.2,0.04,112,27,1.2,21.6,41.2,32.5,24.6,15.1,20.4,36.5,24.7,1.8,1.2,1.8,200.0,81.2,14.0,0.308,66.8,93.2,103.2,1.7,3.0,0.0,64.0,14.6,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,14.6,Weak,0.901,Good,0.0,25.0,90.8,0.209,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,1.88,-2.12,Negative regression,Weak Contact-First Profile profile. 1.2% barrel rate; 81.2 mph average exit velocity; 20.4% air-ball rate; 36.5% pull-air rate; 1.8% HR-launch rate.,0.0404,0.0358,3.93,12,4,24.0,0.5,50.0,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,33.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,10.3,71.6,45.0,42.2,4.42,0.91,1.0,1.0,1.0,0.901,0.901,1.0,13.35,7.97,51.1,20.1,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2026-08-17,824478,2026-08-17T22:40:00Z,Scheduled,Great American Ball Park,St. Louis Cardinals @ Cincinnati Reds,Home,624431,Jose Trevino,Cincinnati Reds,St. Louis Cardinals,C,R,No,,34,99,96,24,3,0,4,10,12,1,0,20,0.25,0.258,0.406,0.664,4,12,12,3,0,0.25,0.0,8,25,25,5,1,0.2,0.04,112,27,1.2,21.6,41.2,32.5,24.6,15.1,20.4,36.5,24.7,1.8,1.2,1.8,200.0,81.2,14.0,0.308,66.8,93.2,103.2,1.7,3.0,0.0,64.0,14.6,Weak,1.5,Contact-First Profile,A,Excellent HR swing plane,14.6,Weak,0.901,Good,0.0,25.0,90.8,0.209,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,1.88,-2.12,Negative regression,Weak Contact-First Profile profile. 1.2% barrel rate; 81.2 mph average exit velocity; 20.4% air-ball rate; 36.5% pull-air rate; 1.8% HR-launch rate.,0.0404,0.0358,3.93,12,4,24.0,0.5,50.0,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.0,1.0,33.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,10.3,71.6,45.0,42.2,4.42,0.91,1.0,1.0,1.0,0.901,0.901,1.0,13.35,7.97,51.1,20.1,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2026-08-17,822939,2026-08-17T22:05:00Z,Scheduled,Tropicana Field,Baltimore Orioles @ Tampa Bay Rays,Home,683748,Victor Mesa Jr.,Tampa Bay Rays,Baltimore Orioles,RF,L,No,,55,178,159,34,3,2,10,20,22,16,0,40,0.214,0.284,0.447,0.731,9,33,31,8,2,0.258,0.0606,20,70,66,14,4,0.212,0.0571,241,95,7.5,24.8,43.9,27.3,28.8,18.6,29.6,39.7,26.7,9.1,4.9,9.1,55.7,80.9,22.7,0.588,70.5,94.4,110.4,33.6,13.1,9.5,59.7,36.9,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,36.9,Below Average,0.963,Good,8.4,37.5,94.7,0.622,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,14.96,4.96,Strong positive regression,Below Average Contact-First Profile profile. 7.5% barrel rate; 80.9 mph average exit velocity; 29.6% air-ball rate; 39.7% pull-air rate; 9.1% HR-launch rate.,0.0562,0.0464,3.93,8,3,15.9,0.5,50.3,Recently homered,687064.0,Brandon Young,R,LHB vs RHP,20,20,113.2,3.33,1.32,12,0.95,7.36,3.25,40.9,100.0,0.564,6.8,4-Seam Fastball,L,LHB vs RHP,43.4,146,0.208,0.283,0.462,0.744,9,14,34,0.0616,8.0,0.614,289,0.0242,3.6,0.478,0,0,0,0/0,,,,,0,0,0,43.8,Neutral Matchup,Average,50.0,5,485,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.982,0.964,47.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,43.4,31.8,40.9,44.1,50.0,45.0,42.0,4.39,1.109,0.976,1.025,1.0,0.963,0.963,1.0,17.05,10.17,70.3,27.3,F,Lineup unconfirmed,646.0,3.9,25.5,14.2,45.0,30.7,83.2,95.3,114.0,0.502,12.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,35.4639175257732,172.0,Split-Finger,18.969072164948454,92.0,Slider,17.52577319587629,85.0,Sinker,15.670103092783505,76.0,Curveball,12.371134020618557,60.0,,,,,,
118,2026-08-17,823589,2026-08-17T23:10:00Z,Scheduled,Citi Field,San Diego Padres @ New York Mets,Away,665487,Fernando Tatis Jr.,San Diego Padres,New York Mets,RF,R,No,,123,542,478,134,25,2,13,69,56,53,5,101,0.28,0.355,0.423,0.778,12,51,43,12,5,0.279,0.098,26,117,99,27,7,0.273,0.0598,599,126,8.5,34.5,37.9,32.7,29.5,13.7,27.7,30.8,28.2,7.6,3.6,7.6,38.0,85.9,9.6,0.624,73.8,99.8,116.9,59.6,15.9,16.2,55.6,45.1,Below Average,3.0,Contact-First Profile,C,Low line-drive plane,45.1,Below Average,0.986,Good,9.5,38.2,99.3,0.686,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,42.17,29.17,Strong positive regression,Below Average Contact-First Profile profile. 8.5% barrel rate; 85.9 mph average exit velocity; 27.7% air-ball rate; 30.8% pull-air rate; 7.6% HR-launch rate.,0.024,0.0254,4.05,7,2,36.8,0.19,19.0,Very recent HR,690997.0,Nolan McLean,R,RHB vs RHP,24,24,136.2,3.42,1.13,15,0.99,10.47,3.29,44.8,99.8,0.591,7.3,Sinker,R,RHB vs RHP,28.3,417,0.278,0.346,0.403,0.749,9,36,76,0.0216,8.0,0.589,220,0.0182,3.0,0.411,3,3,2,2/3,0.667,0.667,0.667,1.334,0,0,1,39.2,Slight Pitcher Advantage,Below average,53.8,5,467,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.99,0.965,47.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,28.3,25.5,44.8,56.4,50.0,45.0,41.8,4.38,1.35,0.982,0.985,1.0,0.986,0.986,0.98,9.91,7.74,85.0,26.2,F,Lineup unconfirmed,679.0,4.0,20.6,12.2,38.1,29.9,81.2,93.5,112.8,0.513,15.0,Pitch-level Statcast · last 5 MLB games,Sinker,28.051391862955033,131.0,4-Seam Fastball,25.26766595289079,118.0,Curveball,19.48608137044968,91.0,Cutter,10.06423982869379,47.0,Slider,6.209850107066381,29.0,Sweeper,5.995717344753747,28.0,Changeup,4.925053533190578,23.0
119,2026-08-17,823427,2026-08-17T22:40:00Z,Scheduled,Citizens Bank Park,Miami Marlins @ Philadelphia Phillies,Home,656537,Derek Hill,Philadelphia Phillies,Miami Marlins,CF,R,No,,91,179,164,38,3,0,9,27,22,11,1,63,0.232,0.284,0.415,0.699,9,15,15,2,0,0.133,0.0,17,30,28,4,2,0.143,0.0667,204,32,5.7,20.4,40.2,24.8,34.4,18.0,28.6,38.3,33.1,7.4,5.1,7.4,88.2,80.0,17.5,0.572,67.6,92.5,108.4,16.9,9.2,2.5,46.1,28.5,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,28.5,Weak,0.94,Good,6.2,27.3,92.6,0.493,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.06,1.06,Near expected,Weak Contact-First Profile profile. 5.7% barrel rate; 80.0 mph average exit velocity; 28.6% air-ball rate; 38.3% pull-air rate; 7.4% HR-launch rate.,0.0503,0.0429,3.93,15,9,18.2,0.82,82.3,Near normal interval,676083.0,Janson Junk,R,RHB vs RHP,17,17,87.2,4.41,1.32,12,1.23,6.57,2.46,48.9,99.9,0.657,6.1,4-Seam Fastball,R,RHB vs RHP,40.0,73,0.239,0.301,0.373,0.675,3,5,25,0.0411,4.3,0.642,139,0.0432,4.5,0.457,0,0,0,0/0,,,,,0,0,0,45.1,Neutral Matchup,Average,50.0,5,362,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.998,0.965,42.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,40.0,34.1,48.9,25.5,64.4,45.0,41.7,4.37,0.96,1.021,0.985,1.0,0.94,0.94,1.0,15.84,9.16,67.2,25.1,F,Lineup unconfirmed,546.0,4.0,23.8,11.7,48.7,27.7,82.8,95.0,114.2,0.502,12.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,41.71270718232044,151.0,Sweeper,15.193370165745856,55.0,Slider,15.193370165745856,55.0,Changeup,14.917127071823204,54.0,Curveball,7.18232044198895,26.0,Sinker,5.801104972375691,21.0,,,
120,2026-08-17,822939,2026-08-17T22:05:00Z,Scheduled,Tropicana Field,Baltimore Orioles @ Tampa Bay Rays,Away,683002,Gunnar Henderson,Baltimore Orioles,Tampa Bay Rays,SS,L,No,,123,558,496,109,21,4,20,75,51,51,9,124,0.22,0.303,0.399,0.702,12,52,39,9,2,0.231,0.0385,25,110,90,20,3,0.222,0.0273,723,126,4.5,27.4,52.2,22.7,25.1,14.2,27.2,54.2,30.1,6.7,3.7,6.7,58.1,83.7,16.4,0.568,72.6,95.7,110.6,41.9,12.0,12.6,45.7,39.5,Below Average,2.5,Pull Power,A,Excellent HR swing plane,39.5,Below Average,0.971,Good,4.8,53.8,96.5,0.629,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.4,14.4,Strong positive regression,Below Average Pull Power profile. 4.5% barrel rate; 83.7 mph average exit velocity; 27.2% air-ball rate; 54.2% pull-air rate; 6.7% HR-launch rate.,0.0358,0.0352,4.05,7,2,24.8,0.28,28.2,Very recent HR,663556.0,Shane McClanahan,L,LHB vs LHP,20,20,99.0,3.09,1.12,7,0.64,8.27,3.18,29.1,100.0,0.511,3.5,4-Seam Fastball,L,LHB vs LHP,29.1,172,0.226,0.302,0.432,0.735,6,14,36,0.0349,2.3,0.422,91,0.022,5.7,0.57,8,7,1,1/7,0.143,0.25,0.143,0.393,0,0,1,29.3,Strong Pitcher Advantage,Below average,30.0,5,361,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.958,0.975,48.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,29.1,33.8,29.1,53.1,50.0,45.0,41.6,4.36,0.98,0.926,0.985,1.0,0.971,0.971,0.98,13.5,7.28,85.0,24.3,F,Lineup unconfirmed,500.0,5.0,23.8,15.2,41.5,27.2,82.1,94.8,112.2,0.531,7.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,38.227146814404435,138.0,Changeup,32.40997229916898,117.0,Slider,15.512465373961218,56.0,Curveball,13.850415512465373,50.0,,,,,,,,,
121,2026-08-17,822939,2026-08-17T22:05:00Z,Scheduled,Tropicana Field,Baltimore Orioles @ Tampa Bay Rays,Away,681297,Colton Cowser,Baltimore Orioles,Tampa Bay Rays,CF,L,No,,110,294,253,55,4,0,11,34,33,37,1,89,0.217,0.317,0.364,0.681,12,29,28,9,3,0.321,0.1034,24,56,45,11,3,0.244,0.0536,335,61,6.2,22.2,42.9,31.8,25.3,16.4,26.8,37.6,28.7,8.9,6.0,8.9,50.0,81.0,16.7,0.675,70.7,93.8,113.5,42.4,11.8,9.8,37.8,36.5,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,36.5,Below Average,0.962,Good,6.6,29.4,93.5,0.724,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,17.93,6.93,Strong positive regression,Below Average Contact-First Profile profile. 6.2% barrel rate; 81.0 mph average exit velocity; 26.8% air-ball rate; 37.6% pull-air rate; 8.9% HR-launch rate.,0.0374,0.0358,4.05,0,0,23.0,0.0,0.0,Very recent HR,663556.0,Shane McClanahan,L,LHB vs LHP,20,20,99.0,3.09,1.12,7,0.64,8.27,3.18,46.5,100.0,0.646,5.5,4-Seam Fastball,L,LHB vs LHP,32.9,42,0.167,0.268,0.167,0.435,0,5,18,0.0,0.0,0.358,91,0.022,5.7,0.57,0,0,0,0/0,,,,,0,0,0,41.1,Slight Pitcher Advantage,Below average,50.0,5,361,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.993,0.975,45.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,32.9,33.8,46.5,30.0,50.0,45.0,41.5,4.35,1.35,0.926,0.985,1.0,0.962,0.962,0.98,13.74,9.3,77.5,26.2,F,Lineup unconfirmed,500.0,5.0,23.8,15.2,41.5,27.2,82.1,94.8,112.2,0.531,7.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,38.227146814404435,138.0,Changeup,32.40997229916898,117.0,Slider,15.512465373961218,56.0,Curveball,13.850415512465373,50.0,,,,,,,,,
122,2026-08-17,824641,2026-08-18T00:05:00Z,Scheduled,Wrigley Field,Chicago White Sox @ Chicago Cubs,Home,621020,Dansby Swanson,Chicago Cubs,Chicago White Sox,SS,R,No,,119,458,403,87,16,3,18,78,66,48,2,106,0.216,0.3,0.404,0.704,11,40,33,8,2,0.242,0.05,25,95,83,20,2,0.241,0.0211,536,105,4.9,23.8,51.6,26.0,21.9,15.4,28.6,48.3,25.7,6.1,4.8,6.1,60.4,83.6,15.7,0.532,69.8,95.0,108.9,8.6,11.2,3.1,53.5,31.0,Weak,2.0,Pull Power,A,Excellent HR swing plane,31.0,Weak,0.947,Good,5.7,43.3,94.6,0.542,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,25.56,7.56,Strong positive regression,Weak Pull Power profile. 4.9% barrel rate; 83.6 mph average exit velocity; 28.6% air-ball rate; 48.3% pull-air rate; 6.1% HR-launch rate.,0.0393,0.0378,3.99,4,3,22.4,0.18,17.9,Very recent HR,622491.0,Luis Castillo,R,RHB vs RHP,22,19,110.2,4.96,1.35,17,1.38,8.21,2.85,37.0,99.9,0.567,4.6,4-Seam Fastball,R,RHB vs RHP,30.6,327,0.204,0.303,0.375,0.678,12,39,67,0.0367,4.6,0.518,200,0.02,3.6,0.525,18,17,4,4/17,0.235,0.278,0.353,0.631,0,1,7,31.2,Slight Pitcher Advantage,Below average,22.5,5,457,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.974,0.98,44.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,30.6,36.2,37.0,43.3,50.0,45.0,41.4,4.34,0.991,1.045,0.985,1.0,0.947,0.947,0.98,14.25,8.21,84.6,25.8,F,Lineup unconfirmed,704.0,5.5,25.3,13.6,38.9,29.3,83.7,95.4,113.8,0.573,17.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,43.32603938730853,198.0,Slider,20.787746170678336,95.0,Sinker,20.568927789934353,94.0,Changeup,15.317286652078774,70.0,,,,,,,,,
