rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,expected_pa,starter_pa_share,bullpen_k_pa_pct,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw_pct,velo_band_source,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
62,2026-08-31,824473,SD,CIN,669392,Samad Taylor,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,1,14.3,7.01,663903,Brady Singer,R,1.15,0.78,20.5,0.4983,1.5,LESS,93.5,-1442,70,87,0.8,1.1,1.1333,60.0,60.0,73.3,20.0,30.0,26.7,3,2,66.7,25.3,14,20.0,35.7,20.0,80.0,75.0,0.0,0.0808,78,28.2,20.0,24.8,28.5,Sinker,49.7,11.1,15.0,29.5,90.8289,1.5,47,20,3,15.0,VELO_BAND_1.5,43.3,56.7,6.5,93.5,0.0,100.0,0.0,100.0,56.7,36.8,6.5,0.0,0.0
63,2026-08-31,822689,WSH,MIA,686611,Dylan Crews,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,7,100.0,5.0,687473,Ryan Gusto,R,1.15,0.537,21.9,0.5032,1.5,LESS,93.5,-1438,80,89,1.6,1.1,1.0,100.0,80.0,73.3,60.0,30.0,26.7,4,1,25.0,22.7,14,30.0,35.7,66.7,70.0,66.7,20.0,0.0924,243,25.9,18.8,18.3,27.7,4-Seam,27.7,22.8,25.7,28.3,92.8869,1.5,271,147,21,14.3,VELO_BAND_1.5,43.8,56.2,6.5,93.5,0.0,100.0,0.0,100.0,56.2,37.3,6.5,0.0,0.0
64,2026-08-31,822855,ATH,TEX,675961,Alika Williams,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,3,42.9,9.0,594798,Jacob deGrom,R,1.15,0.7778,22.5,0.4951,1.5,LESS,93.5,-1432,71,87,0.6,0.6,0.4667,60.0,50.0,40.0,0.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,78,26.9,28.5,31.6,29.6,4-Seam,40.6,14.2,19.8,26.1,97.3817,1.5,52,35,6,17.1,VELO_BAND_1.5,43.0,57.0,6.5,93.5,0.0,100.0,0.0,100.0,57.0,36.4,6.5,0.0,0.0
65,2026-08-31,824719,SEA,BOS,686527,Dominic Canzone,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,2.0,801139,Payton Tolle,L,1.15,0.78,22.9,0.501,1.5,LESS,93.3,-1400,77,89,1.6,1.4,1.3333,100.0,90.0,86.7,40.0,40.0,40.0,3,0,0.0,21.1,9,0.0,11.1,0.0,100.0,100.0,0.0,0.066,83,22.9,27.2,23.7,26.4,4-Seam,44.8,15.7,17.3,29.0,94.0313,1.5,257,123,20,16.3,VELO_BAND_1.5,43.4,56.6,6.7,93.3,0.0,100.0,0.0,100.0,56.6,36.7,6.6,0.0,0.0
66,2026-08-31,824314,BAL,COL,687952,Christian Encarnacion-Strand,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,7,100.0,5.0,685299,Tanner Gordon,R,1.15,0.78,17.3,0.5029,1.5,LESS,93.3,-1399,69,86,1.4,1.4,1.4,100.0,100.0,100.0,40.0,40.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,81,24.7,17.1,18.0,25.3,4-Seam,45.2,19.8,19.2,25.4,92.5737,1.5,106,58,8,13.8,VELO_BAND_1.5,43.6,56.4,6.7,93.3,0.0,100.0,0.0,100.0,56.4,36.9,6.7,0.0,0.0
67,2026-08-31,823982,NYY,LAA,502671,Paul Goldschmidt,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,3,42.9,1.0,700712,Walbert Ureña,R,1.15,0.78,23.4,0.5077,1.5,LESS,93.3,-1382,78,89,0.8,0.6,0.7333,60.0,50.0,60.0,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,174,28.7,22.5,26.1,28.7,Changeup,33.9,27.4,19.9,28.3,97.7877,1.5,97,62,11,17.7,VELO_BAND_1.5,44.0,56.0,6.7,93.3,0.0,100.0,0.0,100.0,56.0,37.3,6.7,0.0,0.0
68,2026-08-31,823982,LAA,NYY,694203,Denzer Guzman,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,6,85.7,9.0,695684,Elmer Rodríguez,R,1.15,0.78,24.1,0.5031,1.5,LESS,93.2,-1368,69,86,1.2,1.0,1.0667,60.0,70.0,73.3,40.0,20.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,158,24.1,15.3,25.4,29.4,Sinker,47.2,11.4,17.6,27.7,95.5028,1.5,184,90,14,15.6,VELO_BAND_1.5,43.5,56.5,6.8,93.2,0.0,100.0,0.0,100.0,56.5,36.7,6.8,0.0,0.0
69,2026-08-31,822855,TEX,ATH,553869,Elias Díaz,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,6,85.7,9.0,695611,Gage Jump,L,1.15,0.78,21.3,0.5112,1.5,LESS,93.2,-1366,72,87,0.8,0.8,0.8,80.0,70.0,66.7,0.0,10.0,13.3,2,0,0.0,21.5,6,0.0,33.3,50.0,100.0,100.0,0.0,0.045,70,21.4,25.1,23.3,27.7,4-Seam,46.3,24.0,23.3,29.0,96.188,1.5,151,74,17,23.0,VELO_BAND_1.5,44.3,55.7,6.8,93.2,0.0,100.0,0.0,100.0,55.7,37.5,6.8,0.0,0.0
70,2026-08-31,824719,SEA,BOS,621493,Taylor Ward,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,6,85.7,6.0,801139,Payton Tolle,L,1.15,0.78,22.9,0.5059,1.5,LESS,93.2,-1365,82,90,1.2,1.4,1.1333,80.0,90.0,73.3,20.0,40.0,33.3,6,0,0.0,19.9,24,14.3,16.7,20.0,85.7,83.3,0.0,0.14,139,23.0,27.2,23.7,26.4,4-Seam,44.8,18.7,16.0,29.7,94.0313,1.5,428,153,21,13.7,VELO_BAND_1.5,43.8,56.2,6.8,93.2,0.0,100.0,0.0,100.0,56.2,36.9,6.8,0.0,0.0
71,2026-08-31,822689,WSH,MIA,682928,CJ Abrams,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,7,100.0,1.0,687473,Ryan Gusto,R,1.15,0.537,21.9,0.5096,1.5,LESS,93.2,-1362,83,90,1.8,1.6,1.4667,80.0,90.0,86.7,60.0,50.0,40.0,1,0,0.0,22.0,2,0.0,50.0,28.5,100.0,100.0,11.5,0.0189,296,23.3,18.8,18.3,27.7,4-Seam,27.7,23.0,23.1,27.9,92.8869,1.5,308,129,21,16.3,VELO_BAND_1.5,44.1,55.9,6.8,93.2,0.0,100.0,0.0,100.0,55.9,37.3,6.8,0.0,0.0
72,2026-08-31,823982,NYY,LAA,806146,George Lombard Jr.,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,5,71.4,6.0,700712,Walbert Ureña,R,1.15,0.78,23.4,0.5188,1.5,LESS,93.2,-1361,69,86,1.4,1.3,1.0667,60.0,60.0,60.0,60.0,50.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,72,25.0,22.5,26.1,28.7,Changeup,33.9,20.0,17.0,27.7,97.7877,1.5,58,29,8,27.6,VELO_BAND_1.5,45.0,55.0,6.8,93.2,0.0,100.0,0.0,100.0,55.0,38.2,6.8,0.0,0.0
73,2026-08-31,824911,SF,ATL,687529,Grant McCray,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,7.0,693821,Bryce Elder,R,1.15,0.78,22.7,0.5159,1.5,LESS,93.0,-1337,67,86,1.4,1.1,1.0,100.0,80.0,80.0,40.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,46,26.1,18.9,19.9,25.5,Sinker,29.4,12.5,19.1,29.6,90.8002,1.5,39,20,3,15.0,VELO_BAND_1.5,44.6,55.4,7.0,93.0,0.0,100.0,0.0,100.0,55.4,37.7,7.0,0.0,0.0
74,2026-08-31,824473,CIN,SD,671155,Ivan Johnson,S,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,2.01,650633,Michael King,R,1.15,0.78,21.6,0.5114,1.5,LESS,93.0,-1335,65,85,0.4,0.6,0.6364,40.0,40.0,45.5,0.0,10.0,9.1,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,9,44.4,20.1,21.8,27.3,Sinker,28.6,0.0,16.4,29.2,93.6201,,31,15,5,33.3,HITTER_FASTBALL_FALLBACK,44.2,55.8,7.0,93.0,0.0,100.0,0.0,100.0,55.8,37.2,7.0,0.0,0.0
75,2026-08-31,822855,TEX,ATH,592626,Joc Pederson,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,3,42.9,1.0,695611,Gage Jump,L,1.15,0.78,21.3,0.5161,1.5,LESS,93.0,-1325,74,88,0.8,0.6,0.8667,40.0,40.0,53.3,40.0,20.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,32,40.6,25.1,23.3,27.7,4-Seam,46.3,26.6,24.8,30.4,96.188,1.5,205,108,23,21.3,VELO_BAND_1.5,44.6,55.4,7.0,93.0,0.0,100.0,0.0,100.0,55.4,37.6,7.0,0.0,0.0
76,2026-08-31,822855,ATH,TEX,661531,Brian Serven,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,3,42.9,8.0,594798,Jacob deGrom,R,1.15,0.7778,22.5,0.5197,1.5,LESS,92.9,-1318,66,85,1.4,1.2,0.8667,80.0,70.0,53.3,40.0,30.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,28,28.6,28.5,31.6,29.6,4-Seam,40.6,27.5,17.6,28.9,97.3817,2.5,40,20,6,30.0,VELO_BAND_2.5,44.9,55.1,7.1,92.9,0.0,100.0,0.0,100.0,55.1,37.9,7.0,0.0,0.0
77,2026-08-31,824635,MIL,CHC,641343,Jake Bauers,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,5,71.4,3.0,605280,Clay Holmes,R,1.15,0.78,20.7,0.5249,1.5,LESS,92.9,-1303,78,89,1.4,1.6,1.2,60.0,80.0,60.0,60.0,50.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,265,29.4,18.6,17.0,24.9,Sinker,52.6,13.0,19.8,30.1,92.0455,1.5,259,106,15,14.2,VELO_BAND_1.5,45.3,54.7,7.1,92.9,0.0,100.0,0.0,100.0,54.7,38.2,7.1,0.0,0.0
78,2026-08-31,823982,NYY,LAA,671218,Heliot Ramos,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,1,14.3,6.01,700712,Walbert Ureña,R,1.15,0.78,23.4,0.5164,1.5,LESS,92.9,-1299,77,89,0.6,1.0,0.8,60.0,70.0,60.0,0.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,197,27.4,22.5,26.1,28.7,Changeup,33.9,23.3,20.7,28.1,97.7877,1.5,106,50,9,18.0,VELO_BAND_1.5,44.5,55.5,7.1,92.9,0.0,100.0,0.0,100.0,55.5,37.3,7.1,0.0,0.0
79,2026-08-31,823982,NYY,LAA,645305,Ali Sánchez,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,0,0.0,,700712,Walbert Ureña,R,1.15,0.78,23.4,0.5265,1.5,LESS,92.8,-1293,67,86,0.8,0.6,0.6667,40.0,40.0,46.7,40.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,33,30.3,22.5,26.1,28.7,Changeup,33.9,21.4,16.0,29.0,97.7877,1.5,41,17,3,17.6,VELO_BAND_1.5,45.4,54.6,7.2,92.8,0.0,100.0,0.0,100.0,54.6,38.3,7.2,0.0,0.0
80,2026-08-31,824635,CHC,MIL,691718,Pete Crow-Armstrong,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,5,71.4,1.0,690986,Kyle Harrison,L,1.15,0.7593,25.9,0.5212,1.5,LESS,92.7,-1279,81,90,1.0,0.7,0.8,60.0,50.0,53.3,20.0,10.0,13.3,5,4,80.0,28.2,25,44.4,48.0,40.0,55.6,60.0,20.0,0.1313,143,26.6,30.3,26.7,31.4,4-Seam,57.5,22.7,19.4,28.3,94.8844,1.5,390,144,24,16.7,VELO_BAND_1.5,44.8,55.2,7.3,92.7,0.0,100.0,0.0,100.0,55.2,37.6,7.2,0.0,0.0
81,2026-08-31,824719,BOS,SEA,663330,Jahmai Jones,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,1.0,669923,George Kirby,R,1.15,0.78,22.7,0.5298,1.5,LESS,92.7,-1279,67,86,0.4,0.2,0.4,20.0,10.0,33.3,20.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,17,35.3,20.9,21.8,26.6,Sweeper,31.1,57.9,23.6,31.2,96.4808,1.5,55,29,10,34.5,VELO_BAND_1.5,45.7,54.3,7.3,92.7,0.0,100.0,0.0,100.0,54.3,38.5,7.2,0.0,0.0
82,2026-08-31,823982,LAA,NYY,518595,Travis d'Arnaud,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,1,14.3,8.01,695684,Elmer Rodríguez,R,1.15,0.78,24.1,0.5361,1.5,LESS,92.5,-1238,58,83,0.8,0.9,0.8571,80.0,80.0,71.4,0.0,10.0,14.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,5,20.0,15.3,25.4,29.4,Sinker,47.2,20.0,15.1,30.2,95.5028,1.5,26,13,4,30.8,VELO_BAND_1.5,46.1,53.9,7.5,92.5,0.0,100.0,0.0,100.0,53.9,38.6,7.5,0.0,0.0
83,2026-08-31,824314,COL,BAL,691728,Zac Veen,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,9.01,700249,Cade Povich,L,1.15,0.642,20.8,0.5366,1.5,LESS,92.5,-1235,58,83,0.2,0.8,0.8667,20.0,50.0,60.0,0.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,3,33.3,19.2,14.9,24.0,4-Seam,54.2,52.0,22.0,30.6,91.5496,1.5,31,18,9,50.0,VELO_BAND_1.5,46.1,53.9,7.5,92.5,0.0,100.0,0.0,100.0,53.9,38.7,7.5,0.0,0.0
84,2026-08-31,825040,PHI,AZ,656537,Derek Hill,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,3,42.9,9.0,694297,Brandon Pfaadt,R,1.15,0.6343,18.2,0.5392,1.5,LESS,92.4,-1208,69,86,0.2,0.6,0.5333,20.0,40.0,40.0,0.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,59,32.2,16.1,18.0,25.5,4-Seam,29.0,29.8,24.5,31.0,92.5174,1.5,121,60,16,26.7,VELO_BAND_1.5,46.3,53.7,7.6,92.4,0.0,100.0,0.0,100.0,53.7,38.6,7.6,0.0,0.0
85,2026-08-31,825040,PHI,AZ,650333,Luis Arraez,L,4.0,OFFICIAL,STARTER,True,7,100.0,5.01,694297,Brandon Pfaadt,R,4.42,0.6343,18.2,0.4767,1.5,LESS,92.3,-1207,91,92,0.0,0.0,0.0667,0.0,0.0,6.7,0.0,0.0,0.0,3,0,0.0,21.1,11,20.0,27.3,28.6,80.0,100.0,0.0,0.0724,307,2.6,16.1,18.0,25.5,4-Seam,29.0,7.7,7.3,22.6,92.5174,1.5,360,188,10,5.3,VELO_BAND_1.5,39.1,60.9,7.7,92.3,0.9,99.1,0.0,100.0,60.9,31.4,6.8,0.8,0.0
86,2026-08-31,824635,MIL,CHC,669003,Garrett Mitchell,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,2.0,605280,Clay Holmes,R,1.15,0.78,20.7,0.5399,1.5,LESS,92.3,-1197,77,89,1.0,0.7,0.9333,60.0,50.0,66.7,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,260,30.4,18.6,17.0,24.9,Sinker,52.6,18.6,24.3,31.5,92.0455,1.5,194,89,15,16.9,VELO_BAND_1.5,46.3,53.7,7.7,92.3,0.0,100.0,0.0,100.0,53.7,38.6,7.7,0.0,0.0
87,2026-08-31,822932,NYM,TB,683146,Brett Baty,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,3,42.9,8.0,693855,Ian Seymour,L,1.15,0.6667,22.3,0.5503,1.5,LESS,92.1,-1171,75,88,1.0,0.6,0.8667,80.0,50.0,53.3,20.0,10.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,68,32.4,28.9,25.5,29.6,Changeup,29.0,31.4,23.0,27.9,90.948,1.5,104,53,7,13.2,VELO_BAND_1.5,47.1,52.9,7.9,92.1,0.0,100.0,0.0,100.0,52.9,39.3,7.8,0.0,0.0
88,2026-08-31,824149,HOU,CWS,676369,Nelson Velázquez,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,2.01,641743,Anthony Kay,L,1.15,0.78,21.9,0.5519,1.5,LESS,91.9,-1140,69,86,1.0,0.8,1.0,60.0,50.0,66.7,20.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,69,30.4,19.9,22.7,25.7,Sweeper,23.8,42.9,22.3,30.3,94.474,1.5,90,50,15,30.0,VELO_BAND_1.5,47.1,52.9,8.1,91.9,0.0,100.0,0.0,100.0,52.9,39.0,8.1,0.0,0.0
89,2026-08-31,822932,NYM,TB,666624,Christopher Morel,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,5.01,693855,Ian Seymour,L,1.15,0.6667,22.3,0.5608,1.5,LESS,91.8,-1127,67,86,0.4,0.9,1.0667,40.0,60.0,66.7,0.0,20.0,26.7,1,0,0.0,22.0,2,0.0,0.0,50.0,100.0,82.5,11.5,0.0189,31,35.5,28.9,25.5,29.6,Changeup,29.0,60.0,19.3,30.2,90.948,2.5,40,17,4,23.5,VELO_BAND_2.5,47.9,52.1,8.2,91.8,0.0,100.0,0.0,100.0,52.1,39.8,8.1,0.0,0.0
90,2026-08-31,823982,LAA,NYY,642350,Jose Siri,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,6,85.7,7.0,695684,Elmer Rodríguez,R,1.15,0.78,24.1,0.5572,1.5,LESS,91.8,-1115,66,85,1.4,1.2,1.0667,80.0,80.0,73.3,60.0,40.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,93,29.0,15.3,25.4,29.4,Sinker,47.2,14.0,20.6,31.4,95.5028,1.5,149,70,15,21.4,VELO_BAND_1.5,47.5,52.5,8.2,91.8,0.0,100.0,0.0,100.0,52.5,39.2,8.2,0.0,0.0
91,2026-08-31,824473,SD,CIN,687749,Jase Bowen,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,6,85.7,1.01,663903,Brady Singer,R,1.15,0.78,20.5,0.5629,1.5,LESS,91.6,-1097,68,86,0.2,0.6,0.6,20.0,40.0,46.7,0.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,41,39.0,20.0,24.8,28.5,Sinker,49.7,32.1,21.2,32.2,90.8289,1.5,25,12,1,8.3,VELO_BAND_1.5,47.9,52.1,8.4,91.6,0.0,100.0,0.0,100.0,52.1,39.6,8.3,0.0,0.0
92,2026-08-31,822689,MIA,WSH,683357,Owen Caissie,L,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,2,28.6,6.01,702021,Will Dion,L,1.15,0.42,20.0,0.5732,1.5,LESS,91.4,-1063,66,85,0.6,0.8,0.8667,60.0,70.0,66.7,0.0,10.0,20.0,1,0,0.0,22.0,4,50.0,50.0,50.0,50.0,100.0,0.0,0.0265,24,33.3,29.3,26.4,29.2,4-Seam,42.2,25.6,29.0,32.4,90.4891,1.5,89,41,10,24.4,VELO_BAND_1.5,48.7,51.3,8.6,91.4,0.0,100.0,0.0,100.0,51.3,40.1,8.6,0.0,0.0
93,2026-08-31,824719,SEA,BOS,621550,Patrick Wisdom,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,3,42.9,9.01,801139,Payton Tolle,L,1.15,0.78,22.9,0.5788,1.5,LESS,91.2,-1042,66,85,1.0,1.2,1.2667,80.0,90.0,86.7,20.0,30.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,22,45.5,27.2,23.7,26.4,4-Seam,44.8,36.4,18.8,28.9,94.0313,1.5,53,35,13,37.1,VELO_BAND_1.5,49.1,50.9,8.8,91.2,0.0,100.0,0.0,100.0,50.9,40.3,8.7,0.0,0.0
94,2026-08-31,824314,BAL,COL,665966,Carlos Narváez,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,8.0,685299,Tanner Gordon,R,1.15,0.78,17.3,0.5832,1.5,LESS,91.1,-1019,72,87,1.4,1.1,1.0,80.0,70.0,66.7,60.0,40.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,130,34.6,17.1,18.0,25.3,4-Seam,45.2,34.6,29.6,31.6,92.5737,1.5,152,81,20,24.7,VELO_BAND_1.5,49.4,50.6,8.9,91.1,0.0,100.0,0.0,100.0,50.6,40.4,8.9,0.0,0.0
95,2026-08-31,824635,CHC,MIL,664023,Ian Happ,S,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,7,100.0,5.0,690986,Kyle Harrison,L,1.15,0.7593,25.9,0.6006,1.5,LESS,90.7,-979,79,89,1.0,1.2,1.0,60.0,70.0,60.0,20.0,30.0,26.7,5,5,100.0,30.2,19,58.3,63.2,55.6,41.7,57.1,71.4,0.1169,89,38.2,30.3,26.7,31.4,4-Seam,57.5,26.3,23.8,30.6,94.8844,1.5,368,150,31,20.7,VELO_BAND_1.5,50.8,49.2,9.3,90.7,0.0,100.0,0.0,100.0,49.2,41.5,9.3,0.0,0.0
96,2026-08-31,822932,NYM,TB,682626,Francisco Alvarez,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,5,71.4,9.02,693855,Ian Seymour,L,1.15,0.6667,22.3,0.6141,1.5,LESS,90.5,-951,73,87,1.8,1.7,1.8,100.0,90.0,86.7,80.0,70.0,73.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,71,40.8,28.9,25.5,29.6,Changeup,29.0,38.6,27.4,31.3,90.948,1.5,145,52,17,32.7,VELO_BAND_1.5,51.9,48.1,9.5,90.5,0.0,100.0,0.0,100.0,48.1,42.3,9.5,0.0,0.0
97,2026-08-31,823663,DET,MIN,679529,Spencer Torkelson,R,,OFFICIAL_BENCH,CONFIRMED_BENCH,True,4,57.1,7.0,671737,Taj Bradley,R,1.15,0.78,21.6,0.614,1.5,LESS,90.1,-912,84,91,1.6,1.6,1.4,80.0,80.0,80.0,60.0,60.0,46.7,2,0,0.0,21.5,10,42.9,30.0,50.0,57.1,75.0,0.0,0.0572,276,34.4,27.6,23.6,27.0,4-Seam,47.1,22.2,25.6,29.5,94.7702,1.5,347,166,35,21.1,VELO_BAND_1.5,51.5,48.5,9.9,90.1,0.0,100.0,0.0,100.0,48.5,41.6,9.9,0.0,0.0
98,2026-08-31,822932,TB,NYM,802415,Chandler Simpson,L,5.0,OFFICIAL,STARTER,True,7,100.0,5.0,476594,Robert Stock,R,4.31,0.7778,23.4,0.5962,1.5,LESS,88.4,-760,84,91,0.0,0.1,0.1333,0.0,10.0,13.3,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,257,7.0,20.0,23.8,27.2,Cutter,31.6,12.5,9.6,24.0,93.3792,1.5,313,148,7,4.7,VELO_BAND_1.5,46.3,53.7,11.6,88.4,1.6,98.4,0.2,99.8,53.7,34.6,10.1,1.4,0.2
99,2026-08-31,824911,SF,ATL,808982,Jung Hoo Lee,L,5.0,OFFICIAL,STARTER,True,5,71.4,4.0,693821,Bryce Elder,R,4.31,0.78,22.7,0.609,1.5,LESS,88.2,-745,90,92,0.0,0.2,0.2,0.0,20.0,20.0,0.0,0.0,0.0,2,2,100.0,25.8,10,50.0,40.0,33.3,50.0,100.0,100.0,0.0572,263,7.2,18.9,19.9,25.5,Sinker,29.4,11.2,11.4,26.7,90.8002,1.5,181,83,11,13.3,VELO_BAND_1.5,47.3,52.7,11.8,88.2,1.6,98.4,0.1,99.9,52.7,35.5,10.2,1.5,0.1
100,2026-08-31,824635,MIL,CHC,686217,Sal Frelick,L,7.0,OFFICIAL,STARTER,True,3,42.9,8.0,605280,Clay Holmes,R,4.09,0.78,20.7,0.645,1.5,LESS,87.2,-682,77,89,0.6,0.6,0.6,40.0,50.0,46.7,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,159,10.1,18.6,17.0,24.9,Sinker,52.6,3.2,7.4,24.9,92.0455,1.5,173,62,4,6.5,VELO_BAND_1.5,49.8,50.2,12.8,87.2,1.8,98.2,0.1,99.9,50.2,37.0,11.0,1.6,0.1
101,2026-08-31,822689,MIA,WSH,691594,Javier Sanoja,R,4.0,OFFICIAL,STARTER,True,7,100.0,6.0,702021,Will Dion,L,4.42,0.42,20.0,0.6511,1.5,LESS,86.5,-643,78,89,0.4,0.3,0.4,40.0,30.0,40.0,0.0,0.0,0.0,1,1,100.0,24.2,3,100.0,100.0,100.0,0.0,0.0,100.0,0.023,103,11.7,29.3,26.4,29.2,4-Seam,42.2,5.4,9.2,23.1,90.4891,1.5,107,55,3,5.5,VELO_BAND_1.5,49.4,50.6,13.5,86.5,2.1,97.9,0.2,99.8,50.6,35.9,11.3,1.9,0.2
102,2026-08-31,825040,AZ,PHI,545121,Ildemaro Vargas,S,8.0,OFFICIAL,STARTER,True,7,100.0,8.0,605400,Aaron Nola,R,3.98,0.78,26.0,0.662,1.5,LESS,86.5,-640,87,91,0.6,0.5,0.4667,60.0,50.0,46.7,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,216,10.6,24.7,26.5,29.4,Knuckle Curve,33.9,0.0,9.9,26.3,91.3611,1.5,154,77,2,2.6,VELO_BAND_1.5,50.6,49.4,13.5,86.5,2.0,98.0,0.1,99.9,49.4,37.1,11.5,1.8,0.1
