rank,date,game_pk,team,opp,batter_id,batter,batter_hand,batting_order,lineup_source,roster_role,lineup_confirmed,last7_starts,last7_start_rate_pct,last7_most_recent_order,starter_id,starter,starter_hand,expected_pa,starter_pa_share,bullpen_k_pa_pct,proj_k,line,play,true_probability_pct,fair_odds,confidence,ai_score,l5_k_per_game,l10_k_per_game,l15_k_per_game,l5_1plus_pct,l10_1plus_pct,l15_1plus_pct,l5_2plus_pct,l10_2plus_pct,l15_2plus_pct,bvp_pa,bvp_k,bvp_k_rate_pct,bvp_k_rate_reg_pct,bvp_pitches,bvp_whiff_pct,bvp_csw_pct,bvp_chase_pct,bvp_contact_pct,bvp_zone_contact_pct,bvp_two_strike_whiff_pct,bvp_reliability,split_pa,split_k_rate_pct,sp_k_rate_pct,sp_whiff_pct,sp_csw_pct,top_pitch,top_pitch_usage_pct,top_pitch_batter_whiff_pct,arsenal_whiff_allowed_pct,arsenal_csw_allowed_pct,target_fb_velo,velo_band_width,velo_band_pitches,velo_band_swings,velo_band_whiffs,velo_band_whiff_raw_pct,velo_band_source,more_0_5_pct,less_0_5_pct,more_1_5_pct,less_1_5_pct,more_2_5_pct,less_2_5_pct,more_3_5_pct,less_3_5_pct,sim_p0_pct,sim_p1_pct,sim_p2_pct,sim_p3_pct,sim_p4plus_pct
229,2026-08-31,824473,CIN,SD,668709,JJ Bleday,L,4.0,OFFICIAL,STARTER,True,7,100.0,6.0,650633,Michael King,R,4.42,0.78,21.6,1.0134,1.5,LESS,73.3,-274,93,91,0.4,0.9,0.9333,40.0,70.0,66.7,0.0,10.0,20.0,4,0,0.0,20.7,17,14.3,11.8,27.3,85.7,75.0,0.0,0.1006,326,21.5,20.1,21.8,27.3,Sinker,28.6,14.5,22.5,26.5,93.6201,1.5,275,127,17,13.4,VELO_BAND_1.5,67.2,32.8,26.7,73.3,6.4,93.6,0.9,99.1,32.8,40.5,20.3,5.5,0.9
230,2026-08-31,823663,DET,MIN,701162,Ben Malgeri,R,1.01,OFFICIAL,STARTER,True,4,57.1,6.0,671737,Taj Bradley,R,4.72,0.78,21.6,1.1922,0.5,MORE,73.2,-273,73,85,1.4,0.9,0.8,80.0,60.0,53.3,60.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,30,20.0,27.6,23.6,27.0,4-Seam,47.1,18.8,15.8,26.6,94.7702,1.5,68,29,4,13.8,VELO_BAND_1.5,73.2,26.8,34.3,65.7,10.0,90.0,1.6,98.4,26.8,39.0,24.2,8.4,1.6
231,2026-08-31,824719,SEA,BOS,801126,Brock Rodden,S,2.01,OFFICIAL,STARTER,True,6,85.7,9.0,801139,Payton Tolle,L,4.6,0.78,22.9,1.1872,0.5,MORE,73.2,-273,73,85,0.2,0.8,1.0769,20.0,40.0,53.8,0.0,30.0,38.5,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,15,33.3,27.2,23.7,26.4,4-Seam,44.8,32.1,17.4,28.5,94.0313,1.5,43,18,4,22.2,VELO_BAND_1.5,73.2,26.8,34.2,65.8,9.6,90.4,1.6,98.4,26.8,39.0,24.6,8.0,1.6
232,2026-08-31,824635,CHC,MIL,621438,Tyrone Taylor,R,4.0,OFFICIAL,STARTER,True,2,28.6,8.01,690986,Kyle Harrison,L,4.42,0.7593,25.9,1.0068,1.5,LESS,73.1,-272,73,85,0.4,0.2,0.4,40.0,20.0,40.0,0.0,0.0,0.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,69,21.7,30.3,26.7,31.4,4-Seam,57.5,16.7,14.3,25.7,94.8844,1.5,100,47,6,12.8,VELO_BAND_1.5,66.7,33.3,26.9,73.1,6.3,93.7,0.8,99.2,33.3,39.8,20.6,5.5,0.8
233,2026-08-31,822855,ATH,TEX,680869,Zack Gelof,R,3.0,OFFICIAL,STARTER,True,7,100.0,3.0,594798,Jacob deGrom,R,4.49,0.7778,22.5,1.1786,0.5,MORE,73.0,-271,86,88,1.0,1.3,1.0667,60.0,80.0,66.7,20.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,222,25.2,28.5,31.6,29.6,4-Seam,40.6,27.8,22.9,28.6,97.3817,1.5,172,80,13,16.2,VELO_BAND_1.5,73.0,27.0,33.7,66.3,9.5,90.5,1.5,98.5,27.0,39.3,24.2,8.0,1.5
234,2026-08-31,822855,ATH,TEX,671732,Lawrence Butler,L,4.0,OFFICIAL,STARTER,True,7,100.0,4.0,594798,Jacob deGrom,R,4.42,0.7778,22.5,1.1711,0.5,MORE,72.9,-269,87,88,1.2,1.2,1.0667,80.0,80.0,73.3,40.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,234,25.6,28.5,31.6,29.6,4-Seam,40.6,23.0,25.6,26.6,97.3817,1.5,224,96,17,17.7,VELO_BAND_1.5,72.9,27.1,33.5,66.5,9.2,90.8,1.4,98.6,27.1,39.5,24.3,7.8,1.4
235,2026-08-31,824149,HOU,CWS,665161,Jeremy Peña,R,1.0,OFFICIAL,STARTER,True,7,100.0,1.0,641743,Anthony Kay,L,4.72,0.78,21.9,1.1798,0.5,MORE,72.9,-269,82,87,1.6,1.6,1.3333,100.0,100.0,86.7,40.0,40.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,70,27.1,19.9,22.7,25.7,Sweeper,23.8,41.0,23.4,28.2,94.474,1.5,265,145,21,14.5,VELO_BAND_1.5,72.9,27.1,33.5,66.5,9.8,90.2,1.6,98.4,27.1,39.4,23.7,8.2,1.6
236,2026-08-31,822855,TEX,ATH,681351,Logan O'Hoppe,R,7.02,OFFICIAL,STARTER,True,0,0.0,,695611,Gage Jump,L,4.09,0.78,21.3,1.012,1.5,LESS,72.9,-269,78,86,0.4,0.6,0.8667,40.0,40.0,53.3,0.0,10.0,20.0,2,1,50.0,23.7,8,25.0,25.0,20.0,75.0,100.0,11.5,0.0516,48,29.2,25.1,23.3,27.7,4-Seam,46.3,12.2,17.8,26.9,96.188,1.5,117,60,11,18.3,VELO_BAND_1.5,67.4,32.6,27.1,72.9,6.1,93.9,0.6,99.4,32.6,40.3,21.1,5.5,0.6
237,2026-08-31,823663,DET,MIN,807726,John Peck,R,3.01,OFFICIAL,STARTER,True,0,0.0,,671737,Taj Bradley,R,4.49,0.78,21.6,1.0183,1.5,LESS,72.9,-268,63,81,,,,,,,,,,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,0,22.5,27.6,23.6,27.0,,,,11.5,28.5,,,0,0,0,,LEAGUE_FALLBACK,67.2,32.8,27.1,72.9,6.7,93.3,0.8,99.2,32.8,40.0,20.4,5.9,0.8
238,2026-08-31,823982,NYY,LAA,700250,Ben Rice,L,1.0,OFFICIAL,STARTER,True,6,85.7,2.0,700712,Walbert Ureña,R,4.72,0.78,23.4,1.1744,0.5,MORE,72.8,-268,91,89,1.0,1.0,1.0667,60.0,60.0,66.7,40.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,272,23.9,22.5,26.1,28.7,Changeup,33.9,22.5,17.8,26.9,97.7877,1.5,151,75,15,20.0,VELO_BAND_1.5,72.8,27.2,33.5,66.5,9.4,90.6,1.5,98.5,27.2,39.2,24.1,7.9,1.5
239,2026-08-31,824473,SD,CIN,664034,Ty France,R,4.0,OFFICIAL,STARTER,True,6,85.7,4.0,663903,Brady Singer,R,4.42,0.78,20.5,1.024,1.5,LESS,72.8,-267,88,88,1.0,0.8,0.8667,60.0,60.0,66.7,40.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,249,23.3,20.0,24.8,28.5,Sinker,49.7,16.4,18.2,24.0,90.8289,1.5,160,75,15,20.0,VELO_BAND_1.5,67.5,32.5,27.2,72.8,6.6,93.4,0.9,99.1,32.5,40.3,20.6,5.7,0.9
240,2026-08-31,824149,HOU,CWS,670541,Yordan Alvarez,L,2.0,OFFICIAL,STARTER,True,6,85.7,2.0,641743,Anthony Kay,L,4.6,0.78,21.9,1.0178,1.5,LESS,72.7,-266,86,87,1.2,0.8,0.8,60.0,50.0,53.3,40.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,102,19.6,19.9,22.7,25.7,Sweeper,23.8,35.0,16.4,25.1,94.474,1.5,385,160,20,12.5,VELO_BAND_1.5,66.7,33.3,27.3,72.7,6.9,93.1,0.9,99.1,33.3,39.4,20.4,5.9,0.9
241,2026-08-31,822855,ATH,TEX,691777,Max Muncy,R,6.0,OFFICIAL,STARTER,True,4,57.1,7.01,594798,Jacob deGrom,R,4.2,0.7778,22.5,1.158,0.5,MORE,72.7,-266,77,85,1.0,0.9,0.8,60.0,70.0,60.0,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,79,31.6,28.5,31.6,29.6,4-Seam,40.6,24.7,23.2,28.9,97.3817,1.5,63,30,9,30.0,VELO_BAND_1.5,72.7,27.3,33.2,66.8,8.6,91.4,1.2,98.8,27.3,39.4,24.6,7.4,1.2
242,2026-08-31,824314,BAL,COL,681297,Colton Cowser,L,8.0,OFFICIAL,STARTER,True,6,85.7,9.0,685299,Tanner Gordon,R,3.98,0.78,17.3,1.0179,1.5,LESS,72.6,-265,83,86,0.6,0.8,0.8,40.0,60.0,60.0,20.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,212,25.9,17.1,18.0,25.3,4-Seam,45.2,19.0,25.2,29.4,92.5737,1.5,138,59,14,23.7,VELO_BAND_1.5,68.1,31.9,27.4,72.6,5.8,94.2,0.5,99.5,31.9,40.7,21.6,5.2,0.5
243,2026-08-31,825040,PHI,AZ,607208,Trea Turner,R,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,694297,Brandon Pfaadt,R,4.6,0.6343,18.2,1.0281,1.5,LESS,72.6,-265,91,89,0.8,1.0,0.9333,60.0,70.0,60.0,20.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,299,25.1,16.1,18.0,25.5,4-Seam,29.0,22.3,21.8,26.9,92.5174,1.5,236,119,14,11.8,VELO_BAND_1.5,67.6,32.4,27.4,72.6,6.8,93.2,1.0,99.0,32.4,40.2,20.6,5.9,1.0
244,2026-08-31,824911,SF,ATL,805811,Bryce Eldridge,L,3.0,OFFICIAL,STARTER,True,4,57.1,3.0,693821,Bryce Elder,R,4.49,0.78,22.7,1.162,0.5,MORE,72.6,-265,90,88,1.4,1.3,1.2,100.0,90.0,86.7,40.0,40.0,33.3,2,1,50.0,23.7,8,33.3,37.5,0.0,66.7,66.7,100.0,0.0516,261,26.1,18.9,19.9,25.5,Sinker,29.4,10.6,20.7,27.4,90.8002,1.5,204,95,14,14.7,VELO_BAND_1.5,72.6,27.4,33.0,67.0,9.2,90.8,1.4,98.6,27.4,39.6,23.8,7.8,1.4
245,2026-08-31,824473,CIN,SD,682829,Elly De La Cruz,S,2.0,OFFICIAL,STARTER,True,5,71.4,2.0,650633,Michael King,R,4.6,0.78,21.6,1.1659,0.5,MORE,72.6,-264,90,88,0.8,1.2,1.4,60.0,80.0,86.7,20.0,30.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,274,27.0,20.1,21.8,27.3,Sinker,28.6,11.5,20.0,27.5,93.6201,1.5,312,134,23,17.2,VELO_BAND_1.5,72.6,27.4,33.4,66.6,9.2,90.8,1.3,98.7,27.4,39.2,24.2,7.9,1.3
246,2026-08-31,824149,CWS,HOU,668670,Jake Rogers,R,9.0,OFFICIAL,STARTER,True,3,42.9,9.0,663567,Peter Lambert,R,3.88,0.78,22.8,1.0239,1.5,LESS,72.5,-264,77,84,1.4,1.2,1.0,100.0,90.0,73.3,40.0,30.0,26.7,2,1,50.0,23.7,9,0.0,33.3,0.0,100.0,100.0,11.5,0.0545,85,29.4,22.2,21.7,25.2,4-Seam,31.4,16.9,19.1,28.1,93.2471,1.5,117,65,9,13.8,VELO_BAND_1.5,68.3,31.7,27.5,72.5,6.0,94.0,0.6,99.4,31.7,40.8,21.4,5.4,0.6
247,2026-08-31,824149,CWS,HOU,686668,Brenton Doyle,R,8.01,OFFICIAL,STARTER,True,7,100.0,8.0,663567,Peter Lambert,R,3.98,0.78,22.8,1.0257,1.5,LESS,72.5,-263,74,83,1.0,1.0,0.8667,80.0,90.0,80.0,20.0,10.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,36,25.0,22.2,21.7,25.2,4-Seam,31.4,25.5,19.3,28.2,93.2471,1.5,64,32,5,15.6,VELO_BAND_1.5,68.1,31.9,27.5,72.5,6.3,93.7,0.6,99.4,31.9,40.6,21.2,5.7,0.6
248,2026-08-31,824635,CHC,MIL,683737,Michael Busch,L,6.0,OFFICIAL,STARTER,True,7,100.0,3.0,690986,Kyle Harrison,L,4.2,0.7593,25.9,1.0334,1.5,LESS,72.5,-263,88,87,1.4,1.6,1.3333,60.0,80.0,73.3,40.0,50.0,40.0,4,2,50.0,24.7,14,50.0,50.0,0.0,50.0,50.0,100.0,0.0924,132,23.5,30.3,26.7,31.4,4-Seam,57.5,10.7,12.4,25.1,94.8844,1.5,346,166,17,10.2,VELO_BAND_1.5,68.3,31.7,27.5,72.5,6.6,93.4,0.8,99.2,31.7,40.8,20.9,5.8,0.8
249,2026-08-31,824473,SD,CIN,701538,Jackson Merrill,L,5.0,OFFICIAL,STARTER,True,7,100.0,5.0,663903,Brady Singer,R,4.31,0.78,20.5,1.0316,1.5,LESS,72.4,-263,92,88,0.8,1.1,1.2667,40.0,50.0,60.0,40.0,50.0,46.7,3,0,0.0,21.1,16,0.0,6.2,30.0,100.0,100.0,0.0,0.0857,302,23.8,20.0,24.8,28.5,Sinker,49.7,8.7,16.7,24.8,90.8289,1.5,210,108,17,15.7,VELO_BAND_1.5,68.0,32.0,27.6,72.4,6.7,93.3,0.9,99.1,32.0,40.4,20.9,5.8,0.9
250,2026-08-31,824635,MIL,CHC,668930,Brice Turang,L,1.0,OFFICIAL,STARTER,True,6,85.7,1.0,605280,Clay Holmes,R,4.72,0.78,20.7,1.1614,0.5,MORE,72.4,-262,87,87,1.2,1.1,1.3333,80.0,80.0,80.0,20.0,20.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,313,25.2,18.6,17.0,24.9,Sinker,52.6,13.7,15.7,27.4,92.0455,1.5,299,135,20,14.8,VELO_BAND_1.5,72.4,27.6,33.2,66.8,9.1,90.9,1.4,98.6,27.6,39.2,24.1,7.7,1.4
251,2026-08-31,824911,ATL,SF,663586,Austin Riley,R,8.0,OFFICIAL,STARTER,True,6,85.7,8.0,683627,Anthony Molina,R,3.98,0.42,19.9,1.1238,0.5,MORE,72.4,-262,83,86,1.4,1.4,1.4667,80.0,80.0,86.7,40.0,50.0,53.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,281,33.1,10.3,15.3,21.1,4-Seam,43.9,26.3,25.9,28.4,96.282,1.5,303,153,35,22.9,VELO_BAND_1.5,72.4,27.6,31.6,68.4,7.6,92.4,0.8,99.2,27.6,40.8,24.0,6.8,0.8
252,2026-08-31,824719,SEA,BOS,642215,Weston Wilson,R,8.0,OFFICIAL,STARTER,True,3,42.9,7.0,801139,Payton Tolle,L,3.98,0.78,22.9,1.1254,0.5,MORE,72.4,-262,77,84,1.6,1.1,1.1333,100.0,70.0,66.7,40.0,30.0,33.3,2,0,0.0,21.5,4,0.0,25.0,28.5,100.0,100.0,0.0,0.037,67,31.3,27.2,23.7,26.4,4-Seam,44.8,26.0,19.4,30.8,94.0313,1.5,82,41,10,24.4,VELO_BAND_1.5,72.4,27.6,31.5,68.5,7.8,92.2,0.9,99.1,27.6,40.9,23.7,6.9,0.9
253,2026-08-31,822689,WSH,MIA,691781,Brady House,R,5.0,OFFICIAL,STARTER,True,6,85.7,2.01,687473,Ryan Gusto,R,4.31,0.537,21.9,1.028,1.5,LESS,72.3,-261,77,84,0.8,0.6,0.8,40.0,40.0,60.0,40.0,20.0,20.0,2,1,50.0,23.7,4,50.0,75.0,100.0,50.0,100.0,11.5,0.037,111,25.2,18.8,18.3,27.7,4-Seam,27.7,12.9,19.7,27.6,92.8869,1.5,99,50,6,12.0,VELO_BAND_1.5,67.8,32.2,27.7,72.3,6.6,93.4,0.7,99.3,32.2,40.1,21.0,5.9,0.7
254,2026-08-31,824911,SF,ATL,683766,Christian Koss,R,9.0,OFFICIAL,STARTER,True,6,85.7,9.0,693821,Bryce Elder,R,3.88,0.78,22.7,1.0367,1.5,LESS,72.3,-261,77,84,1.8,1.2,1.3333,100.0,80.0,86.7,60.0,30.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,82,32.9,18.9,19.9,25.5,Sinker,29.4,14.9,20.0,29.0,90.8002,1.5,52,28,1,3.6,VELO_BAND_1.5,69.4,30.6,27.7,72.3,6.1,93.9,0.5,99.5,30.6,41.7,21.6,5.6,0.5
255,2026-08-31,824149,CWS,HOU,545341,Randal Grichuk,R,4.01,OFFICIAL,STARTER,True,1,14.3,4.01,663567,Peter Lambert,R,4.42,0.78,22.8,1.035,1.5,LESS,72.2,-259,77,83,0.4,0.4,0.4667,40.0,40.0,40.0,0.0,0.0,6.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,59,20.3,22.2,21.7,25.2,4-Seam,31.4,15.4,17.6,26.5,93.2471,1.5,153,75,12,16.0,VELO_BAND_1.5,68.0,32.0,27.8,72.2,6.8,93.2,0.9,99.1,32.0,40.2,21.1,5.9,0.9
256,2026-08-31,825040,AZ,PHI,814439,Ryan Waldschmidt,R,9.0,OFFICIAL,STARTER,True,6,85.7,9.0,605400,Aaron Nola,R,3.88,0.78,26.0,1.0384,1.5,LESS,72.1,-259,80,84,0.4,0.8,0.7333,40.0,60.0,60.0,0.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,177,32.2,24.7,26.5,29.4,Knuckle Curve,33.9,100.0,17.8,29.5,91.3611,1.5,141,62,11,17.7,VELO_BAND_1.5,69.1,30.9,27.9,72.1,6.3,93.7,0.6,99.4,30.9,41.2,21.6,5.7,0.6
257,2026-08-31,824314,BAL,COL,687637,Dylan Beavers,L,5.0,OFFICIAL,STARTER,True,7,100.0,7.01,685299,Tanner Gordon,R,4.31,0.78,17.3,1.0402,1.5,LESS,72.1,-258,79,84,0.6,0.7,0.8667,40.0,60.0,66.7,20.0,10.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,144,27.8,17.1,18.0,25.3,4-Seam,45.2,14.7,19.7,29.6,92.5737,1.5,149,59,11,18.6,VELO_BAND_1.5,68.4,31.6,27.9,72.1,6.8,93.2,0.8,99.2,31.6,40.5,21.1,6.0,0.8
258,2026-08-31,824149,HOU,CWS,701358,Cam Smith,R,6.0,OFFICIAL,STARTER,True,3,42.9,8.01,641743,Anthony Kay,L,4.2,0.78,21.9,1.0345,1.5,LESS,72.1,-258,83,85,0.6,1.0,0.8667,60.0,80.0,73.3,0.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,87,18.4,19.9,22.7,25.7,Sweeper,23.8,49.4,25.1,28.0,94.474,1.5,281,162,20,12.3,VELO_BAND_1.5,68.2,31.8,27.9,72.1,6.4,93.6,0.8,99.2,31.8,40.3,21.5,5.6,0.8
259,2026-08-31,824473,SD,CIN,592518,Manny Machado,R,3.0,OFFICIAL,STARTER,True,5,71.4,3.0,663903,Brady Singer,R,4.49,0.78,20.5,1.041,1.5,LESS,72.0,-257,93,87,1.2,1.1,0.9333,80.0,70.0,66.7,40.0,30.0,20.0,3,0,0.0,21.1,10,50.0,40.0,55.6,50.0,100.0,0.0,0.0693,332,21.7,20.0,24.8,28.5,Sinker,49.7,13.9,19.6,27.9,90.8289,1.5,175,80,13,16.2,VELO_BAND_1.5,68.2,31.8,28.0,72.0,6.8,93.2,0.9,99.1,31.8,40.2,21.2,5.9,0.9
260,2026-08-31,824719,BOS,SEA,596115,Trevor Story,R,8.0,OFFICIAL,STARTER,True,1,14.3,8.0,669923,George Kirby,R,3.98,0.78,22.7,1.1116,0.5,MORE,72.0,-257,72,81,1.2,1.7,1.7,60.0,80.0,80.0,40.0,60.0,60.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,30,43.3,20.9,21.8,26.6,Sweeper,31.1,50.0,16.9,29.1,96.4808,1.5,26,15,2,13.3,VELO_BAND_1.5,72.0,28.0,30.8,69.2,7.6,92.4,0.8,99.2,28.0,41.2,23.2,6.8,0.8
261,2026-08-31,824314,COL,BAL,650489,Willi Castro,S,5.0,OFFICIAL,STARTER,True,6,85.7,5.0,700249,Cade Povich,L,4.31,0.642,20.8,1.0447,1.5,LESS,71.9,-256,79,83,0.8,1.0,0.9333,60.0,80.0,80.0,20.0,20.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,141,23.4,19.2,14.9,24.0,4-Seam,54.2,23.9,23.4,26.1,91.5496,1.5,220,104,20,19.2,VELO_BAND_1.5,68.8,31.2,28.1,71.9,6.7,93.3,0.8,99.2,31.2,40.8,21.3,5.9,0.8
262,2026-08-31,822932,NYM,TB,805999,A.J. Ewing,L,8.0,OFFICIAL,STARTER,True,7,100.0,7.0,693855,Ian Seymour,L,3.98,0.6667,22.3,1.0356,1.5,LESS,71.9,-256,85,85,1.0,1.0,1.2667,80.0,80.0,86.7,20.0,20.0,33.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,106,27.4,28.9,25.5,29.6,Changeup,29.0,32.3,21.8,27.8,90.948,1.5,164,77,8,10.4,VELO_BAND_1.5,68.7,31.3,28.1,71.9,6.2,93.8,0.6,99.4,31.3,40.6,21.8,5.7,0.6
263,2026-08-31,823982,NYY,LAA,665862,Jazz Chisholm Jr.,L,6.0,OFFICIAL,STARTER,True,6,85.7,8.0,700712,Walbert Ureña,R,4.2,0.78,23.4,1.1287,0.5,MORE,71.9,-255,89,86,0.8,0.6,0.6,60.0,50.0,46.7,20.0,10.0,13.3,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,256,27.3,22.5,26.1,28.7,Changeup,33.9,32.3,21.2,26.8,97.7877,1.5,141,65,13,20.0,VELO_BAND_1.5,71.9,28.1,32.0,68.0,7.9,92.1,1.1,98.9,28.1,39.9,24.0,6.8,1.1
264,2026-08-31,825040,AZ,PHI,694374,Tim Tawa,R,7.0,OFFICIAL,STARTER,True,6,85.7,6.0,605400,Aaron Nola,R,4.09,0.78,26.0,1.0432,1.5,LESS,71.8,-255,82,84,1.6,0.9,0.9333,100.0,60.0,66.7,60.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,163,22.7,24.7,26.5,29.4,Knuckle Curve,33.9,50.0,18.8,27.8,91.3611,1.5,97,45,9,20.0,VELO_BAND_1.5,68.9,31.1,28.2,71.8,6.6,93.4,0.7,99.3,31.1,40.7,21.5,5.9,0.7
265,2026-08-31,824314,COL,BAL,687597,Jordan Beck,R,7.0,OFFICIAL,STARTER,True,3,42.9,8.01,700249,Cade Povich,L,4.09,0.642,20.8,1.1126,0.5,MORE,71.8,-255,67,80,1.0,1.2,1.0667,80.0,90.0,80.0,20.0,30.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,38,39.5,19.2,14.9,24.0,4-Seam,54.2,22.2,19.0,30.7,91.5496,1.5,35,16,4,25.0,VELO_BAND_1.5,71.8,28.2,31.0,69.0,7.6,92.4,0.8,99.2,28.2,40.8,23.4,6.7,0.8
266,2026-08-31,823982,LAA,NYY,545361,Mike Trout,R,2.0,OFFICIAL,STARTER,True,7,100.0,2.0,695684,Elmer Rodríguez,R,4.6,0.78,24.1,1.1392,0.5,MORE,71.7,-253,83,84,1.0,1.1,1.1333,60.0,70.0,73.3,40.0,40.0,40.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,259,27.8,15.3,25.4,29.4,Sinker,47.2,9.7,15.4,26.5,95.5028,1.5,408,171,29,17.0,VELO_BAND_1.5,71.7,28.3,32.1,67.9,8.7,91.3,1.3,98.7,28.3,39.6,23.3,7.4,1.3
267,2026-08-31,824719,SEA,BOS,677594,Julio Rodríguez,R,3.0,OFFICIAL,STARTER,True,7,100.0,3.0,801139,Payton Tolle,L,4.49,0.78,22.9,1.131,0.5,MORE,71.6,-253,87,85,1.4,1.7,1.6,80.0,90.0,86.7,60.0,70.0,66.7,3,0,0.0,21.1,8,0.0,25.0,20.0,100.0,100.0,11.5,0.0625,121,24.8,27.2,23.7,26.4,4-Seam,44.8,20.9,19.5,26.6,94.0313,1.5,332,170,28,16.5,VELO_BAND_1.5,71.6,28.4,31.9,68.1,8.3,91.7,1.2,98.8,28.4,39.8,23.6,7.0,1.2
268,2026-08-31,822689,WSH,MIA,677588,José Tena,L,6.01,OFFICIAL,STARTER,True,3,42.9,3.0,687473,Ryan Gusto,R,4.2,0.537,21.9,1.1196,0.5,MORE,71.6,-253,81,83,0.8,1.0,1.0,40.0,60.0,66.7,20.0,20.0,20.0,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,197,29.4,18.8,18.3,27.7,4-Seam,27.7,22.9,24.3,29.4,92.8869,1.5,139,65,10,15.4,VELO_BAND_1.5,71.6,28.4,31.6,68.4,7.7,92.3,1.0,99.0,28.4,40.1,23.8,6.7,1.0
269,2026-08-31,824911,ATL,SF,669221,Sean Murphy,R,7.0,OFFICIAL,STARTER,True,4,57.1,7.0,683627,Anthony Molina,R,4.09,0.42,19.9,1.0487,1.5,LESS,71.6,-253,64,78,1.0,1.0,1.2,100.0,90.0,86.7,0.0,10.0,26.7,0,0,22.5,22.5,0,11.5,28.5,28.5,75.5,82.5,11.5,0.0,38,39.5,10.3,15.3,21.1,4-Seam,43.9,22.5,19.9,31.2,96.282,1.5,33,18,5,27.8,VELO_BAND_1.5,69.7,30.3,28.4,71.6,6.1,93.9,0.7,99.3,30.3,41.3,22.2,5.5,0.7
270,2026-08-31,822855,TEX,ATH,694497,Evan Carter,L,6.01,OFFICIAL,STARTER,True,4,57.1,7.0,695611,Gage Jump,L,4.2,0.78,21.3,1.0494,1.5,LESS,71.6,-252,81,83,0.6,0.8,0.8667,60.0,80.0,73.3,0.0,0.0,13.3,2,0,0.0,21.5,6,0.0,16.7,0.0,100.0,100.0,11.5,0.045,44,29.5,25.1,23.3,27.7,4-Seam,46.3,18.6,23.1,30.9,96.188,1.5,195,79,12,15.2,VELO_BAND_1.5,69.1,30.9,28.4,71.6,6.6,93.4,0.9,99.1,30.9,40.7,21.8,5.7,0.9
