rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_rotation_factor,preseason_game_plan_factor,preseason_attempt_share,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
17,2026,PRE,1,Preseason Week 1,00-0035264,Jarrett Stidham,DEN,ACT,7,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlq7q7zkusdhmudwbodl",TEAM_BLEND,31.1,6.78,210.9,2,2023.0,248.0,248.0,248.0,248.0,,33.0,33.0,33.0,7.5,7.5,7.5,32.8,7.41,248.0,33.94112549695428,LIMITED_NFL_HISTORY,32.8,11.5,AUTO_PRESEASON_USAGE,starter_like,85.1,26.5,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.413,7.413,5.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,50.3,67.3,85.6,103.7,120.2,29.8,LOW,18.3,VERY LOW,10.1,VERY LOW,4.9,VERY LOW,2.0,VERY LOW,0.8,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.3,71.9,52.5,47.8,41.7,37.9,QB_3_SEASON_GAME_BOOTSTRAP,107,3,35.7,51.0,ATL,away,2026_PRE_W1_DEN_ATL,,DEN at ATL
18,2026,PRE,1,Preseason Week 1,00-0033319,Nick Mullens,JAX,ACT,9,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xrpcaavzkqoq1ybqthgm",TEAM_BLEND,29.9,6.86,205.6,5,2023.0,261.2,261.2,261.2,261.2,,29.6,29.6,29.6,8.22,8.22,8.22,29.6,8.06,261.2,154.98128919324424,NFL_HISTORY,29.6,10.4,AUTO_PRESEASON_USAGE,veteran_backup,83.6,98.5,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,8.06,8.06,5.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,17.0,85.0,151.6,211.2,43.9,COIN FLIP,40.1,COIN FLIP,36.2,LOW,32.4,LOW,28.8,LOW,25.4,LOW,22.4,VERY LOW,19.4,VERY LOW,16.7,VERY LOW,14.4,VERY LOW,12.3,VERY LOW,10.2,VERY LOW,8.8,VERY LOW,7.3,VERY LOW,5.9,VERY LOW,4.6,VERY LOW,3.8,VERY LOW,3.1,VERY LOW,2.5,VERY LOW,1.8,VERY LOW,1.4,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,72.9,62.5,46.6,43.1,26.2,13.5,QB_3_SEASON_GAME_BOOTSTRAP,165,9,18.3,24.7,NO,away,2026_PRE_W1_JAX_NO,,JAX at NO
19,2026,PRE,1,Preseason Week 1,00-0036898,Davis Mills,HOU,ACT,5,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v3bofeusytvkogvqichy",TEAM_BLEND,29.7,6.74,200.6,8,2025.0,178.4,156.0,156.0,178.4,103.5,31.0,27.6,31.0,5.37,5.49,5.37,30.0,5.56,160.4,97.63568483910285,NFL_HISTORY,30.0,15.0,AUTO_PRESEASON_USAGE,veteran_backup,83.3,45.3,True,STARTER / FIRST HALF,USER WEEK 1 UPDATE,Starts and handles the first half.,1.0,0.5,0.5,0.0,5.564,5.564,3.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,23.7,52.7,83.5,114.6,140.9,36.2,LOW,28.5,LOW,21.4,VERY LOW,15.2,VERY LOW,10.4,VERY LOW,6.9,VERY LOW,4.4,VERY LOW,2.7,VERY LOW,1.7,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,61.6,50.4,47.0,21.9,12.4,4.0,QB_3_SEASON_GAME_BOOTSTRAP,250,16,15.6,17.2,LAC,home,2026_PRE_W1_LAC_HOU,,LAC at HOU
20,2026,PRE,1,Preseason Week 1,00-0034869,Sam Darnold,SEA,ACT,8,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s5t8m6bhedjwwtfw3ild",TEAM_BLEND,29.1,7.24,209.5,36,2025.0,227.0,229.4,240.2,238.1,254.1,30.6,28.5,28.1,7.37,8.61,8.87,29.4,8.01,235.1,59.92849595566856,NFL_HISTORY,29.4,10.3,AUTO_PRESEASON_USAGE,veteran_backup,82.5,26.5,True,ROTATION,USER WEEK 1 UPDATE,Expected to split the game with depth quarterbacks. Share is inferred.,1.0,0.35,0.35,0.0,8.008,8.008,5.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,48.7,64.2,82.3,100.2,116.3,25.2,LOW,14.9,VERY LOW,7.7,VERY LOW,3.3,VERY LOW,1.3,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,77.6,72.1,63.7,49.6,35.4,22.4,QB_3_SEASON_GAME_BOOTSTRAP,1299,44,29.5,37.0,DAL,home,2026_PRE_W1_DAL_SEA,,DAL at SEA
21,2026,PRE,1,Preseason Week 1,00-0039732,Bo Nix,DEN,ACT,2,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/igirshmrr6lqtxcpxsea",TEAM_BLEND,31.1,6.78,210.9,34,2025.0,237.8,237.5,236.6,231.2,222.1,36.0,35.6,36.0,6.57,6.65,6.43,35.4,6.59,233.9,78.13607844907571,NFL_HISTORY,35.4,12.4,AUTO_PRESEASON_USAGE,starter_like,81.6,42.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.587,6.587,4.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,27.0,52.6,81.4,109.8,134.1,33.0,LOW,24.8,VERY LOW,17.8,VERY LOW,11.9,VERY LOW,7.9,VERY LOW,5.1,VERY LOW,3.0,VERY LOW,1.7,VERY LOW,1.2,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.6,75.1,65.2,51.4,39.4,27.5,QB_3_SEASON_GAME_BOOTSTRAP,1301,36,36.1,37.5,ATL,away,2026_PRE_W1_DEN_ATL,,DEN at ATL
22,2026,PRE,1,Preseason Week 1,00-0035282,Easton Stick,IND,ACT,7,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xnf9udjxld0xenf4zagy",TEAM_BLEND,29.9,6.94,207.5,5,2023.0,225.8,225.8,225.8,225.8,,34.8,34.8,34.8,6.66,6.66,6.66,34.3,6.69,225.8,32.980297148449104,NFL_HISTORY,34.3,12.0,AUTO_PRESEASON_USAGE,starter_like,80.3,25.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.69,6.69,4.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,47.9,63.6,79.9,96.8,112.7,21.3,VERY LOW,12.0,VERY LOW,5.6,VERY LOW,2.5,VERY LOW,0.8,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.8,76.1,65.6,48.5,26.0,13.5,QB_3_SEASON_GAME_BOOTSTRAP,188,5,37.6,42.2,NE,away,2026_PRE_W1_IND_NE,,IND at NE
23,2026,PRE,1,Preseason Week 1,00-0032950,Carson Wentz,MIN,ACT,10,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot6wu9gw3cgcdb2cx6is",TEAM_BLEND,28.9,6.87,199.7,7,2025.0,243.2,211.0,211.0,243.2,98.0,33.8,30.0,33.8,7.2,6.93,7.2,32.3,7.09,211.8,90.12834192976635,NFL_HISTORY,32.3,11.3,AUTO_PRESEASON_USAGE,starter_like,80.1,52.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.089,7.089,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,11.5,44.2,79.2,115.1,146.8,34.8,LOW,28.0,LOW,22.2,VERY LOW,17.0,VERY LOW,12.5,VERY LOW,8.9,VERY LOW,6.1,VERY LOW,4.0,VERY LOW,2.6,VERY LOW,1.8,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.7,78.0,59.4,41.0,28.9,14.8,QB_3_SEASON_GAME_BOOTSTRAP,239,8,29.9,34.8,NYG,away,2026_PRE_W1_MIN_NYG,,MIN at NYG
24,2026,PRE,1,Preseason Week 1,00-0039917,Michael Penix Jr.,ATL,ACT,2,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/azvyjzp2sa8cnljbp3i7",TEAM_BLEND,29.6,6.91,205.1,12,2025.0,212.8,229.4,226.6,220.2,245.7,30.2,31.4,30.7,7.48,7.59,7.53,30.5,7.45,223.9,52.499521226529794,NFL_HISTORY,30.5,10.7,AUTO_PRESEASON_USAGE,starter_like,79.6,34.3,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.45,7.45,5.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,35.7,56.7,78.9,101.8,122.0,26.7,LOW,17.6,VERY LOW,11.1,VERY LOW,6.5,VERY LOW,3.7,VERY LOW,2.0,VERY LOW,0.9,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.9,78.9,65.2,49.9,29.9,21.9,QB_3_SEASON_GAME_BOOTSTRAP,399,14,28.5,34.4,DEN,home,2026_PRE_W1_DEN_ATL,,DEN at ATL
25,2026,PRE,1,Preseason Week 1,00-0041414,Matthew Caldwell,LAR,ACT,0,2.0,,TEAM_BLEND,30.9,7.06,220.0,0,,,,,,,,,,,,,30.9,7.06,220.0,73.7471664111962,TEAM_PRIOR_NO_NFL_HISTORY,30.9,10.8,AUTO_PRESEASON_USAGE,rookie,76.3,66.4,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.056,7.056,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,32.9,76.5,120.5,160.4,35.9,LOW,30.5,LOW,25.3,LOW,20.5,VERY LOW,16.4,VERY LOW,13.1,VERY LOW,10.1,VERY LOW,7.8,VERY LOW,5.9,VERY LOW,4.3,VERY LOW,3.1,VERY LOW,2.3,VERY LOW,1.5,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,81.1,76.7,68.2,55.4,38.3,29.3,TEAM_3_SEASON_GAME_BOOTSTRAP,2077,57,36.4,40.5,KC,away,2026_PRE_W1_LAR_KC,,LAR at KC
26,2026,PRE,1,Preseason Week 1,00-0039107,Stetson Bennett,LAR,ACT,3,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yfjtnuglgawtwebozxzq",TEAM_BLEND,30.9,7.06,220.0,0,,,,,,,,,,,,,30.9,7.06,220.0,73.7471664111962,TEAM_PRIOR_NO_NFL_HISTORY,30.9,10.8,AUTO_PRESEASON_USAGE,starter_like,76.3,49.3,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.056,7.056,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,12.0,42.6,75.7,109.4,139.8,31.3,LOW,24.6,VERY LOW,18.8,VERY LOW,13.7,VERY LOW,9.9,VERY LOW,6.7,VERY LOW,4.4,VERY LOW,3.0,VERY LOW,1.8,VERY LOW,1.2,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,81.1,76.7,68.6,55.0,38.7,29.6,TEAM_3_SEASON_GAME_BOOTSTRAP,2077,57,36.4,40.5,KC,away,2026_PRE_W1_LAR_KC,,LAR at KC
27,2026,PRE,1,Preseason Week 1,00-0038391,Sean Clifford,CIN,ACT,3,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aox0jnclewicjmdydbmq",TEAM_BLEND,31.9,6.81,219.1,0,,,,,,,,,,,,,31.9,6.81,219.1,77.8580738998541,TEAM_PRIOR_NO_NFL_HISTORY,31.9,11.2,AUTO_PRESEASON_USAGE,starter_like,76.1,51.2,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.81,6.81,4.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,10.9,42.7,77.1,111.4,142.8,33.1,LOW,25.9,LOW,19.9,VERY LOW,14.9,VERY LOW,10.8,VERY LOW,7.9,VERY LOW,5.4,VERY LOW,3.5,VERY LOW,2.2,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.8,75.7,59.9,43.1,31.5,22.5,TEAM_3_SEASON_GAME_BOOTSTRAP,2048,51,40.2,39.2,DET,home,2026_PRE_W1_DET_CIN,,DET at CIN
28,2026,PRE,1,Preseason Week 1,00-0038658,Adrian Martinez,SF,ACT,3,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uxqlgiljk3wecurnynmg",TEAM_BLEND,30.4,7.1,217.1,0,,,,,,,,,,,,,30.4,7.1,217.1,72.31052430647836,TEAM_PRIOR_NO_NFL_HISTORY,30.4,10.6,AUTO_PRESEASON_USAGE,starter_like,75.5,48.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.101,7.101,4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,14.1,42.7,75.3,108.5,137.3,31.0,LOW,24.0,VERY LOW,18.0,VERY LOW,13.1,VERY LOW,9.2,VERY LOW,6.1,VERY LOW,4.1,VERY LOW,2.7,VERY LOW,1.6,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,81.3,78.1,67.8,54.9,40.3,29.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1880,56,33.6,38.5,TEN,home,2026_PRE_W1_TEN_SF,,TEN at SF
29,2026,PRE,1,Preseason Week 1,00-0040589,Kurtis Rourke,SF,ACT,1,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/my8ws9pavzbxxfulajzd",TEAM_BLEND,30.4,7.1,217.1,0,,,,,,,,,,,,,30.4,7.1,217.1,72.31052430647836,TEAM_PRIOR_NO_NFL_HISTORY,30.4,10.6,AUTO_PRESEASON_USAGE,starter_like,75.5,48.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.101,7.101,4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,13.8,43.2,75.7,107.9,137.4,30.8,LOW,23.7,VERY LOW,17.9,VERY LOW,12.8,VERY LOW,9.2,VERY LOW,6.3,VERY LOW,4.2,VERY LOW,2.5,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,81.2,78.1,68.2,54.9,40.1,30.0,TEAM_3_SEASON_GAME_BOOTSTRAP,1880,56,33.6,38.5,TEN,home,2026_PRE_W1_TEN_SF,,TEN at SF
30,2026,PRE,1,Preseason Week 1,00-0036355,Justin Herbert,LAC,ACT,6,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1oelyaroiaalgilbeqk",TEAM_BLEND,30.0,6.98,209.8,46,2025.0,207.2,223.4,227.3,232.9,227.6,27.2,29.6,32.0,7.57,7.44,7.29,29.0,7.4,220.7,79.06689127793621,NFL_HISTORY,29.0,10.2,AUTO_PRESEASON_USAGE,veteran_backup,75.1,56.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.403,7.403,5.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,3.4,36.8,74.7,112.6,146.9,32.6,LOW,26.7,LOW,20.9,VERY LOW,16.4,VERY LOW,12.3,VERY LOW,9.1,VERY LOW,6.7,VERY LOW,4.7,VERY LOW,3.1,VERY LOW,1.9,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.6,75.2,62.4,46.9,35.5,23.0,QB_3_SEASON_GAME_BOOTSTRAP,1673,48,34.9,40.0,HOU,away,2026_PRE_W1_LAC_HOU,,LAC at HOU
31,2026,PRE,1,Preseason Week 1,00-0040673,Jalen Milroe,SEA,ACT,1,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gmucibahkrfu9xowwiio",TEAM_BLEND,29.1,7.24,209.5,0,,,,,,,,,,,,,29.1,7.24,209.5,71.14862695425265,TEAM_PRIOR_NO_NFL_HISTORY,29.1,10.2,AUTO_PRESEASON_USAGE,young_backup,73.7,62.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.237,7.237,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,32.3,75.0,116.2,153.3,34.5,LOW,28.4,LOW,23.0,VERY LOW,18.4,VERY LOW,14.3,VERY LOW,11.0,VERY LOW,8.5,VERY LOW,6.3,VERY LOW,4.6,VERY LOW,3.3,VERY LOW,2.1,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,81.0,76.6,66.7,50.2,35.8,25.0,TEAM_3_SEASON_GAME_BOOTSTRAP,1873,54,34.7,38.6,DAL,home,2026_PRE_W1_DAL_SEA,,DAL at SEA
32,2026,PRE,1,Preseason Week 1,00-0036879,Sam Ehlinger,DEN,ACT,5,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntaqj7ts4bvck59gqecf",TEAM_BLEND,31.1,6.78,210.9,0,,,,,,,,,,,,,31.1,6.78,210.9,67.93773543174798,TEAM_PRIOR_NO_NFL_HISTORY,31.1,10.9,AUTO_PRESEASON_USAGE,starter_like,73.7,45.3,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.776,6.776,4.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,17.2,43.8,73.3,104.9,131.8,28.5,LOW,21.4,VERY LOW,15.5,VERY LOW,10.8,VERY LOW,7.2,VERY LOW,4.6,VERY LOW,2.8,VERY LOW,1.6,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.1,73.8,62.3,47.3,35.9,26.1,TEAM_3_SEASON_GAME_BOOTSTRAP,1909,54,35.4,38.4,ATL,away,2026_PRE_W1_DEN_ATL,,DEN at ATL
