Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
11,2026-07-25,823841,2026-07-25T20:10:00Z,Scheduled,loanDepot park,San Diego Padres @ Miami Marlins,Away,592518,Manny Machado,San Diego Padres,Miami Marlins,3B,R,No,,101,427,371,77,16,0,22,52,60,49,0,94,0.208,0.296,0.429,0.725,9,41,35,11,3,0.314,0.0732,24,104,88,25,8,0.284,0.0769,36,36,13.9,38.9,50.0,35.0,15.0,19.4,30.6,54.5,38.9,16.7,13.9,16.7,60.0,86.6,25.5,0.917,71.8,66.0,Above Average,3.5,Pull Power,A-,Elevated power plane,66.0,Above Average,1.045,Good,4.4,-17.6,Strong negative regression,Above Average Pull Power profile. 13.9% barrel rate; 86.6 mph average exit velocity; 30.6% air-ball rate; 54.5% pull-air rate; 16.7% HR-launch rate.,0.0515,0.0472,4.05,13,3,16.9,0.77,77.1,Recently homered,691587.0,Eury Pérez,R,RHB vs RHP,17,17,91.2,3.53,1.11,13,1.28,10.21,3.63,1.234,1.029,0.985,1.0,1.045,1.045,1.0,17.8,22.74,85.0,49.5,C,Lineup unconfirmed
12,2026-07-25,824811,2026-07-25T23:05:00Z,Scheduled,Oriole Park at Camden Yards,Atlanta Braves @ Baltimore Orioles,Away,686948,Drake Baldwin,Atlanta Braves,Baltimore Orioles,C,L,No,,80,357,311,85,6,0,20,58,56,38,7,76,0.273,0.364,0.486,0.85,9,43,35,15,5,0.429,0.1163,24,108,91,26,6,0.286,0.0556,39,39,7.7,23.1,47.4,15.8,36.8,17.9,25.6,50.0,23.1,7.7,7.7,7.7,133.3,83.4,10.7,0.649,72.6,35.0,Below Average,2.5,Pull Power,A,Excellent HR swing plane,35.0,Below Average,0.958,Good,2.59,-17.41,Strong negative regression,Below Average Pull Power profile. 7.7% barrel rate; 83.4 mph average exit velocity; 25.6% air-ball rate; 50.0% pull-air rate; 7.7% HR-launch rate.,0.056,0.05,4.15,0,0,15.6,0.0,0.0,Very recent HR,687064.0,Brandon Young,R,LHB vs RHP,16,16,91.1,3.25,1.31,9,0.89,7.29,3.15,1.284,0.966,1.025,1.0,0.958,0.958,0.98,19.17,22.54,85.0,51.0,C,Lineup unconfirmed
13,2026-07-25,823435,2026-07-25T22:05:00Z,Scheduled,Citizens Bank Park,New York Yankees @ Philadelphia Phillies,Away,700250,Ben Rice,New York Yankees,Philadelphia Phillies,1B,L,No,,98,419,365,100,17,3,30,66,71,49,3,101,0.274,0.363,0.584,0.947,8,33,32,7,1,0.219,0.0303,23,94,84,21,8,0.25,0.0851,33,33,9.1,30.3,64.3,0.0,35.7,12.1,24.2,37.5,36.4,6.1,3.0,6.1,33.3,85.3,17.7,0.749,73.0,31.8,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,31.8,Weak,0.949,Good,2.41,-27.59,Strong negative regression,Weak Contact-First Profile profile. 9.1% barrel rate; 85.3 mph average exit velocity; 24.2% air-ball rate; 37.5% pull-air rate; 6.1% HR-launch rate.,0.0716,0.0628,4.23,8,2,12.2,0.66,65.8,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.95,1.0,1.0,1.03,0.949,0.978,1.0,23.99,22.44,74.5,50.8,C,Probable SP unavailable; Lineup unconfirmed
14,2026-07-25,822869,2026-07-25T23:15:00Z,Scheduled,Globe Life Field,Seattle Mariners @ Texas Rangers,Home,592626,Joc Pederson,Texas Rangers,Seattle Mariners,DH,L,No,,92,309,266,65,9,2,17,40,36,36,3,70,0.244,0.338,0.485,0.823,5,18,18,7,2,0.389,0.1111,16,56,52,12,5,0.231,0.0893,17,17,5.9,17.6,25.0,12.5,62.5,29.4,41.2,28.6,41.2,0.0,0.0,0.0,100.0,85.1,38.7,0.721,70.7,23.5,Weak,2.0,Contact-First Profile,D,Popup-heavy plane,23.5,Weak,0.926,Small Statcast sample,0.74,-16.26,Strong negative regression,Weak Contact-First Profile profile. 5.9% barrel rate; 85.1 mph average exit velocity; 41.2% air-ball rate; 28.6% pull-air rate; 0.0% HR-launch rate.,0.055,0.0486,4.09,4,1,15.6,0.26,25.6,Very recent HR,693433.0,Bryan Woo,R,LHB vs RHP,19,19,110.1,4.16,1.09,12,0.98,8.89,1.79,1.35,0.981,1.025,1.0,0.926,0.926,0.98,18.43,22.3,78.6,49.3,C,Lineup unconfirmed
15,2026-07-25,823600,2026-07-25T23:15:00Z,Scheduled,Citi Field,Los Angeles Dodgers @ New York Mets,Away,571970,Max Muncy,Los Angeles Dodgers,New York Mets,3B,L,No,,95,359,313,82,16,1,20,58,47,43,3,83,0.262,0.357,0.511,0.868,7,26,22,6,3,0.273,0.1154,20,77,69,17,4,0.246,0.0519,30,30,10.0,20.0,69.2,23.1,7.7,16.7,20.0,66.7,30.0,10.0,3.3,10.0,66.7,84.8,27.2,0.523,69.4,37.3,Below Average,2.5,Pull Power,A-,Elevated power plane,37.3,Below Average,0.964,Good,2.68,-17.32,Strong negative regression,Below Average Pull Power profile. 10.0% barrel rate; 84.8 mph average exit velocity; 20.0% air-ball rate; 66.7% pull-air rate; 10.0% HR-launch rate.,0.0557,0.0498,4.15,0,0,15.6,0.0,0.0,Very recent HR,690997.0,Nolan McLean,R,LHB vs RHP,20,20,113.1,3.34,1.09,10,0.79,10.72,3.26,1.272,0.95,1.025,1.0,0.964,0.964,0.98,19.09,22.06,83.2,50.2,C,Lineup unconfirmed
16,2026-07-25,823679,2026-07-25T23:10:00Z,Scheduled,Target Field,Athletics @ Minnesota Twins,Away,669127,Shea Langeliers,Athletics,Minnesota Twins,C,R,No,,93,416,376,99,19,0,23,55,51,34,5,96,0.263,0.332,0.497,0.829,8,34,30,10,3,0.333,0.0882,20,82,73,19,4,0.26,0.0488,32,32,9.4,28.1,53.8,23.1,23.1,6.2,18.8,83.3,31.2,9.4,6.2,9.4,33.3,83.5,30.1,0.82,74.2,39.2,Below Average,2.5,Pull Power,C+,High fly-ball plane,39.2,Below Average,0.97,Good,2.76,-20.24,Strong negative regression,Below Average Pull Power profile. 9.4% barrel rate; 83.5 mph average exit velocity; 18.8% air-ball rate; 83.3% pull-air rate; 9.4% HR-launch rate.,0.0553,0.0501,4.15,7,2,16.3,0.43,42.8,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.163,1.0,1.0,1.0,0.97,0.97,1.0,19.2,21.44,73.6,47.3,C-,Probable SP unavailable; Lineup unconfirmed
17,2026-07-25,824734,2026-07-25T20:10:00Z,Scheduled,Fenway Park,Toronto Blue Jays @ Boston Red Sox,Home,575929,Willson Contreras,Boston Red Sox,Toronto Blue Jays,1B,R,No,,95,393,335,98,18,2,22,52,66,38,17,97,0.293,0.389,0.555,0.944,7,29,23,9,2,0.391,0.069,18,72,60,22,6,0.367,0.0833,24,24,8.3,33.3,35.7,28.6,35.7,20.8,45.8,45.5,37.5,8.3,4.2,8.3,50.0,86.4,25.4,0.68,75.7,39.5,Below Average,2.5,Pull Power,A-,Elevated power plane,39.5,Below Average,0.971,Good,1.78,-20.22,Strong negative regression,Below Average Pull Power profile. 8.3% barrel rate; 86.4 mph average exit velocity; 45.8% air-ball rate; 45.5% pull-air rate; 8.3% HR-launch rate.,0.056,0.0504,4.25,14,4,15.2,0.92,91.9,Near normal interval,656302.0,Dylan Cease,R,RHB vs RHP,18,18,104.1,2.67,1.14,7,0.6,13.37,3.88,1.199,0.92,0.985,1.03,0.971,1.0,1.0,19.72,21.27,82.8,50.8,C,Lineup unconfirmed
18,2026-07-25,823027,2026-07-25T23:15:00Z,Scheduled,Busch Stadium,Cincinnati Reds @ St. Louis Cardinals,Away,663993,Nathaniel Lowe,Cincinnati Reds,St. Louis Cardinals,DH,L,No,,75,244,218,54,13,0,12,23,31,26,0,64,0.248,0.328,0.472,0.8,5,20,20,5,2,0.25,0.1,13,47,46,10,3,0.217,0.0638,23,23,8.7,34.8,42.9,28.6,28.6,26.1,39.1,33.3,39.1,8.7,4.3,8.7,100.0,87.9,11.4,0.652,73.2,37.7,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,37.7,Below Average,0.966,Good,1.75,-10.25,Strong negative regression,Below Average Contact-First Profile profile. 8.7% barrel rate; 87.9 mph average exit velocity; 39.1% air-ball rate; 33.3% pull-air rate; 8.7% HR-launch rate.,0.0492,0.0435,4.15,9,2,18.2,0.5,49.5,Recently homered,669467.0,Andre Pallante,R,LHB vs RHP,19,19,105.1,4.02,1.26,10,0.85,6.41,2.65,1.348,0.96,1.025,1.0,0.966,0.966,1.0,16.86,21.18,73.2,46.4,C-,Lineup unconfirmed
19,2026-07-25,822704,2026-07-25T20:05:00Z,Scheduled,Nationals Park,Arizona Diamondbacks @ Washington Nationals,Home,671277,Luis García Jr.,Washington Nationals,Arizona Diamondbacks,1B,L,No,,96,342,325,90,16,4,21,46,70,16,0,55,0.277,0.31,0.545,0.855,7,26,24,4,1,0.167,0.0385,21,83,78,25,8,0.321,0.0964,31,31,9.7,16.1,60.0,20.0,20.0,9.7,22.6,57.1,19.4,3.2,3.2,3.2,33.3,79.6,1.5,0.646,72.9,27.9,Weak,2.0,Pull Power,D,Ground-ball heavy,27.9,Weak,0.938,Good,2.24,-18.76,Strong negative regression,Weak Pull Power profile. 9.7% barrel rate; 79.6 mph average exit velocity; 22.6% air-ball rate; 57.1% pull-air rate; 3.2% HR-launch rate.,0.0614,0.0538,4.09,3,1,15.5,0.19,19.4,Very recent HR,683352.0,Mitch Bratt,L,LHB vs LHP,3,3,10.2,5.06,1.78,3,2.53,5.91,5.06,1.08,1.033,0.985,1.03,0.938,0.966,0.98,20.23,20.99,83.1,48.3,C,Lineup unconfirmed
20,2026-07-25,823355,2026-07-25T22:40:00Z,Scheduled,PNC Park,Chicago Cubs @ Pittsburgh Pirates,Away,624424,Michael Conforto,Chicago Cubs,Pittsburgh Pirates,DH,L,No,,68,173,152,36,10,0,9,21,24,20,0,52,0.237,0.324,0.48,0.804,6,13,12,2,1,0.167,0.0769,18,49,45,12,5,0.267,0.102,10,10,10.0,50.0,100.0,0.0,0.0,30.0,40.0,100.0,30.0,10.0,10.0,10.0,100.0,82.0,31.2,0.724,70.7,51.8,Average,3.0,Pull Power,C+,High fly-ball plane,51.8,Average,1.005,Small Statcast sample,0.92,-8.08,Strong negative regression,Average Pull Power profile. 10.0% barrel rate; 82.0 mph average exit velocity; 40.0% air-ball rate; 100.0% pull-air rate; 10.0% HR-launch rate.,0.052,0.0438,4.15,4,2,16.9,0.24,23.7,Very recent HR,694973.0,Paul Skenes,R,LHB vs RHP,21,21,115.1,3.43,1.04,11,0.86,10.77,2.03,1.293,0.962,1.025,1.0,1.005,1.005,0.98,16.97,20.93,68.3,45.4,C-,Lineup unconfirmed
21,2026-07-25,823435,2026-07-25T22:05:00Z,Scheduled,Citizens Bank Park,New York Yankees @ Philadelphia Phillies,Home,656941,Kyle Schwarber,Philadelphia Phillies,New York Yankees,DH,L,No,,100,443,375,93,11,1,33,60,61,62,5,154,0.248,0.361,0.547,0.908,8,34,30,6,1,0.2,0.0294,23,100,85,19,4,0.224,0.04,21,21,4.8,23.8,55.6,11.1,33.3,9.5,23.8,40.0,33.3,4.8,0.0,4.8,0.0,85.5,25.7,0.317,74.4,22.1,Weak,2.0,Contact-First Profile,A-,Elevated power plane,22.1,Weak,0.922,Good,0.95,-32.05,Strong negative regression,Weak Contact-First Profile profile. 4.8% barrel rate; 85.5 mph average exit velocity; 23.8% air-ball rate; 40.0% pull-air rate; 4.8% HR-launch rate.,0.0745,0.0654,4.17,18,5,11.4,1.58,158.4,Above normal drought,677960.0,Ryan Weathers,L,LHB vs LHP,19,19,102.1,4.4,1.27,17,1.5,10.11,2.55,0.809,1.064,0.985,1.03,0.922,0.95,1.035,24.59,20.85,85.0,52.9,C,Lineup unconfirmed
22,2026-07-25,822704,2026-07-25T20:05:00Z,Scheduled,Nationals Park,Arizona Diamondbacks @ Washington Nationals,Home,695578,James Wood,Washington Nationals,Arizona Diamondbacks,RF,L,No,,104,488,400,108,25,1,28,94,69,81,4,143,0.27,0.395,0.548,0.943,8,38,33,6,1,0.182,0.0263,22,106,85,26,8,0.306,0.0755,27,27,7.4,33.3,58.8,11.8,29.4,11.1,29.6,25.0,29.6,0.0,0.0,0.0,0.0,92.4,9.9,0.511,75.1,25.0,Weak,2.0,Contact-First Profile,C,Low line-drive plane,25.0,Weak,0.93,Good,1.61,-26.39,Strong negative regression,Weak Contact-First Profile profile. 7.4% barrel rate; 92.4 mph average exit velocity; 29.6% air-ball rate; 25.0% pull-air rate; 0.0% HR-launch rate.,0.0574,0.0524,4.25,31,7,14.3,2.17,217.0,Very long drought,683352.0,Mitch Bratt,L,LHB vs LHP,3,3,10.2,5.06,1.78,3,2.53,5.91,5.06,0.97,1.033,0.985,1.03,0.93,0.958,1.06,20.44,20.48,85.0,55.6,C+,Lineup unconfirmed
23,2026-07-25,822948,2026-07-25T22:10:00Z,Scheduled,Tropicana Field,Cleveland Guardians @ Tampa Bay Rays,Home,668723,Ryan Vilade,Tampa Bay Rays,Cleveland Guardians,RF,R,No,,56,170,150,39,7,1,8,18,33,15,1,34,0.26,0.325,0.48,0.805,4,14,12,3,1,0.25,0.0714,9,31,27,5,3,0.185,0.0968,4,4,0.0,25.0,100.0,0.0,0.0,25.0,25.0,100.0,75.0,0.0,0.0,0.0,,86.1,16.0,0.349,78.2,45.4,Below Average,3.0,Pull Power,A,Excellent HR swing plane,45.4,Below Average,0.987,Small Statcast sample,0.1,-7.9,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 86.1 mph average exit velocity; 25.0% air-ball rate; 100.0% pull-air rate; 0.0% HR-launch rate.,0.0471,0.0408,4.09,0,0,18.8,0.0,0.0,Very recent HR,676440.0,Tanner Bibee,R,RHB vs RHP,21,21,119.0,3.86,1.15,20,1.51,6.96,2.65,1.303,1.066,0.985,1.0,0.987,0.987,0.98,15.67,20.32,66.6,44.2,C-,Lineup unconfirmed
