player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rushing_yards,model_version
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,135.0,9.96,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,140.0,7.78,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,145.0,6.0,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,150.0,4.49,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,155.0,3.36,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,160.0,2.49,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,165.0,1.82,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,170.0,1.3,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,175.0,0.91,ELITE,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,180.0,0.62,SOLID,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,185.0,0.41,COIN FLIP,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,190.0,0.27,LOW,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,195.0,0.17,VERY LOW,87.838,NFL_RUSHING_YARDS_V1
00-0038134,Kenneth Walker III,KC,IND,RB,2026,REG,2,200.0,0.11,VERY LOW,87.838,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,0.0,100.0,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,5.0,96.22,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,10.0,95.03,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,15.0,93.69,ELITE,80.268,NFL_RUSHING_YARDS_V1
00-0034844,Saquon Barkley,PHI,TEN,RB,2026,REG,2,20.0,92.09,ELITE,80.268,NFL_RUSHING_YARDS_V1
