rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
300,2026,REG,2,401872939,2026-09-20T17:00Z,00-0039013,Nolan Smith,PHI,TEN,AWAY,LB,0.105,0.0,0.5,0.1057,0.0,3.0,0.0,0.2,0.0,0.231,3.0,1.0,0.6,,0.6,,,,,1.352,0.924,1.0,69.0,73.0,LESS,25000,9.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.2,0.6,0.4,0.0,0.0,0.0,0.0,9.2,0.4,0.0,0.0,FADE
301,2026,REG,2,401872947,2026-09-22T00:15Z,00-0039775,Elias Neal,LAR,NYG,HOME,LB,0.105,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.1,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.1,0.6,0.4,0.0,0.0,0.0,0.0,9.1,0.4,0.0,0.0,FADE
302,2026,REG,2,401872945,2026-09-21T00:20Z,00-0039377,Jaylon Carlies,IND,KC,AWAY,LB,0.104,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.1,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.1,0.6,0.4,0.0,0.0,0.0,0.0,9.1,0.4,0.0,0.0,FADE
303,2026,REG,2,401872939,2026-09-20T17:00Z,00-0037663,Jermaine Johnson II,TEN,PHI,HOME,LB,0.103,0.0,0.5,0.1008,0.0,3.0,0.0,0.2,0.0,0.214,3.0,0.0,0.2,,0.2,,,,,1.352,0.908,1.0,69.0,73.0,LESS,25000,9.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.4,0.0,0.0,0.0,0.0,9.0,0.4,0.0,0.0,FADE
304,2026,REG,2,401872941,2026-09-20T20:05Z,00-0038851,Caleb Murphy,LAC,LV,HOME,LB,0.103,0.0,0.5,0.1035,0.0,0.5,0.1,0.083,,0.083,0.0,1.0,0.2,,0.3,,,,,1.0,0.912,0.75,20.0,53.0,LESS,25000,9.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.4,0.0,0.0,0.0,0.0,9.0,0.4,0.0,0.0,FADE
305,2026,REG,2,401872943,2026-09-20T20:25Z,00-0034350,Uchenna Nwosu,SEA,ARI,AWAY,LB,0.102,0.0,0.5,0.1005,0.0,7.0,0.2,0.15,0.0,0.389,1.0,3.0,0.6,,0.8,,,,,0.65,0.932,1.0,20.0,73.0,LESS,25000,9.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.4,0.0,0.0,0.0,0.0,9.0,0.4,0.0,0.0,FADE
306,2026,REG,2,401872944,2026-09-20T20:25Z,00-0034397,Tim Settle,WAS,DAL,AWAY,DL,0.102,0.0,0.5,0.1008,0.0,1.0,0.2,0.1,0.0,0.1,0.0,3.0,0.2,,0.4,,,,,1.0,0.916,1.0,20.0,73.0,LESS,25000,9.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,9.0,0.6,0.4,0.0,0.0,0.0,0.0,9.0,0.4,0.0,0.0,FADE
307,2026,REG,2,401872933,2026-09-20T17:00Z,00-0039837,Bralen Trice,ATL,CAR,HOME,LB,0.102,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.3,0.0,0.0,0.0,0.0,9.0,0.3,0.0,0.0,FADE
308,2026,REG,2,401872945,2026-09-21T00:20Z,00-0041518,Bryce Boettcher,IND,KC,AWAY,LB,0.102,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,9.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0.4,0.0,0.0,0.0,0.0,9.0,0.4,0.0,0.0,FADE
309,2026,REG,2,401872935,2026-09-20T17:00Z,00-0038958,Markees Watts,CLE,TB,AWAY,LB,0.102,0.0,0.5,0.1058,0.0,0.5,0.1,0.062,,0.062,4.0,1.0,0.2,,0.3,,,,,1.45,0.912,1.0,90.0,63.0,LESS,25000,8.9,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.9,0.5,0.4,0.0,0.0,0.0,0.0,8.9,0.4,0.0,0.0,FADE
310,2026,REG,2,401872943,2026-09-20T20:25Z,00-0038782,Eku Leota,ARI,SEA,HOME,LB,0.101,0.0,0.5,0.1016,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,,0.5,,,,,0.901,0.92,0.35,45.0,33.0,LESS,25000,8.8,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.8,0.5,0.4,0.0,0.0,0.0,0.0,8.8,0.4,0.0,0.0,FADE
311,2026,REG,2,401872945,2026-09-21T00:20Z,00-0040328,Ethan Downs,KC,IND,HOME,LB,0.1,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,,0.0,2.0,3.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,8.8,0.5,0.3,0.0,0.0,0.0,0.0,0.0,8.8,0.5,0.3,0.0,0.0,0.0,0.0,8.8,0.3,0.0,0.0,FADE
312,2026,REG,2,401872933,2026-09-20T17:00Z,00-0041066,Kendal Daniels,ATL,CAR,HOME,LB,0.1,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,8.8,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.8,0.5,0.4,0.0,0.0,0.0,0.0,8.8,0.4,0.0,0.0,FADE
313,2026,REG,2,401872943,2026-09-20T20:25Z,00-0041093,Karson Sharar,ARI,SEA,HOME,LB,0.1,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,8.8,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.8,0.5,0.4,0.0,0.0,0.0,0.0,8.8,0.4,0.0,0.0,FADE
314,2026,REG,2,401872944,2026-09-20T20:25Z,00-0033093,Jonathan Bullard,DAL,WAS,HOME,DL,0.099,0.0,0.5,0.1023,0.5,0.0,0.1,0.05,0.5,0.0,1.0,2.0,0.2,,0.3,,,,,0.65,0.912,1.0,20.0,73.0,LESS,25000,8.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.7,0.4,0.3,0.0,0.0,0.0,0.0,8.7,0.3,0.0,0.0,FADE
315,2026,REG,2,401872938,2026-09-20T17:00Z,00-0039288,Jackson Sirmon,NO,BAL,AWAY,LB,0.099,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,8.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.7,0.5,0.4,0.0,0.0,0.0,0.0,8.7,0.4,0.0,0.0,FADE
316,2026,REG,2,401872947,2026-09-22T00:15Z,00-0039944,Jamie Sheriff,LAR,NYG,HOME,LB,0.099,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,8.7,0.5,0.3,0.0,0.0,0.0,0.0,0.0,8.7,0.5,0.3,0.0,0.0,0.0,0.0,8.7,0.3,0.0,0.0,FADE
317,2026,REG,2,401872937,2026-09-20T17:00Z,00-0041495,Jake Golday,MIN,CHI,AWAY,LB,0.099,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,8.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.7,0.5,0.4,0.0,0.0,0.0,0.0,8.7,0.4,0.0,0.0,FADE
318,2026,REG,2,401872941,2026-09-20T20:05Z,00-0035202,Del'Shawn Phillips,LAC,LV,HOME,LB,0.098,0.0,0.5,0.0985,0.0,1.0,0.2,0.1,0.0,0.071,0.0,1.0,0.6,,0.8,,,,,1.0,0.932,1.0,20.0,73.0,LESS,25000,8.7,0.5,0.3,0.0,0.0,0.0,0.0,0.0,8.7,0.5,0.3,0.0,0.0,0.0,0.0,8.7,0.3,0.0,0.0,FADE
319,2026,REG,2,401872947,2026-09-22T00:15Z,00-0040580,Josaiah Stewart,LAR,NYG,HOME,LB,0.099,0.0,0.5,0.0999,0.0,3.0,0.2,0.1,0.0,0.167,2.0,0.0,0.4,,0.6,,,,,0.901,0.924,1.0,45.0,73.0,LESS,25000,8.6,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.6,0.5,0.4,0.0,0.0,0.0,0.0,8.6,0.4,0.0,0.0,FADE
320,2026,REG,2,401872938,2026-09-20T17:00Z,00-0040249,Fadil Diggs,NO,BAL,AWAY,LB,0.099,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,33.0,LESS,25000,8.6,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.6,0.5,0.4,0.0,0.0,0.0,0.0,8.6,0.4,0.0,0.0,FADE
321,2026,REG,2,401872945,2026-09-21T00:20Z,00-0041227,Tahj Chambers,IND,KC,AWAY,LB,0.098,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,8.6,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.6,0.5,0.4,0.0,0.0,0.0,0.0,8.6,0.4,0.0,0.0,FADE
322,2026,REG,2,401872934,2026-09-20T17:00Z,00-0038127,Logan Hall,HOU,CIN,HOME,DL,0.098,0.0,0.5,0.0975,0.0,1.5,0.2,0.15,,0.088,1.0,2.0,0.6,,0.8,,,,,0.65,0.932,1.0,20.0,73.0,LESS,25000,8.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.5,0.5,0.4,0.0,0.0,0.0,0.0,8.5,0.4,0.0,0.0,FADE
323,2026,REG,2,401872936,2026-09-20T17:00Z,00-0033109,Javon Hargrave,GB,NYJ,AWAY,DL,0.097,0.0,0.0,0.0989,0.0,3.5,0.1,0.15,0.0,0.233,0.0,3.0,0.4,,0.5,,,,,1.0,0.92,1.0,20.0,73.0,LESS,25000,8.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.5,0.5,0.4,0.0,0.0,0.0,0.0,8.5,0.4,0.0,0.0,FADE
324,2026,REG,2,401872941,2026-09-20T20:05Z,00-0036181,Teair Tart,LAC,LV,HOME,DL,0.097,0.0,0.0,0.0947,0.0,1.0,0.2,0.1,0.0,0.056,0.0,1.0,0.2,,0.4,,,,,1.0,0.916,1.0,20.0,73.0,LESS,25000,8.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.5,0.5,0.4,0.0,0.0,0.0,0.0,8.5,0.4,0.0,0.0,FADE
325,2026,REG,2,401872946,2026-09-20T17:00Z,00-0041109,Namdi Obiazor,NE,PIT,HOME,LB,0.097,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,8.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.5,0.5,0.4,0.0,0.0,0.0,0.0,8.5,0.4,0.0,0.0,FADE
326,2026,REG,2,401872933,2026-09-20T17:00Z,00-0041112,Harold Perkins Jr.,ATL,CAR,HOME,LB,0.097,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,28.0,LESS,25000,8.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.5,0.4,0.3,0.0,0.0,0.0,0.0,8.5,0.3,0.0,0.0,FADE
327,2026,REG,2,401872941,2026-09-20T20:05Z,00-0033546,Dalvin Tomlinson,LAC,LV,HOME,DL,0.097,0.0,0.0,0.0968,0.0,1.0,0.2,0.1,0.0,0.071,0.0,1.0,0.2,,0.4,,,,,1.0,0.916,1.0,20.0,73.0,LESS,25000,8.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,8.4,0.6,0.4,0.0,0.0,0.0,0.0,8.4,0.4,0.0,0.0,FADE
328,2026,REG,2,401872945,2026-09-21T00:20Z,00-0035900,Cole Christiansen,KC,IND,HOME,LB,0.097,0.0,0.5,0.0994,0.0,0.0,0.0,0.0,,0.0,2.0,3.0,0.0,,0.0,,,,,0.901,0.9,0.35,45.0,33.0,LESS,25000,8.4,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.4,0.5,0.4,0.0,0.0,0.0,0.0,8.4,0.4,0.0,0.0,FADE
329,2026,REG,2,401872937,2026-09-20T17:00Z,00-0037109,Jack Sanborn,CHI,MIN,HOME,LB,0.095,0.0,0.0,0.0937,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,0.0,,0.0,,,,,1.352,0.9,0.625,69.0,48.0,LESS,25000,8.4,0.5,0.3,0.0,0.0,0.0,0.0,0.0,8.4,0.5,0.3,0.0,0.0,0.0,0.0,8.4,0.3,0.0,0.0,FADE
330,2026,REG,2,401872933,2026-09-20T17:00Z,00-0037826,Drake Jackson,ATL,CAR,HOME,LB,0.094,0.0,0.0,0.096,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,,0.0,,,,,0.901,0.9,0.375,45.0,38.0,LESS,25000,8.3,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.3,0.4,0.3,0.0,0.0,0.0,0.0,8.3,0.3,0.0,0.0,FADE
331,2026,REG,2,401872938,2026-09-20T17:00Z,00-0036867,Chris Rumph II,NO,BAL,AWAY,LB,0.093,0.0,0.0,0.093,0.0,2.0,0.2,0.1,0.0,0.118,2.0,1.0,0.2,,0.4,,,,,0.901,0.916,1.0,45.0,73.0,LESS,25000,8.2,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.2,0.4,0.3,0.0,0.0,0.0,0.0,8.2,0.3,0.0,0.0,FADE
332,2026,REG,2,401872940,2026-09-20T20:05Z,00-0040168,Que Robinson,DEN,JAX,HOME,LB,0.093,0.0,0.0,0.091,0.0,1.5,0.2,0.188,0.0,0.214,1.0,2.0,0.8,,1.0,,,,,0.65,0.94,1.0,20.0,63.0,LESS,25000,8.2,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.2,0.4,0.3,0.0,0.0,0.0,0.0,8.2,0.3,0.0,0.0,FADE
333,2026,REG,2,401872934,2026-09-20T17:00Z,00-0039313,Swayze Bozeman,CIN,HOU,AWAY,LB,0.092,0.0,0.0,0.0937,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,,0.0,,,,,1.352,0.9,0.625,69.0,48.0,LESS,25000,8.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.0,0.5,0.4,0.0,0.0,0.0,0.0,8.0,0.4,0.0,0.0,FADE
334,2026,REG,2,401872939,2026-09-20T17:00Z,00-0037073,Jordan Davis,PHI,TEN,AWAY,DL,0.091,0.0,0.0,0.0913,0.0,4.5,0.0,0.15,0.0,0.25,3.0,1.0,0.0,,0.0,,,,,1.352,0.9,1.0,69.0,73.0,LESS,25000,8.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.0,0.4,0.3,0.0,0.0,0.0,0.0,8.0,0.3,0.0,0.0,FADE
335,2026,REG,2,401872944,2026-09-20T20:25Z,00-0037819,Leo Chenal,WAS,DAL,AWAY,LB,0.09,0.0,0.0,0.0864,0.0,2.0,0.1,0.15,0.0,0.143,0.0,3.0,0.4,,0.5,,,,,1.0,0.92,1.0,20.0,73.0,LESS,25000,7.9,0.5,0.3,0.0,0.0,0.0,0.0,0.0,7.9,0.5,0.3,0.0,0.0,0.0,0.0,7.9,0.3,0.0,0.0,FADE
336,2026,REG,2,401872932,2026-09-18T00:15Z,00-0040724,T.J. Sanders,BUF,DET,HOME,DL,0.09,0.0,0.0,0.0873,0.0,1.0,0.2,0.1,,0.1,1.0,3.0,0.2,,0.4,,,,,0.65,0.916,1.0,20.0,73.0,LESS,25000,7.9,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.9,0.4,0.3,0.0,0.0,0.0,0.0,7.9,0.3,0.0,0.0,FADE
337,2026,REG,2,401872932,2026-09-18T00:15Z,00-0040672,Tyleik Williams,DET,BUF,AWAY,DL,0.089,0.0,0.0,0.088,0.0,1.0,0.2,0.1,0.0,0.077,2.0,5.0,0.2,,0.4,,,,,0.901,0.916,1.0,45.0,73.0,LESS,25000,7.8,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.8,0.4,0.3,0.0,0.0,0.0,0.0,7.8,0.3,0.0,0.0,FADE
338,2026,REG,2,401872945,2026-09-21T00:20Z,00-0036621,Nick Bolton,KC,IND,HOME,LB,0.089,0.0,0.0,0.0865,0.0,1.0,0.2,0.1,0.0,0.059,2.0,3.0,0.4,,0.6,,,,,0.901,0.924,1.0,45.0,73.0,LESS,25000,7.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.7,0.4,0.3,0.0,0.0,0.0,0.0,7.7,0.3,0.0,0.0,FADE
339,2026,REG,2,401872946,2026-09-20T17:00Z,00-0036813,Christian Elliss,NE,PIT,HOME,LB,0.089,0.0,0.0,0.0864,0.0,1.0,0.2,0.1,0.0,0.053,2.0,2.0,0.6,,0.8,,,,,0.901,0.932,1.0,45.0,73.0,LESS,25000,7.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.7,0.4,0.3,0.0,0.0,0.0,0.0,7.7,0.3,0.0,0.0,FADE
340,2026,REG,2,401872943,2026-09-20T20:25Z,00-0035636,L.J. Collier,ARI,SEA,HOME,DL,0.088,0.0,0.0,0.0883,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,,0.5,,,,,0.901,0.92,0.5,45.0,43.0,LESS,25000,7.7,0.4,0.4,0.0,0.0,0.0,0.0,0.0,7.7,0.4,0.4,0.0,0.0,0.0,0.0,7.7,0.4,0.0,0.0,FADE
341,2026,REG,2,401872945,2026-09-21T00:20Z,00-0036909,Khyiris Tonga,KC,IND,HOME,DL,0.087,0.0,0.0,0.088,0.0,1.0,0.2,0.1,0.0,0.071,2.0,3.0,0.4,,0.6,,,,,0.901,0.924,1.0,45.0,73.0,LESS,25000,7.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.7,0.4,0.3,0.0,0.0,0.0,0.0,7.7,0.3,0.0,0.0,FADE
342,2026,REG,2,401872937,2026-09-20T17:00Z,00-0040624,Elijah Williams,MIN,CHI,AWAY,DL,0.087,0.0,0.0,0.0864,0.0,0.0,0.0,0.0,,0.0,2.0,4.0,0.0,,0.0,,,,,0.901,0.9,0.5,45.0,43.0,LESS,25000,7.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.7,0.4,0.3,0.0,0.0,0.0,0.0,7.7,0.3,0.0,0.0,FADE
343,2026,REG,2,401872940,2026-09-20T20:05Z,00-0038106,Eyioma Uwazurike,DEN,JAX,HOME,DL,0.086,0.0,0.0,0.0821,0.0,3.5,0.2,0.15,0.0,0.194,1.0,2.0,0.4,,0.6,,,,,0.65,0.924,1.0,20.0,73.0,LESS,25000,7.6,0.5,0.3,0.0,0.0,0.0,0.0,0.0,7.6,0.5,0.3,0.0,0.0,0.0,0.0,7.6,0.3,0.0,0.0,FADE
344,2026,REG,2,401872936,2026-09-20T17:00Z,00-0036157,Kristian Welch,GB,NYJ,AWAY,LB,0.086,0.0,0.0,0.0879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,,,,,1.0,0.9,0.5,20.0,43.0,LESS,25000,7.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.5,0.4,0.3,0.0,0.0,0.0,0.0,7.5,0.3,0.0,0.0,FADE
345,2026,REG,2,401872947,2026-09-22T00:15Z,00-0031270,Shelby Harris,NYG,LAR,AWAY,DL,0.085,0.0,0.0,0.0844,0.0,1.0,0.1,0.1,,0.059,0.0,0.0,0.4,,0.5,,,,,1.0,0.92,1.0,20.0,73.0,LESS,25000,7.5,0.4,0.2,0.0,0.0,0.0,0.0,0.0,7.5,0.4,0.2,0.0,0.0,0.0,0.0,7.5,0.2,0.0,0.0,FADE
346,2026,REG,2,401872934,2026-09-20T17:00Z,00-0037082,Dominique Robinson,HOU,CIN,HOME,DL,0.085,0.0,0.0,0.0826,0.0,2.5,0.2,0.15,0.0,0.208,1.0,2.0,0.2,,0.4,,,,,0.65,0.916,1.0,20.0,73.0,LESS,25000,7.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.5,0.4,0.3,0.0,0.0,0.0,0.0,7.5,0.3,0.0,0.0,FADE
347,2026,REG,2,401872934,2026-09-20T17:00Z,00-0039902,Chris Braswell,HOU,CIN,HOME,LB,0.084,0.0,0.0,0.0853,0.0,1.0,0.2,0.1,,0.077,1.0,2.0,0.4,,0.6,,,,,0.65,0.924,1.0,20.0,73.0,LESS,25000,7.3,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.3,0.4,0.3,0.0,0.0,0.0,0.0,7.3,0.3,0.0,0.0,FADE
348,2026,REG,2,401872938,2026-09-20T17:00Z,00-0037283,John Ridgeway,NO,BAL,AWAY,DL,0.084,0.0,0.0,0.0874,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.25,,0.25,,,,,0.901,0.91,0.5,45.0,43.0,LESS,25000,7.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,7.3,0.4,0.2,0.0,0.0,0.0,0.0,7.3,0.2,0.0,0.0,FADE
349,2026,REG,2,401872940,2026-09-20T20:05Z,00-0036428,Justin Strnad,DEN,JAX,HOME,LB,0.083,0.0,0.0,0.0834,0.0,4.5,0.2,0.1,0.0,0.3,1.0,2.0,0.2,,0.4,,,,,0.65,0.916,1.0,20.0,73.0,LESS,25000,7.3,0.5,0.3,0.0,0.0,0.0,0.0,0.0,7.3,0.5,0.3,0.0,0.0,0.0,0.0,7.3,0.3,0.0,0.0,FADE
350,2026,REG,2,401872944,2026-09-20T20:25Z,00-0040501,Austin Keys,WAS,DAL,AWAY,LB,0.083,0.0,0.0,0.0803,0.0,1.0,0.0,0.143,,0.143,0.0,3.0,0.0,,0.0,,,,,1.0,0.9,0.875,20.0,58.0,LESS,25000,7.3,0.3,0.2,0.0,0.0,0.0,0.0,0.0,7.3,0.3,0.2,0.0,0.0,0.0,0.0,7.3,0.2,0.0,0.0,FADE
351,2026,REG,2,401872943,2026-09-20T20:25Z,00-0037804,Zachary Carter,ARI,SEA,HOME,DL,0.083,0.0,0.0,0.0864,0.0,0.0,0.0,0.0,,0.0,2.0,3.0,0.0,,0.0,,,,,0.901,0.9,0.5,45.0,43.0,LESS,25000,7.3,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.3,0.4,0.3,0.0,0.0,0.0,0.0,7.3,0.3,0.0,0.0,FADE
352,2026,REG,2,401872935,2026-09-20T17:00Z,00-0040183,Elijah Roberts,TB,CLE,HOME,DL,0.081,0.0,0.0,0.0816,0.0,2.0,0.0,0.15,0.0,0.167,5.0,1.0,0.0,,0.0,,,,,1.45,0.9,1.0,90.0,73.0,LESS,25000,7.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,7.1,0.3,0.2,0.0,0.0,0.0,0.0,7.1,0.2,0.0,0.0,FADE
353,2026,REG,2,401872932,2026-09-18T00:15Z,00-0040132,Landon Jackson,BUF,DET,HOME,DL,0.079,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,,1.0,3.0,0.0,,0.0,,,,,0.65,0.9,0.35,20.0,27.0,LESS,25000,7.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,7.1,0.3,0.2,0.0,0.0,0.0,0.0,7.1,0.2,0.0,0.0,FADE
354,2026,REG,2,401872944,2026-09-20T20:25Z,00-0040880,LT Overton,DAL,WAS,HOME,DL,0.079,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,,0.0,,,,,0.65,0.9,0.35,20.0,27.0,LESS,25000,7.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,7.1,0.3,0.2,0.0,0.0,0.0,0.0,7.1,0.2,0.0,0.0,FADE
355,2026,REG,2,401872942,2026-09-20T20:25Z,00-0040127,Kenneth Grant,MIA,SF,AWAY,DL,0.08,0.0,0.0,0.0799,0.0,2.0,0.1,0.05,,0.118,0.0,0.0,0.4,,0.5,,,,,1.0,0.92,1.0,20.0,73.0,LESS,25000,7.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.0,0.4,0.3,0.0,0.0,0.0,0.0,7.0,0.3,0.0,0.0,FADE
356,2026,REG,2,401872940,2026-09-20T20:05Z,00-0040153,Sai'vion Jones,DEN,JAX,HOME,DL,0.08,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.0,,0.0,,,,,0.65,0.9,0.35,20.0,27.0,LESS,25000,7.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,7.0,0.3,0.3,0.0,0.0,0.0,0.0,7.0,0.3,0.0,0.0,FADE
357,2026,REG,2,401872943,2026-09-20T20:25Z,00-0032387,Jarran Reed,SEA,ARI,AWAY,DL,0.079,0.0,0.0,0.0796,0.0,2.5,0.2,0.15,0.0,0.167,1.0,3.0,0.4,,0.6,,,,,0.65,0.924,1.0,20.0,73.0,LESS,25000,7.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.0,0.4,0.3,0.0,0.0,0.0,0.0,7.0,0.3,0.0,0.0,FADE
358,2026,REG,2,401872947,2026-09-22T00:15Z,00-0037611,Kayvon Thibodeaux,NYG,LAR,AWAY,LB,0.079,0.0,0.0,0.0801,0.0,2.5,0.0,0.2,0.0,0.25,0.0,0.0,0.4,,0.4,,,,,1.0,0.916,1.0,20.0,73.0,LESS,25000,7.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,7.0,0.3,0.3,0.0,0.0,0.0,0.0,7.0,0.3,0.0,0.0,FADE
359,2026,REG,2,401872932,2026-09-18T00:15Z,00-0036716,Amen Ogbongbemiga,DET,BUF,AWAY,LB,0.078,0.0,0.0,0.0793,0.0,0.0,0.0,0.0,,0.0,2.0,5.0,0.0,,0.0,,,,,0.901,0.9,0.5,45.0,43.0,LESS,25000,6.8,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.8,0.3,0.2,0.0,0.0,0.0,0.0,6.8,0.2,0.0,0.0,FADE
