rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,qb_hits_source,hurries_source,pressures_source,rush_snaps_source,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
318,2026,REG,3,401872958,2026-09-27T20:05Z,00-0040660,Mykel Williams,SF,ARI,HOME,DL,0.095,0.0,0.0,0.0941,0.0,1.0,0.2,0.111,,0.111,1.5,2.0,0.4,0.671,1.212,,11.5,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.948,1.0,31.0,68.0,LESS,20000,8.3,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.3,0.4,0.3,0.0,0.0,0.0,0.0,8.3,0.3,0.0,0.0,FADE
319,2026,REG,3,401872956,2026-09-27T17:00Z,00-0041508,Keldric Faulk,TEN,NYG,AWAY,LB,0.095,0.0,0.0,0.0954,0.0,0.0,0.0,0.0,0.0,,2.0,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,0.35,43.0,33.0,LESS,20000,8.3,0.5,0.3,0.0,0.0,0.0,0.0,0.0,8.3,0.5,0.3,0.0,0.0,0.0,0.0,8.3,0.3,0.0,0.0,FADE
320,2026,REG,3,401872958,2026-09-27T20:05Z,00-0036942,Osa Odighizuwa,SF,ARI,HOME,DL,0.094,0.0,0.0,0.0935,0.0,3.5,0.1,0.25,0.0,0.206,1.5,2.0,1.6,3.189,5.517,,73.6,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.121,1.0,31.0,73.0,LESS,20000,8.2,0.5,0.3,0.0,0.0,0.0,0.0,0.0,8.2,0.5,0.3,0.0,0.0,0.0,0.0,8.2,0.3,0.0,0.0,FADE
321,2026,REG,3,401872961,2026-09-27T20:25Z,00-0039622,Isaiah Stalbird,NO,LV,HOME,LB,0.094,0.0,0.0,0.0914,0.0,2.0,0.2,0.2,0.0,0.182,1.0,2.0,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.955,1.0,20.0,73.0,LESS,20000,8.2,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.2,0.5,0.4,0.0,0.0,0.0,0.0,8.2,0.4,0.0,0.0,FADE
322,2026,REG,3,401872952,2026-09-27T17:00Z,00-0034779,Ronnie Harrison,MIA,KC,HOME,LB,0.093,0.0,0.0,0.0923,0.0,2.0,0.0,0.222,,0.222,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,1.0,43.0,68.0,LESS,20000,8.2,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.2,0.4,0.3,0.0,0.0,0.0,0.0,8.2,0.3,0.0,0.0,FADE
323,2026,REG,3,401872949,2026-09-27T17:00Z,00-0039895,Mike Hall Jr.,CLE,CAR,HOME,DL,0.093,0.0,0.0,0.0971,0.0,1.5,0.0,0.214,,0.214,2.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,0.875,43.0,58.0,LESS,20000,8.2,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.2,0.4,0.3,0.0,0.0,0.0,0.0,8.2,0.3,0.0,0.0,FADE
324,2026,REG,3,401872956,2026-09-27T17:00Z,00-0041479,Anthony Hill Jr.,TEN,NYG,AWAY,LB,0.093,0.0,0.0,0.0954,0.0,0.0,0.0,0.0,0.0,,2.0,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,0.35,43.0,33.0,LESS,20000,8.2,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.2,0.4,0.3,0.0,0.0,0.0,0.0,8.2,0.3,0.0,0.0,FADE
325,2026,REG,3,401872952,2026-09-27T17:00Z,00-0038429,Liam Anderson,MIA,KC,HOME,LB,0.093,0.0,0.0,0.0954,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,0.35,43.0,28.0,LESS,20000,8.1,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.1,0.4,0.3,0.0,0.0,0.0,0.0,8.1,0.3,0.0,0.0,FADE
326,2026,REG,3,401872962,2026-09-28T00:20Z,00-0039138,Kobie Turner,LAR,DEN,AWAY,DL,0.092,0.0,0.0,0.0907,0.0,7.0,0.0,0.35,0.0,0.35,1.5,1.0,0.8,1.442,2.424,,23.1,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.997,1.0,31.0,73.0,LESS,20000,8.1,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.1,0.4,0.3,0.0,0.0,0.0,0.0,8.1,0.3,0.0,0.0,FADE
327,2026,REG,3,401872951,2026-09-27T17:00Z,00-0039902,Chris Braswell,HOU,IND,AWAY,LB,0.091,0.0,0.0,0.0882,0.0,1.0,0.2,0.1,,0.077,1.0,3.5,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.955,1.0,20.0,73.0,LESS,20000,8.1,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.1,0.4,0.3,0.0,0.0,0.0,0.0,8.1,0.3,0.0,0.0,FADE
328,2026,REG,3,401872958,2026-09-27T20:05Z,00-0040711,C.J. West,SF,ARI,HOME,DL,0.092,0.0,0.0,0.09,0.0,2.0,0.2,0.2,0.0,0.167,1.5,2.0,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.955,1.0,31.0,73.0,LESS,20000,8.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,8.0,0.5,0.4,0.0,0.0,0.0,0.0,8.0,0.4,0.0,0.0,FADE
329,2026,REG,3,401872953,2026-09-27T17:00Z,00-0035202,Del'Shawn Phillips,LAC,BUF,AWAY,LB,0.091,0.0,0.0,0.0899,0.0,1.0,0.2,0.1,0.0,0.071,2.0,1.5,0.6,1.155,2.069,,27.6,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.983,1.0,43.0,73.0,LESS,20000,8.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,8.0,0.5,0.3,0.0,0.0,0.0,0.0,8.0,0.3,0.0,0.0,FADE
330,2026,REG,3,401872956,2026-09-27T17:00Z,00-0037611,Kayvon Thibodeaux,NYG,TEN,HOME,LB,0.091,0.0,0.0,0.0904,0.0,2.5,0.0,0.2,0.0,0.25,2.5,0.5,0.4,0.803,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.955,1.0,54.0,73.0,LESS,20000,8.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,8.0,0.4,0.3,0.0,0.0,0.0,0.0,8.0,0.3,0.0,0.0,FADE
331,2026,REG,3,401872953,2026-09-27T17:00Z,00-0038851,Caleb Murphy,LAC,BUF,AWAY,LB,0.09,0.0,0.0,0.091,0.0,0.5,0.1,0.083,,0.083,2.0,1.5,0.2,0.377,0.69,,9.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.928,0.75,43.0,53.0,LESS,20000,7.9,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.9,0.4,0.3,0.0,0.0,0.0,0.0,7.9,0.3,0.0,0.0,FADE
332,2026,REG,3,401872963,2026-09-29T00:15Z,00-0037073,Jordan Davis,PHI,CHI,AWAY,DL,0.089,0.0,0.0,0.0876,0.0,4.5,0.0,0.15,0.0,0.25,3.0,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,73.0,LESS,20000,7.7,0.4,0.4,0.0,0.0,0.0,0.0,0.0,7.7,0.4,0.4,0.0,0.0,0.0,0.0,7.7,0.4,0.0,0.0,FADE
333,2026,REG,3,401872950,2026-09-27T17:00Z,00-0039313,Swayze Bozeman,CIN,PIT,AWAY,LB,0.088,0.0,0.0,0.0899,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,0.625,66.0,48.0,LESS,20000,7.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.7,0.4,0.3,0.0,0.0,0.0,0.0,7.7,0.3,0.0,0.0,FADE
334,2026,REG,3,401872954,2026-09-27T17:00Z,00-0040672,Tyleik Williams,DET,NYJ,HOME,DL,0.087,0.0,0.0,0.088,0.0,1.0,0.2,0.1,0.0,0.077,2.0,3.5,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.955,1.0,43.0,73.0,LESS,20000,7.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.7,0.4,0.3,0.0,0.0,0.0,0.0,7.7,0.3,0.0,0.0,FADE
335,2026,REG,3,401872953,2026-09-27T17:00Z,00-0036181,Teair Tart,LAC,BUF,AWAY,DL,0.087,0.0,0.0,0.0878,0.0,1.0,0.2,0.1,0.0,0.056,2.0,1.5,0.6,1.155,2.069,,27.6,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.983,1.0,43.0,73.0,LESS,20000,7.6,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.6,0.4,0.3,0.0,0.0,0.0,0.0,7.6,0.3,0.0,0.0,FADE
336,2026,REG,3,401872956,2026-09-27T17:00Z,00-0039430,James Williams,TEN,NYG,AWAY,LB,0.087,0.0,0.0,0.088,0.0,1.0,0.2,0.1,0.0,0.091,2.0,1.5,0.2,0.495,0.909,,12.1,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.936,1.0,43.0,73.0,LESS,20000,7.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.5,0.4,0.3,0.0,0.0,0.0,0.0,7.5,0.3,0.0,0.0,FADE
337,2026,REG,3,401872963,2026-09-29T00:15Z,00-0036366,Neville Gallimore,CHI,PHI,HOME,DL,0.086,0.0,0.0,0.0846,0.0,3.5,0.0,0.15,0.0,0.233,3.0,2.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,73.0,LESS,20000,7.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.5,0.4,0.3,0.0,0.0,0.0,0.0,7.5,0.3,0.0,0.0,FADE
338,2026,REG,3,401872958,2026-09-27T20:05Z,00-0040721,Alfred Collins,SF,ARI,HOME,DL,0.086,0.0,0.0,0.0872,0.0,1.0,0.2,0.1,,0.083,1.5,2.0,0.0,0.545,0.909,,12.1,7.5,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.936,1.0,31.0,73.0,LESS,20000,7.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.5,0.4,0.3,0.0,0.0,0.0,0.0,7.5,0.3,0.0,0.0,FADE
339,2026,REG,3,401872958,2026-09-27T20:05Z,00-0034807,Ogbo Okoronkwo,SF,ARI,HOME,DL,0.085,0.0,0.0,0.0889,0.0,0.0,0.0,0.0,0.0,,1.5,2.0,1.0,1.803,3.03,,28.9,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.021,0.35,31.0,28.0,LESS,20000,7.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,7.5,0.3,0.2,0.0,0.0,0.0,0.0,7.5,0.2,0.0,0.0,FADE
340,2026,REG,3,401872951,2026-09-27T17:00Z,00-0037082,Dominique Robinson,HOU,IND,AWAY,DL,0.085,0.0,0.0,0.0844,0.0,2.5,0.2,0.15,0.0,0.208,1.0,3.5,0.2,0.516,0.909,,8.7,10.5,2.3,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.936,1.0,20.0,73.0,LESS,20000,7.4,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.4,0.4,0.3,0.0,0.0,0.0,0.0,7.4,0.3,0.0,0.0,FADE
341,2026,REG,3,401872955,2026-09-27T17:00Z,00-0033947,Deatrich Wise,WAS,SEA,HOME,DL,0.085,0.0,0.0,0.0836,0.0,0.0,0.0,0.0,,0.0,1.5,2.5,0.5,0.902,1.515,,14.4,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.961,0.35,31.0,33.0,LESS,20000,7.4,0.5,0.4,0.0,0.0,0.0,0.0,0.0,7.4,0.5,0.4,0.0,0.0,0.0,0.0,7.4,0.4,0.0,0.0,FADE
342,2026,REG,3,401872962,2026-09-28T00:20Z,00-0034234,Poona Ford,LAR,DEN,AWAY,DL,0.084,0.0,0.0,0.0875,0.0,3.0,0.2,0.2,0.0,0.158,1.5,1.0,0.2,0.495,0.909,,12.1,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.936,1.0,31.0,73.0,LESS,20000,7.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,7.4,0.4,0.2,0.0,0.0,0.0,0.0,7.4,0.2,0.0,0.0,FADE
343,2026,REG,3,401872958,2026-09-27T20:05Z,00-0039435,Tatum Bethune,SF,ARI,HOME,LB,0.084,0.0,0.0,0.0872,0.0,1.0,0.2,0.1,,0.083,1.5,2.0,0.2,0.495,0.909,,12.1,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.936,1.0,31.0,73.0,LESS,20000,7.3,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.3,0.4,0.3,0.0,0.0,0.0,0.0,7.3,0.3,0.0,0.0,FADE
344,2026,REG,3,401872962,2026-09-28T00:20Z,00-0036428,Justin Strnad,DEN,LAR,HOME,LB,0.083,0.0,0.0,0.0852,0.0,4.5,0.2,0.1,0.0,0.3,0.5,2.0,0.2,0.495,0.909,,12.1,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.936,1.0,20.0,73.0,LESS,20000,7.3,0.3,0.2,0.0,0.0,0.0,0.0,0.0,7.3,0.3,0.2,0.0,0.0,0.0,0.0,7.3,0.2,0.0,0.0,FADE
345,2026,REG,3,401872961,2026-09-27T20:25Z,00-0040642,Vernon Broughton,NO,LV,HOME,DL,0.081,0.0,0.0,0.0834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.667,1.339,2.299,,30.7,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.992,0.375,20.0,38.0,LESS,20000,7.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,7.2,0.4,0.2,0.0,0.0,0.0,0.0,7.2,0.2,0.0,0.0,FADE
346,2026,REG,3,401872962,2026-09-28T00:20Z,00-0031388,Aaron Donald,LAR,DEN,AWAY,DL,0.08,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,,1.5,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,31.0,27.0,LESS,20000,7.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,7.1,0.3,0.2,0.0,0.0,0.0,0.0,7.1,0.2,0.0,0.0,FADE
347,2026,REG,3,401872951,2026-09-27T17:00Z,00-0039402,Jaden Crumedy,HOU,IND,AWAY,DL,0.08,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,,0.0,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,20.0,27.0,LESS,20000,7.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,7.1,0.3,0.2,0.0,0.0,0.0,0.0,7.1,0.2,0.0,0.0,FADE
348,2026,REG,3,401872958,2026-09-27T20:05Z,00-0041557,Gracen Halton,SF,ARI,HOME,DL,0.08,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,,1.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,31.0,27.0,LESS,20000,7.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,7.0,0.4,0.3,0.0,0.0,0.0,0.0,7.0,0.3,0.0,0.0,FADE
349,2026,REG,3,401872957,2026-09-27T17:00Z,00-0037711,Jeremiah Pharms Jr.,NE,JAX,AWAY,DL,0.079,0.0,0.0,0.0796,0.0,0.0,0.0,0.0,,0.0,1.5,3.0,0.333,0.67,1.149,,15.3,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.946,0.375,31.0,38.0,LESS,20000,6.9,0.4,0.3,0.0,0.0,0.0,0.0,0.0,6.9,0.4,0.3,0.0,0.0,0.0,0.0,6.9,0.3,0.0,0.0,FADE
350,2026,REG,3,401872961,2026-09-27T20:25Z,00-0039401,Khristian Boyd,NO,LV,HOME,DL,0.079,0.0,0.0,0.0796,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.333,0.67,1.149,,15.3,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.946,0.375,20.0,38.0,LESS,20000,6.9,0.4,0.3,0.0,0.0,0.0,0.0,0.0,6.9,0.4,0.3,0.0,0.0,0.0,0.0,6.9,0.3,0.0,0.0,FADE
351,2026,REG,3,401872958,2026-09-27T20:05Z,00-0035026,Kevin Givens,SF,ARI,HOME,DL,0.079,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,,0.0,1.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,31.0,32.0,LESS,20000,6.9,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.9,0.3,0.2,0.0,0.0,0.0,0.0,6.9,0.2,0.0,0.0,FADE
352,2026,REG,3,401872961,2026-09-27T20:25Z,00-0041390,Christen Miller,NO,LV,HOME,DL,0.077,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,20.0,27.0,LESS,20000,6.9,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.9,0.3,0.2,0.0,0.0,0.0,0.0,6.9,0.2,0.0,0.0,FADE
353,2026,REG,3,401872962,2026-09-28T00:20Z,00-0038106,Eyioma Uwazurike,DEN,LAR,HOME,DL,0.077,0.0,0.0,0.0771,0.0,3.5,0.2,0.1,0.0,0.194,0.5,2.0,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.955,1.0,20.0,72.0,LESS,20000,6.8,0.4,0.3,0.0,0.0,0.0,0.0,0.0,6.8,0.4,0.3,0.0,0.0,0.0,0.0,6.8,0.3,0.0,0.0,FADE
354,2026,REG,3,401872951,2026-09-27T17:00Z,00-0038724,Ali Gaye,HOU,IND,AWAY,DL,0.077,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,,0.0,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,20.0,27.0,LESS,20000,6.8,0.3,0.3,0.0,0.0,0.0,0.0,0.0,6.8,0.3,0.3,0.0,0.0,0.0,0.0,6.8,0.3,0.0,0.0,FADE
355,2026,REG,3,401872960,2026-09-27T20:25Z,00-0038504,Trenton Simpson,BAL,DAL,AWAY,LB,0.076,0.0,0.0,0.073,0.0,2.5,0.2,0.1,0.0,0.167,1.0,2.5,0.0,0.545,0.909,,12.1,7.5,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.936,1.0,20.0,72.0,LESS,20000,6.8,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.8,0.3,0.2,0.0,0.0,0.0,0.0,6.8,0.2,0.0,0.0,FADE
356,2026,REG,3,401872958,2026-09-27T20:05Z,00-0035636,L.J. Collier,ARI,SF,AWAY,DL,0.076,0.0,0.0,0.0793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.721,1.212,,11.5,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.0,0.948,0.625,20.0,48.0,LESS,20000,6.8,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.8,0.3,0.2,0.0,0.0,0.0,0.0,6.8,0.2,0.0,0.0,FADE
357,2026,REG,3,401872962,2026-09-28T00:20Z,00-0040153,Sai'vion Jones,DEN,LAR,HOME,DL,0.076,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,,0.0,0.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,20.0,27.0,LESS,20000,6.8,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.8,0.3,0.2,0.0,0.0,0.0,0.0,6.8,0.2,0.0,0.0,FADE
358,2026,REG,3,401872959,2026-09-27T20:05Z,00-0040183,Elijah Roberts,TB,MIN,HOME,DL,0.075,0.0,0.0,0.073,0.0,2.0,0.0,0.15,0.0,0.167,3.0,1.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.9,1.0,66.0,72.0,LESS,20000,6.7,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.7,0.3,0.2,0.0,0.0,0.0,0.0,6.7,0.2,0.0,0.0,FADE
359,2026,REG,3,401872954,2026-09-27T17:00Z,00-0036716,Amen Ogbongbemiga,DET,NYJ,HOME,LB,0.075,0.0,0.0,0.076,0.0,0.0,0.0,0.0,,0.0,2.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.9,0.5,43.0,42.0,LESS,20000,6.7,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.7,0.3,0.2,0.0,0.0,0.0,0.0,6.7,0.2,0.0,0.0,FADE
360,2026,REG,3,401872958,2026-09-27T20:05Z,00-0041363,James Thompson Jr.,SF,ARI,HOME,DL,0.075,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,,1.5,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,31.0,32.0,LESS,20000,6.6,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.6,0.3,0.2,0.0,0.0,0.0,0.0,6.6,0.2,0.0,0.0,FADE
361,2026,REG,3,401872951,2026-09-27T17:00Z,00-0041449,Aiden Fisher,HOU,IND,AWAY,LB,0.074,0.0,0.0,0.0717,0.0,0.0,0.0,0.0,0.0,,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,20.0,27.0,LESS,20000,6.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,6.6,0.2,0.2,0.0,0.0,0.0,0.0,6.6,0.2,0.0,0.0,FADE
362,2026,REG,3,401872960,2026-09-27T20:25Z,00-0034967,Rashan Gary,DAL,BAL,HOME,LB,0.074,0.0,0.0,0.0743,0.0,7.5,0.0,0.0,0.0,0.441,2.5,1.0,1.0,2.009,3.448,,46.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,1.038,1.0,54.0,72.0,LESS,20000,6.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.5,0.3,0.2,0.0,0.0,0.0,0.0,6.5,0.2,0.0,0.0,FADE
363,2026,REG,3,401872956,2026-09-27T17:00Z,00-0031270,Shelby Harris,NYG,TEN,HOME,DL,0.073,0.0,0.0,0.0706,0.0,1.0,0.1,0.1,0.0,0.059,2.5,0.5,0.4,0.696,1.212,,11.5,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,0.948,1.0,54.0,72.0,LESS,20000,6.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,6.5,0.2,0.2,0.0,0.0,0.0,0.0,6.5,0.2,0.0,0.0,FADE
364,2026,REG,3,401872961,2026-09-27T20:25Z,00-0039288,Jackson Sirmon,NO,LV,HOME,LB,0.073,0.0,0.0,0.0717,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,20.0,27.0,LESS,20000,6.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,6.5,0.2,0.2,0.0,0.0,0.0,0.0,6.5,0.2,0.0,0.0,FADE
365,2026,REG,3,401872952,2026-09-27T17:00Z,00-0040127,Kenneth Grant,MIA,KC,HOME,DL,0.073,0.0,0.0,0.0718,0.0,2.0,0.1,0.05,,0.118,2.0,0.0,0.4,0.778,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.955,1.0,43.0,72.0,LESS,20000,6.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.4,0.3,0.2,0.0,0.0,0.0,0.0,6.4,0.2,0.0,0.0,FADE
366,2026,REG,3,401872958,2026-09-27T20:05Z,00-0034815,Fred Warner,SF,ARI,HOME,LB,0.073,0.0,0.0,0.0681,0.5,0.0,0.1,0.062,0.25,0.0,1.5,2.0,0.2,0.367,0.667,,8.3,8.0,2.4,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.927,1.0,31.0,62.0,LESS,20000,6.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.4,0.3,0.2,0.0,0.0,0.0,0.0,6.4,0.2,0.0,0.0,FADE
367,2026,REG,3,401872951,2026-09-27T17:00Z,00-0041465,Wade Woodaz,HOU,IND,AWAY,LB,0.073,0.0,0.0,0.0717,0.0,0.0,0.0,0.0,0.0,,1.0,3.5,0.0,0.0,0.0,,1.0,0.0,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,0.9,0.35,20.0,27.0,LESS,20000,6.4,0.3,0.2,0.0,0.0,0.0,0.0,0.0,6.4,0.3,0.2,0.0,0.0,0.0,0.0,6.4,0.2,0.0,0.0,FADE
