player_id,player_name,team,opponent,position,depth_chart_position,rushing_depth_role,rushing_qb_qualified,rushing_qb_starter_source,rushing_qb_weighted_carries,rushing_qb_weighted_yards,rushing_qb_last5_carries,rushing_qb_last5_yards,rushing_rb_current_games,rushing_rb_current_games_with_carry,rushing_rb_current_carries,rushing_rb_current_yards,rushing_rb_current_carries_pg,rushing_rb_last_game_carries,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_rushing_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,projected_rush_attempts,projected_ypc,carry_share,red_zone_rush_share,goal_line_share,prob_0_plus,prob_5_plus,prob_10_plus,prob_15_plus,prob_20_plus,prob_25_plus,prob_30_plus,prob_35_plus,prob_40_plus,prob_45_plus,prob_50_plus,prob_55_plus,prob_60_plus,prob_65_plus,prob_70_plus,prob_75_plus,prob_80_plus,prob_85_plus,prob_90_plus,prob_95_plus,prob_100_plus,prob_105_plus,prob_110_plus,prob_115_plus,prob_120_plus,prob_125_plus,prob_130_plus,prob_135_plus,prob_140_plus,prob_145_plus,prob_150_plus,prob_155_plus,prob_160_plus,prob_165_plus,prob_170_plus,prob_175_plus,prob_180_plus,prob_185_plus,prob_190_plus,prob_195_plus,prob_200_plus
00-0034855,Baker Mayfield,TB,CLE,QB,QB,QB1,True,RECENT_PASSING_QB1,3.723,25.212,3.4,25.4,,,,,,,ACT,8.0,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,home,23.69,23.69,22.937,1.276,44.765,15.721,48,25.4,26.8,27.467,30.0,3.4,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.742,6.154,14.23,8.7,8.08,100.0,85.57,77.79,68.03,57.0,45.16,34.02,24.16,15.95,9.76,5.64,3.01,1.46,0.64,0.27,0.11,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038454,Keaton Mitchell,LAC,LV,RB,RB,RB2,True,nan,,,,,1.0,1.0,4.0,9.0,4.0,4.0,ACT,3.0,2026,REG,2,2026 REG W2,401872941,2026-09-20T20:05Z,home,23.18,23.18,20.702,0.0,50.894,19.862,21,24.2,28.8,25.333,9.0,6.4,1.0,0.912,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,5.83,3.569,18.53,7.15,0.0,100.0,74.74,67.36,59.42,51.23,42.79,34.77,27.28,20.78,15.23,10.66,7.27,4.8,3.08,1.9,1.1,0.59,0.31,0.17,0.08,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039874,Jaylen Wright,MIA,SF,RB,RB,RB2,True,nan,,,,,1.0,1.0,1.0,-1.0,1.0,1.0,ACT,2.0,2026,REG,2,2026 REG W2,401872942,2026-09-20T20:25Z,away,22.915,22.915,18.204,0.0,55.511,22.65,23,23.0,28.7,21.667,-1.0,5.8,1.0,0.894,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.224,2.954,21.78,13.78,16.67,100.0,67.59,61.18,54.45,47.58,40.78,34.13,28.05,22.6,17.9,13.79,10.34,7.52,5.42,3.74,2.52,1.69,1.1,0.68,0.42,0.24,0.14,0.07,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040668,Shedeur Sanders,CLE,TB,QB,QB,QB1,True,RECENT_PASSING_QB1,2.884,24.939,3.2,29.6,,,,,,,ACT,1.0,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,away,22.088,22.088,21.494,2.085,41.122,14.238,8,29.6,21.125,21.125,21.125,3.2,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,2.855,7.555,12.1,3.28,4.17,100.0,86.13,77.63,66.47,53.9,40.82,29.01,18.82,11.39,6.22,3.21,1.43,0.62,0.23,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0038685,Chris Brooks,GB,NYJ,RB,RB,RB2,True,nan,,,,,1.0,1.0,7.0,29.0,7.0,7.0,ACT,3.0,2026,REG,2,2026 REG W2,401872936,2026-09-20T17:00Z,away,22.071,22.071,21.187,0.0,43.14,15.566,21,25.0,21.7,18.533,29.0,6.2,1.0,0.923,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,4.393,4.835,14.9,4.77,0.98,100.0,82.76,74.39,64.11,52.76,41.16,30.16,20.95,13.67,8.23,4.65,2.39,1.18,0.54,0.24,0.08,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036265,AJ Dillon,CAR,ATL,RB,RB,RB2,True,nan,,,,,1.0,1.0,5.0,28.0,5.0,5.0,ACT,6.0,2026,REG,2,2026 REG W2,401872933,2026-09-20T17:00Z,away,21.935,21.935,19.184,0.0,49.345,19.421,21,15.6,25.3,29.733,28.0,2.8,1.0,0.92,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,5.737,3.35,23.15,12.38,12.35,100.0,72.72,65.33,57.09,48.59,40.09,32.3,25.02,18.79,13.7,9.54,6.35,4.16,2.52,1.49,0.85,0.47,0.25,0.12,0.05,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039032,Tyjae Spears,TEN,PHI,RB,RB,RB2,True,nan,,,,,1.0,1.0,3.0,12.0,3.0,3.0,ACT,3.0,2026,REG,2,2026 REG W2,401872939,2026-09-20T17:00Z,home,20.798,20.798,17.619,0.0,48.218,19.277,43,23.6,16.9,26.0,12.0,5.6,1.0,0.889,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,5.695,3.107,22.92,21.53,23.59,100.0,70.06,62.5,54.42,46.03,37.82,30.12,23.26,17.36,12.52,8.73,5.85,3.81,2.36,1.41,0.79,0.44,0.23,0.1,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0037834,Brock Purdy,SF,MIA,QB,QB,QB1,True,RECENT_PASSING_QB1,4.752,23.179,5.4,27.8,,,,,,,ACT,4.0,2026,REG,2,2026 REG W2,401872942,2026-09-20T20:25Z,home,20.766,20.766,20.085,0.788,39.497,13.941,38,26.6,17.6,15.467,29.0,4.4,1.0,0.888,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,4.68,4.293,17.42,9.21,10.28,100.0,84.2,74.78,63.25,50.23,37.33,25.7,16.26,9.44,4.96,2.43,1.07,0.45,0.16,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0032950,Carson Wentz,MIN,CHI,QB,QB,QB1,True,RECENT_PASSING_QB1,4.269,13.84,3.2,11.2,,,,,,,ACT,10.0,2026,REG,2,2026 REG W2,401872937,2026-09-20T17:00Z,away,20.424,20.424,18.439,0.0,44.356,17.122,7,11.2,16.0,16.0,-1.0,3.2,1.0,0.94,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,4.366,4.247,14.99,2.27,0.0,100.0,74.74,66.25,56.87,46.84,37.18,28.33,20.71,14.39,9.43,5.91,3.49,1.97,1.02,0.49,0.24,0.12,0.05,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040466,Raheim Sanders,CLE,TB,RB,RB,RB2,True,nan,,,,,1.0,1.0,1.0,1.0,1.0,1.0,ACT,1.0,2026,REG,2,2026 REG W2,401872935,2026-09-20T17:00Z,away,20.034,20.034,18.901,0.0,40.784,15.123,5,18.6,18.6,18.6,1.0,5.6,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,5.6,3.377,21.07,11.48,16.67,100.0,79.18,69.86,59.03,47.44,36.0,25.72,17.29,10.83,6.3,3.42,1.68,0.8,0.32,0.12,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036971,Trevor Lawrence,JAX,DEN,QB,QB,QB1,True,RECENT_PASSING_QB1,4.68,20.162,4.8,18.2,,,,,,,ACT,5.0,2026,REG,2,2026 REG W2,401872940,2026-09-20T20:05Z,away,18.277,18.277,17.413,0.0,36.174,13.178,44,22.2,22.5,22.467,3.0,4.6,1.0,0.953,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,4.647,3.751,17.11,16.43,25.66,100.0,80.36,69.54,56.58,42.94,30.13,19.48,11.42,6.15,2.99,1.34,0.54,0.19,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039150,Bryce Young,CAR,ATL,QB,QB,QB1,True,RECENT_PASSING_QB1,3.745,16.007,4.0,16.0,,,,,,,ACT,3.0,2026,REG,2,2026 REG W2,401872933,2026-09-20T17:00Z,away,16.681,16.681,14.54,0.0,37.663,14.919,44,21.0,15.7,12.267,10.0,4.8,1.0,0.92,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.702,3.912,16.16,12.87,11.55,100.0,69.83,59.74,48.98,38.2,28.3,19.6,12.88,7.94,4.63,2.49,1.26,0.59,0.25,0.1,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039732,Bo Nix,DEN,JAX,QB,QB,QB1,True,RECENT_PASSING_QB1,6.156,23.046,7.2,26.6,,,,,,,ACT,2.0,2026,REG,2,2026 REG W2,401872940,2026-09-20T20:05Z,home,16.341,16.341,14.732,0.0,35.651,13.851,35,22.8,18.7,19.133,2.0,6.2,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,6.059,2.41,24.77,21.67,11.51,100.0,72.1,61.29,49.35,37.23,26.46,17.44,10.68,6.17,3.2,1.6,0.69,0.29,0.1,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0040743,Tyler Shough,NO,BAL,QB,QB,QB1,True,RECENT_PASSING_QB1,4.376,17.761,4.2,17.6,,,,,,,ACT,1.0,2026,REG,2,2026 REG W2,401872938,2026-09-20T17:00Z,away,16.285,16.285,14.435,0.0,36.31,14.239,11,17.6,18.2,17.636,8.0,4.2,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,4.389,3.266,17.2,17.19,31.25,100.0,70.83,60.2,48.63,37.04,26.51,18.02,11.46,6.71,3.67,1.88,0.87,0.37,0.16,0.07,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034975,Justice Hill,BAL,NO,RB,RB,RB2,True,nan,,,,,1.0,1.0,6.0,18.0,6.0,6.0,ACT,7.0,2026,REG,2,2026 REG W2,401872938,2026-09-20T17:00Z,home,15.991,15.991,12.672,0.0,38.824,15.842,38,7.8,14.1,14.667,18.0,3.0,1.0,1.031,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.291,3.872,10.17,7.43,4.8,100.0,64.73,55.3,45.39,35.98,27.31,19.75,13.55,9.04,5.68,3.34,1.9,0.96,0.48,0.22,0.1,0.06,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035710,Daniel Jones,IND,KC,QB,QB,QB1,True,RECENT_PASSING_QB1,3.165,15.005,2.6,15.6,,,,,,,ACT,7.0,2026,REG,2,2026 REG W2,401872945,2026-09-21T00:20Z,away,13.71,13.71,10.114,0.0,34.601,14.381,30,15.6,11.4,12.933,4.0,2.6,1.0,0.85,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.29,3.029,12.12,16.66,15.74,100.0,60.43,50.24,39.93,30.26,21.73,14.82,9.63,5.89,3.47,1.85,0.93,0.47,0.21,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0033119,Jacoby Brissett,ARI,SEA,QB,QB,QB1,True,RECENT_PASSING_QB1,3.325,13.317,3.4,13.2,,,,,,,ACT,10.0,2026,REG,2,2026 REG W2,401872943,2026-09-20T20:25Z,home,13.125,13.125,12.682,0.261,25.125,8.922,20,13.2,13.5,13.533,14.0,3.4,1.0,0.937,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.31,3.842,15.72,6.51,10.09,100.0,78.53,60.99,40.55,22.53,10.23,3.78,1.11,0.24,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036425,DeeJay Dallas,MIN,CHI,RB,RB,RB2,True,nan,,,,,1.0,0.0,0.0,0.0,0.0,0.0,ACT,6.0,2026,REG,2,2026 REG W2,401872937,2026-09-20T17:00Z,away,10.884,10.884,10.675,1.479,19.885,6.758,13,13.6,9.2,8.154,10.5,2.2,1.0,0.94,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,1.897,5.625,6.59,1.05,0.0,100.0,78.43,53.7,27.43,9.73,2.26,0.36,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0039746,Will Shipley,PHI,TEN,RB,RB,RB2,True,nan,,,,,1.0,1.0,2.0,4.0,2.0,2.0,ACT,2.0,2026,REG,2,2026 REG W2,401872939,2026-09-20T17:00Z,away,9.44,9.44,6.93,0.0,23.881,9.92,12,5.4,12.3,11.25,4.0,2.4,1.0,0.932,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,3.081,2.269,10.46,1.0,0.57,100.0,55.75,40.82,26.97,16.18,8.61,3.95,1.68,0.64,0.21,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0029604,Kirk Cousins,LV,LAC,QB,QB,QB1,True,RECENT_PASSING_QB1,2.76,0.012,3.2,-0.6,,,,,,,ACT,14.0,2026,REG,2,2026 REG W2,401872941,2026-09-20T20:05Z,away,2.249,2.249,0.0,0.0,7.216,3.285,24,-0.6,0.4,0.133,-6.0,3.2,1.0,0.919,PLAYER_HISTORY,100000,NFL_RUSHING_YARDS_V1,0.0,2.0,8.86,1.93,4.17,100.0,18.76,3.78,0.37,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
