player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,target_line,probability,probability_grade,projected_targets,target_projection_mean,target_projection_median,target_projection_floor,target_projection_ceiling,target_model_std,target_model_source,model_version
00-0039890,Adonai Mitchell,NYJ,GB,WR,2026,REG,2,9,9,19.7,ELITE,5.852,5.871,6.0,2.0,10.0,3.075,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039890,Adonai Mitchell,NYJ,GB,WR,2026,REG,2,10,10,12.18,ELITE,5.852,5.871,6.0,2.0,10.0,3.075,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,1,1,94.89,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,2,2,89.69,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,3,3,81.74,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,4,4,70.73,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,5,5,57.22,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,6,6,42.93,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,7,7,29.43,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,8,8,18.26,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,9,9,10.23,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0037664,Alec Pierce,IND,KC,WR,2026,REG,2,10,10,5.11,ELITE,5.002,5.038,5.0,1.0,9.0,2.69,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,1,1,93.26,ELITE,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,2,2,78.59,ELITE,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,3,3,53.83,ELITE,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,4,4,27.51,ELITE,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,5,5,9.86,ELITE,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,6,6,2.32,ELITE,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,7,7,0.35,LOW,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,8,8,0.04,VERY LOW,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,9,9,0.0,VERY LOW,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0032104,Ameer Abdullah,JAX,DEN,RB,2026,REG,2,10,10,0.0,VERY LOW,2.638,2.658,3.0,1.0,4.0,1.428,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,1,1,99.79,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,2,2,99.56,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,3,3,99.01,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,4,4,97.96,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,5,5,96.23,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,6,6,93.54,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,7,7,89.53,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,8,8,83.92,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,9,9,76.66,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0036963,Amon-Ra St. Brown,DET,BUF,WR,2026,REG,2,10,10,67.51,ELITE,11.219,11.21,11.0,6.0,16.0,3.753,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,1,1,95.21,ELITE,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,2,2,88.35,ELITE,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,3,3,76.24,ELITE,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,4,4,59.35,ELITE,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,5,5,40.81,ELITE,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,6,6,23.86,ELITE,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,7,7,11.71,ELITE,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,8,8,4.75,ELITE,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,9,9,1.58,ELITE,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038619,Andrei Iosivas,CIN,HOU,WR,2026,REG,2,10,10,0.43,COIN FLIP,4.013,4.024,4.0,1.0,7.0,2.07,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,1,1,95.31,ELITE,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,2,2,87.55,ELITE,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,3,3,73.76,ELITE,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,4,4,54.98,ELITE,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,5,5,34.64,ELITE,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,6,6,17.99,ELITE,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,7,7,7.41,ELITE,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,8,8,2.61,ELITE,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,9,9,0.72,HIGH,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0041040,Antonio Williams,WAS,DAL,WR,2026,REG,2,10,10,0.14,VERY LOW,3.743,3.751,4.0,1.0,6.0,1.91,COUNT_PRIOR,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,1,1,96.64,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,2,2,92.02,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,3,3,83.37,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,4,4,70.49,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,5,5,54.19,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,6,6,37.31,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,7,7,22.28,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,8,8,11.5,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,9,9,5.08,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0040122,Ashton Jeanty,LV,LAC,RB,2026,REG,2,10,10,1.94,ELITE,4.746,4.756,5.0,2.0,8.0,2.284,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,1,1,96.12,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,2,2,92.48,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,3,3,86.68,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,4,4,78.66,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,5,5,68.06,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,6,6,55.78,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,7,7,43.01,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,8,8,30.96,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,9,9,20.39,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038542,Bijan Robinson,ATL,CAR,RB,2026,REG,2,10,10,12.56,ELITE,5.973,5.985,6.0,2.0,10.0,3.039,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,1,1,92.81,ELITE,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,2,2,81.76,ELITE,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,3,3,63.21,ELITE,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,4,4,40.94,ELITE,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,5,5,21.25,ELITE,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,6,6,8.66,ELITE,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,7,7,2.7,ELITE,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,8,8,0.58,LEAN,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,9,9,0.11,VERY LOW,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038120,Breece Hall,NYJ,GB,RB,2026,REG,2,10,10,0.01,VERY LOW,3.087,3.12,3.0,1.0,5.0,1.73,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,1,1,99.37,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,2,2,97.56,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,3,3,92.38,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,4,4,81.48,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,5,5,63.96,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,6,6,42.7,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,7,7,23.63,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,8,8,10.4,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,9,9,3.65,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0038935,Brenton Strange,JAX,DEN,TE,2026,REG,2,10,10,1.0,ELITE,5.165,5.164,5.0,3.0,8.0,1.879,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039338,Brock Bowers,LV,LAC,TE,2026,REG,2,1,1,98.43,ELITE,6.914,6.917,7.0,3.0,11.0,2.976,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039338,Brock Bowers,LV,LAC,TE,2026,REG,2,2,2,96.52,ELITE,6.914,6.917,7.0,3.0,11.0,2.976,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039338,Brock Bowers,LV,LAC,TE,2026,REG,2,3,3,92.93,ELITE,6.914,6.917,7.0,3.0,11.0,2.976,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039338,Brock Bowers,LV,LAC,TE,2026,REG,2,4,4,87.26,ELITE,6.914,6.917,7.0,3.0,11.0,2.976,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039338,Brock Bowers,LV,LAC,TE,2026,REG,2,5,5,78.94,ELITE,6.914,6.917,7.0,3.0,11.0,2.976,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039338,Brock Bowers,LV,LAC,TE,2026,REG,2,6,6,68.21,ELITE,6.914,6.917,7.0,3.0,11.0,2.976,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039338,Brock Bowers,LV,LAC,TE,2026,REG,2,7,7,55.4,ELITE,6.914,6.917,7.0,3.0,11.0,2.976,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
00-0039338,Brock Bowers,LV,LAC,TE,2026,REG,2,8,8,42.02,ELITE,6.914,6.917,7.0,3.0,11.0,2.976,PLAYER_HISTORY_BLEND,NFL_RECEIVING_TARGETS_V1
