rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,preseason_game_plan_status,preseason_game_plan_note,projected_passing_yards,model_std,preseason_rotation_factor,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
93,2026,PRE,3,Preseason Week 3,00-0032950,Carson Wentz,MIN,ACT,10,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ot6wu9gw3cgcdb2cx6is",TEAM_BLEND,28.9,6.87,199.7,7,2025.0,243.2,211.0,211.0,243.2,98.0,33.8,30.0,33.8,7.2,6.93,7.2,32.3,7.09,211.8,90.12834192976635,NFL_HISTORY,32.3,10.0,AUTO_PRESEASON_USAGE,starter_like,,,70.9,50.3,1.0,0.0,7.089,7.089,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,6.2,36.8,70.8,104.5,135.4,28.0,LOW,21.7,VERY LOW,16.4,VERY LOW,12.0,VERY LOW,8.5,VERY LOW,5.8,VERY LOW,3.8,VERY LOW,2.5,VERY LOW,1.5,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.6,75.8,55.9,37.7,25.9,13.3,QB_3_SEASON_GAME_BOOTSTRAP,239,8,29.9,34.8,DEN,away,2026_PRE_W3_MIN_DEN,,MIN at DEN
94,2026,PRE,3,Preseason Week 3,00-0039107,Stetson Bennett,LAR,ACT,3,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yfjtnuglgawtwebozxzq",TEAM_BLEND,30.9,7.06,220.0,0,,,,,,,,,,,,,30.9,7.06,220.0,73.7471664111962,TEAM_PRIOR_NO_NFL_HISTORY,30.9,10.0,AUTO_PRESEASON_USAGE,starter_like,,,70.6,47.0,1.0,0.0,7.056,7.056,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,10.7,39.1,70.8,102.6,131.0,26.7,LOW,20.3,VERY LOW,14.8,VERY LOW,10.4,VERY LOW,7.1,VERY LOW,4.7,VERY LOW,2.9,VERY LOW,1.8,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.4,75.3,66.4,52.7,36.1,27.6,TEAM_3_SEASON_GAME_BOOTSTRAP,2077,57,36.4,40.5,LAC,away,2026_PRE_W3_LAR_LAC,,LAR at LAC
95,2026,PRE,3,Preseason Week 3,00-0039918,Caleb Williams,CHI,ACT,2,18.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h4qs11kutwiw7whekmyt",TEAM_BLEND,30.5,6.76,206.8,34,2025.0,244.0,230.6,235.0,231.9,208.3,34.4,34.5,33.4,7.12,6.71,7.01,33.9,6.94,232.6,50.86837693073554,NFL_HISTORY,33.9,10.0,AUTO_PRESEASON_USAGE,starter_like,,,69.4,29.9,1.0,0.0,6.943,6.943,4.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,31.1,49.4,69.5,89.6,108.1,15.5,VERY LOW,8.9,VERY LOW,4.6,VERY LOW,2.1,VERY LOW,0.9,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,78.8,72.9,58.9,44.2,34.5,16.9,QB_3_SEASON_GAME_BOOTSTRAP,1328,36,36.9,33.5,TEN,away,2026_PRE_W3_CHI_TEN,,CHI at TEN
96,2026,PRE,3,Preseason Week 3,00-0040415,Connor Bazelak,TB,ACT,1,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bac9zwjhpy5rbcr6zrug",TEAM_BLEND,30.3,6.93,211.4,0,,,,,,,,,,,,,30.3,6.93,211.4,76.75703374112926,TEAM_PRIOR_NO_NFL_HISTORY,30.3,10.0,AUTO_PRESEASON_USAGE,starter_like,,,69.3,49.4,1.0,0.0,6.931,6.931,4.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,6.2,36.0,69.3,102.7,132.8,26.7,LOW,20.6,VERY LOW,15.3,VERY LOW,11.1,VERY LOW,7.7,VERY LOW,5.2,VERY LOW,3.4,VERY LOW,2.2,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.0,73.8,62.0,50.3,32.0,21.9,TEAM_3_SEASON_GAME_BOOTSTRAP,1933,54,35.8,36.4,JAX,away,2026_PRE_W3_TB_JAX,,TB at JAX
97,2026,PRE,3,Preseason Week 3,00-0033873,Patrick Mahomes,KC,ACT,9,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iireqbn32cpg9fn4sfy7",TEAM_BLEND,30.5,6.63,205.2,46,2025.0,247.6,264.8,260.5,256.2,245.5,37.2,36.0,35.9,6.61,7.37,7.15,36.0,6.93,253.7,62.13703558380061,NFL_HISTORY,36.0,10.0,AUTO_PRESEASON_USAGE,starter_like,,,69.3,34.7,1.0,0.0,6.933,6.933,4.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,24.9,46.1,69.5,92.7,113.9,18.8,VERY LOW,12.1,VERY LOW,7.2,VERY LOW,4.0,VERY LOW,2.1,VERY LOW,1.0,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.2,72.8,60.2,45.9,33.7,24.3,QB_3_SEASON_GAME_BOOTSTRAP,2034,53,38.4,38.3,SEA,home,2026_PRE_W3_SEA_KC,,SEA at KC
98,2026,PRE,3,Preseason Week 3,00-0038391,Sean Clifford,CIN,ACT,3,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aox0jnclewicjmdydbmq",TEAM_BLEND,31.9,6.81,219.1,0,,,,,,,,,,,,,31.9,6.81,219.1,77.8580738998541,TEAM_PRIOR_NO_NFL_HISTORY,31.9,10.0,AUTO_PRESEASON_USAGE,starter_like,,,68.1,48.8,1.0,0.0,6.81,6.81,4.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,5.5,34.7,67.7,100.8,130.7,25.5,LOW,19.5,VERY LOW,14.3,VERY LOW,10.2,VERY LOW,7.0,VERY LOW,4.6,VERY LOW,3.0,VERY LOW,1.9,VERY LOW,1.1,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.9,73.4,56.8,40.1,29.3,20.5,TEAM_3_SEASON_GAME_BOOTSTRAP,2048,51,40.2,39.2,PHI,away,2026_PRE_W3_CIN_PHI,,CIN at PHI
99,2026,PRE,3,Preseason Week 3,00-0036879,Sam Ehlinger,DEN,ACT,5,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntaqj7ts4bvck59gqecf",TEAM_BLEND,31.1,6.78,210.9,0,,,,,,,,,,,,,31.1,6.78,210.9,67.93773543174798,TEAM_PRIOR_NO_NFL_HISTORY,31.1,10.0,AUTO_PRESEASON_USAGE,starter_like,,,67.8,43.1,1.0,0.0,6.776,6.776,4.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,12.3,38.6,67.5,96.8,123.0,22.7,VERY LOW,16.4,VERY LOW,11.3,VERY LOW,7.4,VERY LOW,4.7,VERY LOW,2.8,VERY LOW,1.6,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,79.4,71.7,59.8,45.1,33.7,24.7,TEAM_3_SEASON_GAME_BOOTSTRAP,1909,54,35.4,38.4,MIN,home,2026_PRE_W3_MIN_DEN,,MIN at DEN
100,2026,PRE,3,Preseason Week 3,00-0034855,Baker Mayfield,TB,ACT,8,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i2uufyghiphx4oihgucm",TEAM_BLEND,30.3,6.93,211.4,51,2025.0,218.6,192.6,220.7,217.2,264.7,31.2,29.8,31.9,6.98,6.28,6.83,30.9,6.76,220.3,88.81745737748746,NFL_HISTORY,30.9,10.0,AUTO_PRESEASON_USAGE,starter_like,,,67.6,48.8,1.0,0.0,6.756,6.756,4.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,5.6,34.9,67.8,100.4,130.1,25.3,LOW,19.2,VERY LOW,14.0,VERY LOW,10.0,VERY LOW,7.0,VERY LOW,4.6,VERY LOW,3.0,VERY LOW,1.9,VERY LOW,1.1,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.0,73.5,61.5,49.8,31.6,21.6,QB_3_SEASON_GAME_BOOTSTRAP,1913,54,35.4,36.1,JAX,away,2026_PRE_W3_TB_JAX,,TB at JAX
101,2026,PRE,3,Preseason Week 3,00-0035282,Easton Stick,IND,ACT,7,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xnf9udjxld0xenf4zagy",TEAM_BLEND,29.9,6.94,207.5,5,2023.0,225.8,225.8,225.8,225.8,,34.8,34.8,34.8,6.66,6.66,6.66,34.3,6.69,225.8,32.980297148449104,NFL_HISTORY,34.3,10.0,AUTO_PRESEASON_USAGE,starter_like,,,66.9,25.0,1.0,0.0,6.69,6.69,4.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,34.8,50.0,66.9,83.8,98.9,9.2,VERY LOW,4.2,VERY LOW,1.7,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,78.6,71.4,59.3,42.6,21.7,11.0,QB_3_SEASON_GAME_BOOTSTRAP,188,5,37.6,42.2,DET,home,2026_PRE_W3_DET_IND,,DET at IND
102,2026,PRE,3,Preseason Week 3,00-0023459,Aaron Rodgers,PIT,ACT,21,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dypvakakxhccxs67tb0y",TEAM_BLEND,29.5,6.83,201.6,33,2025.0,247.2,205.2,205.2,207.6,229.2,37.6,32.6,31.1,6.74,6.41,6.79,34.3,6.67,224.0,57.002767585606556,NFL_HISTORY,34.3,10.0,AUTO_PRESEASON_USAGE,starter_like,,,66.8,32.4,1.0,0.0,6.675,6.675,4.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,25.4,44.8,66.6,88.5,108.2,15.1,VERY LOW,9.1,VERY LOW,5.1,VERY LOW,2.5,VERY LOW,1.1,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,76.7,70.9,57.9,42.8,30.5,17.3,QB_3_SEASON_GAME_BOOTSTRAP,1195,35,34.1,35.7,BUF,away,2026_PRE_W3_PIT_BUF,,PIT at BUF
103,2026,PRE,3,Preseason Week 3,00-0039732,Bo Nix,DEN,ACT,2,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/igirshmrr6lqtxcpxsea",TEAM_BLEND,31.1,6.78,210.9,34,2025.0,237.8,237.5,236.6,231.2,222.1,36.0,35.6,36.0,6.57,6.65,6.43,35.4,6.59,233.9,78.13607844907571,NFL_HISTORY,35.4,10.0,AUTO_PRESEASON_USAGE,starter_like,,,65.9,40.2,1.0,0.0,6.587,6.587,4.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,14.4,38.7,65.7,92.9,117.2,19.8,VERY LOW,13.6,VERY LOW,8.9,VERY LOW,5.5,VERY LOW,3.3,VERY LOW,1.9,VERY LOW,1.0,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,78.4,70.4,58.7,45.1,33.3,22.9,QB_3_SEASON_GAME_BOOTSTRAP,1301,36,36.1,37.5,MIN,home,2026_PRE_W3_MIN_DEN,,MIN at DEN
104,2026,PRE,3,Preseason Week 3,00-0039376,Spencer Rattler,NO,ACT,2,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uridusydmg6brwrmpmq6",TEAM_BLEND,29.6,6.82,201.0,15,2025.0,189.4,204.4,193.5,198.2,188.1,27.4,33.4,32.0,6.88,6.25,6.34,30.1,6.59,194.4,45.48824801715299,NFL_HISTORY,30.1,10.0,AUTO_PRESEASON_USAGE,starter_like,,,65.9,29.5,1.0,0.0,6.59,6.59,4.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,28.0,45.7,65.8,85.9,103.6,12.4,VERY LOW,6.7,VERY LOW,3.3,VERY LOW,1.5,VERY LOW,0.6,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,74.8,67.6,50.2,34.6,23.1,14.6,QB_3_SEASON_GAME_BOOTSTRAP,526,16,32.9,34.3,DAL,away,2026_PRE_W3_NO_DAL,,NO at DAL
105,2026,PRE,3,Preseason Week 3,00-0040206,Riley Leonard,IND,ACT,1,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vzdcrhp4p5kjmuhn7yay",TEAM_BLEND,29.9,6.94,207.5,2,2025.0,207.5,207.5,207.5,207.5,,31.5,31.5,31.5,6.47,6.47,6.47,31.3,6.53,207.5,88.38834764831844,LIMITED_NFL_HISTORY,31.3,10.0,AUTO_PRESEASON_USAGE,starter_like,,,65.3,51.2,1.0,0.0,6.526,6.526,4.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.0,30.9,65.3,99.6,130.8,24.7,VERY LOW,19.0,VERY LOW,14.2,VERY LOW,10.3,VERY LOW,7.1,VERY LOW,4.8,VERY LOW,3.2,VERY LOW,2.0,VERY LOW,1.2,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,31.3,26.8,24.6,20.5,15.5,10.1,QB_3_SEASON_GAME_BOOTSTRAP,70,5,14.0,19.0,DET,home,2026_PRE_W3_DET_IND,,DET at IND
106,2026,PRE,3,Preseason Week 3,00-0035100,Jake Browning,TB,ACT,7,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kzyh6yum2w3c6xrkndla",TEAM_BLEND,30.3,6.93,211.4,12,2025.0,182.6,239.8,224.4,189.2,,29.6,32.6,31.0,6.1,7.32,6.0,30.7,6.5,202.5,72.37499807160103,NFL_HISTORY,30.7,10.0,AUTO_PRESEASON_USAGE,starter_like,,,65.0,41.9,1.0,0.0,6.498,6.498,4.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,11.1,36.6,65.1,93.4,118.8,20.3,VERY LOW,14.3,VERY LOW,9.5,VERY LOW,6.1,VERY LOW,3.6,VERY LOW,2.1,VERY LOW,1.2,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,74.2,69.8,52.1,37.7,29.9,18.1,QB_3_SEASON_GAME_BOOTSTRAP,402,14,28.7,38.6,JAX,away,2026_PRE_W3_TB_JAX,,TB at JAX
107,2026,PRE,3,Preseason Week 3,00-0035704,Drew Lock,SEA,ACT,7,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e0xz0hu8s0lpbwlr0bzj",TEAM_BLEND,29.1,7.24,209.5,8,2024.0,212.4,193.1,193.1,178.0,238.5,34.4,30.5,30.0,6.75,6.19,5.75,32.0,6.44,203.7,84.02786820020978,NFL_HISTORY,32.0,10.0,AUTO_PRESEASON_USAGE,starter_like,,,64.4,45.2,1.0,0.0,6.443,6.443,4.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,6.4,33.8,64.4,94.7,122.3,21.4,VERY LOW,15.6,VERY LOW,10.9,VERY LOW,7.3,VERY LOW,4.7,VERY LOW,2.9,VERY LOW,1.7,VERY LOW,1.0,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,65.4,53.2,41.9,30.0,22.9,18.7,QB_3_SEASON_GAME_BOOTSTRAP,280,12,23.3,25.4,KC,away,2026_PRE_W3_SEA_KC,,SEA at KC
108,2026,PRE,3,Preseason Week 3,00-0035228,Kyler Murray,MIN,ACT,7,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flezsremqighwuiyu77f",TEAM_BLEND,28.9,6.87,199.7,30,2025.0,192.4,221.0,232.1,192.4,226.5,32.2,34.4,32.2,6.19,6.51,6.19,32.5,6.36,207.2,38.290570835239706,NFL_HISTORY,32.5,10.0,AUTO_PRESEASON_USAGE,starter_like,,,63.6,26.7,1.0,0.0,6.356,6.356,4.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,29.6,45.8,63.5,81.6,97.9,8.7,VERY LOW,4.1,VERY LOW,1.8,VERY LOW,0.7,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,80.0,73.7,59.8,42.2,28.1,18.9,QB_3_SEASON_GAME_BOOTSTRAP,1039,30,34.6,33.9,DEN,away,2026_PRE_W3_MIN_DEN,,MIN at DEN
109,2026,PRE,3,Preseason Week 3,00-0026158,Joe Flacco,CIN,ACT,18,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbqptn8emdlbeaz1kvmx",TEAM_BLEND,31.9,6.81,219.1,22,2025.0,283.4,245.1,245.7,245.1,251.6,41.0,41.0,41.0,6.75,5.88,5.88,40.1,6.34,259.5,104.08212744389199,NFL_HISTORY,40.1,10.0,AUTO_PRESEASON_USAGE,starter_like,,,63.4,48.7,1.0,0.0,6.339,6.339,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,0.9,30.2,63.7,96.6,126.1,22.8,VERY LOW,17.1,VERY LOW,12.5,VERY LOW,8.7,VERY LOW,5.8,VERY LOW,3.8,VERY LOW,2.4,VERY LOW,1.5,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,74.8,68.1,54.9,37.8,25.7,18.2,QB_3_SEASON_GAME_BOOTSTRAP,966,25,38.6,35.0,PHI,away,2026_PRE_W3_CIN_PHI,,CIN at PHI
