rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,preseason_game_plan_status,preseason_game_plan_note,projected_passing_yards,model_std,preseason_rotation_factor,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
42,2026,PRE,3,Preseason Week 3,00-0040668,Shedeur Sanders,CLE,ACT,1,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/joe08hz6to2madpko8zl",TEAM_BLEND,30.4,6.42,196.0,8,2025.0,199.0,175.0,175.0,175.0,,30.2,26.5,26.5,6.45,6.45,6.45,28.6,6.45,184.9,93.24922847020817,NFL_HISTORY,28.6,21.0,AUTO_PRESEASON_USAGE,young_backup,,,135.4,77.4,1.0,0.0,6.449,6.449,4.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,36.3,83.1,135.6,188.0,235.0,67.6,SOLID,62.8,SOLID,58.0,LEAN,52.9,LEAN,47.6,COIN FLIP,42.6,COIN FLIP,37.7,LOW,32.9,LOW,28.4,LOW,24.2,VERY LOW,20.3,VERY LOW,16.9,VERY LOW,13.9,VERY LOW,11.2,VERY LOW,8.9,VERY LOW,7.0,VERY LOW,5.4,VERY LOW,4.2,VERY LOW,3.1,VERY LOW,2.3,VERY LOW,1.7,VERY LOW,1.2,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.1,78.0,72.4,62.2,44.0,QB_3_SEASON_GAME_BOOTSTRAP,235,8,29.4,40.4,NE,home,2026_PRE_W3_NE_CLE,,NE at CLE
43,2026,PRE,3,Preseason Week 3,00-0036355,Justin Herbert,LAC,ACT,6,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1oelyaroiaalgilbeqk",TEAM_BLEND,30.0,6.98,209.8,46,2025.0,207.2,223.4,227.3,232.9,227.6,27.2,29.6,32.0,7.57,7.44,7.29,29.0,7.4,220.7,79.06689127793621,NFL_HISTORY,29.0,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,133.3,61.5,1.0,0.0,7.403,7.403,5.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,54.4,92.0,133.0,174.9,212.4,70.6,HIGH,64.7,SOLID,58.5,LEAN,51.9,LEAN,45.5,COIN FLIP,39.2,LOW,33.3,LOW,27.6,LOW,22.5,VERY LOW,17.8,VERY LOW,14.0,VERY LOW,10.7,VERY LOW,7.9,VERY LOW,5.8,VERY LOW,4.1,VERY LOW,2.9,VERY LOW,2.0,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,81.9,76.8,65.1,54.2,37.6,QB_3_SEASON_GAME_BOOTSTRAP,1673,48,34.9,40.0,LAR,home,2026_PRE_W3_LAR_LAC,,LAR at LAC
44,2026,PRE,3,Preseason Week 3,00-0038102,Kenny Pickett,CAR,ACT,4,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfdzmyfr8eup5uuojjdw",TEAM_BLEND,29.5,6.6,195.7,16,2025.0,103.4,126.0,152.3,80.5,143.0,17.0,21.5,18.0,6.77,6.15,5.69,19.6,6.35,114.2,47.37187203251847,NFL_HISTORY,19.6,21.0,AUTO_PRESEASON_USAGE,young_backup,,,133.3,53.8,1.0,0.0,6.348,6.348,4.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,64.7,97.3,133.6,169.7,202.4,73.4,HIGH,67.0,SOLID,59.9,LEAN,52.6,LEAN,45.3,COIN FLIP,38.0,LOW,31.1,LOW,24.8,VERY LOW,19.4,VERY LOW,14.6,VERY LOW,10.8,VERY LOW,7.7,VERY LOW,5.4,VERY LOW,3.7,VERY LOW,2.4,VERY LOW,1.5,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,68.1,60.5,48.5,41.7,39.8,31.7,QB_3_SEASON_GAME_BOOTSTRAP,448,23,19.5,26.7,HOU,home,2026_PRE_W3_HOU_CAR,,HOU at CAR
45,2026,PRE,3,Preseason Week 3,00-0040691,Jaxson Dart,NYG,ACT,1,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc",TEAM_BLEND,29.3,6.62,196.3,12,2025.0,171.0,195.9,189.3,189.3,,27.0,27.9,28.2,5.85,6.78,6.53,27.7,6.34,183.3,74.96669476064694,NFL_HISTORY,27.7,21.0,AUTO_PRESEASON_USAGE,young_backup,,,133.1,65.8,1.0,0.0,6.338,6.338,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,48.6,88.2,132.7,176.8,216.7,69.0,SOLID,63.5,SOLID,57.6,LEAN,51.5,LEAN,45.5,COIN FLIP,39.6,LOW,33.8,LOW,28.4,LOW,23.5,VERY LOW,19.1,VERY LOW,15.2,VERY LOW,11.9,VERY LOW,9.2,VERY LOW,6.9,VERY LOW,5.1,VERY LOW,3.7,VERY LOW,2.7,VERY LOW,1.8,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.2,74.4,55.6,45.1,36.6,QB_3_SEASON_GAME_BOOTSTRAP,376,12,31.3,30.2,NYJ,away,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
46,2026,PRE,3,Preseason Week 3,00-0036264,Jordan Love,GB,ACT,6,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uneiwen9drvci9ahuebp",TEAM_BLEND,28.0,7.26,201.2,47,2025.0,192.0,212.2,225.4,225.4,225.9,25.8,29.2,29.3,7.32,7.2,7.67,27.6,7.36,211.1,79.27656418999861,NFL_HISTORY,27.6,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,132.5,62.7,1.0,0.0,7.359,7.359,5.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,52.2,90.5,132.9,174.8,212.6,69.9,SOLID,64.2,SOLID,58.1,LEAN,51.9,LEAN,45.5,COIN FLIP,39.2,LOW,33.2,LOW,27.6,LOW,22.4,VERY LOW,17.9,VERY LOW,14.0,VERY LOW,10.8,VERY LOW,8.1,VERY LOW,6.0,VERY LOW,4.4,VERY LOW,3.1,VERY LOW,2.1,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.1,79.9,70.2,60.0,47.8,QB_3_SEASON_GAME_BOOTSTRAP,1653,51,32.4,41.5,ARI,home,2026_PRE_W3_ARI_GB,,ARI at GB
47,2026,PRE,3,Preseason Week 3,00-0036212,Tua Tagovailoa,ATL,ACT,6,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ktqj3s5vofexl2dwrrp4",TEAM_BLEND,29.6,6.91,205.1,42,2025.0,176.2,190.8,191.7,190.0,260.6,22.6,27.0,27.4,7.74,7.1,6.94,25.4,7.29,196.1,54.624062911464975,NFL_HISTORY,25.4,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,131.3,49.4,1.0,0.0,7.294,7.294,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,67.7,97.8,131.2,164.5,194.5,73.6,HIGH,66.5,SOLID,58.9,LEAN,51.0,LEAN,42.9,COIN FLIP,35.1,LOW,27.9,LOW,21.5,VERY LOW,16.0,VERY LOW,11.7,VERY LOW,8.1,VERY LOW,5.5,VERY LOW,3.6,VERY LOW,2.2,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.3,79.6,67.8,44.5,31.8,QB_3_SEASON_GAME_BOOTSTRAP,1472,43,34.2,37.2,MIA,away,2026_PRE_W3_ATL_MIA,,ATL at MIA
48,2026,PRE,3,Preseason Week 3,00-0036389,Jalen Hurts,PHI,ACT,6,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",TEAM_BLEND,28.3,7.09,198.5,47,2025.0,188.0,205.2,204.8,201.5,206.6,29.2,28.2,28.4,6.93,7.71,7.29,28.7,7.24,198.6,62.37746915382416,NFL_HISTORY,28.7,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,130.2,50.6,1.0,0.0,7.236,7.236,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,65.0,95.9,130.2,164.4,195.3,72.4,HIGH,65.3,SOLID,57.9,LEAN,50.2,LEAN,42.3,COIN FLIP,34.8,LOW,27.9,LOW,21.6,VERY LOW,16.3,VERY LOW,11.9,VERY LOW,8.4,VERY LOW,5.7,VERY LOW,3.8,VERY LOW,2.5,VERY LOW,1.6,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,81.2,75.2,64.0,52.3,39.8,QB_3_SEASON_GAME_BOOTSTRAP,1641,54,30.4,36.9,CIN,home,2026_PRE_W3_CIN_PHI,,CIN at PHI
49,2026,PRE,3,Preseason Week 3,00-0038416,Tyson Bagent,CHI,ACT,3,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfwnayxjfnbfs3sm5a21",TEAM_BLEND,30.5,6.76,206.8,5,2023.0,171.8,171.8,171.8,171.8,,28.6,28.6,28.6,6.01,6.01,6.01,28.8,6.1,171.8,59.21317420979895,NFL_HISTORY,28.8,21.0,AUTO_PRESEASON_USAGE,young_backup,,,128.0,54.5,1.0,0.0,6.097,6.097,4.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,57.7,90.8,127.9,164.8,198.0,69.4,SOLID,62.9,SOLID,55.8,LEAN,48.4,COIN FLIP,41.1,COIN FLIP,34.3,LOW,27.8,LOW,22.0,VERY LOW,17.1,VERY LOW,12.8,VERY LOW,9.4,VERY LOW,6.7,VERY LOW,4.6,VERY LOW,3.0,VERY LOW,2.0,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,64.0,62.0,38.4,11.1,11.1,QB_3_SEASON_GAME_BOOTSTRAP,155,9,17.2,21.0,TEN,away,2026_PRE_W3_CHI_TEN,,CHI at TEN
50,2026,PRE,3,Preseason Week 3,00-0033869,Mitchell Trubisky,TEN,ACT,9,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fw9ec0v5pn3sorobytpb",TEAM_BLEND,29.6,6.68,196.5,6,2025.0,167.2,162.3,162.3,259.0,101.0,25.0,25.3,29.0,6.68,6.42,8.93,26.3,7.11,174.2,59.91747440450945,NFL_HISTORY,26.3,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,127.9,53.4,1.0,0.0,7.106,7.106,4.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,59.5,91.9,128.0,164.3,195.9,70.1,HIGH,63.3,SOLID,56.0,LEAN,48.5,COIN FLIP,41.2,COIN FLIP,34.2,LOW,27.6,LOW,21.8,VERY LOW,16.5,VERY LOW,12.2,VERY LOW,8.7,VERY LOW,6.0,VERY LOW,4.1,VERY LOW,2.7,VERY LOW,1.7,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,63.4,56.8,46.0,43.8,31.5,16.3,QB_3_SEASON_GAME_BOOTSTRAP,178,13,13.7,22.1,CHI,home,2026_PRE_W3_CHI_TEN,,CHI at TEN
51,2026,PRE,3,Preseason Week 3,00-0034577,Kyle Allen,BUF,ACT,8,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vq3aw57yyjtydur0divt",TEAM_BLEND,29.1,7.09,208.5,0,,,,,,,,,,,,,29.1,7.09,208.5,74.83796907649861,TEAM_PRIOR_NO_NFL_HISTORY,29.1,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,127.5,65.9,1.0,0.0,7.086,7.086,4.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,43.3,82.9,127.0,171.4,211.6,65.9,SOLID,60.1,SOLID,54.2,LEAN,48.2,COIN FLIP,42.1,COIN FLIP,36.2,LOW,30.7,LOW,25.7,LOW,21.0,VERY LOW,16.9,VERY LOW,13.4,VERY LOW,10.4,VERY LOW,8.0,VERY LOW,5.9,VERY LOW,4.4,VERY LOW,3.1,VERY LOW,2.2,VERY LOW,1.5,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.1,78.9,68.2,56.3,43.6,TEAM_3_SEASON_GAME_BOOTSTRAP,1924,58,33.2,39.7,PIT,home,2026_PRE_W3_PIT_BUF,,PIT at BUF
52,2026,PRE,3,Preseason Week 3,00-0038476,Tommy DeVito,NE,ACT,3,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iazdkuygt4kb7j6dgygi",TEAM_BLEND,29.5,7.26,212.2,9,2024.0,129.4,149.4,149.4,128.5,155.4,23.0,23.7,22.0,5.5,6.28,5.66,23.6,5.95,139.1,68.40447563612601,NFL_HISTORY,23.6,21.0,AUTO_PRESEASON_USAGE,young_backup,,,125.0,63.7,1.0,0.0,5.953,5.953,4.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,43.7,82.1,125.4,168.2,207.0,65.4,SOLID,59.4,LEAN,53.3,LEAN,47.0,COIN FLIP,40.9,COIN FLIP,34.9,LOW,29.3,LOW,24.1,VERY LOW,19.4,VERY LOW,15.4,VERY LOW,12.0,VERY LOW,9.2,VERY LOW,6.8,VERY LOW,4.9,VERY LOW,3.5,VERY LOW,2.5,VERY LOW,1.7,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,75.2,66.5,55.9,46.3,37.2,26.5,QB_3_SEASON_GAME_BOOTSTRAP,265,11,24.1,24.4,CLE,away,2026_PRE_W3_NE_CLE,,NE at CLE
53,2026,PRE,3,Preseason Week 3,00-0041568,Ty Simpson,LAR,RES,0,15.0,,TEAM_BLEND,30.9,7.06,220.0,0,,,,,,,,,,,,,30.9,7.06,220.0,73.7471664111962,TEAM_PRIOR_NO_NFL_HISTORY,30.9,17.6,AUTO_PRESEASON_USAGE,rookie,,,124.2,69.7,0.8,0.0,7.056,7.056,4.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,34.4,76.8,124.0,171.3,213.3,63.5,SOLID,58.0,LEAN,52.3,LEAN,46.6,COIN FLIP,40.9,COIN FLIP,35.4,LOW,30.3,LOW,25.5,LOW,21.1,VERY LOW,17.2,VERY LOW,13.7,VERY LOW,10.9,VERY LOW,8.5,VERY LOW,6.5,VERY LOW,4.9,VERY LOW,3.7,VERY LOW,2.7,VERY LOW,1.9,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,81.9,79.0,70.3,54.4,43.1,TEAM_3_SEASON_GAME_BOOTSTRAP,2077,57,36.4,40.5,LAC,away,2026_PRE_W3_LAR_LAC,,LAR at LAC
54,2026,PRE,3,Preseason Week 3,00-0034771,Mason Rudolph,PIT,ACT,8,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora",TEAM_BLEND,29.5,6.83,201.6,13,2025.0,162.6,182.8,195.7,149.0,191.2,24.2,27.5,23.5,6.97,6.76,6.73,25.5,6.84,171.5,61.50559510722684,NFL_HISTORY,25.5,18.0,AUTO_PRESEASON_USAGE,veteran_backup,,,123.2,53.2,1.0,0.0,6.845,6.845,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,55.1,87.1,123.4,159.6,191.5,66.9,SOLID,59.9,LEAN,52.4,LEAN,45.1,COIN FLIP,37.9,LOW,31.0,LOW,24.7,VERY LOW,19.1,VERY LOW,14.5,VERY LOW,10.5,VERY LOW,7.5,VERY LOW,5.2,VERY LOW,3.6,VERY LOW,2.3,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,73.5,63.8,59.5,53.1,38.0,23.7,QB_3_SEASON_GAME_BOOTSTRAP,415,18,23.1,30.5,BUF,away,2026_PRE_W3_PIT_BUF,,PIT at BUF
55,2026,PRE,3,Preseason Week 3,00-0037327,Skylar Thompson,BAL,ACT,4,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjzk0fsbhfjrt0kffh46",TEAM_BLEND,27.1,7.29,194.5,2,2024.0,93.5,93.5,93.5,93.5,,16.5,16.5,16.5,5.67,5.67,5.67,17.6,5.87,93.5,19.091883092036785,LIMITED_NFL_HISTORY,17.6,21.0,AUTO_PRESEASON_USAGE,young_backup,,,123.2,34.5,1.0,0.0,5.867,5.867,3.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,79.2,100.1,123.3,146.3,167.5,75.1,HIGH,65.1,SOLID,53.8,LEAN,42.3,COIN FLIP,31.2,LOW,21.8,VERY LOW,14.3,VERY LOW,8.8,VERY LOW,5.0,VERY LOW,2.6,VERY LOW,1.3,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.4,79.6,70.7,59.6,47.8,TEAM_3_SEASON_GAME_BOOTSTRAP,1625,55,29.5,40.2,WAS,home,2026_PRE_W3_WAS_BAL,,WAS at BAL
56,2026,PRE,3,Preseason Week 3,00-0038108,Bailey Zappe,NYJ,ACT,4,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bdiiarfqwhyvsmmxtvg5",TEAM_BLEND,28.6,6.47,188.0,10,2024.0,180.6,141.7,141.7,170.0,138.6,30.2,23.6,31.0,6.0,5.69,5.48,28.4,5.86,160.5,73.48792165693702,NFL_HISTORY,28.4,21.0,AUTO_PRESEASON_USAGE,young_backup,,,123.1,63.5,1.0,0.0,5.861,5.861,3.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,41.8,80.1,122.9,165.6,204.4,64.0,SOLID,58.0,LEAN,51.8,LEAN,45.4,COIN FLIP,39.2,LOW,33.3,LOW,27.9,LOW,22.8,VERY LOW,18.3,VERY LOW,14.5,VERY LOW,11.3,VERY LOW,8.5,VERY LOW,6.3,VERY LOW,4.6,VERY LOW,3.2,VERY LOW,2.2,VERY LOW,1.6,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.4,74.6,65.3,52.1,35.1,27.3,QB_3_SEASON_GAME_BOOTSTRAP,269,11,24.5,26.6,NYG,home,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
57,2026,PRE,3,Preseason Week 3,00-0038579,Aidan O'Connell,LV,ACT,3,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcejxo7ofgk5pszhup12",TEAM_BLEND,28.9,6.65,193.2,21,2025.0,183.8,171.4,182.5,102.0,179.1,29.6,26.5,22.0,6.02,6.22,4.64,27.3,5.84,164.1,86.44975980833954,NFL_HISTORY,27.3,21.0,AUTO_PRESEASON_USAGE,young_backup,,,122.7,73.4,1.0,0.0,5.843,5.843,3.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,29.0,73.0,122.6,172.4,217.0,62.0,SOLID,56.6,LEAN,51.4,LEAN,46.0,COIN FLIP,40.8,COIN FLIP,35.5,LOW,30.7,LOW,26.1,LOW,21.7,VERY LOW,18.0,VERY LOW,14.7,VERY LOW,11.8,VERY LOW,9.3,VERY LOW,7.2,VERY LOW,5.6,VERY LOW,4.2,VERY LOW,3.1,VERY LOW,2.2,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.2,75.6,60.6,41.2,27.5,QB_3_SEASON_GAME_BOOTSTRAP,646,21,30.8,30.8,SF,home,2026_PRE_W3_SF_LV,,SF at LV
58,2026,PRE,3,Preseason Week 3,00-0041565,Drew Allar,PIT,RES,0,16.0,,TEAM_BLEND,29.5,6.83,201.6,0,,,,,,,,,,,,,29.5,6.83,201.6,68.74960730582022,TEAM_PRIOR_NO_NFL_HISTORY,29.5,17.6,AUTO_PRESEASON_USAGE,rookie,,,120.3,66.5,0.8,0.0,6.834,6.834,4.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,35.4,75.5,120.5,165.6,205.5,62.0,SOLID,56.2,LEAN,50.3,LEAN,44.5,COIN FLIP,38.5,LOW,32.9,LOW,27.7,LOW,22.9,VERY LOW,18.6,VERY LOW,14.8,VERY LOW,11.5,VERY LOW,8.8,VERY LOW,6.6,VERY LOW,4.9,VERY LOW,3.6,VERY LOW,2.5,VERY LOW,1.8,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,81.4,74.0,62.1,50.2,37.7,TEAM_3_SEASON_GAME_BOOTSTRAP,1789,54,33.1,38.4,BUF,away,2026_PRE_W3_PIT_BUF,,PIT at BUF
