Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count,Recent Pitch 8 Name,Recent Pitch 8 Usage %,Recent Pitch 8 Count
86,2026-09-25,822760,2026-09-25T23:07:00Z,Scheduled,Rogers Centre,Cincinnati Reds @ Toronto Blue Jays,Home,676914,Davis Schneider,Toronto Blue Jays,Cincinnati Reds,LF,R,No,,67,149,120,18,6,0,5,20,15,27,0,49,0.15,0.304,0.325,0.629,5,9,7,2,2,0.286,0.2222,5,9,7,2,2,0.286,0.2222,160,13,6.5,29.8,47.4,29.6,21.8,20.0,25.2,53.0,20.6,7.7,4.4,7.7,74.4,84.2,23.7,0.51,68.9,96.8,109.7,8.2,11.2,2.7,43.6,34.0,Weak,2.5,Pull Power,A-,Elevated power plane,34.0,Weak,0.955,Good,7.7,100.0,97.5,0.62,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,9.75,4.75,Strong positive regression,Weak Pull Power profile. 6.5% barrel rate; 84.2 mph average exit velocity; 25.2% air-ball rate; 53.0% pull-air rate; 7.7% HR-launch rate.,0.0336,0.0329,3.87,0,0,24.0,0.0,0.0,Very recent HR,666157.0,Nick Lodolo,L,RHB vs LHP,20,20,103.2,5.04,1.47,20,1.74,6.95,3.82,47.5,100.0,0.604,8.0,4-Seam Fastball,R,RHB vs LHP,39.2,81,0.111,0.296,0.238,0.534,2,17,31,0.0247,6.6,0.445,351,0.0456,7.1,0.611,0,0,0,0/0,,,,,0,0,0,44.3,Neutral Matchup,Average,50.0,5,486,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.995,0.989,51.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,39.2,41.3,47.5,61.6,50.0,45.0,48.5,5.23,1.0,1.102,1.025,0.94,0.955,0.898,0.98,12.13,8.22,63.4,22.0,F,Lineup unconfirmed,591.0,6.4,26.6,14.2,37.9,33.5,83.6,96.2,115.9,0.614,20.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,28.80658436213992,140.0,Sinker,27.77777777777778,135.0,Curveball,25.102880658436213,122.0,Changeup,18.31275720164609,89.0,,,,,,,,,,,,
87,2026-09-25,823491,2026-09-25T20:10:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Home,671218,Heliot Ramos,New York Yankees,Baltimore Orioles,LF,R,No,,110,434,397,96,20,3,13,46,45,30,5,120,0.242,0.302,0.406,0.708,10,43,38,9,2,0.237,0.0465,20,67,56,14,4,0.25,0.0597,568,71,7.8,25.5,33.9,29.1,36.2,14.9,27.7,30.3,31.3,7.1,2.9,7.1,43.5,83.7,15.8,0.677,71.2,96.3,112.2,32.1,13.9,7.8,48.2,34.2,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,34.2,Weak,0.956,Good,8.5,42.3,96.3,0.76,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,35.3,22.3,Strong positive regression,Weak Contact-First Profile profile. 7.8% barrel rate; 83.7 mph average exit velocity; 27.7% air-ball rate; 30.3% pull-air rate; 7.1% HR-launch rate.,0.03,0.0304,3.99,16,4,30.5,0.52,52.4,Recently homered,687064.0,Brandon Young,R,RHB vs RHP,27,27,151.2,3.62,1.36,22,1.31,7.54,3.44,71.8,100.0,0.842,8.3,4-Seam Fastball,R,RHB vs RHP,38.0,321,0.229,0.28,0.377,0.657,9,17,91,0.028,7.3,0.592,261,0.0345,4.3,0.561,0,0,0,0/0,,,,,0,0,0,52.2,Neutral Matchup,Average,50.0,5,465,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.044,0.965,44.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,38.0,33.0,71.8,51.8,64.4,45.0,48.4,5.22,1.27,1.034,0.985,1.0,0.956,0.956,1.0,11.59,9.77,82.4,28.0,F,Lineup unconfirmed,872.0,4.0,24.1,13.5,46.9,31.0,82.9,94.9,114.0,0.513,22.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,41.505376344086024,193.0,Split-Finger,17.634408602150536,82.0,Slider,15.913978494623656,74.0,Sinker,14.408602150537634,67.0,Curveball,10.53763440860215,49.0,,,,,,,,,
88,2026-09-25,824220,2026-09-25T22:40:00Z,Scheduled,Comerica Park,Pittsburgh Pirates @ Detroit Tigers,Home,682985,Riley Greene,Detroit Tigers,Pittsburgh Pirates,LF,L,No,,137,579,500,141,31,2,21,78,75,69,5,153,0.282,0.371,0.478,0.849,11,48,42,13,2,0.31,0.0417,20,87,78,26,5,0.333,0.0575,728,109,8.5,24.2,48.2,21.2,30.6,17.5,30.8,44.3,36.8,8.1,5.2,8.1,40.6,82.4,20.4,0.776,74.1,95.3,112.1,55.4,12.8,11.2,39.2,45.2,Below Average,3.0,Pull Power,A-,Elevated power plane,45.2,Below Average,0.987,Good,9.2,48.6,94.2,0.867,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,50.25,29.25,Strong positive regression,Below Average Pull Power profile. 8.5% barrel rate; 82.4 mph average exit velocity; 30.8% air-ball rate; 44.3% pull-air rate; 8.1% HR-launch rate.,0.0363,0.0355,4.09,13,4,23.8,0.55,54.6,Recently homered,696149.0,Bubba Chandler,R,LHB vs RHP,30,29,151.1,4.34,1.37,15,0.89,8.21,4.52,63.2,99.7,0.752,8.5,4-Seam Fastball,L,LHB vs RHP,47.5,399,0.294,0.373,0.49,0.863,15,44,106,0.0376,9.2,0.757,370,0.0324,4.2,0.562,0,0,0,0/0,,,,,0,0,0,53.5,Neutral Matchup,Average,50.0,5,446,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.026,0.96,56.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,47.5,25.6,63.2,55.3,50.0,45.0,48.4,5.22,1.149,0.966,1.025,1.0,0.987,0.987,1.0,13.76,9.67,84.0,30.2,D,Lineup unconfirmed,898.0,3.5,21.9,13.7,38.0,27.8,83.2,94.0,114.8,0.501,15.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,47.98206278026906,214.0,Slider,19.05829596412556,85.0,Sinker,15.695067264573991,70.0,Changeup,8.74439461883408,39.0,Curveball,8.52017937219731,38.0,,,,,,,,,
89,2026-09-25,822760,2026-09-25T23:07:00Z,Scheduled,Rogers Centre,Cincinnati Reds @ Toronto Blue Jays,Away,701398,Sal Stewart,Cincinnati Reds,Toronto Blue Jays,1B,R,No,,159,686,609,162,25,0,32,86,110,63,4,151,0.266,0.334,0.465,0.799,12,50,46,11,1,0.239,0.02,25,105,96,28,4,0.292,0.0381,859,146,6.7,27.5,33.5,29.4,35.6,13.8,26.6,33.3,33.2,8.9,3.7,8.9,50.2,85.2,17.6,0.625,70.3,96.3,110.9,24.9,14.4,7.2,51.3,34.6,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,34.6,Weak,0.957,Good,6.2,33.3,97.4,0.614,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,51.54,19.54,Strong positive regression,Weak Contact-First Profile profile. 6.7% barrel rate; 85.2 mph average exit velocity; 26.6% air-ball rate; 33.3% pull-air rate; 8.9% HR-launch rate.,0.0466,0.0445,4.05,22,6,19.0,1.16,115.6,Near normal interval,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,47.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,40.5,50.0,45.0,48.3,5.2,0.853,1.0,1.0,1.0,0.957,0.957,1.0,16.82,9.12,75.0,29.2,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2026-09-25,824703,2026-09-25T17:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,683737,Michael Busch,Chicago Cubs,Boston Red Sox,1B,L,No,,157,699,590,141,27,2,20,77,77,91,13,163,0.239,0.351,0.393,0.744,11,47,37,10,2,0.27,0.0426,25,107,90,19,4,0.211,0.0374,818,122,4.7,23.2,49.7,23.2,26.4,18.0,28.7,43.4,28.1,6.1,4.2,6.1,59.7,82.5,17.3,0.573,66.2,93.9,108.1,6.1,11.8,1.5,44.9,26.9,Weak,2.0,Pull Power,A,Excellent HR swing plane,26.9,Weak,0.935,Good,4.1,47.1,93.3,0.603,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,36.24,16.24,Strong positive regression,Weak Pull Power profile. 4.7% barrel rate; 82.5 mph average exit velocity; 28.7% air-ball rate; 43.4% pull-air rate; 6.1% HR-launch rate.,0.0286,0.0291,4.05,16,4,29.5,0.54,54.2,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.0,1.0,46.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,40.6,53.6,45.0,48.3,5.2,1.153,1.0,1.0,1.0,0.935,0.935,1.0,11.28,8.41,75.0,25.4,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2026-09-25,823489,2026-09-25T20:05:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Home,700250,Ben Rice,New York Yankees,Baltimore Orioles,DH,L,No,,152,658,565,148,23,4,41,104,97,84,6,158,0.262,0.362,0.535,0.897,11,50,37,11,4,0.297,0.08,25,112,94,30,6,0.319,0.0536,793,133,7.9,28.3,52.1,22.8,25.1,17.1,29.8,44.0,30.0,9.2,4.7,9.2,62.5,84.6,16.1,0.702,70.6,96.8,110.3,19.9,13.3,5.9,53.3,40.5,Below Average,2.5,Pull Power,A,Excellent HR swing plane,40.5,Below Average,0.973,Good,6.8,39.5,96.1,0.694,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,55.49,14.49,Strong positive regression,Below Average Pull Power profile. 7.9% barrel rate; 84.6 mph average exit velocity; 29.8% air-ball rate; 44.0% pull-air rate; 9.2% HR-launch rate.,0.0623,0.0576,4.09,3,1,13.8,0.22,21.8,Very recent HR,669432.0,Trevor Rogers,L,LHB vs LHP,29,29,165.2,4.07,1.18,19,1.03,8.31,2.12,72.3,100.0,0.807,10.3,4-Seam Fastball,L,LHB vs LHP,32.0,216,0.253,0.329,0.464,0.793,11,18,58,0.0509,5.9,0.639,170,0.0059,1.3,0.374,3,2,1,1/2,0.5,0.667,0.5,1.167,0,1,1,50.5,Neutral Matchup,Average,53.8,5,478,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.045,0.964,49.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,32.0,27.3,72.3,45.1,64.4,45.0,48.3,5.2,1.073,0.989,0.985,1.03,0.973,1.003,0.98,21.56,13.58,85.0,37.3,D+,Lineup unconfirmed,973.0,3.9,21.5,12.4,41.0,28.0,81.4,93.7,117.3,0.504,19.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,51.46443514644351,246.0,Sweeper,20.711297071129707,99.0,Changeup,14.435146443514645,69.0,Sinker,10.669456066945607,51.0,Cutter,2.719665271966527,13.0,,,,,,,,,
92,2026-09-25,822760,2026-09-25T23:07:00Z,Scheduled,Rogers Centre,Cincinnati Reds @ Toronto Blue Jays,Home,815873,Sean Keys,Toronto Blue Jays,Cincinnati Reds,DH,L,No,,23,61,55,11,2,0,2,8,9,3,1,20,0.2,0.25,0.345,0.595,6,14,10,2,0,0.2,0.0,11,24,19,5,1,0.263,0.0417,84,36,5.0,26.9,64.4,14.8,20.8,7.4,19.8,52.2,30.2,5.6,1.5,5.6,50.0,82.6,20.8,0.592,73.0,94.8,107.6,46.2,11.6,12.6,40.2,37.3,Below Average,2.5,Pull Power,A-,Elevated power plane,37.3,Below Average,0.964,Good,5.6,66.7,92.3,0.698,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,4.02,2.02,Positive regression,Below Average Pull Power profile. 5.0% barrel rate; 82.6 mph average exit velocity; 19.8% air-ball rate; 52.2% pull-air rate; 5.6% HR-launch rate.,0.0328,0.0323,3.81,13,8,27.5,0.47,47.3,Recently homered,666157.0,Nick Lodolo,L,LHB vs LHP,20,20,103.2,5.04,1.47,20,1.74,6.95,3.82,52.6,100.0,0.563,12.7,4-Seam Fastball,L,LHB vs LHP,46.3,3,0.0,0.333,0.0,0.333,0,1,1,0.0,0.0,1.039,113,0.0354,3.9,0.622,0,0,0,0/0,,,,,0,0,0,49.3,Neutral Matchup,Average,50.0,5,486,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.005,0.989,51.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,46.3,41.3,52.6,46.5,50.0,45.0,48.2,5.19,0.87,1.102,0.985,0.94,0.964,0.907,1.0,11.75,7.39,58.3,20.0,F,Small season sample; Lineup unconfirmed,591.0,6.4,26.6,14.2,37.9,33.5,83.6,96.2,115.9,0.614,20.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,28.80658436213992,140.0,Sinker,27.77777777777778,135.0,Curveball,25.102880658436213,122.0,Changeup,18.31275720164609,89.0,,,,,,,,,,,,
93,2026-09-25,824058,2026-09-25T23:40:00Z,Scheduled,Kauffman Stadium,Cleveland Guardians @ Kansas City Royals,Home,695600,Carter Jensen,Kansas City Royals,Cleveland Guardians,C,L,No,,147,593,519,122,33,2,25,77,76,64,4,169,0.235,0.32,0.451,0.771,10,41,38,11,2,0.289,0.0488,23,101,87,26,8,0.299,0.0792,704,110,7.5,25.6,54.6,18.3,26.9,19.4,29.2,50.6,29.5,8.2,6.2,8.2,63.2,84.2,22.5,0.701,71.8,96.8,112.5,34.7,12.7,8.7,48.1,44.7,Below Average,3.0,Pull Power,A-,Elevated power plane,44.7,Below Average,0.985,Good,10.0,63.6,98.6,0.897,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,47.12,22.12,Strong positive regression,Below Average Pull Power profile. 7.5% barrel rate; 84.2 mph average exit velocity; 29.2% air-ball rate; 50.6% pull-air rate; 8.2% HR-launch rate.,0.0422,0.0404,3.99,12,3,20.8,0.58,57.8,Recently homered,668909.0,Gavin Williams,R,LHB vs RHP,31,31,181.0,3.63,1.08,27,1.34,12.13,2.83,31.8,98.9,0.515,4.6,Sweeper,L,LHB vs RHP,44.9,421,0.236,0.328,0.489,0.817,21,50,114,0.0499,6.2,0.612,434,0.03,5.6,0.61,5,5,1,1/5,0.2,0.2,0.8,1.0,1,0,3,43.0,Neutral Matchup,Average,58.5,5,460,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.964,0.983,57.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,44.9,38.2,31.8,68.9,50.0,45.0,48.1,5.17,1.198,1.038,1.025,1.0,0.985,0.985,1.0,15.19,10.89,85.0,31.1,D,Lineup unconfirmed,876.0,5.8,25.8,12.2,38.0,29.9,83.2,95.2,116.0,0.623,27.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,32.608695652173914,150.0,Sweeper,29.130434782608695,134.0,Curveball,24.130434782608695,111.0,Sinker,11.521739130434783,53.0,Cutter,2.608695652173913,12.0,,,,,,,,,
94,2026-09-25,823248,2026-09-26T01:40:00Z,Scheduled,Petco Park,Arizona Diamondbacks @ San Diego Padres,Away,699912,Jose Fernandez,Arizona Diamondbacks,San Diego Padres,DH,R,No,,71,219,202,52,9,0,3,26,16,11,1,50,0.257,0.299,0.347,0.646,6,12,11,2,0,0.182,0.0,8,18,17,3,0,0.176,0.0,270,15,1.8,29.2,37.5,34.8,27.7,6.7,22.2,47.9,25.5,4.6,3.4,4.6,50.0,80.7,11.5,0.452,70.0,95.3,110.3,35.0,11.6,11.1,42.1,29.8,Weak,2.0,Pull Power,A,Excellent HR swing plane,29.8,Weak,0.943,Good,0.0,50.0,99.4,0.413,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,6.97,3.97,Positive regression,Weak Pull Power profile. 1.8% barrel rate; 80.7 mph average exit velocity; 22.2% air-ball rate; 47.9% pull-air rate; 4.6% HR-launch rate.,0.0137,0.0202,3.93,126,49,67.3,1.87,187.1,Above normal drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,1.0,1.0,47.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,50.8,39.2,45.0,48.1,5.17,0.889,1.0,1.0,0.94,0.943,0.887,1.035,7.7,5.52,59.1,22.2,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2026-09-25,822681,2026-09-25T22:45:00Z,Scheduled,Nationals Park,New York Mets @ Washington Nationals,Home,695670,Harry Ford,Washington Nationals,New York Mets,C,R,No,,37,114,97,18,6,0,3,16,10,16,1,28,0.186,0.307,0.34,0.647,7,14,12,2,0,0.167,0.0,15,42,35,6,1,0.171,0.0238,147,57,6.0,18.4,46.1,33.3,20.6,13.6,20.6,42.8,28.7,8.1,4.9,8.1,33.1,78.8,17.4,0.488,67.1,91.6,110.2,4.0,9.2,3.1,50.0,27.7,Weak,2.0,Pull Power,A,Excellent HR swing plane,27.7,Weak,0.938,Good,7.0,41.7,92.8,0.548,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,7.76,4.76,Strong positive regression,Weak Pull Power profile. 6.0% barrel rate; 78.8 mph average exit velocity; 20.6% air-ball rate; 42.8% pull-air rate; 8.1% HR-launch rate.,0.0263,0.0292,3.87,31,14,32.3,0.96,95.9,Near normal interval,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,47.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,41.0,50.0,45.0,48.0,5.16,0.837,1.0,1.0,0.94,0.938,0.881,1.0,10.85,6.47,53.5,18.8,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2026-09-25,824947,2026-09-26T01:40:00Z,Scheduled,Sutter Health Park,Houston Astros @ Athletics,Home,669127,Shea Langeliers,Athletics,Houston Astros,C,R,No,,103,453,412,110,21,0,23,58,58,35,5,104,0.267,0.331,0.485,0.816,10,37,36,11,0,0.306,0.0,10,37,36,11,0,0.306,0.0,582,59,5.1,23.2,42.0,29.0,28.9,12.6,28.0,40.2,33.4,4.8,3.1,4.8,50.0,83.2,21.9,0.611,73.5,95.3,113.1,42.3,12.0,10.3,60.8,36.4,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,36.4,Below Average,0.962,Good,0.0,33.3,92.2,0.495,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,26.44,3.44,Positive regression,Below Average Contact-First Profile profile. 5.1% barrel rate; 83.2 mph average exit velocity; 28.0% air-ball rate; 40.2% pull-air rate; 4.8% HR-launch rate.,0.0508,0.0468,4.09,43,12,17.9,2.4,240.0,Very long drought,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,50.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,21.0,50.0,45.0,47.9,5.13,0.758,1.0,1.0,1.0,0.962,0.962,1.06,17.82,9.12,70.0,34.4,D,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2026-09-25,823491,2026-09-25T20:10:00Z,Scheduled,Yankee Stadium,Baltimore Orioles @ New York Yankees,Away,669236,Jeremiah Jackson,Baltimore Orioles,New York Yankees,2B,R,No,,100,283,269,59,11,0,9,28,44,8,2,64,0.219,0.245,0.361,0.606,10,31,31,5,2,0.161,0.0645,11,35,35,6,2,0.171,0.0571,391,56,4.1,20.1,43.3,29.8,26.7,10.5,20.3,41.4,22.3,4.9,2.9,4.9,69.4,82.2,20.5,0.545,70.5,93.7,110.0,31.5,8.8,6.2,61.0,28.2,Weak,2.0,Contact-First Profile,A-,Elevated power plane,28.2,Weak,0.939,Good,3.6,44.4,90.8,0.614,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,15.11,6.11,Strong positive regression,Weak Contact-First Profile profile. 4.1% barrel rate; 82.2 mph average exit velocity; 20.3% air-ball rate; 41.4% pull-air rate; 4.9% HR-launch rate.,0.0318,0.0319,3.87,20,6,29.9,0.67,66.9,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,1.0,45.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,32.0,64.4,45.0,47.9,5.13,1.35,1.0,1.0,0.975,0.939,0.915,1.0,11.78,9.79,65.0,24.8,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
