rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_rotation_factor,preseason_game_plan_factor,preseason_attempt_share,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
60,2026,REG,1,Regular Season Week 1,00-0030565,Geno Smith,NYJ,ACT,13,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zppfqqcyjfma14jjif3a",TEAM_BLEND,28.6,6.47,188.0,47,2025.0,188.6,184.9,201.7,201.7,254.1,27.8,28.5,29.9,6.84,6.44,6.74,28.4,6.67,201.6,70.50750408880482,NFL_HISTORY,28.4,28.4,FULL_GAME_WORKLOAD,regular,189.6,71.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.668,6.668,4.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,98.3,142.2,190.4,238.3,280.5,89.6,VERY HIGH,86.9,VERY HIGH,83.9,VERY HIGH,80.1,VERY HIGH,76.0,HIGH,71.2,HIGH,66.5,SOLID,61.3,SOLID,55.7,LEAN,50.2,LEAN,44.6,COIN FLIP,39.1,LOW,34.0,LOW,29.0,LOW,24.3,VERY LOW,20.0,VERY LOW,16.1,VERY LOW,12.9,VERY LOW,10.2,VERY LOW,8.0,VERY LOW,6.1,VERY LOW,4.8,VERY LOW,3.5,VERY LOW,2.6,VERY LOW,1.8,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,82.5,82.4,80.2,73.8,62.0,44.0,QB_3_SEASON_GAME_BOOTSTRAP,1668,47,35.5,35.2,TEN,away,401872924,2026-09-13T17:00Z,New York Jets at Tennessee Titans
61,2026,REG,1,Regular Season Week 1,00-0033869,Mitchell Trubisky,TEN,ACT,9,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yxs7ix2pmcfv5k1qn1sk",TEAM_BLEND,29.6,6.68,196.5,6,2025.0,167.2,162.3,162.3,259.0,101.0,25.0,25.3,29.0,6.68,6.42,8.93,26.3,7.11,174.2,59.91747440450945,NFL_HISTORY,26.3,26.3,FULL_GAME_WORKLOAD,regular,186.7,64.5,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.106,7.106,4.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,104.8,143.5,186.0,229.7,269.1,91.3,ELITE,88.4,VERY HIGH,85.3,VERY HIGH,81.5,VERY HIGH,76.7,HIGH,71.3,HIGH,65.3,SOLID,59.5,LEAN,53.6,LEAN,47.3,COIN FLIP,41.9,COIN FLIP,35.4,LOW,29.9,LOW,24.8,VERY LOW,20.3,VERY LOW,16.3,VERY LOW,12.8,VERY LOW,9.8,VERY LOW,7.5,VERY LOW,5.6,VERY LOW,4.1,VERY LOW,2.9,VERY LOW,1.8,VERY LOW,1.2,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,63.9,57.2,49.9,49.5,35.6,17.7,QB_3_SEASON_GAME_BOOTSTRAP,178,13,13.7,22.1,NYJ,home,401872924,2026-09-13T17:00Z,New York Jets at Tennessee Titans
62,2026,REG,1,Regular Season Week 1,00-0041056,Cade Klubnik,NYJ,ACT,0,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sqsxavkryojbysy4kq85",TEAM_BLEND,28.6,6.47,188.0,0,,,,,,,,,,,,,28.6,6.47,188.0,74.90700657764373,TEAM_PRIOR_NO_NFL_HISTORY,28.6,28.6,FULL_GAME_WORKLOAD,regular,185.1,83.9,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.468,6.468,4.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,78.9,130.5,185.8,241.6,294.3,84.8,VERY HIGH,82.0,VERY HIGH,78.6,HIGH,75.1,HIGH,71.2,HIGH,66.9,SOLID,62.2,SOLID,57.7,LEAN,52.6,LEAN,48.0,COIN FLIP,43.1,COIN FLIP,38.7,LOW,34.2,LOW,29.8,LOW,25.7,LOW,22.1,VERY LOW,18.4,VERY LOW,15.8,VERY LOW,13.3,VERY LOW,10.9,VERY LOW,8.9,VERY LOW,7.1,VERY LOW,5.7,VERY LOW,4.3,VERY LOW,3.3,VERY LOW,2.7,VERY LOW,1.9,VERY LOW,1.5,VERY LOW,1.0,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,82.5,82.4,75.4,64.8,50.0,32.5,TEAM_3_SEASON_GAME_BOOTSTRAP,1879,51,36.8,31.4,TEN,away,401872924,2026-09-13T17:00Z,New York Jets at Tennessee Titans
63,2026,REG,1,Regular Season Week 1,00-0036212,Tua Tagovailoa,ATL,ACT,6,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmm4ohds7qci0vqoobhm",TEAM_BLEND,29.6,6.91,205.1,42,2025.0,176.2,190.8,191.7,190.0,260.6,22.6,27.0,27.4,7.74,7.1,6.94,25.4,7.29,196.1,54.624062911464975,NFL_HISTORY,25.4,25.4,FULL_GAME_WORKLOAD,regular,185.0,58.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.294,7.294,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,110.8,144.6,184.5,224.3,258.4,92.8,ELITE,90.3,ELITE,87.0,VERY HIGH,82.5,VERY HIGH,77.6,HIGH,72.0,HIGH,65.9,SOLID,59.3,LEAN,52.9,LEAN,46.2,COIN FLIP,39.4,LOW,33.0,LOW,27.4,LOW,22.0,VERY LOW,17.2,VERY LOW,13.0,VERY LOW,9.5,VERY LOW,7.1,VERY LOW,5.1,VERY LOW,3.4,VERY LOW,2.3,VERY LOW,1.5,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.5,82.1,76.0,54.6,40.5,QB_3_SEASON_GAME_BOOTSTRAP,1472,43,34.2,37.2,PIT,away,401872658,2026-09-13T17:00Z,Atlanta Falcons at Pittsburgh Steelers
64,2026,REG,1,Regular Season Week 1,00-0040668,Shedeur Sanders,CLE,ACT,1,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/joe08hz6to2madpko8zl",TEAM_BLEND,30.4,6.42,196.0,8,2025.0,199.0,175.0,175.0,175.0,,30.2,26.5,26.5,6.45,6.45,6.45,28.6,6.45,184.9,93.24922847020817,NFL_HISTORY,28.6,28.6,FULL_GAME_WORKLOAD,regular,184.1,90.3,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.449,6.449,4.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,67.4,123.2,183.7,246.5,301.5,82.2,VERY HIGH,79.3,HIGH,76.2,HIGH,72.6,HIGH,69.0,SOLID,65.1,SOLID,60.8,SOLID,56.1,LEAN,51.7,LEAN,47.2,COIN FLIP,43.2,COIN FLIP,39.1,LOW,35.2,LOW,31.3,LOW,27.4,LOW,23.9,VERY LOW,20.5,VERY LOW,17.4,VERY LOW,14.9,VERY LOW,12.5,VERY LOW,10.2,VERY LOW,8.5,VERY LOW,7.0,VERY LOW,5.4,VERY LOW,4.4,VERY LOW,3.2,VERY LOW,2.4,VERY LOW,1.9,VERY LOW,1.3,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,82.5,82.5,81.4,80.3,69.6,49.6,QB_3_SEASON_GAME_BOOTSTRAP,235,8,29.4,40.4,JAX,away,401872922,2026-09-13T17:00Z,Cleveland Browns at Jacksonville Jaguars
65,2026,REG,1,Regular Season Week 1,00-0039150,Bryce Young,CAR,ACT,3,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vcvhmxvxw2a3armle0af",TEAM_BLEND,29.5,6.6,195.7,44,2025.0,176.0,186.1,190.5,188.2,195.8,27.0,27.9,29.9,6.58,6.43,6.2,28.0,6.46,184.9,93.45765412520761,NFL_HISTORY,28.0,28.0,FULL_GAME_WORKLOAD,regular,180.9,88.3,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.459,6.459,4.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,70.0,122.5,181.9,240.1,293.8,82.3,VERY HIGH,79.1,HIGH,75.9,HIGH,72.0,HIGH,68.1,SOLID,64.2,SOLID,59.8,LEAN,55.4,LEAN,51.0,LEAN,46.4,COIN FLIP,41.6,COIN FLIP,37.2,LOW,32.9,LOW,28.9,LOW,25.1,LOW,21.5,VERY LOW,18.5,VERY LOW,15.5,VERY LOW,13.2,VERY LOW,10.9,VERY LOW,8.9,VERY LOW,7.3,VERY LOW,5.9,VERY LOW,4.5,VERY LOW,3.6,VERY LOW,2.6,VERY LOW,2.1,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,80.8,78.8,73.5,67.2,50.8,34.9,QB_3_SEASON_GAME_BOOTSTRAP,1554,47,33.1,31.1,CHI,home,401872661,2026-09-13T17:00Z,Chicago Bears at Carolina Panthers
66,2026,REG,1,Regular Season Week 1,00-0038128,Malik Willis,MIA,ACT,4,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txvgdbwbryzyyqq6gfet",TEAM_BLEND,29.2,6.82,200.4,5,2025.0,173.8,173.8,173.8,204.5,153.3,15.6,15.6,16.0,10.9,10.9,12.36,17.0,10.5,176.9,81.21847759202528,NFL_HISTORY,17.0,17.0,FULL_GAME_WORKLOAD,regular,178.8,82.4,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,10.5,10.5,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,72.8,123.2,180.2,234.2,284.8,83.2,VERY HIGH,80.0,VERY HIGH,76.5,HIGH,72.5,HIGH,68.5,SOLID,64.2,SOLID,59.5,LEAN,54.7,LEAN,50.1,LEAN,45.2,COIN FLIP,40.4,COIN FLIP,35.5,LOW,30.9,LOW,26.8,LOW,22.9,VERY LOW,19.4,VERY LOW,16.2,VERY LOW,13.4,VERY LOW,10.9,VERY LOW,8.9,VERY LOW,7.2,VERY LOW,5.7,VERY LOW,4.2,VERY LOW,3.1,VERY LOW,2.4,VERY LOW,1.8,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,75.1,60.2,60.2,60.1,60.1,60.1,QB_3_SEASON_GAME_BOOTSTRAP,110,11,10.0,30.5,LV,away,401872928,2026-09-13T20:25Z,Miami Dolphins at Las Vegas Raiders
67,2026,REG,1,Regular Season Week 1,00-0033537,Deshaun Watson,CLE,ACT,9,4.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",TEAM_BLEND,30.4,6.42,196.0,12,2024.0,158.6,186.9,188.2,164.0,222.0,27.4,31.3,30.9,6.02,6.16,5.62,29.4,6.02,177.8,37.564471173060504,NFL_HISTORY,29.4,29.4,FULL_GAME_WORKLOAD,regular,176.8,48.5,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.017,6.017,4.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,115.8,144.0,177.4,210.7,241.5,94.5,ELITE,91.8,ELITE,88.3,VERY HIGH,83.5,VERY HIGH,77.7,HIGH,71.1,HIGH,63.9,SOLID,56.1,LEAN,48.2,COIN FLIP,40.2,COIN FLIP,32.7,LOW,25.5,LOW,19.7,VERY LOW,14.7,VERY LOW,10.5,VERY LOW,7.2,VERY LOW,4.7,VERY LOW,3.0,VERY LOW,1.9,VERY LOW,1.2,VERY LOW,0.7,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,75.8,74.5,60.7,42.9,28.4,QB_3_SEASON_GAME_BOOTSTRAP,438,13,33.7,28.8,JAX,away,401872922,2026-09-13T17:00Z,Cleveland Browns at Jacksonville Jaguars
68,2026,REG,1,Regular Season Week 1,00-0040691,Jaxson Dart,NYG,ACT,1,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n6uymxssgiicjmxkzxoc",TEAM_BLEND,29.3,6.62,196.3,12,2025.0,171.0,195.9,189.3,189.3,,27.0,27.9,28.2,5.85,6.78,6.53,27.7,6.34,183.3,74.96669476064694,NFL_HISTORY,27.7,27.7,FULL_GAME_WORKLOAD,regular,175.5,75.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.338,6.338,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,78.0,124.6,176.9,226.3,272.6,83.9,VERY HIGH,80.4,VERY HIGH,76.7,HIGH,72.6,HIGH,68.1,SOLID,63.2,SOLID,58.3,LEAN,53.4,LEAN,48.5,COIN FLIP,43.4,COIN FLIP,38.1,LOW,32.6,LOW,27.8,LOW,23.6,VERY LOW,19.7,VERY LOW,16.2,VERY LOW,13.0,VERY LOW,10.7,VERY LOW,8.3,VERY LOW,6.5,VERY LOW,4.9,VERY LOW,3.6,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.4,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,82.5,82.5,75.6,61.1,51.9,44.1,QB_3_SEASON_GAME_BOOTSTRAP,376,12,31.3,30.2,DAL,home,401872930,2026-09-14T00:20Z,Dallas Cowboys at New York Giants
69,2026,REG,1,Regular Season Week 1,00-0038416,Tyson Bagent,CHI,ACT,3,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ymimvligfyrucu0v3p6a",TEAM_BLEND,30.5,6.76,206.8,5,2023.0,171.8,171.8,171.8,171.8,,28.6,28.6,28.6,6.01,6.01,6.01,28.8,6.1,171.8,59.21317420979895,NFL_HISTORY,28.8,28.8,FULL_GAME_WORKLOAD,regular,175.5,63.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.097,6.097,4.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,92.8,132.5,176.6,219.7,256.9,87.8,VERY HIGH,84.4,VERY HIGH,80.6,VERY HIGH,76.2,HIGH,71.3,HIGH,65.9,SOLID,60.1,SOLID,53.8,LEAN,47.6,COIN FLIP,41.5,COIN FLIP,35.6,LOW,29.9,LOW,24.8,VERY LOW,19.7,VERY LOW,15.4,VERY LOW,12.1,VERY LOW,9.2,VERY LOW,7.0,VERY LOW,5.2,VERY LOW,3.8,VERY LOW,2.7,VERY LOW,2.0,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,63.9,63.5,42.2,14.3,14.3,QB_3_SEASON_GAME_BOOTSTRAP,155,9,17.2,21.0,CAR,away,401872661,2026-09-13T17:00Z,Chicago Bears at Carolina Panthers
70,2026,REG,1,Regular Season Week 1,00-0034771,Mason Rudolph,PIT,ACT,8,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oadtxde6hxz1jgrs618o",TEAM_BLEND,29.5,6.83,201.6,13,2025.0,162.6,182.8,195.7,149.0,191.2,24.2,27.5,23.5,6.97,6.76,6.73,25.5,6.84,171.5,61.50559510722684,NFL_HISTORY,25.5,25.5,FULL_GAME_WORKLOAD,regular,174.5,63.3,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.845,6.845,4.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,93.6,131.8,173.8,217.0,255.8,88.0,VERY HIGH,84.2,VERY HIGH,80.3,VERY HIGH,75.9,HIGH,70.6,HIGH,64.9,SOLID,58.9,LEAN,52.5,LEAN,46.2,COIN FLIP,40.0,LOW,34.0,LOW,28.5,LOW,23.6,VERY LOW,19.1,VERY LOW,15.0,VERY LOW,11.8,VERY LOW,8.6,VERY LOW,6.4,VERY LOW,4.7,VERY LOW,3.5,VERY LOW,2.3,VERY LOW,1.6,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,72.9,64.3,63.0,60.1,45.3,28.5,QB_3_SEASON_GAME_BOOTSTRAP,415,18,23.1,30.5,ATL,home,401872658,2026-09-13T17:00Z,Atlanta Falcons at Pittsburgh Steelers
71,2026,REG,1,Regular Season Week 1,00-0039910,Jayden Daniels,WAS,ACT,2,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfz8k5onuqjrche9ogqc",TEAM_BLEND,28.2,6.88,194.2,23,2025.0,165.8,178.5,192.3,180.3,222.6,23.2,27.5,26.9,6.99,6.36,6.78,25.5,6.76,182.4,63.236504698114615,NFL_HISTORY,25.5,25.5,FULL_GAME_WORKLOAD,regular,172.6,65.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.763,6.763,4.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,90.9,131.0,172.8,216.5,258.5,87.4,VERY HIGH,84.0,VERY HIGH,80.1,VERY HIGH,75.5,HIGH,70.7,HIGH,64.6,SOLID,58.3,LEAN,51.7,LEAN,45.4,COIN FLIP,39.5,LOW,33.7,LOW,28.2,LOW,23.6,VERY LOW,19.2,VERY LOW,15.7,VERY LOW,12.4,VERY LOW,9.6,VERY LOW,7.2,VERY LOW,5.3,VERY LOW,3.7,VERY LOW,2.7,VERY LOW,1.9,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,79.5,79.5,74.7,70.2,64.0,46.8,QB_3_SEASON_GAME_BOOTSTRAP,857,27,31.7,38.4,PHI,away,401872929,2026-09-13T20:25Z,Washington Commanders at Philadelphia Eagles
72,2026,REG,1,Regular Season Week 1,00-0036898,Davis Mills,HOU,ACT,5,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jh9e97vjzmeafx8jz0sn",TEAM_BLEND,29.7,6.74,200.6,8,2025.0,178.4,156.0,156.0,178.4,103.5,31.0,27.6,31.0,5.37,5.49,5.37,30.0,5.56,160.4,97.63568483910285,NFL_HISTORY,30.0,29.9,FULL_GAME_WORKLOAD,regular,166.6,90.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,5.564,5.564,3.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,50.1,106.0,166.4,228.1,284.4,76.9,HIGH,73.7,HIGH,70.0,SOLID,65.8,SOLID,61.5,SOLID,57.2,LEAN,52.7,LEAN,48.2,COIN FLIP,44.0,COIN FLIP,39.5,LOW,35.7,LOW,31.8,LOW,28.1,LOW,24.4,VERY LOW,21.2,VERY LOW,18.2,VERY LOW,15.4,VERY LOW,13.1,VERY LOW,10.8,VERY LOW,8.9,VERY LOW,7.1,VERY LOW,5.7,VERY LOW,4.7,VERY LOW,3.6,VERY LOW,2.8,VERY LOW,2.2,VERY LOW,1.6,VERY LOW,1.2,VERY LOW,1.0,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,62.0,51.6,51.4,29.9,18.9,7.9,QB_3_SEASON_GAME_BOOTSTRAP,250,16,15.6,17.2,BUF,home,401872660,2026-09-13T17:00Z,Buffalo Bills at Houston Texans
73,2026,REG,1,Regular Season Week 1,00-0039923,J.J. McCarthy,MIN,ACT,2,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omybnfokapjw6jwb5dd3",TEAM_BLEND,28.9,6.87,199.7,10,2025.0,158.0,163.2,163.2,163.2,,20.6,24.3,24.3,7.54,6.87,6.87,23.1,7.14,161.1,56.77470568527008,NFL_HISTORY,23.1,23.1,FULL_GAME_WORKLOAD,regular,164.8,61.9,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.136,7.136,4.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,85.1,121.6,163.9,205.6,244.0,84.8,VERY HIGH,80.7,VERY HIGH,75.8,HIGH,70.8,HIGH,64.9,SOLID,58.9,LEAN,52.5,LEAN,45.9,COIN FLIP,39.4,LOW,33.3,LOW,27.6,LOW,22.6,VERY LOW,18.1,VERY LOW,14.3,VERY LOW,11.1,VERY LOW,8.5,VERY LOW,6.1,VERY LOW,4.2,VERY LOW,3.0,VERY LOW,2.0,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.4,81.9,71.4,50.8,25.5,QB_3_SEASON_GAME_BOOTSTRAP,273,10,27.3,34.2,GB,home,401872927,2026-09-13T20:25Z,Green Bay Packers at Minnesota Vikings
74,2026,REG,1,Regular Season Week 1,00-0028118,Tyrod Taylor,GB,ACT,15,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/whpztm9akd7yefplp37r",TEAM_BLEND,28.0,7.26,201.2,13,2025.0,154.6,164.1,169.7,154.6,59.5,26.0,24.1,26.0,5.89,6.52,5.89,25.7,6.22,143.7,78.82632350781726,NFL_HISTORY,25.7,25.7,FULL_GAME_WORKLOAD,regular,159.8,77.3,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.219,6.219,4.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,59.4,107.6,160.0,212.8,260.5,78.0,HIGH,73.9,HIGH,69.3,SOLID,64.6,SOLID,60.0,SOLID,55.1,LEAN,50.0,LEAN,45.1,COIN FLIP,39.9,LOW,35.3,LOW,30.5,LOW,26.2,LOW,22.1,VERY LOW,18.6,VERY LOW,15.3,VERY LOW,12.4,VERY LOW,10.1,VERY LOW,8.0,VERY LOW,6.2,VERY LOW,4.7,VERY LOW,3.5,VERY LOW,2.5,VERY LOW,1.9,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,72.9,54.4,48.6,45.2,31.8,29.6,QB_3_SEASON_GAME_BOOTSTRAP,371,18,20.6,28.1,MIN,away,401872927,2026-09-13T20:25Z,Green Bay Packers at Minnesota Vikings
75,2026,REG,1,Regular Season Week 1,00-0038579,Aidan O'Connell,LV,ACT,3,12.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bcejxo7ofgk5pszhup12",TEAM_BLEND,28.9,6.65,193.2,21,2025.0,183.8,171.4,182.5,102.0,179.1,29.6,26.5,22.0,6.02,6.22,4.64,27.3,5.84,164.1,86.44975980833954,NFL_HISTORY,27.3,27.3,FULL_GAME_WORKLOAD,regular,159.6,83.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,5.843,5.843,3.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,49.2,101.5,158.3,214.5,266.5,75.6,HIGH,71.5,HIGH,67.3,SOLID,63.1,SOLID,58.7,LEAN,54.1,LEAN,49.1,COIN FLIP,44.3,COIN FLIP,39.5,LOW,35.1,LOW,30.8,LOW,26.6,LOW,22.9,VERY LOW,19.8,VERY LOW,16.8,VERY LOW,14.1,VERY LOW,11.6,VERY LOW,9.1,VERY LOW,7.1,VERY LOW,5.6,VERY LOW,4.4,VERY LOW,3.3,VERY LOW,2.5,VERY LOW,1.9,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.2,VERY LOW,82.5,82.5,77.8,66.8,48.3,33.8,QB_3_SEASON_GAME_BOOTSTRAP,646,21,30.8,30.8,MIA,home,401872928,2026-09-13T20:25Z,Miami Dolphins at Las Vegas Raiders
