rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,preseason_expected_to_play,preseason_game_plan_role,preseason_game_plan_source,preseason_game_plan_note,preseason_rotation_factor,preseason_game_plan_factor,preseason_attempt_share,expected_pressure_rate,pressure_adjusted_ypa,clean_pocket_ypa,under_pressure_ypa,depth_matchup_short_0_4,depth_matchup_short_5_9,depth_matchup_intermediate_10_14,depth_matchup_intermediate_15_19,depth_matchup_deep_20_24,depth_matchup_deep_25_29,depth_matchup_deep_30_plus,game_script_volume_factor,game_script_efficiency_factor,game_script_label,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,pass_depth_game_sample,pass_depth_avg_hist_attempts,pass_depth_avg_longest_completion,opponent,home_away,game_id,game_date,game_name
27,2026,REG,1,Regular Season Week 1,00-0040589,Kurtis Rourke,SF,ACT,1,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rq4swf5c2ar45ljuc0w2",TEAM_BLEND,30.4,7.1,217.1,0,,,,,,,,,,,,,30.4,7.1,217.1,72.31052430647836,TEAM_PRIOR_NO_NFL_HISTORY,30.4,30.4,FULL_GAME_WORKLOAD,regular,215.6,81.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.101,7.101,4.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,109.6,160.2,213.8,268.6,314.8,92.0,ELITE,89.9,VERY HIGH,87.5,VERY HIGH,85.1,VERY HIGH,82.2,VERY HIGH,78.9,HIGH,75.1,HIGH,70.9,HIGH,66.6,SOLID,61.4,SOLID,56.6,LEAN,51.8,LEAN,47.1,COIN FLIP,41.6,COIN FLIP,37.3,LOW,32.6,LOW,28.2,LOW,24.4,VERY LOW,20.5,VERY LOW,17.1,VERY LOW,13.8,VERY LOW,11.1,VERY LOW,9.0,VERY LOW,7.4,VERY LOW,5.9,VERY LOW,4.4,VERY LOW,3.4,VERY LOW,2.6,VERY LOW,2.0,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,82.5,82.5,82.3,78.0,68.4,57.4,TEAM_3_SEASON_GAME_BOOTSTRAP,1880,56,33.6,38.5,LAR,away,401872657,2026-09-11T00:35Z,San Francisco 49ers at Los Angeles Rams
28,2026,REG,1,Regular Season Week 1,00-0041561,Carson Beck,ARI,ACT,0,19.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yvybqpgnezk75h9rpobv",TEAM_BLEND,31.5,6.83,215.0,0,,,,,,,,,,,,,31.5,6.83,215.0,67.84229878654799,TEAM_PRIOR_NO_NFL_HISTORY,31.5,31.5,FULL_GAME_WORKLOAD,regular,215.2,76.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.825,6.825,4.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,117.2,164.2,214.9,267.6,314.6,93.3,ELITE,91.5,ELITE,89.4,VERY HIGH,87.1,VERY HIGH,83.8,VERY HIGH,80.5,VERY HIGH,76.7,HIGH,72.5,HIGH,68.1,SOLID,63.4,SOLID,58.3,LEAN,52.6,LEAN,47.4,COIN FLIP,42.4,COIN FLIP,37.5,LOW,32.8,LOW,28.4,LOW,24.0,VERY LOW,20.1,VERY LOW,16.4,VERY LOW,13.8,VERY LOW,11.0,VERY LOW,8.6,VERY LOW,6.6,VERY LOW,5.1,VERY LOW,3.8,VERY LOW,2.9,VERY LOW,2.0,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,0.6,VERY LOW,82.5,82.5,80.6,75.9,58.1,45.5,TEAM_3_SEASON_GAME_BOOTSTRAP,1888,51,37.0,33.5,LAC,away,401872926,2026-09-13T20:25Z,Arizona Cardinals at Los Angeles Chargers
29,2026,REG,1,Regular Season Week 1,00-0036355,Justin Herbert,LAC,ACT,6,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jnkspnntgebegzp4ghve",TEAM_BLEND,30.0,6.98,209.8,46,2025.0,207.2,223.4,227.3,232.9,227.6,27.2,29.6,32.0,7.57,7.44,7.29,29.0,7.4,220.7,79.06689127793621,NFL_HISTORY,29.0,29.0,FULL_GAME_WORKLOAD,regular,214.6,78.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.403,7.403,5.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,115.6,161.1,213.9,265.8,312.6,92.8,ELITE,91.0,ELITE,89.0,VERY HIGH,86.2,VERY HIGH,83.2,VERY HIGH,79.7,HIGH,75.6,HIGH,71.4,HIGH,67.1,SOLID,62.0,SOLID,57.0,LEAN,52.0,LEAN,46.8,COIN FLIP,41.6,COIN FLIP,36.7,LOW,31.7,LOW,27.5,LOW,23.3,VERY LOW,19.6,VERY LOW,16.2,VERY LOW,13.0,VERY LOW,10.6,VERY LOW,8.3,VERY LOW,6.7,VERY LOW,5.1,VERY LOW,3.9,VERY LOW,2.9,VERY LOW,2.2,VERY LOW,1.7,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,82.5,82.5,81.7,75.7,68.9,53.3,QB_3_SEASON_GAME_BOOTSTRAP,1673,48,34.9,40.0,ARI,home,401872926,2026-09-13T20:25Z,Arizona Cardinals at Los Angeles Chargers
30,2026,REG,1,Regular Season Week 1,00-0041123,Behren Morton,NE,ACT,0,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/st5s1urflg14hwvx8uzl",TEAM_BLEND,29.5,7.26,212.2,0,,,,,,,,,,,,,29.5,7.26,212.2,65.03672819925738,TEAM_PRIOR_NO_NFL_HISTORY,29.5,29.5,FULL_GAME_WORKLOAD,regular,214.1,72.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.261,7.261,4.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,119.0,164.4,213.5,263.5,309.2,94.0,ELITE,92.0,ELITE,89.8,VERY HIGH,87.4,VERY HIGH,84.2,VERY HIGH,80.8,VERY HIGH,76.8,HIGH,72.3,HIGH,67.5,SOLID,62.7,SOLID,57.6,LEAN,51.9,LEAN,46.5,COIN FLIP,41.0,COIN FLIP,36.4,LOW,31.2,LOW,26.5,LOW,22.2,VERY LOW,18.6,VERY LOW,15.2,VERY LOW,12.4,VERY LOW,9.8,VERY LOW,7.7,VERY LOW,6.0,VERY LOW,4.6,VERY LOW,3.7,VERY LOW,2.8,VERY LOW,2.0,VERY LOW,1.3,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,82.5,82.5,80.1,74.2,63.3,52.1,TEAM_3_SEASON_GAME_BOOTSTRAP,1885,55,34.3,34.7,SEA,away,401872656,2026-09-10T00:20Z,New England Patriots at Seattle Seahawks
31,2026,REG,1,Regular Season Week 1,00-0036879,Sam Ehlinger,DEN,ACT,5,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/imtb2ia03w2ujrl9dprs",TEAM_BLEND,31.1,6.78,210.9,0,,,,,,,,,,,,,31.1,6.78,210.9,67.93773543174798,TEAM_PRIOR_NO_NFL_HISTORY,31.1,31.1,FULL_GAME_WORKLOAD,regular,210.7,76.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.776,6.776,4.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,112.1,158.8,211.2,261.8,309.3,92.5,ELITE,90.4,ELITE,88.1,VERY HIGH,85.4,VERY HIGH,82.3,VERY HIGH,78.7,HIGH,74.5,HIGH,70.3,HIGH,65.5,SOLID,60.3,SOLID,55.6,LEAN,50.6,LEAN,45.0,COIN FLIP,39.6,LOW,34.6,LOW,29.8,LOW,25.9,LOW,21.7,VERY LOW,18.1,VERY LOW,15.0,VERY LOW,12.2,VERY LOW,9.8,VERY LOW,7.8,VERY LOW,5.9,VERY LOW,4.5,VERY LOW,3.4,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,82.5,82.5,81.5,78.3,69.9,58.0,TEAM_3_SEASON_GAME_BOOTSTRAP,1909,54,35.4,38.4,KC,away,401872931,2026-09-15T00:15Z,Denver Broncos at Kansas City Chiefs
32,2026,REG,1,Regular Season Week 1,00-0040673,Jalen Milroe,SEA,ACT,1,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hohqoqpdyquxn1sr1fm2",TEAM_BLEND,29.1,7.24,209.5,0,,,,,,,,,,,,,29.1,7.24,209.5,71.14862695425265,TEAM_PRIOR_NO_NFL_HISTORY,29.1,29.1,FULL_GAME_WORKLOAD,regular,210.6,79.7,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.237,7.237,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,108.5,158.6,211.8,266.1,316.6,91.8,ELITE,89.7,VERY HIGH,87.5,VERY HIGH,85.0,VERY HIGH,81.8,VERY HIGH,78.4,HIGH,74.4,HIGH,70.2,HIGH,65.6,SOLID,60.9,SOLID,56.1,LEAN,50.8,LEAN,45.7,COIN FLIP,40.8,COIN FLIP,35.9,LOW,31.5,LOW,27.4,LOW,23.5,VERY LOW,20.0,VERY LOW,16.6,VERY LOW,13.8,VERY LOW,11.5,VERY LOW,9.3,VERY LOW,7.5,VERY LOW,6.0,VERY LOW,4.7,VERY LOW,3.7,VERY LOW,2.6,VERY LOW,2.0,VERY LOW,1.4,VERY LOW,1.1,VERY LOW,82.5,82.5,82.3,78.8,64.4,53.1,TEAM_3_SEASON_GAME_BOOTSTRAP,1873,54,34.7,38.6,NE,home,401872656,2026-09-10T00:20Z,New England Patriots at Seattle Seahawks
33,2026,REG,1,Regular Season Week 1,00-0041251,Jalon Daniels,TB,ACT,0,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwhfl6i5drktwjvslfpn",TEAM_BLEND,30.3,6.93,211.4,0,,,,,,,,,,,,,30.3,6.93,211.4,76.75703374112926,TEAM_PRIOR_NO_NFL_HISTORY,30.3,30.3,FULL_GAME_WORKLOAD,regular,210.2,86.0,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.931,6.931,4.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,97.1,151.4,209.5,267.6,321.2,89.4,VERY HIGH,87.4,VERY HIGH,85.0,VERY HIGH,82.4,VERY HIGH,79.2,HIGH,75.5,HIGH,71.7,HIGH,67.8,SOLID,63.3,SOLID,58.9,LEAN,54.5,LEAN,49.7,COIN FLIP,45.3,COIN FLIP,40.8,COIN FLIP,36.4,LOW,31.9,LOW,28.0,LOW,24.0,VERY LOW,20.7,VERY LOW,17.8,VERY LOW,15.0,VERY LOW,12.5,VERY LOW,10.3,VERY LOW,8.3,VERY LOW,6.9,VERY LOW,5.5,VERY LOW,4.2,VERY LOW,3.3,VERY LOW,2.6,VERY LOW,2.0,VERY LOW,1.4,VERY LOW,82.5,82.5,79.9,76.1,61.1,46.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1933,54,35.8,36.4,CIN,away,401872925,2026-09-13T17:00Z,Tampa Bay Buccaneers at Cincinnati Bengals
34,2026,REG,1,Regular Season Week 1,00-0034855,Baker Mayfield,TB,ACT,8,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjb8e69jtt1ffqf1afue",TEAM_BLEND,30.3,6.93,211.4,51,2025.0,218.6,192.6,220.7,217.2,264.7,31.2,29.8,31.9,6.98,6.28,6.83,30.9,6.76,220.3,88.81745737748746,NFL_HISTORY,30.9,30.9,FULL_GAME_WORKLOAD,regular,208.6,85.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.756,6.756,4.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,102.4,153.7,208.7,266.9,318.4,90.5,ELITE,88.1,VERY HIGH,85.6,VERY HIGH,82.8,VERY HIGH,79.8,HIGH,76.4,HIGH,72.6,HIGH,68.4,SOLID,64.1,SOLID,59.3,LEAN,54.4,LEAN,49.3,COIN FLIP,44.6,COIN FLIP,40.1,COIN FLIP,35.6,LOW,31.6,LOW,27.6,LOW,24.0,VERY LOW,20.6,VERY LOW,17.2,VERY LOW,14.3,VERY LOW,11.8,VERY LOW,9.7,VERY LOW,7.6,VERY LOW,6.3,VERY LOW,5.1,VERY LOW,3.8,VERY LOW,3.0,VERY LOW,2.2,VERY LOW,1.7,VERY LOW,1.3,VERY LOW,82.5,82.5,78.7,75.1,59.9,44.4,QB_3_SEASON_GAME_BOOTSTRAP,1913,54,35.4,36.1,CIN,away,401872925,2026-09-13T17:00Z,Tampa Bay Buccaneers at Cincinnati Bengals
35,2026,REG,1,Regular Season Week 1,00-0034857,Josh Allen,BUF,ACT,8,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjwbioajzldkq1vzoz2d",TEAM_BLEND,29.1,7.09,208.5,49,2025.0,191.8,227.1,218.3,229.2,233.2,26.6,28.2,28.8,7.11,8.03,7.93,27.7,7.53,215.2,67.87908643150404,NFL_HISTORY,27.7,27.7,FULL_GAME_WORKLOAD,regular,208.3,69.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.529,7.529,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,120.5,161.4,207.4,253.5,295.4,94.3,ELITE,92.6,ELITE,90.2,ELITE,87.4,VERY HIGH,83.9,VERY HIGH,80.1,VERY HIGH,75.6,HIGH,70.9,HIGH,65.5,SOLID,59.7,LEAN,54.3,LEAN,48.5,COIN FLIP,42.9,COIN FLIP,37.0,LOW,31.6,LOW,26.9,LOW,22.0,VERY LOW,17.8,VERY LOW,14.3,VERY LOW,11.5,VERY LOW,8.8,VERY LOW,6.6,VERY LOW,4.9,VERY LOW,3.6,VERY LOW,2.6,VERY LOW,1.8,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,82.5,82.5,82.2,75.9,68.7,57.6,QB_3_SEASON_GAME_BOOTSTRAP,1850,56,33.0,39.4,HOU,away,401872660,2026-09-13T17:00Z,Buffalo Bills at Houston Texans
36,2026,REG,1,Regular Season Week 1,00-0036389,Jalen Hurts,PHI,ACT,6,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xow5yvxjeqa6witmofmp",TEAM_BLEND,28.3,7.09,198.5,47,2025.0,188.0,205.2,204.8,201.5,206.6,29.2,28.2,28.4,6.93,7.71,7.29,28.7,7.24,198.6,62.37746915382416,NFL_HISTORY,28.7,28.7,FULL_GAME_WORKLOAD,regular,207.6,63.9,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.236,7.236,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,126.2,163.7,207.1,251.3,290.2,95.5,ELITE,93.7,ELITE,91.5,ELITE,88.6,VERY HIGH,85.5,VERY HIGH,81.7,VERY HIGH,77.0,HIGH,71.4,HIGH,66.2,SOLID,60.4,SOLID,54.3,LEAN,48.3,COIN FLIP,42.2,COIN FLIP,36.5,LOW,30.8,LOW,25.6,LOW,21.0,VERY LOW,16.5,VERY LOW,12.8,VERY LOW,10.1,VERY LOW,7.5,VERY LOW,5.4,VERY LOW,3.9,VERY LOW,2.7,VERY LOW,2.0,VERY LOW,1.3,VERY LOW,1.0,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,82.5,82.5,79.0,73.0,63.7,51.6,QB_3_SEASON_GAME_BOOTSTRAP,1641,54,30.4,36.9,WAS,home,401872929,2026-09-13T20:25Z,Washington Commanders at Philadelphia Eagles
37,2026,REG,1,Regular Season Week 1,00-0034577,Kyle Allen,BUF,ACT,8,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s3vbqdcoc6oc6yh460v9",TEAM_BLEND,29.1,7.09,208.5,0,,,,,,,,,,,,,29.1,7.09,208.5,74.83796907649861,TEAM_PRIOR_NO_NFL_HISTORY,29.1,29.1,FULL_GAME_WORKLOAD,regular,206.5,83.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,7.086,7.086,4.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,97.8,149.7,207.3,263.8,314.4,89.5,VERY HIGH,87.1,VERY HIGH,84.5,VERY HIGH,81.7,VERY HIGH,78.5,HIGH,74.9,HIGH,70.8,HIGH,66.6,SOLID,62.5,SOLID,58.0,LEAN,53.3,LEAN,48.7,COIN FLIP,43.7,COIN FLIP,38.9,LOW,34.8,LOW,30.3,LOW,26.4,LOW,23.0,VERY LOW,19.4,VERY LOW,16.1,VERY LOW,13.5,VERY LOW,11.0,VERY LOW,8.9,VERY LOW,7.0,VERY LOW,5.6,VERY LOW,4.4,VERY LOW,3.5,VERY LOW,2.5,VERY LOW,2.0,VERY LOW,1.4,VERY LOW,1.0,VERY LOW,82.5,82.5,82.0,76.6,69.0,57.6,TEAM_3_SEASON_GAME_BOOTSTRAP,1924,58,33.2,39.7,HOU,away,401872660,2026-09-13T17:00Z,Buffalo Bills at Houston Texans
38,2026,REG,1,Regular Season Week 1,00-0035704,Drew Lock,SEA,ACT,7,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vdixnkk1uglfpwowalf8",TEAM_BLEND,29.1,7.24,209.5,8,2024.0,212.4,193.1,193.1,178.0,238.5,34.4,30.5,30.0,6.75,6.19,5.75,32.0,6.44,203.7,84.02786820020978,NFL_HISTORY,32.0,32.0,FULL_GAME_WORKLOAD,regular,206.4,80.8,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.443,6.443,4.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,103.2,152.1,206.8,261.8,311.1,90.7,ELITE,88.7,VERY HIGH,86.0,VERY HIGH,83.1,VERY HIGH,79.8,HIGH,75.8,HIGH,71.9,HIGH,67.4,SOLID,62.5,SOLID,58.1,LEAN,53.2,LEAN,48.5,COIN FLIP,43.7,COIN FLIP,39.0,LOW,34.3,LOW,30.3,LOW,25.7,LOW,22.0,VERY LOW,18.6,VERY LOW,15.5,VERY LOW,12.8,VERY LOW,10.3,VERY LOW,8.1,VERY LOW,6.2,VERY LOW,4.7,VERY LOW,3.6,VERY LOW,2.8,VERY LOW,2.1,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.7,VERY LOW,68.4,61.7,54.5,47.2,33.7,32.4,QB_3_SEASON_GAME_BOOTSTRAP,280,12,23.3,25.4,NE,home,401872656,2026-09-10T00:20Z,New England Patriots at Seattle Seahawks
39,2026,REG,1,Regular Season Week 1,00-0035228,Kyler Murray,MIN,ACT,7,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/btfruyf33adgnjzpcuen",TEAM_BLEND,28.9,6.87,199.7,30,2025.0,192.4,221.0,232.1,192.4,226.5,32.2,34.4,32.2,6.19,6.51,6.19,32.5,6.36,207.2,38.290570835239706,NFL_HISTORY,32.5,32.5,FULL_GAME_WORKLOAD,regular,206.4,48.1,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.356,6.356,4.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,145.4,174.3,207.3,238.7,268.7,98.7,ELITE,97.8,ELITE,96.3,ELITE,94.3,ELITE,91.7,ELITE,88.2,VERY HIGH,83.9,VERY HIGH,78.0,HIGH,71.0,HIGH,63.5,SOLID,55.6,LEAN,47.4,COIN FLIP,39.3,LOW,31.3,LOW,24.3,VERY LOW,18.2,VERY LOW,13.6,VERY LOW,9.5,VERY LOW,6.8,VERY LOW,4.2,VERY LOW,2.9,VERY LOW,1.9,VERY LOW,1.1,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,82.5,82.5,82.3,77.4,61.9,51.5,QB_3_SEASON_GAME_BOOTSTRAP,1039,30,34.6,33.9,GB,home,401872927,2026-09-13T20:25Z,Green Bay Packers at Minnesota Vikings
40,2026,REG,1,Regular Season Week 1,00-0034796,Lamar Jackson,BAL,ACT,8,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eno6s5qzl9grbfbfwhoa",TEAM_BLEND,27.1,7.29,194.5,46,2025.0,190.8,182.7,195.6,196.1,245.4,21.4,22.7,23.2,9.95,8.64,8.91,22.6,9.06,198.9,52.86009001439921,NFL_HISTORY,22.6,22.6,FULL_GAME_WORKLOAD,regular,205.2,57.2,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,9.058,9.058,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,131.7,166.5,205.0,243.5,278.4,96.5,ELITE,95.1,ELITE,92.9,ELITE,90.5,ELITE,87.4,VERY HIGH,82.9,VERY HIGH,78.4,HIGH,73.0,HIGH,67.0,SOLID,60.4,SOLID,53.6,LEAN,46.5,COIN FLIP,39.6,LOW,33.1,LOW,27.1,LOW,21.3,VERY LOW,16.9,VERY LOW,12.4,VERY LOW,9.4,VERY LOW,6.8,VERY LOW,4.6,VERY LOW,3.3,VERY LOW,2.1,VERY LOW,1.4,VERY LOW,0.8,VERY LOW,0.5,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,82.5,82.5,81.9,74.7,62.4,50.7,QB_3_SEASON_GAME_BOOTSTRAP,1451,50,29.0,41.2,IND,away,401872659,2026-09-13T17:00Z,Baltimore Ravens at Indianapolis Colts
41,2026,REG,1,Regular Season Week 1,00-0041194,Jack Strand,ATL,ACT,0,18.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oadw9h9otuauaiv1vxvz",TEAM_BLEND,29.6,6.91,205.1,0,,,,,,,,,,,,,29.6,6.91,205.1,70.84972775572558,TEAM_PRIOR_NO_NFL_HISTORY,29.6,29.6,FULL_GAME_WORKLOAD,regular,204.6,79.4,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.908,6.908,4.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,102.5,151.2,204.7,258.6,305.1,90.5,ELITE,88.2,VERY HIGH,85.4,VERY HIGH,82.3,VERY HIGH,79.0,HIGH,75.3,HIGH,71.3,HIGH,67.0,SOLID,62.1,SOLID,57.3,LEAN,52.4,LEAN,47.4,COIN FLIP,42.2,COIN FLIP,37.1,LOW,32.6,LOW,28.4,LOW,24.5,VERY LOW,20.6,VERY LOW,17.0,VERY LOW,14.1,VERY LOW,11.3,VERY LOW,9.0,VERY LOW,7.3,VERY LOW,5.7,VERY LOW,4.4,VERY LOW,3.4,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.5,VERY LOW,1.1,VERY LOW,0.8,VERY LOW,82.5,82.5,82.3,78.3,64.2,53.2,TEAM_3_SEASON_GAME_BOOTSTRAP,1740,51,34.1,38.9,PIT,away,401872658,2026-09-13T17:00Z,Atlanta Falcons at Pittsburgh Steelers
42,2026,REG,1,Regular Season Week 1,00-0040206,Riley Leonard,IND,ACT,1,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/okxcrf19ylc0hwfefmwl",TEAM_BLEND,29.9,6.94,207.5,2,2025.0,207.5,207.5,207.5,207.5,,31.5,31.5,31.5,6.47,6.47,6.47,31.3,6.53,207.5,88.38834764831844,LIMITED_NFL_HISTORY,31.3,31.3,FULL_GAME_WORKLOAD,regular,204.5,90.6,True,QB2,DEPTH ROTATION,,1.0,1.0,0.35,0.0,6.526,6.526,4.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NEUTRAL,88.9,141.5,202.3,263.9,318.7,87.4,VERY HIGH,85.0,VERY HIGH,82.0,VERY HIGH,78.9,HIGH,75.5,HIGH,71.7,HIGH,67.9,SOLID,63.8,SOLID,59.6,LEAN,55.3,LEAN,51.1,LEAN,46.8,COIN FLIP,42.6,COIN FLIP,37.9,LOW,33.9,LOW,30.1,LOW,26.5,LOW,22.8,VERY LOW,19.7,VERY LOW,16.7,VERY LOW,13.8,VERY LOW,11.6,VERY LOW,9.8,VERY LOW,7.9,VERY LOW,6.4,VERY LOW,5.2,VERY LOW,4.1,VERY LOW,3.2,VERY LOW,2.6,VERY LOW,1.9,VERY LOW,1.5,VERY LOW,33.4,33.4,33.3,33.2,32.4,16.2,QB_3_SEASON_GAME_BOOTSTRAP,70,5,14.0,19.0,BAL,home,401872659,2026-09-13T17:00Z,Baltimore Ravens at Indianapolis Colts
