player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,projected_targets,projected_receptions,target_share,catch_rate,yards_per_target,yards_per_reception,last5_targets,target_trend_pct,targets,target_share_pct,projected_target_share,projected_rec,catch_rate_pct,receiving_yards_per_target,receiving_yards_per_reception,prob_10_plus,prob_20_plus,prob_30_plus,prob_40_plus,prob_50_plus,prob_60_plus,prob_70_plus,prob_80_plus,prob_90_plus,prob_100_plus,team_targets_pg,team_pass_attempts_pg,team_catch_rate,team_yards_per_target,team_yards_per_reception,team_explosive_rec_rate,team_epa_per_target,pace_plays_per_game,opp_rec_def_rating,opp_secondary_rating,opp_rec_yards_allowed_pg,opp_targets_allowed_pg,opp_receptions_allowed_pg,opp_catch_rate_allowed,opp_yards_per_target_allowed,opp_explosive_rec_rate_allowed,opp_epa_per_target_allowed,opp_pressure_rate,stadium_name,stadium_type,temperature_f,wind_mph,precipitation_pct,weather_condition,receiving_weather_rating,spread,game_total,team_implied_points,opp_implied_points,odds_details,receiving_matchup_score
00-0041446,Kendrick Law,DET,WAS,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,26.551,26.551,25.597,0.673,50.76,18.066,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.565,2.282,16.0,64.0,7.2,11.25,,,3.565,16.0,16.0,2.282,64.0,7.2,11.25,78.61,60.96,41.61,23.49,10.64,4.23,1.14,0.22,0.03,0.01,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0040241,Dominic Lovett,DET,WAS,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,26.434,26.434,25.566,0.0,50.881,18.125,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.565,2.282,16.0,64.0,7.2,11.25,,,3.565,16.0,16.0,2.282,64.0,7.2,11.25,78.59,60.78,41.41,23.18,10.68,3.87,1.23,0.32,0.07,0.02,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0041536,Kyre Duplessis,DET,WAS,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,26.418,26.418,25.455,0.152,50.868,18.019,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.565,2.282,16.0,64.0,7.2,11.25,,,3.565,16.0,16.0,2.282,64.0,7.2,11.25,78.82,61.01,40.77,23.02,10.7,4.01,1.09,0.34,0.04,0.01,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0039652,Jabari Small,DET,WAS,RB,RB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,26.325,26.325,25.194,0.0,51.04,18.277,0,,,,,,0.68,1.124,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.565,2.282,8.0,64.0,7.2,11.25,,,3.565,8.0,8.0,2.282,64.0,7.2,11.25,78.03,60.88,40.76,23.28,11.05,4.16,1.37,0.36,0.06,0.01,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0037261,Khalil Shakir,BUF,CLE,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,26.187,26.187,19.299,0.0,66.147,27.505,47,31.0,45.1,43.667,44.938,4.8,0.5,0.96,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.662,2.108,22.72,79.21,7.475,9.438,7.6,31.03,2.662,22.72,22.72,2.108,79.21,7.475,9.438,60.04,49.28,38.31,28.59,19.93,13.19,8.42,4.84,2.45,1.43,33.172413793103445,33.172413793103445,0.0,7.210498960498961,,9.615384615384617,,33.172413793103445,50.490592487918775,50.490592487918775,204.44230769230768,32.75,0.0,0.0,6.242513211978861,8.396946564885496,,0.0,Highmark Stadium,OUTDOOR,,,,,100.0,,,,,,100.6
00-0037545,Rashid Shaheed,SEA,TEN,WR,WR,ACT,4.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,away,25.878,25.878,17.119,0.0,67.772,28.439,39,30.2,25.6,37.333,38.167,3.0,0.5,0.967,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.542,1.387,11.46,54.55,6.803,12.472,2.4,-33.33,2.542,11.46,11.46,1.387,54.55,6.803,12.472,57.41,47.2,37.44,28.51,20.83,14.24,8.84,5.35,3.07,1.7,34.68518518518518,34.68518518518518,0.0,7.134009610250934,,9.022957821676455,,34.68518518518518,48.45874796798387,48.45874796798387,229.6078431372549,33.0,0.0,0.0,6.957813428401663,9.031491384432561,,0.0,Lumen Field,OUTDOOR,,,,,100.0,,,,,,99.7
00-0041185,Vinny Anthony,ATL,IND,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,25.87,25.87,25.12,0.0,49.797,17.879,0,,,,,,0.68,1.094,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.434,2.198,16.0,64.0,7.2,11.25,,,3.434,16.0,16.0,2.198,64.0,7.2,11.25,77.67,60.48,39.91,21.53,9.75,3.76,1.09,0.22,0.05,0.0,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0040547,Nate Carter,ATL,IND,RB,RB,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,25.837,25.837,25.042,0.074,49.666,17.785,0,,,,,,0.68,1.094,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.434,2.198,8.0,64.0,7.2,11.25,,,3.434,8.0,8.0,2.198,64.0,7.2,11.25,77.43,60.23,40.06,21.91,9.69,3.56,0.94,0.13,0.03,0.0,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0041266,Keelan Marion,ATL,IND,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,25.771,25.771,24.672,0.0,49.819,18.009,0,,,,,,0.68,1.094,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.434,2.198,16.0,64.0,7.2,11.25,,,3.434,16.0,16.0,2.198,64.0,7.2,11.25,77.6,59.21,39.94,22.3,9.86,3.81,1.12,0.33,0.05,0.0,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0041191,Cash Jones,ATL,IND,RB,RB,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,25.77,25.77,24.991,0.0,50.074,17.823,0,,,,,,0.68,1.094,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.434,2.198,8.0,64.0,7.2,11.25,,,3.434,8.0,8.0,2.198,64.0,7.2,11.25,77.41,59.72,39.67,22.27,10.06,3.52,0.91,0.15,0.02,0.0,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0040705,Chimere Dike,TEN,SEA,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,home,25.767,25.767,20.846,0.0,62.444,25.281,16,32.6,32.7,28.2,26.438,5.4,0.68,0.997,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.588,2.36,17.15,65.75,5.795,8.812,5.4,8.0,3.588,17.15,17.15,2.36,65.75,5.795,8.812,62.78,51.09,38.44,27.18,18.3,11.44,6.31,3.22,1.49,0.74,34.705882352941174,34.705882352941174,0.0,5.927683615819209,,7.796610169491526,,34.705882352941174,50.81314176801998,50.81314176801998,235.5185185185185,37.370370370370374,0.0,0.0,6.302279484638255,8.077304261645194,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,98.1
00-0041187,Le'Meke Brockington,ATL,IND,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,25.76,25.76,24.682,0.0,49.71,17.741,0,,,,,,0.68,1.094,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.434,2.198,16.0,64.0,7.2,11.25,,,3.434,16.0,16.0,2.198,64.0,7.2,11.25,77.72,60.12,39.23,21.62,9.79,3.51,0.98,0.27,0.05,0.02,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0040552,Joshua Simon,ATL,IND,TE,TE,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,25.756,25.756,24.853,0.0,49.89,17.944,0,,,,,,0.68,1.094,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.434,2.198,12.0,64.0,7.2,11.25,,,3.434,12.0,12.0,2.198,64.0,7.2,11.25,76.9,59.83,39.85,22.2,9.93,3.67,1.05,0.19,0.01,0.0,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0034827,DJ Moore,BUF,CLE,WR,WR,ACT,8.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,25.721,25.721,19.314,0.0,64.192,26.636,51,36.0,35.1,37.867,40.118,4.4,0.5,0.96,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.425,1.381,17.5,56.96,7.911,13.889,5.8,26.09,2.425,17.5,17.5,1.381,56.96,7.911,13.889,60.33,48.99,37.7,27.51,19.04,12.33,7.4,4.3,2.18,1.07,33.172413793103445,33.172413793103445,0.0,7.210498960498961,,9.615384615384617,,33.172413793103445,50.490592487918775,50.490592487918775,204.44230769230768,32.75,0.0,0.0,6.242513211978861,8.396946564885496,,0.0,Highmark Stadium,OUTDOOR,,,,,100.0,,,,,,100.6
00-0041195,Jack Velling,ATL,IND,TE,TE,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,25.655,25.655,25.041,0.0,49.475,17.813,0,,,,,,0.68,1.094,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.434,2.198,12.0,64.0,7.2,11.25,,,3.434,12.0,12.0,2.198,64.0,7.2,11.25,76.9,60.08,39.82,21.65,9.54,3.35,0.98,0.18,0.02,0.0,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0041044,Zachariah Branch,ATL,IND,WR,WR,ACT,0.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,25.528,25.528,24.398,0.0,50.09,18.025,0,,,,,,0.68,1.094,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.434,2.198,16.0,64.0,7.2,11.25,,,3.434,16.0,16.0,2.198,64.0,7.2,11.25,76.83,58.68,38.64,21.72,10.08,3.76,1.15,0.3,0.07,0.0,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0033090,Hunter Henry,NE,PHI,TE,TE,ACT,10.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,25.451,25.451,19.016,0.0,62.855,26.199,46,46.2,45.8,46.2,45.176,4.8,0.5,0.85,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.267,1.565,16.51,69.01,8.493,12.306,4.0,-31.03,2.267,16.51,16.51,1.565,69.01,8.493,12.306,60.94,48.82,37.75,26.99,18.62,11.69,6.78,4.09,1.99,1.03,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0036271,Quez Watkins,PHI,NE,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,away,25.065,25.065,12.388,0.0,70.429,30.453,5,28.4,28.4,28.4,28.4,4.2,0.5,0.941,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.27,1.634,12.82,72.0,6.16,8.556,4.6,130.0,2.27,12.82,12.82,1.634,72.0,6.16,8.556,52.4,43.28,35.07,27.67,21.02,14.81,10.19,6.73,4.04,2.51,31.75438596491228,31.75438596491228,0.0,6.782320441988951,,8.56353591160221,,31.75438596491228,51.84139686053925,51.84139686053925,215.25454545454545,34.61818181818182,0.0,0.0,6.21796218487395,7.40546218487395,,0.0,M&T Bank Stadium,OUTDOOR,,,,,100.0,,,,,,100.2
00-0038608,Kayshon Boutte,NE,PHI,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,24.536,24.536,14.195,0.0,66.851,28.83,32,24.0,38.6,44.533,39.357,3.0,0.5,0.85,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.378,0.842,15.94,61.11,10.593,17.333,4.8,100.0,1.378,15.94,15.94,0.842,61.11,10.593,17.333,54.39,44.34,34.82,26.18,19.13,13.38,8.72,5.95,3.51,1.91,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0039386,Bub Means,NO,LAR,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,away,24.371,24.371,21.902,0.0,52.527,20.304,4,29.5,29.5,29.5,29.5,3.75,0.68,1.108,PLAYER_PRIOR_BLEND,10000,NFL_RECEIVING_YARDS_V1,2.81,1.686,10.17,60.0,7.867,13.111,3.75,,2.81,10.17,10.17,1.686,60.0,7.867,13.111,69.4,53.38,37.04,22.92,11.88,5.87,2.19,0.67,0.22,0.04,36.78431372549019,36.78431372549019,0.0,6.437633262260128,,7.036247334754798,,36.78431372549019,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,Caesars Superdome,INDOOR,,,,,100.0,,,,,,98.7
00-0040130,Jayden Higgins,HOU,LV,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,home,24.26,24.26,20.821,0.0,55.806,22.052,17,33.2,37.0,31.0,30.882,3.6,0.68,0.937,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.018,1.787,15.07,59.21,7.026,11.867,5.2,-3.7,3.018,15.07,15.07,1.787,59.21,7.026,11.867,65.73,51.2,36.66,23.79,14.31,7.42,3.47,1.51,0.46,0.08,36.80701754385965,36.80701754385965,0.0,6.7016205910390845,,8.627264061010486,,36.80701754385965,51.62480214596115,51.62480214596115,228.54901960784315,34.86274509803921,0.0,0.0,6.555680539932508,7.142857142857142,,0.0,Reliant Stadium,INDOOR,,,,,100.0,,,,,,100.0
00-0038933,Dalton Kincaid,BUF,CLE,TE,TE,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,24.237,24.237,18.753,0.0,59.329,24.237,41,32.0,48.6,44.2,47.583,3.2,0.5,0.96,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.77,1.383,14.17,78.12,10.859,13.9,3.8,-17.39,1.77,14.17,14.17,1.383,78.12,10.859,13.9,61.76,48.35,36.28,24.81,16.19,9.65,5.09,2.55,1.2,0.53,33.172413793103445,33.172413793103445,0.0,7.210498960498961,,9.615384615384617,,33.172413793103445,50.490592487918775,50.490592487918775,204.44230769230768,32.75,0.0,0.0,6.242513211978861,8.396946564885496,,0.0,Highmark Stadium,OUTDOOR,,,,,100.0,,,,,,100.6
00-0036309,Darnell Mooney,NYG,MIA,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYG_MIA,,away,24.201,24.201,15.588,0.0,64.927,27.454,45,24.0,28.5,29.533,29.533,4.4,0.5,0.906,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.375,1.055,15.9,44.44,6.153,13.844,4.4,-12.0,2.375,15.9,15.9,1.055,44.44,6.153,13.844,55.59,45.01,34.9,26.09,18.67,12.35,7.68,4.63,2.51,1.44,35.84313725490196,35.84313725490196,0.0,5.836980306345733,,7.11159737417943,,35.84313725490196,49.682533954612566,49.682533954612566,235.21153846153845,35.23076923076923,0.0,0.0,6.676310043668122,8.460698689956333,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,97.6
00-0033555,Mack Hollins,NE,PHI,WR,WR,ACT,9.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,home,24.178,24.178,17.103,0.0,61.617,25.775,39,45.4,50.8,38.333,39.286,6.4,0.5,0.85,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.895,1.324,18.24,69.86,9.26,13.255,6.2,3.33,1.895,18.24,18.24,1.324,69.86,9.26,13.255,58.45,46.55,35.73,25.36,17.4,10.85,6.24,3.52,1.97,0.96,34.27272727272727,34.27272727272727,0.0,6.4190981432360745,,8.010610079575597,,34.27272727272727,51.68342049711748,51.68342049711748,229.5438596491228,37.333333333333336,0.0,0.0,6.148496240601504,7.612781954887218,,0.0,Gillette Stadium,OUTDOOR,,,,,100.0,,,,,,99.4
00-0034383,Dalton Schultz,HOU,LV,TE,TE,ACT,8.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,home,24.171,24.171,20.518,0.0,55.795,22.542,49,45.0,46.9,48.0,45.706,5.2,0.5,0.937,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.628,2.05,15.26,78.02,7.802,10.0,3.8,-44.12,2.628,15.26,15.26,2.05,78.02,7.802,10.0,64.36,50.81,36.41,24.2,14.6,7.79,3.75,1.6,0.53,0.23,36.80701754385965,36.80701754385965,0.0,6.7016205910390845,,8.627264061010486,,36.80701754385965,51.62480214596115,51.62480214596115,228.54901960784315,34.86274509803921,0.0,0.0,6.555680539932508,7.142857142857142,,0.0,Reliant Stadium,INDOOR,,,,,100.0,,,,,,100.0
00-0034351,Dallas Goedert,PHI,NE,TE,TE,ACT,8.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,away,24.038,24.038,19.708,0.0,56.211,23.02,39,43.0,34.8,39.4,39.4,6.0,0.5,0.941,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.744,1.908,21.94,69.51,7.073,10.175,6.6,65.0,2.744,21.94,21.94,1.908,69.51,7.073,10.175,63.1,49.47,36.5,24.71,15.11,7.9,3.76,1.91,0.84,0.33,31.75438596491228,31.75438596491228,0.0,6.782320441988951,,8.56353591160221,,31.75438596491228,51.84139686053925,51.84139686053925,215.25454545454545,34.61818181818182,0.0,0.0,6.21796218487395,7.40546218487395,,0.0,M&T Bank Stadium,OUTDOOR,,,,,100.0,,,,,,100.2
00-0035544,Tom Kennedy,DET,WAS,WR,WR,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,24.017,24.017,19.452,0.0,57.635,23.574,2,18.0,18.0,18.0,36.0,2.5,0.5,1.124,PLAYER_PRIOR_BLEND,10000,NFL_RECEIVING_YARDS_V1,2.74,2.192,8.35,80.0,7.2,9.0,2.5,,2.74,8.35,8.35,2.192,80.0,7.2,9.0,62.1,49.22,35.96,24.83,15.57,8.73,4.42,2.1,1.01,0.43,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0039365,Jacob Cowing,SF,LAC,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,24.01,24.01,19.299,0.0,57.375,23.399,3,26.667,26.667,26.667,26.667,2.0,0.68,0.899,PLAYER_PRIOR_BLEND,10000,NFL_RECEIVING_YARDS_V1,1.467,0.978,6.1,66.67,13.333,20.0,2.0,,1.467,6.1,6.1,0.978,66.67,13.333,20.0,62.29,48.95,36.26,24.78,15.24,8.51,4.39,1.94,0.91,0.35,33.57142857142857,33.57142857142857,0.0,7.774468085106383,,11.063829787234042,,33.57142857142857,50.38477255818596,50.38477255818596,231.67924528301887,35.528301886792455,0.0,0.0,6.520977164099841,8.12533191715348,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,101.7
00-0036407,Jerry Jeudy,CLE,BUF,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,23.993,23.993,18.825,0.0,58.375,24.044,50,36.2,34.5,32.333,35.412,5.2,0.5,0.907,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.429,1.562,20.44,45.56,5.389,11.829,5.2,-7.14,3.429,20.44,20.44,1.562,45.56,5.389,11.829,61.13,48.35,36.03,25.36,15.66,9.18,4.85,2.29,1.08,0.47,39.75,39.75,0.0,5.555878084179971,,6.2409288824383164,,39.75,51.44642944241784,51.44642944241784,213.3793103448276,33.724137931034484,0.0,0.0,6.32719836400818,7.566462167689162,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.6
00-0040170,Elic Ayomanor,TEN,SEA,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,home,23.913,23.913,22.439,0.0,49.051,18.286,16,35.2,31.9,33.467,32.188,5.0,0.68,0.997,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.713,1.766,17.28,47.56,6.122,12.872,5.0,-16.67,3.713,17.28,17.28,1.766,47.56,6.122,12.872,72.64,54.91,35.58,19.67,9.25,3.48,1.2,0.28,0.03,0.01,34.705882352941174,34.705882352941174,0.0,5.927683615819209,,7.796610169491526,,34.705882352941174,50.81314176801998,50.81314176801998,235.5185185185185,37.370370370370374,0.0,0.0,6.302279484638255,8.077304261645194,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,98.1
00-0039363,Isaac Guerendo,SF,LAC,RB,RB,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,23.811,23.811,18.496,0.0,58.606,24.021,6,29.4,25.333,25.333,25.333,3.0,0.68,0.899,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.956,1.76,9.97,90.0,9.5,10.556,3.0,200.0,1.956,9.97,9.97,1.76,90.0,9.5,10.556,60.79,48.04,35.29,24.49,15.76,9.26,4.95,2.48,1.07,0.42,33.57142857142857,33.57142857142857,0.0,7.774468085106383,,11.063829787234042,,33.57142857142857,50.38477255818596,50.38477255818596,231.67924528301887,35.528301886792455,0.0,0.0,6.520977164099841,8.12533191715348,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,101.7
00-0040736,Mason Taylor,NYJ,PIT,TE,TE,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,away,23.802,23.802,20.83,0.0,53.323,20.808,13,25.4,32.6,28.385,28.385,4.6,0.68,1.135,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.826,2.59,18.03,67.69,5.677,8.386,4.6,-30.3,3.826,18.03,18.03,2.59,67.69,5.677,8.386,67.42,51.38,35.71,22.06,12.15,6.04,2.67,0.97,0.35,0.13,36.84313725490196,36.84313725490196,0.0,5.461947844598191,,6.1734965407131455,,36.84313725490196,49.4019327452918,49.4019327452918,249.7037037037037,37.166666666666664,0.0,0.0,6.718485301444943,8.619830592924764,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,96.7
00-0040120,Jimmy Holiday,KC,TB,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,away,23.695,23.695,23.067,0.925,45.091,15.895,0,,,,,,0.68,1.15,TEAM_LEAGUE_PRIOR,10000,NFL_RECEIVING_YARDS_V1,3.151,2.017,16.0,64.0,7.2,11.25,,,3.151,16.0,16.0,2.017,64.0,7.2,11.25,77.52,56.77,34.47,15.93,5.88,1.58,0.31,0.04,0.02,0.0,37.793103448275865,37.793103448275865,0.0,6.499087591240876,,7.846715328467154,,37.793103448275865,48.81234705806075,48.81234705806075,264.1296296296296,38.31481481481482,0.0,0.0,6.893668438859352,8.844852585790237,,0.0,Arrowhead Stadium,OUTDOOR,,,,,100.0,,,,,,98.6
