player_id,player_name,team,opponent,position,depth_chart_position,status,years_exp,season,season_type,week,target_slate,game_id,game_date,home_away,projected_receiving_yards,projection_mean,projection_median,projection_floor,projection_ceiling,model_std,historical_games,last_5_avg,last_10_avg,last_15_avg,season_avg,volume_last_5,preseason_usage_multiplier,opponent_adjustment,data_source,simulations,model_version,projected_targets,projected_receptions,target_share,catch_rate,yards_per_target,yards_per_reception,last5_targets,target_trend_pct,targets,target_share_pct,projected_target_share,projected_rec,catch_rate_pct,receiving_yards_per_target,receiving_yards_per_reception,prob_10_plus,prob_20_plus,prob_30_plus,prob_40_plus,prob_50_plus,prob_60_plus,prob_70_plus,prob_80_plus,prob_90_plus,prob_100_plus,team_targets_pg,team_pass_attempts_pg,team_catch_rate,team_yards_per_target,team_yards_per_reception,team_explosive_rec_rate,team_epa_per_target,pace_plays_per_game,opp_rec_def_rating,opp_secondary_rating,opp_rec_yards_allowed_pg,opp_targets_allowed_pg,opp_receptions_allowed_pg,opp_catch_rate_allowed,opp_yards_per_target_allowed,opp_explosive_rec_rate_allowed,opp_epa_per_target_allowed,opp_pressure_rate,stadium_name,stadium_type,temperature_f,wind_mph,precipitation_pct,weather_condition,receiving_weather_rating,spread,game_total,team_implied_points,opp_implied_points,odds_details,receiving_matchup_score
00-0040129,Emeka Egbuka,TB,KC,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,home,35.238,35.238,26.292,0.0,88.436,36.337,17,29.4,41.1,56.133,55.176,5.2,0.68,0.917,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.491,1.684,21.4,48.25,7.386,15.309,5.2,-44.68,3.491,21.4,21.4,1.684,48.25,7.386,15.309,63.36,55.44,47.0,38.6,31.45,24.64,18.47,13.28,9.51,6.33,35.7962962962963,35.7962962962963,0.0,6.859286083807553,,9.777547853078117,,35.7962962962963,51.479258984985385,51.479258984985385,216.63793103448276,34.93103448275862,0.0,0.0,6.20187561697927,7.699901283316881,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,100.2
00-0039915,Ladd McConkey,LAC,SF,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,35.06,35.06,31.183,0.0,77.855,30.685,32,29.0,47.6,47.667,49.312,4.4,0.68,0.998,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.2,2.538,18.67,60.42,7.281,12.052,4.0,-37.5,4.2,18.67,18.67,2.538,60.42,7.281,12.052,71.36,61.58,51.16,40.62,30.57,21.63,14.38,8.9,5.49,2.9,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,52.256545505987326,52.256545505987326,227.25,36.05357142857143,0.0,0.0,6.303120356612184,6.983655274888559,,0.0,Reliant Stadium,INDOOR,,,,,100.0,,,,,,99.9
00-0038977,Tank Dell,HOU,LV,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_LV_HOU,,home,35.057,35.057,26.913,0.0,87.544,35.897,24,54.6,53.0,47.8,47.643,5.0,0.5,0.937,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.178,2.0,17.71,62.92,8.056,12.804,5.0,-28.57,3.178,17.71,17.71,2.0,62.92,8.056,12.804,63.8,55.81,47.34,38.96,30.73,23.82,17.55,12.93,9.2,5.8,36.80701754385965,36.80701754385965,0.0,6.7016205910390845,,8.627264061010486,,36.80701754385965,51.62480214596115,51.62480214596115,228.54901960784315,34.86274509803921,0.0,0.0,6.555680539932508,7.142857142857142,,0.0,Reliant Stadium,INDOOR,,,,,100.0,,,,,,100.0
00-0031381,Davante Adams,LAR,NO,WR,WR,ACT,12.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,home,34.819,34.819,26.64,0.0,86.222,35.63,45,44.2,52.0,58.467,56.357,7.2,0.5,0.974,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.823,1.976,23.37,51.69,6.924,13.393,8.0,11.11,3.823,23.37,23.37,1.976,51.69,6.924,13.393,64.24,55.95,47.05,38.52,30.46,23.22,17.37,12.54,8.75,5.89,36.43859649122807,36.43859649122807,0.0,7.240731824747232,,10.44776119402985,,36.43859649122807,50.09139705177316,50.09139705177316,225.41176470588235,34.666666666666664,0.0,0.0,6.502262443438914,8.3710407239819,,0.0,Arrowhead Stadium,OUTDOOR,,,,,100.0,,,,,,100.5
00-0039065,Sam LaPorta,DET,WAS,TE,TE,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,34.612,34.612,31.473,0.0,75.002,28.909,42,62.4,55.2,55.333,54.333,5.6,0.5,1.124,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.422,2.701,19.14,78.95,9.211,11.667,5.6,0.0,3.422,19.14,19.14,2.701,78.95,9.211,11.667,73.28,62.84,51.5,40.0,29.22,20.13,12.98,7.54,4.32,2.22,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0038996,Tucker Kraft,GB,DEN,TE,TE,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,away,34.313,34.313,27.793,0.0,81.84,33.238,35,64.0,57.8,54.667,61.125,5.8,0.5,0.957,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.601,1.926,18.02,74.03,10.649,14.386,5.8,7.41,2.601,18.02,18.02,1.926,74.03,10.649,14.386,66.22,57.23,47.82,38.78,29.9,22.72,15.95,10.85,6.97,4.19,32.30909090909091,32.30909090909091,0.0,7.368036015756894,,10.80472706809229,,32.30909090909091,51.761331181873786,51.761331181873786,235.90740740740742,37.94444444444444,0.0,0.0,6.217179111761835,7.46705710102489,,0.0,Acrisure Stadium,OUTDOOR,,,,,100.0,,,,,,101.4
00-0036912,DeVonta Smith,PHI,NE,WR,WR,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_PHI_NE,,away,34.158,34.158,24.028,0.0,88.152,36.892,46,41.2,50.4,62.6,59.294,5.4,0.5,0.941,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.744,1.812,23.03,66.04,8.953,13.557,6.0,-23.08,2.744,23.03,23.03,1.812,66.04,8.953,13.557,61.15,53.31,45.4,37.13,29.8,23.33,18.12,13.14,9.36,6.51,31.75438596491228,31.75438596491228,0.0,6.782320441988951,,8.56353591160221,,31.75438596491228,51.84139686053925,51.84139686053925,215.25454545454545,34.61818181818182,0.0,0.0,6.21796218487395,7.40546218487395,,0.0,M&T Bank Stadium,OUTDOOR,,,,,100.0,,,,,,100.2
00-0031408,Mike Evans,SF,LAC,WR,WR,ACT,12.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,away,33.447,33.447,23.426,0.0,85.629,35.679,39,45.6,55.4,69.133,46.0,6.8,0.5,0.899,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.924,1.827,24.85,62.5,8.289,13.262,6.8,-30.61,2.924,24.85,24.85,1.827,62.5,8.289,13.262,61.22,53.06,44.63,36.83,29.51,23.15,17.13,12.25,8.59,5.68,33.57142857142857,33.57142857142857,0.0,7.774468085106383,,11.063829787234042,,33.57142857142857,50.38477255818596,50.38477255818596,231.67924528301887,35.528301886792455,0.0,0.0,6.520977164099841,8.12533191715348,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,101.7
00-0040189,Oronde Gadsden II,LAC,SF,TE,TE,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SF_LAC,,home,33.103,33.103,22.987,0.0,84.926,35.796,15,26.0,35.6,44.267,44.267,3.6,0.68,0.998,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.362,1.708,13.06,72.31,9.969,13.787,3.4,-22.73,2.362,13.06,13.06,1.708,72.31,9.969,13.787,60.64,52.3,44.22,36.67,29.31,22.7,17.1,11.94,8.34,5.57,36.509433962264154,36.509433962264154,0.0,6.534883720930233,,8.062015503875969,,36.509433962264154,52.256545505987326,52.256545505987326,227.25,36.05357142857143,0.0,0.0,6.303120356612184,6.983655274888559,,0.0,Reliant Stadium,INDOOR,,,,,100.0,,,,,,99.9
00-0040663,Harold Fannin Jr.,CLE,BUF,TE,TE,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,home,33.063,33.063,30.698,0.0,68.925,25.828,16,53.8,47.7,44.533,45.688,7.6,0.68,0.907,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.469,2.964,24.14,66.33,6.816,10.277,7.6,22.58,4.469,24.14,24.14,2.964,66.33,6.816,10.277,76.15,63.77,50.92,37.63,25.88,16.68,9.31,4.81,2.34,0.92,39.75,39.75,0.0,5.555878084179971,,6.2409288824383164,,39.75,51.44642944241784,51.44642944241784,213.3793103448276,33.724137931034484,0.0,0.0,6.32719836400818,7.566462167689162,,0.0,Soldier Field,OUTDOOR,,,,,100.0,,,,,,97.6
00-0039855,Jalen McMillan,TB,KC,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,home,33.034,33.034,28.942,0.0,74.579,29.482,17,50.4,51.9,39.067,44.5,4.2,0.68,0.917,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.289,2.224,14.35,67.61,8.746,12.938,3.8,-38.71,3.289,14.35,14.35,2.224,67.61,8.746,12.938,70.35,59.63,48.83,37.5,27.13,18.57,12.29,7.61,4.53,2.42,35.7962962962963,35.7962962962963,0.0,6.859286083807553,,9.777547853078117,,35.7962962962963,51.479258984985385,51.479258984985385,216.63793103448276,34.93103448275862,0.0,0.0,6.20187561697927,7.699901283316881,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,100.2
00-0039424,Devaughn Vele,NO,LAR,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,away,32.904,32.904,30.224,0.0,70.399,26.887,22,50.8,34.3,32.467,32.556,5.8,0.68,1.108,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,4.06,2.51,15.14,61.82,7.4,11.971,5.8,141.67,4.06,15.14,15.14,2.51,61.82,7.4,11.971,73.68,62.48,50.34,37.56,26.33,17.01,10.22,5.46,2.79,1.19,36.78431372549019,36.78431372549019,0.0,6.437633262260128,,7.036247334754798,,36.78431372549019,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,Caesars Superdome,INDOOR,,,,,100.0,,,,,,98.7
00-0036040,Juwan Johnson,NO,LAR,TE,TE,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NO_LAR,,away,32.842,32.842,30.154,0.0,68.565,26.042,45,62.6,57.4,50.933,52.294,5.2,0.5,1.108,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.235,2.525,16.35,78.05,9.317,11.937,5.2,-18.75,3.235,16.35,16.35,2.525,78.05,9.317,11.937,75.33,63.36,50.26,37.42,25.45,15.97,9.12,4.79,2.53,1.16,36.78431372549019,36.78431372549019,0.0,6.437633262260128,,7.036247334754798,,36.78431372549019,49.50302024533259,49.50302024533259,243.24561403508773,36.89473684210526,0.0,0.0,6.592962434617213,8.7018544935806,,0.0,Caesars Superdome,INDOOR,,,,,100.0,,,,,,98.7
00-0034837,Calvin Ridley,TEN,SEA,WR,WR,ACT,8.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_SEA_TEN,,home,32.82,32.82,24.58,0.0,81.789,33.856,41,43.8,54.1,55.8,43.286,4.4,0.5,0.997,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.588,1.441,16.9,55.68,9.511,17.082,4.4,-26.67,2.588,16.9,16.9,1.441,55.68,9.511,17.082,63.01,54.13,45.56,36.78,28.58,20.85,15.01,10.61,7.52,4.82,34.705882352941174,34.705882352941174,0.0,5.927683615819209,,7.796610169491526,,34.705882352941174,50.81314176801998,50.81314176801998,235.5185185185185,37.370370370370374,0.0,0.0,6.302279484638255,8.077304261645194,,0.0,Levi's Stadium,OUTDOOR,,,,,100.0,,,,,,98.1
00-0033921,Chris Godwin Jr.,TB,KC,WR,WR,ACT,9.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,home,32.774,32.774,23.77,0.0,83.342,34.978,33,44.2,42.5,56.867,40.0,5.6,0.5,0.917,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.821,2.015,19.69,71.43,8.124,11.373,5.6,-12.5,2.821,19.69,19.69,2.015,71.43,8.124,11.373,61.15,53.0,44.65,36.59,28.89,21.94,15.99,11.31,7.64,5.01,35.7962962962963,35.7962962962963,0.0,6.859286083807553,,9.777547853078117,,35.7962962962963,51.479258984985385,51.479258984985385,216.63793103448276,34.93103448275862,0.0,0.0,6.20187561697927,7.699901283316881,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,100.2
00-0035640,DK Metcalf,PIT,NYJ,WR,WR,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,home,32.727,32.727,26.166,0.0,79.289,32.313,46,59.8,49.4,56.667,56.667,7.4,0.5,0.91,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.151,1.852,21.99,58.76,8.34,14.193,6.8,0.0,3.151,21.99,21.99,1.852,58.76,8.34,14.193,64.84,55.72,46.05,36.67,28.62,20.99,14.4,9.76,6.06,3.75,33.129629629629626,33.129629629629626,0.0,6.39575181665735,,8.16098378982672,,33.129629629629626,49.991360108124404,49.991360108124404,209.64705882352942,32.96078431372549,0.0,0.0,6.360499702558001,8.625817965496728,,0.0,Acrisure Stadium,OUTDOOR,,,,,100.0,,,,,,98.8
00-0039894,Xavier Worthy,KC,TB,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,away,32.07,32.07,30.681,0.0,63.806,23.544,30,38.4,38.7,40.733,38.0,4.0,0.68,1.15,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.57,2.204,16.09,61.73,8.506,13.78,4.0,-35.48,3.57,16.09,16.09,2.204,61.73,8.506,13.78,78.12,65.73,51.16,35.69,23.03,12.87,6.3,2.82,1.31,0.47,37.793103448275865,37.793103448275865,0.0,6.499087591240876,,7.846715328467154,,37.793103448275865,48.81234705806075,48.81234705806075,264.1296296296296,38.31481481481482,0.0,0.0,6.893668438859352,8.844852585790237,,0.0,Arrowhead Stadium,OUTDOOR,,,,,100.0,,,,,,98.6
00-0039491,Jalen Coker,CAR,JAX,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,away,32.009,32.009,28.895,0.0,70.113,27.129,22,48.8,39.4,40.6,35.818,4.8,0.68,1.0,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.165,2.431,18.25,76.81,9.174,11.943,6.0,57.89,3.165,18.25,18.25,2.431,76.81,9.174,11.943,71.79,61.14,48.57,36.39,25.09,16.55,10.11,5.79,2.79,1.16,35.23076923076923,35.23076923076923,0.0,5.638646288209607,,6.550218340611353,,35.23076923076923,49.71135308304035,49.71135308304035,255.6346153846154,38.17307692307692,0.0,0.0,6.696725440806046,8.41309823677582,,0.0,Highmark Stadium,OUTDOOR,,,,,100.0,,,,,,97.2
00-0039410,Ryan Flournoy,DAL,ARI,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_DAL_ARI,,away,31.846,31.846,25.962,0.0,75.565,30.849,20,55.0,32.6,32.8,36.538,6.0,0.68,0.984,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.144,2.253,13.8,71.67,8.2,11.442,6.0,150.0,3.144,13.8,13.8,2.253,71.67,8.2,11.442,65.75,55.92,45.92,36.22,27.03,19.42,13.12,8.18,5.1,3.0,39.55769230769231,39.55769230769231,0.0,6.794846864365581,,8.264462809917356,,39.55769230769231,49.169154099880984,49.169154099880984,234.58823529411765,33.8235294117647,0.0,0.0,6.935652173913043,8.521739130434783,,0.0,Lumen Field,OUTDOOR,,,,,100.0,,,,,,99.3
00-0038994,Jordan Addison,MIN,BAL,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,home,30.678,30.678,19.774,0.0,80.931,34.407,46,32.4,30.1,40.667,43.571,3.2,0.5,1.042,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.759,1.427,16.45,51.72,7.345,14.2,3.2,-51.52,2.759,16.45,16.45,1.427,51.72,7.345,14.2,57.93,49.75,41.56,33.97,26.57,20.01,14.83,10.43,7.24,4.73,36.05769230769231,36.05769230769231,0.0,6.730133333333334,,9.6,,36.05769230769231,50.72839820757528,50.72839820757528,245.01818181818183,39.54545454545455,0.0,0.0,6.195862068965517,8.275862068965518,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,99.7
00-0038542,Bijan Robinson,ATL,IND,RB,RB,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_ATL_IND,,away,30.199,30.199,23.594,0.0,74.554,30.352,50,45.2,40.7,46.333,48.235,7.0,0.5,1.094,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.01,2.316,20.83,76.92,7.637,9.929,7.0,34.62,3.01,20.83,20.83,2.316,76.92,7.637,9.929,63.25,53.58,43.59,33.93,24.96,17.52,12.01,7.73,4.45,2.62,34.11764705882353,34.11764705882353,0.0,6.822413793103448,,8.448275862068966,,34.11764705882353,49.3790088579595,49.3790088579595,252.33333333333334,36.705882352941174,0.0,0.0,6.874465811965812,8.44017094017094,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,99.4
00-0036613,Jaylen Waddle,DEN,GB,WR,WR,ACT,5.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,home,29.737,29.737,23.545,0.0,72.147,29.53,45,37.6,52.0,58.667,56.875,5.4,0.5,0.968,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.522,1.593,22.95,63.16,9.263,14.667,5.4,-18.18,2.522,22.95,22.95,1.593,63.16,9.263,14.667,63.72,53.73,43.35,33.35,24.3,16.86,11.12,6.71,4.06,2.23,35.351851851851855,35.351851851851855,0.0,6.288108957569408,,7.909900471451022,,35.351851851851855,50.31578022250714,50.31578022250714,227.07272727272726,35.41818181818182,0.0,0.0,6.411190965092403,8.316221765913758,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,98.7
00-0040718,Travis Hunter,JAX,CAR,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,29.174,29.174,23.807,0.0,69.287,28.336,7,48.6,42.571,42.571,42.571,6.2,0.68,0.904,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.542,2.204,16.94,62.22,6.622,10.643,6.2,-11.43,3.542,16.94,16.94,2.204,62.22,6.622,10.643,64.62,54.28,43.05,32.78,23.21,15.48,9.69,5.78,3.34,1.78,36.28846153846154,36.28846153846154,0.0,6.5659777424483305,,8.691043985161633,,36.28846153846154,49.97418894175862,49.97418894175862,216.09615384615384,31.826923076923077,0.0,0.0,6.789728096676737,8.09667673716012,,0.0,Caesars Superdome,INDOOR,,,,,100.0,,,,,,99.1
00-0039868,Troy Franklin,DEN,GB,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,home,29.167,29.167,23.715,0.0,69.696,28.319,33,35.8,44.0,38.4,41.706,4.0,0.68,0.968,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.661,2.18,14.46,59.55,6.472,10.868,4.0,-47.37,3.661,14.46,14.46,2.18,59.55,6.472,10.868,64.61,54.3,43.03,32.54,23.18,15.63,9.84,5.61,3.28,1.86,35.351851851851855,35.351851851851855,0.0,6.288108957569408,,7.909900471451022,,35.351851851851855,50.31578022250714,50.31578022250714,227.07272727272726,35.41818181818182,0.0,0.0,6.411190965092403,8.316221765913758,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,98.7
00-0030506,Travis Kelce,KC,TB,TE,TE,ACT,13.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_KC_TB,,away,28.126,28.126,23.866,0.0,64.73,25.841,48,26.4,47.6,49.533,50.059,6.0,0.5,1.15,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.143,2.245,22.31,71.43,7.582,10.614,6.0,-21.05,3.143,22.31,22.31,2.245,71.43,7.582,10.614,67.11,54.87,42.18,31.0,20.82,13.03,7.38,3.76,1.89,0.86,37.793103448275865,37.793103448275865,0.0,6.499087591240876,,7.846715328467154,,37.793103448275865,48.81234705806075,48.81234705806075,264.1296296296296,38.31481481481482,0.0,0.0,6.893668438859352,8.844852585790237,,0.0,Arrowhead Stadium,OUTDOOR,,,,,100.0,,,,,,98.6
00-0035645,Gunner Olszewski,NYG,MIA,WR,WR,RES,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYG_MIA,,away,27.742,27.742,13.91,0.0,78.199,33.972,5,29.0,29.0,29.0,36.25,2.8,0.5,0.906,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,1.373,1.079,8.88,78.57,10.357,13.182,2.8,,1.373,8.88,8.88,1.079,78.57,10.357,13.182,53.2,45.04,37.23,30.21,23.34,17.73,13.4,9.43,6.53,4.36,35.84313725490196,35.84313725490196,0.0,5.836980306345733,,7.11159737417943,,35.84313725490196,49.682533954612566,49.682533954612566,235.21153846153845,35.23076923076923,0.0,0.0,6.676310043668122,8.460698689956333,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,97.6
00-0039146,Jayden Reed,GB,DEN,WR,WR,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,away,27.695,27.695,19.422,0.0,71.428,29.836,38,41.4,37.1,40.8,41.4,4.4,0.5,0.957,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.291,1.728,15.9,75.41,8.738,11.587,4.8,26.32,2.291,15.9,15.9,1.728,75.41,8.738,11.587,59.6,49.34,39.3,30.39,22.57,15.64,10.65,6.75,4.03,2.38,32.30909090909091,32.30909090909091,0.0,7.368036015756894,,10.80472706809229,,32.30909090909091,51.761331181873786,51.761331181873786,235.90740740740742,37.94444444444444,0.0,0.0,6.217179111761835,7.46705710102489,,0.0,Acrisure Stadium,OUTDOOR,,,,,100.0,,,,,,101.4
00-0039890,Adonai Mitchell,NYJ,PIT,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_NYJ_PIT,,away,27.375,27.375,21.338,0.0,67.42,27.858,33,29.4,30.8,28.8,28.312,6.6,0.68,1.135,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.569,1.536,18.52,43.06,6.0,13.935,6.6,22.22,3.569,18.52,18.52,1.536,43.06,6.0,13.935,62.08,51.26,40.36,29.87,20.9,13.66,8.82,5.15,3.18,1.75,36.84313725490196,36.84313725490196,0.0,5.461947844598191,,6.1734965407131455,,36.84313725490196,49.4019327452918,49.4019327452918,249.7037037037037,37.166666666666664,0.0,0.0,6.718485301444943,8.619830592924764,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,96.7
00-0039901,Keon Coleman,BUF,CLE,WR,WR,ACT,2.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BUF_CLE,,away,27.341,27.341,20.363,0.0,68.785,28.256,25,27.4,26.6,31.933,33.667,4.0,0.68,0.96,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,2.96,1.811,12.63,61.19,6.896,11.268,2.8,-48.15,2.96,12.63,12.63,1.811,61.19,6.896,11.268,60.78,50.41,39.99,30.91,21.89,14.66,9.4,5.43,2.95,1.58,33.172413793103445,33.172413793103445,0.0,7.210498960498961,,9.615384615384617,,33.172413793103445,50.490592487918775,50.490592487918775,204.44230769230768,32.75,0.0,0.0,6.242513211978861,8.396946564885496,,0.0,Highmark Stadium,OUTDOOR,,,,,100.0,,,,,,100.6
00-0040134,Pat Bryant,DEN,GB,WR,WR,ACT,1.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_GB_DEN,,home,27.267,27.267,24.958,0.0,57.593,21.956,12,45.8,36.0,31.5,31.5,6.0,0.68,0.968,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.257,2.151,11.85,66.04,7.774,11.771,4.2,-4.55,3.257,11.85,11.85,2.151,66.04,7.774,11.771,72.3,57.91,42.61,27.9,16.25,8.63,4.09,1.43,0.5,0.14,35.351851851851855,35.351851851851855,0.0,6.288108957569408,,7.909900471451022,,35.351851851851855,50.31578022250714,50.31578022250714,227.07272727272726,35.41818181818182,0.0,0.0,6.411190965092403,8.316221765913758,,0.0,Mercedes-Benz Stadium,INDOOR,,,,,100.0,,,,,,98.7
00-0039139,Jahmyr Gibbs,DET,WAS,RB,RB,ACT,3.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_WAS_DET,,home,27.26,27.26,22.419,0.0,64.57,25.875,47,43.8,42.2,38.333,36.235,7.0,0.5,1.124,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.152,2.491,16.99,79.01,7.099,8.984,7.0,12.9,3.152,16.99,16.99,2.491,79.01,7.099,8.984,65.03,52.95,41.24,29.55,20.13,12.77,7.17,3.79,1.88,0.82,36.56363636363636,36.56363636363636,0.0,7.545997016409746,,10.59174540029836,,36.56363636363636,47.82956927731748,47.82956927731748,247.83333333333334,34.51851851851852,0.0,0.0,7.179721030042918,9.2274678111588,,0.0,Paycor Stadium,OUTDOOR,,,,,100.0,,,,,,100.3
00-0036259,Jauan Jennings,MIN,BAL,WR,WR,ACT,6.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_BAL_MIN,,home,27.031,27.031,24.627,0.0,57.848,22.179,42,44.8,47.6,42.867,42.867,5.4,0.5,1.042,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.412,2.097,17.87,61.45,7.301,11.882,4.8,-27.27,3.412,17.87,17.87,2.097,61.45,7.301,11.882,71.23,56.94,42.47,28.17,16.66,8.63,3.81,1.44,0.53,0.2,36.05769230769231,36.05769230769231,0.0,6.730133333333334,,9.6,,36.05769230769231,50.72839820757528,50.72839820757528,245.01818181818183,39.54545454545455,0.0,0.0,6.195862068965517,8.275862068965518,,0.0,MetLife Stadium,OUTDOOR,,,,,100.0,,,,,,99.7
00-0034960,Jakobi Meyers,JAX,CAR,WR,WR,ACT,7.0,2026,PRE,2,2026 PRE W2,2026_PRE_W2_CAR_JAX,,home,26.898,26.898,22.95,0.0,61.223,24.293,47,47.6,50.6,49.2,52.188,8.0,0.5,0.904,PLAYER_HISTORY,10000,NFL_RECEIVING_YARDS_V1,3.195,2.153,21.66,67.39,7.413,11.0,6.8,9.68,3.195,21.66,21.66,2.153,67.39,7.413,11.0,67.34,53.9,41.08,28.98,18.59,10.7,5.62,2.64,1.17,0.44,36.28846153846154,36.28846153846154,0.0,6.5659777424483305,,8.691043985161633,,36.28846153846154,49.97418894175862,49.97418894175862,216.09615384615384,31.826923076923077,0.0,0.0,6.789728096676737,8.09667673716012,,0.0,Caesars Superdome,INDOOR,,,,,100.0,,,,,,99.1
