Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Total,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Recent Pitch Mix Source,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count,Recent Pitch 8 Name,Recent Pitch 8 Usage %,Recent Pitch 8 Count
67,2026-09-25,823167,2026-09-26T02:15:00Z,Scheduled,Oracle Park,Los Angeles Dodgers @ San Francisco Giants,Away,606192,Teoscar Hernández,Los Angeles Dodgers,San Francisco Giants,LF,R,No,,122,478,430,116,17,2,15,65,63,42,3,130,0.27,0.337,0.423,0.76,11,45,40,12,2,0.3,0.0444,25,104,91,32,4,0.352,0.0385,576,122,7.1,28.3,42.3,26.8,30.6,14.3,26.5,40.8,30.9,6.4,3.8,6.4,40.6,84.5,18.4,0.661,71.0,96.7,112.6,27.3,11.2,5.5,52.0,36.9,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,36.9,Below Average,0.963,Good,9.0,50.0,98.2,0.738,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.96,19.96,Strong positive regression,Below Average Contact-First Profile profile. 7.1% barrel rate; 84.5 mph average exit velocity; 26.5% air-ball rate; 40.8% pull-air rate; 6.4% HR-launch rate.,0.0314,0.0315,4.05,31,8,28.7,1.08,108.1,Near normal interval,805074.0,Yunior Marte,R,RHB vs RHP,4,2,19.1,4.66,1.4,3,1.4,5.12,4.19,54.0,100.0,0.683,7.3,4-Seam Fastball,R,RHB vs RHP,39.7,328,0.252,0.308,0.379,0.687,8,23,98,0.0244,5.6,0.578,42,0.0476,5.7,0.604,3,3,1,1/3,0.333,0.333,0.333,0.666,0,0,1,46.0,Neutral Matchup,Average,46.0,4,312,Unknown,,Unknown,,No,91.0,0.91,1.0,33.8,1.008,0.99,50.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,39.7,45.9,54.0,64.1,33.8,45.0,49.5,5.43,1.13,1.013,0.985,1.0,0.963,0.963,1.0,12.16,8.39,85.0,28.5,F,Lineup unconfirmed,107.0,6.5,28.0,16.8,54.5,26.2,83.1,95.8,109.9,0.51,3.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,45.19230769230769,141.0,Slider,41.98717948717949,131.0,Split-Finger,9.294871794871796,29.0,Changeup,3.5256410256410255,11.0,,,,,,,,,,,,
68,2026-09-25,822760,2026-09-25T23:07:00Z,Scheduled,Rogers Centre,Cincinnati Reds @ Toronto Blue Jays,Home,672960,Kazuma Okamoto,Toronto Blue Jays,Cincinnati Reds,3B,R,No,,153,625,560,130,24,0,33,80,89,56,6,180,0.232,0.307,0.452,0.759,11,45,39,8,2,0.205,0.0444,24,98,86,22,7,0.256,0.0714,767,120,7.4,27.4,50.0,29.2,20.8,18.7,28.4,47.0,29.2,8.3,5.4,8.3,65.0,84.3,22.1,0.679,70.5,96.0,111.6,28.8,13.3,8.8,58.0,41.9,Below Average,2.5,Pull Power,A-,Elevated power plane,41.9,Below Average,0.977,Good,8.3,37.8,95.9,0.725,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,50.56,17.56,Strong positive regression,Below Average Pull Power profile. 7.4% barrel rate; 84.3 mph average exit velocity; 28.4% air-ball rate; 47.0% pull-air rate; 8.3% HR-launch rate.,0.0528,0.0494,3.99,30,8,17.0,1.77,176.8,Above normal drought,666157.0,Nick Lodolo,L,RHB vs LHP,20,20,103.2,5.04,1.47,20,1.74,6.95,3.82,43.8,100.0,0.595,6.6,4-Seam Fastball,R,RHB vs LHP,59.8,163,0.248,0.331,0.517,0.849,10,16,41,0.0613,8.5,0.759,351,0.0456,7.1,0.611,0,0,0,0/0,,,,,0,0,0,52.2,Neutral Matchup,Average,50.0,5,486,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.988,0.989,58.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,59.8,41.3,43.8,46.6,50.0,45.0,49.5,5.43,1.058,1.102,1.025,1.0,0.977,0.977,1.035,18.32,12.59,84.8,38.3,D+,Lineup unconfirmed,591.0,6.4,26.6,14.2,37.9,33.5,83.6,96.2,115.9,0.614,20.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,28.80658436213992,140.0,Sinker,27.77777777777778,135.0,Curveball,25.102880658436213,122.0,Changeup,18.31275720164609,89.0,,,,,,,,,,,,
69,2026-09-25,824544,2026-09-25T23:40:00Z,Scheduled,Rate Field,Colorado Rockies @ Chicago White Sox,Away,696100,Hunter Goodman,Colorado Rockies,Chicago White Sox,C,R,No,,135,561,506,124,19,2,39,82,84,45,5,173,0.245,0.31,0.522,0.832,8,35,31,9,2,0.29,0.0571,22,91,82,17,3,0.207,0.033,691,126,6.6,26.7,51.5,26.9,21.2,16.0,25.2,52.3,25.2,6.9,3.6,6.9,67.1,83.6,23.2,0.59,73.4,95.8,113.7,42.3,9.7,11.0,68.5,42.1,Below Average,2.5,Pull Power,A-,Elevated power plane,42.1,Below Average,0.978,Good,4.0,50.0,94.5,0.407,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,41.18,2.18,Positive regression,Below Average Pull Power profile. 6.6% barrel rate; 83.6 mph average exit velocity; 25.2% air-ball rate; 52.3% pull-air rate; 6.9% HR-launch rate.,0.0695,0.0629,4.15,12,3,13.0,0.92,92.5,Near normal interval,680732.0,Sean Burke,R,RHB vs RHP,31,26,167.0,3.4,1.2,18,0.97,9.59,3.29,55.8,99.9,0.7,7.4,4-Seam Fastball,R,RHB vs RHP,49.2,375,0.24,0.299,0.531,0.829,28,25,108,0.0747,8.3,0.688,287,0.0209,3.6,0.491,0,0,0,0/0,,,,,0,0,0,51.7,Neutral Matchup,Average,50.0,5,435,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.012,0.973,57.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,49.2,35.9,55.8,45.5,50.0,45.0,49.5,5.43,0.894,0.979,0.985,1.03,0.978,1.007,1.0,23.63,12.21,84.3,34.9,D,Lineup unconfirmed,940.0,4.8,23.1,14.5,46.3,34.3,83.4,94.7,114.0,0.526,18.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,37.01149425287356,161.0,Knuckle Curve,19.310344827586206,84.0,Cutter,18.620689655172413,81.0,Slider,12.64367816091954,55.0,Sinker,12.183908045977011,53.0,Changeup,0.22988505747126436,1.0,,,,,,
70,2026-09-25,824947,2026-09-26T01:40:00Z,Scheduled,Sutter Health Park,Houston Astros @ Athletics,Home,703607,Henry Bolte,Athletics,Houston Astros,CF,R,No,,116,458,401,111,16,1,11,56,36,38,15,130,0.277,0.36,0.404,0.764,11,46,39,11,1,0.282,0.0217,25,113,96,28,5,0.292,0.0442,507,124,4.8,28.6,30.7,31.8,36.5,6.9,18.0,34.4,28.1,5.9,1.7,5.9,57.5,83.3,6.6,0.588,74.8,97.4,115.1,62.2,9.5,12.1,40.9,34.0,Weak,2.5,Contact-First Profile,C,Low line-drive plane,34.0,Weak,0.955,Good,5.6,42.9,97.3,0.661,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,21.94,10.94,Strong positive regression,Weak Contact-First Profile profile. 4.8% barrel rate; 83.3 mph average exit velocity; 18.0% air-ball rate; 34.4% pull-air rate; 5.9% HR-launch rate.,0.024,0.0257,3.99,26,7,36.5,0.71,71.3,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,48.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,48.2,50.0,45.0,49.3,5.39,1.096,1.0,1.0,1.0,0.955,0.955,1.0,9.86,7.6,75.0,24.4,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2026-09-25,822760,2026-09-25T23:07:00Z,Scheduled,Rogers Centre,Cincinnati Reds @ Toronto Blue Jays,Away,699302,Héctor Rodríguez,Cincinnati Reds,Toronto Blue Jays,RF,L,No,,38,140,132,29,4,1,6,16,14,7,1,38,0.22,0.264,0.402,0.666,9,30,30,4,1,0.133,0.0333,22,85,82,18,3,0.22,0.0353,190,118,3.6,24.3,50.3,26.6,23.1,14.9,20.8,43.5,27.6,5.5,2.3,5.5,64.0,83.3,12.0,0.412,72.6,95.1,116.7,43.3,10.4,10.8,54.3,33.4,Weak,2.5,Pull Power,A,Excellent HR swing plane,33.4,Weak,0.954,Good,2.5,48.0,94.8,0.376,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,7.21,1.21,Near expected,Weak Pull Power profile. 3.6% barrel rate; 83.3 mph average exit velocity; 20.8% air-ball rate; 43.5% pull-air rate; 5.5% HR-launch rate.,0.0429,0.0378,3.99,0,0,22.0,0.0,0.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,50.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,41.0,50.0,45.0,49.3,5.39,0.962,1.0,1.0,1.0,0.954,0.954,0.98,14.27,8.77,58.8,22.5,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2026-09-25,822760,2026-09-25T23:07:00Z,Scheduled,Rogers Centre,Cincinnati Reds @ Toronto Blue Jays,Away,682877,Juan Brito,Cincinnati Reds,Toronto Blue Jays,2B,S,No,,30,103,95,24,6,0,3,13,14,6,1,23,0.253,0.301,0.411,0.712,9,29,29,11,2,0.379,0.069,15,47,44,15,3,0.341,0.0638,149,77,4.4,20.8,59.8,23.2,17.0,12.0,24.4,61.8,29.6,7.5,5.3,7.5,58.8,81.4,20.7,0.534,68.8,92.3,106.6,5.6,11.9,1.9,62.4,30.4,Weak,2.0,Pull Power,A-,Elevated power plane,30.4,Weak,0.945,Good,5.2,61.9,92.2,0.58,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,7.07,4.07,Strong positive regression,Weak Pull Power profile. 4.4% barrel rate; 81.4 mph average exit velocity; 24.4% air-ball rate; 61.8% pull-air rate; 7.5% HR-launch rate.,0.0291,0.0307,4.05,0,0,31.7,0.0,0.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,49.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,45.6,50.0,45.0,49.2,5.36,1.35,1.0,1.0,1.0,0.945,0.945,0.98,11.85,9.54,53.1,23.6,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2026-09-25,824703,2026-09-25T17:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,699393,Pedro Ramírez,Chicago Cubs,Boston Red Sox,2B,S,No,,78,258,234,61,12,2,6,36,32,20,1,47,0.261,0.319,0.406,0.725,9,37,34,9,1,0.265,0.027,20,80,73,15,3,0.205,0.0375,359,114,2.7,23.0,55.8,24.7,19.5,14.4,25.3,56.5,28.7,4.3,2.9,4.3,74.0,82.6,18.0,0.41,69.9,94.7,108.7,20.7,7.3,6.3,42.7,28.4,Weak,2.0,Pull Power,A,Excellent HR swing plane,28.4,Weak,0.94,Good,2.6,63.3,93.9,0.375,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,12.09,6.09,Strong positive regression,Weak Pull Power profile. 2.7% barrel rate; 82.6 mph average exit velocity; 25.3% air-ball rate; 56.5% pull-air rate; 4.3% HR-launch rate.,0.0233,0.026,4.05,31,8,39.0,0.79,79.5,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,S,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.0,1.0,48.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,43.2,53.6,45.0,49.2,5.36,1.088,1.0,1.0,1.0,0.94,0.94,1.0,10.13,7.69,66.8,23.0,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2026-09-25,823085,2026-09-26T02:10:00Z,Scheduled,T-Mobile Park,Los Angeles Angels @ Seattle Mariners,Home,663728,Cal Raleigh,Seattle Mariners,Los Angeles Angels,C,S,No,,124,518,441,79,15,0,23,49,68,70,3,162,0.179,0.293,0.37,0.663,11,47,39,6,2,0.154,0.0426,24,102,87,20,5,0.23,0.049,698,127,9.0,26.2,56.3,19.9,23.7,18.9,26.9,59.6,29.0,8.1,3.1,8.1,39.3,85.2,26.1,0.658,72.8,96.5,117.1,48.1,11.4,11.8,45.2,47.0,Below Average,3.0,Pull Power,A-,Elevated power plane,47.0,Below Average,0.992,Good,8.7,64.1,96.4,0.717,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,55.6,32.6,Strong positive regression,Below Average Pull Power profile. 9.0% barrel rate; 85.2 mph average exit velocity; 26.9% air-ball rate; 59.6% pull-air rate; 8.1% HR-launch rate.,0.0444,0.0421,3.99,11,4,19.2,0.57,57.4,Recently homered,672282.0,Reid Detmers,L,Switch vs LHP,31,31,179.0,3.47,1.05,19,0.96,10.26,2.31,51.0,99.9,0.612,9.4,4-Seam Fastball,R,RHB vs LHP,42.5,189,0.169,0.28,0.344,0.624,9,25,65,0.0476,7.9,0.606,519,0.0289,4.6,0.529,18,18,3,3/18,0.167,0.167,0.5,0.667,2,0,7,46.7,Neutral Matchup,Average,48.4,5,473,Unknown,,Unknown,,No,92.0,0.92,1.0,35.6,1.002,0.971,61.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,42.5,30.9,51.0,61.5,35.6,45.0,49.1,5.35,1.032,0.978,1.035,1.0,0.992,0.992,1.0,15.76,9.55,85.0,27.4,F,Lineup unconfirmed,934.0,4.6,22.5,14.7,40.2,28.6,83.0,94.7,113.1,0.522,19.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,45.87737843551797,217.0,Slider,36.575052854122625,173.0,Curveball,11.416490486257928,54.0,Changeup,6.13107822410148,29.0,,,,,,,,,,,,
75,2026-09-25,822681,2026-09-25T22:45:00Z,Scheduled,Nationals Park,New York Mets @ Washington Nationals,Home,695734,Daylen Lile,Washington Nationals,New York Mets,LF,L,No,,157,643,591,146,28,8,22,81,88,40,6,126,0.247,0.299,0.433,0.732,10,38,35,8,2,0.229,0.0526,24,92,81,20,5,0.247,0.0543,926,127,6.7,24.8,43.9,20.1,35.9,21.0,32.6,38.3,32.6,9.3,5.3,9.3,43.8,83.0,21.4,0.616,70.2,95.0,109.5,14.7,15.2,3.5,53.6,33.9,Weak,2.5,Contact-First Profile,A-,Elevated power plane,33.9,Weak,0.955,Good,9.4,33.3,96.5,0.709,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,54.95,32.95,Strong positive regression,Weak Contact-First Profile profile. 6.7% barrel rate; 83.0 mph average exit velocity; 32.6% air-ball rate; 38.3% pull-air rate; 9.3% HR-launch rate.,0.0342,0.0339,3.99,13,4,26.9,0.48,48.4,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,L,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,48.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,46.0,50.0,45.0,49.1,5.34,1.231,1.0,1.0,1.0,0.955,0.955,1.0,12.84,9.67,74.4,27.1,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2026-09-25,824703,2026-09-25T17:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,673548,Seiya Suzuki,Chicago Cubs,Boston Red Sox,RF,R,No,,141,625,538,145,31,1,26,95,86,79,5,152,0.27,0.366,0.476,0.842,11,47,42,11,2,0.262,0.0426,25,114,97,26,4,0.268,0.0351,766,137,6.7,25.2,40.4,26.9,32.8,16.8,28.3,38.5,31.5,7.9,3.9,7.9,43.7,82.7,21.3,0.582,71.1,95.0,111.5,32.6,12.4,10.2,46.7,35.6,Below Average,2.5,Contact-First Profile,A-,Elevated power plane,35.6,Below Average,0.96,Good,7.3,30.8,95.5,0.571,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,43.95,17.95,Strong positive regression,Below Average Contact-First Profile profile. 6.7% barrel rate; 82.7 mph average exit velocity; 28.3% air-ball rate; 38.5% pull-air rate; 7.9% HR-launch rate.,0.0416,0.0401,4.15,0,0,20.7,0.0,0.0,Very recent HR,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,0,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,1.0,1.0,49.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,36.9,53.6,45.0,48.9,5.32,0.991,1.0,1.0,1.0,0.96,0.96,0.98,15.6,9.62,75.0,28.8,F,Probable SP unavailable; Lineup unconfirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2026-09-25,823167,2026-09-26T02:15:00Z,Scheduled,Oracle Park,Los Angeles Dodgers @ San Francisco Giants,Away,660271,Shohei Ohtani,Los Angeles Dodgers,San Francisco Giants,TWP,L,No,,136,603,508,141,25,4,30,89,80,81,7,146,0.278,0.381,0.52,0.901,2,7,6,2,0,0.333,0.0,9,39,32,4,0,0.125,0.0,675,36,7.0,26.6,60.4,15.7,23.4,14.6,25.9,44.5,29.9,6.5,2.5,6.5,31.0,84.4,13.6,0.687,72.8,96.0,114.3,42.9,12.9,11.1,44.2,40.5,Below Average,2.5,Pull Power,A,Excellent HR swing plane,40.5,Below Average,0.973,Good,2.8,42.9,92.0,0.509,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,41.21,11.21,Strong positive regression,Below Average Pull Power profile. 7.0% barrel rate; 84.4 mph average exit velocity; 25.9% air-ball rate; 44.5% pull-air rate; 6.5% HR-launch rate.,0.0498,0.0468,4.31,55,15,16.9,3.25,324.8,Very long drought,805074.0,Yunior Marte,R,LHB vs RHP,4,2,19.1,4.66,1.4,3,1.4,5.12,4.19,51.3,100.0,0.666,6.8,4-Seam Fastball,L,LHB vs RHP,52.9,402,0.277,0.394,0.509,0.903,18,64,97,0.0448,9.4,0.789,41,0.0244,7.4,0.413,0,0,0,0/0,,,,,0,0,0,51.7,Neutral Matchup,Average,50.0,4,312,Unknown,,Unknown,,No,91.0,0.91,1.0,33.8,1.003,0.99,57.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,52.9,45.9,51.3,31.2,33.8,45.0,48.9,5.32,0.901,1.013,1.025,1.03,0.973,1.003,1.06,18.67,10.53,80.1,39.8,D+,Lineup unconfirmed,107.0,6.5,28.0,16.8,54.5,26.2,83.1,95.8,109.9,0.51,3.0,Pitch-level Statcast · last 5 MLB games,4-Seam Fastball,45.19230769230769,141.0,Slider,41.98717948717949,131.0,Split-Finger,9.294871794871796,29.0,Changeup,3.5256410256410255,11.0,,,,,,,,,,,,
78,2026-09-25,824706,2026-09-25T22:05:00Z,Scheduled,Fenway Park,Chicago Cubs @ Boston Red Sox,Away,624424,Michael Conforto,Chicago Cubs,Boston Red Sox,DH,L,No,,111,305,262,63,16,0,15,32,44,35,4,80,0.24,0.334,0.473,0.807,10,35,32,7,1,0.219,0.0286,22,65,55,15,3,0.273,0.0462,377,90,6.3,26.7,55.0,21.6,22.2,15.1,27.2,59.2,34.1,8.0,6.2,8.0,59.9,83.0,20.5,0.659,70.9,95.4,110.5,25.9,15.3,7.4,50.8,41.9,Below Average,2.5,Pull Power,A-,Elevated power plane,41.9,Below Average,0.977,Good,6.7,59.1,94.6,0.685,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,22.62,7.62,Strong positive regression,Below Average Pull Power profile. 6.3% barrel rate; 83.0 mph average exit velocity; 27.2% air-ball rate; 59.2% pull-air rate; 8.0% HR-launch rate.,0.0492,0.0443,4.15,9,3,17.5,0.52,51.5,Recently homered,678394.0,Brayan Bello,R,LHB vs RHP,25,10,112.1,4.49,1.37,12,0.96,7.21,2.8,41.0,99.5,0.575,6.2,Sinker,L,LHB vs RHP,45.5,294,0.237,0.33,0.455,0.784,13,33,78,0.0442,5.7,0.626,275,0.0364,6.6,0.605,2,2,0,0/2,0.0,0.0,0.0,0.0,0,0,0,43.8,Neutral Matchup,Average,45.0,5,378,Unknown,,Unknown,,No,102.0,1.02,1.0,53.6,0.982,0.974,55.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,45.5,41.7,41.0,53.6,53.6,45.0,48.9,5.31,0.929,0.978,1.025,1.0,0.977,0.977,1.0,17.15,9.83,79.0,29.1,F,Lineup unconfirmed,649.0,4.9,27.3,11.7,52.9,27.9,83.3,96.3,113.2,0.556,12.0,Pitch-level Statcast · last 5 MLB games,Sinker,32.27513227513227,122.0,Changeup,23.015873015873016,87.0,Sweeper,17.98941798941799,68.0,4-Seam Fastball,16.93121693121693,64.0,Cutter,9.788359788359788,37.0,,,,,,,,,
