player_key,player_id,player_name,team,opponent,position,depth_chart_position,roster_status,years_exp,game_id,game_date,game_name
kenneth walker iii__KC,00-0038134,Kenneth Walker III,KC,SEA,RB,RB,ACT,4.0,2026_PRE_W3_SEA_KC,,SEA at KC
kenny mcintosh__SEA,00-0038636,Kenny McIntosh,SEA,KC,RB,RB,ACT,3.0,2026_PRE_W3_SEA_KC,,SEA at KC
kenny pickett__CAR,00-0038102,Kenny Pickett,CAR,HOU,QB,QB,ACT,4.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
kentrel bullock__CIN,00-0041241,Kentrel Bullock,CIN,PHI,RB,RB,ACT,0.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
keon coleman__BUF,00-0039901,Keon Coleman,BUF,PIT,WR,WR,ACT,2.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
kevin austin jr__NO,00-0037231,Kevin Austin Jr.,NO,DAL,WR,WR,ACT,4.0,2026_PRE_W3_NO_DAL,,NO at DAL
kevin coleman__MIA,00-0041529,Kevin Coleman,MIA,ATL,WR,WR,ACT,0.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
khalil shakir__BUF,00-0037261,Khalil Shakir,BUF,PIT,WR,WR,ACT,4.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
kimani vidal__LAC,00-0039391,Kimani Vidal,LAC,LAR,RB,RB,ACT,2.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
kirk cousins__LV,00-0029604,Kirk Cousins,LV,SF,QB,QB,ACT,14.0,2026_PRE_W3_SF_LV,,SF at LV
kobe prentice__CAR,00-0041152,Kobe Prentice,CAR,HOU,WR,WR,ACT,0.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
kolbe katsis__DEN,00-0041292,Kolbe Katsis,DEN,MIN,WR,WR,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
kole wilson__CLE,00-0041287,Kole Wilson,CLE,NE,WR,WR,ACT,0.0,2026_PRE_W3_NE_CLE,,NE at CLE
konata mumpfield__LAR,00-0040590,Konata Mumpfield,LAR,LAC,WR,WR,ACT,1.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
kurtis rourke__SF,00-0040589,Kurtis Rourke,SF,LV,QB,QB,ACT,1.0,2026_PRE_W3_SF_LV,,SF at LV
kye robichaux__DET,00-0040393,Kye Robichaux,DET,IND,RB,RB,ACT,1.0,2026_PRE_W3_DET_IND,,DET at IND
kyle allen__BUF,00-0034577,Kyle Allen,BUF,PIT,QB,QB,ACT,8.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
kyle dixon__NE,00-0041318,Kyle Dixon,NE,CLE,WR,WR,ACT,0.0,2026_PRE_W3_NE_CLE,,NE at CLE
kyle juszczyk__SF,00-0029892,Kyle Juszczyk,SF,LV,RB,FB,ACT,13.0,2026_PRE_W3_SF_LV,,SF at LV
kyle mccord__GB,00-0040014,Kyle McCord,GB,ARI,QB,QB,ACT,1.0,2026_PRE_W3_ARI_GB,,ARI at GB
kyle monangai__CHI,00-0040236,Kyle Monangai,CHI,TEN,RB,RB,ACT,1.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
kyle williams__NE,00-0040131,Kyle Williams,NE,CLE,WR,WR,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
kyler murray__MIN,00-0035228,Kyler Murray,MIN,DEN,QB,QB,ACT,7.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
kyre duplessis__DET,00-0041536,Kyre Duplessis,DET,IND,WR,WR,ACT,0.0,2026_PRE_W3_DET_IND,,DET at IND
kyren williams__LAR,00-0037840,Kyren Williams,LAR,LAC,RB,RB,ACT,4.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
kyron drones__GB,00-0040942,Kyron Drones,GB,ARI,QB,QB,ACT,0.0,2026_PRE_W3_ARI_GB,,ARI at GB
kyron hudson__CHI,00-0041407,Kyron Hudson,CHI,TEN,WR,WR,ACT,0.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
ladd mcconkey__LAC,00-0039915,Ladd McConkey,LAC,LAR,WR,WR,ACT,2.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
lajohntay wester__BAL,00-0040075,LaJohntay Wester,BAL,WAS,WR,WR,ACT,1.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
lamar jackson__BAL,00-0034796,Lamar Jackson,BAL,WAS,QB,QB,ACT,8.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
lan larison__NE,00-0040568,Lan Larison,NE,CLE,RB,RB,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
lance mccutcheon__TEN,00-0037055,Lance McCutcheon,TEN,CHI,WR,WR,ACT,4.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
laquon treadwell__IND,00-0032951,Laquon Treadwell,IND,DET,WR,WR,ACT,10.0,2026_PRE_W3_DET_IND,,DET at IND
le meke brockington__ATL,00-0041187,Le'Meke Brockington,ATL,MIA,WR,WR,ACT,0.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
lequint allen jr__JAX,00-0040238,LeQuint Allen Jr.,JAX,TB,RB,RB,ACT,1.0,2026_PRE_W3_TB_JAX,,TB at JAX
lew nichols iii__PIT,00-0038409,Lew Nichols III,PIT,BUF,RB,RB,ACT,3.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
lewis bond__HOU,00-0041467,Lewis Bond,HOU,CAR,WR,WR,ACT,0.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
lil jordan humphrey__DEN,00-0035406,Lil'Jordan Humphrey,DEN,MIN,WR,WR,ACT,7.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
lincoln pare__IND,00-0041231,Lincoln Pare,IND,DET,RB,RB,ACT,0.0,2026_PRE_W3_DET_IND,,DET at IND
lucas scott__BAL,00-0040637,Lucas Scott,BAL,WAS,RB,FB,ACT,1.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
luke altmyer__DET,00-0041453,Luke Altmyer,DET,IND,QB,QB,ACT,0.0,2026_PRE_W3_DET_IND,,DET at IND
luke floriea__CLE,00-0040617,Luke Floriea,CLE,NE,WR,WR,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
luke grimm__LAC,00-0040461,Luke Grimm,LAC,LAR,WR,WR,ACT,1.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
luke mccaffrey__WAS,00-0039355,Luke McCaffrey,WAS,BAL,WR,WR,ACT,2.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
luke wysong__MIN,00-0041356,Luke Wysong,MIN,DEN,WR,WR,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
luther burden iii__CHI,00-0040735,Luther Burden III,CHI,TEN,WR,WR,ACT,1.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
mac dalena__BUF,00-0040086,Mac Dalena,BUF,PIT,WR,WR,ACT,1.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
mac jones__SF,00-0036972,Mac Jones,SF,LV,QB,QB,ACT,5.0,2026_PRE_W3_SF_LV,,SF at LV
mack hollins__NE,00-0033555,Mack Hollins,NE,CLE,WR,WR,ACT,9.0,2026_PRE_W3_NE_CLE,,NE at CLE
makai lemon__PHI,00-0040867,Makai Lemon,PHI,CIN,WR,WR,ACT,0.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
malachi corley__CLE,00-0039920,Malachi Corley,CLE,NE,WR,WR,ACT,2.0,2026_PRE_W3_NE_CLE,,NE at CLE
malachi fields__NYG,00-0041042,Malachi Fields,NYG,NYJ,WR,WR,ACT,0.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
malick meiga__CAR,00-0041542,Malick Meiga,CAR,HOU,WR,WR,ACT,0.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
malik benson__LV,00-0040894,Malik Benson,LV,SF,WR,WR,ACT,0.0,2026_PRE_W3_SF_LV,,SF at LV
malik cunningham__DET,00-0038911,Malik Cunningham,DET,IND,WR,WR,ACT,3.0,2026_PRE_W3_DET_IND,,DET at IND
malik davis__DAL,00-0037563,Malik Davis,DAL,NO,RB,RB,ACT,4.0,2026_PRE_W3_NO_DAL,,NO at DAL
malik mcclain__NYJ,00-0041267,Malik McClain,NYJ,NYG,WR,WR,ACT,0.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
malik nabers__NYG,00-0039337,Malik Nabers,NYG,NYJ,WR,WR,ACT,2.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
malik turner__SF,00-0034867,Malik Turner,SF,LV,WR,WR,ACT,8.0,2026_PRE_W3_SF_LV,,SF at LV
malik washington__MIA,00-0039880,Malik Washington,MIA,ATL,WR,WR,ACT,2.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
malik willis__MIA,00-0038128,Malik Willis,MIA,ATL,QB,QB,ACT,4.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
mante morrow__LAC,00-0041474,Mante Morrow,LAC,LAR,WR,WR,ACT,0.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
marcus mariota__WAS,00-0032268,Marcus Mariota,WAS,BAL,QB,QB,ACT,11.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
marcus sanders__MIN,00-0041352,Marcus Sanders,MIN,DEN,WR,WR,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
mario williams__LAR,00-0040603,Mario Williams,LAR,LAC,WR,WR,ACT,1.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
mark gronowski__MIA,00-0041156,Mark Gronowski,MIA,ATL,QB,QB,ACT,0.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
marquez valdes scantling__DAL,00-0034272,Marquez Valdes-Scantling,DAL,NO,WR,WR,ACT,8.0,2026_PRE_W3_NO_DAL,,NO at DAL
marquise brown__PHI,00-0035662,Marquise Brown,PHI,CIN,WR,WR,ACT,7.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
marshawn lloyd__GB,00-0039811,MarShawn Lloyd,GB,ARI,RB,RB,ACT,2.0,2026_PRE_W3_ARI_GB,,ARI at GB
marvin mims jr__DEN,00-0038976,Marvin Mims Jr.,DEN,MIN,WR,WR,ACT,3.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
mason kinsey__TEN,00-0036176,Mason Kinsey,TEN,CHI,WR,WR,ACT,6.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
mason rudolph__PIT,00-0034771,Mason Rudolph,PIT,BUF,QB,QB,ACT,8.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
mason tipton__NO,00-0039623,Mason Tipton,NO,DAL,WR,WR,ACT,2.0,2026_PRE_W3_NO_DAL,,NO at DAL
matthew caldwell__LAR,00-0041414,Matthew Caldwell,LAR,LAC,QB,QB,ACT,0.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
matthew golden__GB,00-0040667,Matthew Golden,GB,ARI,WR,WR,ACT,1.0,2026_PRE_W3_ARI_GB,,ARI at GB
matthew stafford__LAR,00-0026498,Matthew Stafford,LAR,LAC,QB,QB,ACT,17.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
maurice alexander__CHI,00-0037708,Maurice Alexander,CHI,TEN,WR,WR,ACT,6.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
max bredeson__MIN,00-0041081,Max Bredeson,MIN,DEN,RB,RB,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
max brosmer__MIN,00-0040494,Max Brosmer,MIN,DEN,QB,QB,ACT,1.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
max hurleman__PIT,00-0040618,Max Hurleman,PIT,BUF,RB,RB,ACT,1.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
mecole hardman__BUF,00-0035140,Mecole Hardman,BUF,PIT,WR,WR,ACT,7.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
michael bandy__DEN,00-0036959,Michael Bandy,DEN,MIN,WR,WR,ACT,5.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
michael briscoe__MIN,00-0040970,Michael Briscoe,MIN,DEN,WR,WR,ACT,0.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
michael burton__CLE,00-0031595,Michael Burton,CLE,NE,RB,FB,ACT,11.0,2026_PRE_W3_NE_CLE,,NE at CLE
michael carter__TEN,00-0036924,Michael Carter,TEN,CHI,RB,RB,ACT,5.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
michael penix jr__ATL,00-0039917,Michael Penix Jr.,ATL,MIA,QB,QB,ACT,2.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
michael pittman__PIT,00-0036252,Michael Pittman,PIT,BUF,WR,WR,ACT,6.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
michael wortham__JAX,00-0041220,Michael Wortham,JAX,TB,WR,WR,ACT,0.0,2026_PRE_W3_TB_JAX,,TB at JAX
mike evans__SF,00-0031408,Mike Evans,SF,LV,WR,WR,ACT,12.0,2026_PRE_W3_SF_LV,,SF at LV
mike washington__LV,00-0040878,Mike Washington,LV,SF,RB,RB,ACT,0.0,2026_PRE_W3_SF_LV,,SF at LV
mike woods__DEN,00-0037300,Mike Woods,DEN,MIN,WR,WR,ACT,4.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
miles davis__CAR,00-0041485,Miles Davis,CAR,HOU,RB,RB,ACT,0.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
miller moss__CHI,00-0041172,Miller Moss,CHI,TEN,QB,QB,ACT,0.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
mitchell tinsley__CIN,00-0038839,Mitchell Tinsley,CIN,PHI,WR,WR,ACT,3.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
mitchell trubisky__TEN,00-0033869,Mitchell Trubisky,TEN,CHI,QB,QB,ACT,9.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
montorie foster jr__SEA,00-0040621,Montorie Foster Jr,SEA,KC,WR,WR,ACT,1.0,2026_PRE_W3_SEA_KC,,SEA at KC
myles montgomery__NE,00-0041323,Myles Montgomery,NE,CLE,RB,RB,ACT,0.0,2026_PRE_W3_NE_CLE,,NE at CLE
myles price__MIN,00-0040506,Myles Price,MIN,DEN,WR,WR,ACT,1.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
nate carter__ATL,00-0040547,Nate Carter,ATL,MIA,RB,RB,ACT,1.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
nicholas singleton__TEN,00-0040886,Nicholas Singleton,TEN,CHI,RB,RB,ACT,0.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
nick degennaro__NE,00-0041317,Nick DeGennaro,NE,CLE,WR,WR,ACT,0.0,2026_PRE_W3_NE_CLE,,NE at CLE
nick mullens__JAX,00-0033319,Nick Mullens,JAX,TB,QB,QB,ACT,9.0,2026_PRE_W3_TB_JAX,,TB at JAX
nick nash__WAS,00-0040551,Nick Nash,WAS,BAL,WR,WR,ACT,1.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
nick westbrook ikhine__IND,00-0036182,Nick Westbrook-Ikhine,IND,DET,WR,WR,ACT,6.0,2026_PRE_W3_DET_IND,,DET at IND
nico collins__HOU,00-0036554,Nico Collins,HOU,CAR,WR,WR,ACT,5.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
nikko remigio__KC,00-0038519,Nikko Remigio,KC,SEA,WR,WR,ACT,3.0,2026_PRE_W3_SEA_KC,,SEA at KC
noah thomas__CIN,00-0041248,Noah Thomas,CIN,PHI,WR,WR,ACT,0.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
noah whittington__HOU,00-0041312,Noah Whittington,HOU,CAR,RB,RB,ACT,0.0,2026_PRE_W3_HOU_CAR,,HOU at CAR
octavian smith__BAL,00-0040989,Octavian Smith,BAL,WAS,WR,WR,ACT,0.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
odell beckham jr__NYG,00-0031235,Odell Beckham Jr.,NYG,NYJ,WR,WR,ACT,12.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
olamide zaccheaus__ATL,00-0035208,Olamide Zaccheaus,ATL,MIA,WR,WR,ACT,7.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
ollie gordon ii__MIA,00-0040198,Ollie Gordon II,MIA,ATL,RB,RB,ACT,1.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
omar cooper__NYJ,00-0041511,Omar Cooper,NYJ,NYG,WR,WR,ACT,0.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
omari evans__KC,00-0040954,Omari Evans,KC,SEA,WR,WR,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
omari kelly__CHI,00-0041168,Omari Kelly,CHI,TEN,WR,WR,ACT,0.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
omarion hampton__LAC,00-0040666,Omarion Hampton,LAC,LAR,RB,RB,ACT,1.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
parker washington__JAX,00-0038606,Parker Washington,JAX,TB,WR,WR,ACT,3.0,2026_PRE_W3_TB_JAX,,TB at JAX
pat bryant__DEN,00-0040134,Pat Bryant,DEN,MIN,WR,WR,ACT,1.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
patrick mahomes__KC,00-0033873,Patrick Mahomes,KC,SEA,QB,QB,ACT,9.0,2026_PRE_W3_SEA_KC,,SEA at KC
patrick ricard__NYG,00-0033376,Patrick Ricard,NYG,NYJ,RB,FB,ACT,9.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
patrick taylor__SF,00-0035973,Patrick Taylor,SF,LV,RB,RB,ACT,6.0,2026_PRE_W3_SF_LV,,SF at LV
phil mafah__DAL,00-0040021,Phil Mafah,DAL,NO,RB,RB,ACT,1.0,2026_PRE_W3_NO_DAL,,NO at DAL
phillip dorsett__LV,00-0032208,Phillip Dorsett,LV,SF,WR,WR,ACT,11.0,2026_PRE_W3_SF_LV,,SF at LV
pierre strong__GB,00-0038098,Pierre Strong,GB,ARI,RB,RB,ACT,4.0,2026_PRE_W3_ARI_GB,,ARI at GB
puka nacua__LAR,00-0039075,Puka Nacua,LAR,LAC,WR,WR,ACT,3.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
quentin johnston__LAC,00-0038544,Quentin Johnston,LAC,LAR,WR,WR,ACT,3.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
quentin skinner__NYJ,00-0040406,Quentin Skinner,NYJ,NYG,WR,WR,RES,1.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
quez watkins__PHI,00-0036271,Quez Watkins,PHI,CIN,WR,WR,ACT,6.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
quinn ewers__MIA,00-0040234,Quinn Ewers,MIA,ATL,QB,QB,ACT,1.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
quinshon judkins__CLE,00-0040784,Quinshon Judkins,CLE,NE,RB,RB,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
rachaad white__WAS,00-0037256,Rachaad White,WAS,BAL,RB,RB,ACT,4.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
raheim sanders__CLE,00-0040466,Raheim Sanders,CLE,NE,RB,RB,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
rashad rochelle__SEA,00-0041476,Rashad Rochelle,SEA,KC,WR,WR,ACT,0.0,2026_PRE_W3_SEA_KC,,SEA at KC
rashee rice__KC,00-0039067,Rashee Rice,KC,SEA,WR,WR,ACT,3.0,2026_PRE_W3_SEA_KC,,SEA at KC
rasheen ali__BAL,00-0039796,Rasheen Ali,BAL,WAS,RB,RB,ACT,2.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
rashid shaheed__SEA,00-0037545,Rashid Shaheed,SEA,KC,WR,WR,ACT,4.0,2026_PRE_W3_SEA_KC,,SEA at KC
rashod bateman__BAL,00-0036550,Rashod Bateman,BAL,WAS,WR,WR,ACT,5.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
ray davis__BUF,00-0039875,Ray Davis,BUF,PIT,RB,RB,ACT,2.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
raylen sharpe__IND,00-0041233,Raylen Sharpe,IND,DET,WR,WR,ACT,0.0,2026_PRE_W3_DET_IND,,DET at IND
reggie gilliam__NE,00-0036187,Reggie Gilliam,NE,CLE,RB,FB,ACT,6.0,2026_PRE_W3_NE_CLE,,NE at CLE
rhamondre stevenson__NE,00-0036875,Rhamondre Stevenson,NE,CLE,RB,RB,ACT,5.0,2026_PRE_W3_NE_CLE,,NE at CLE
ricky pearsall__SF,00-0039916,Ricky Pearsall,SF,LV,WR,WR,ACT,2.0,2026_PRE_W3_SF_LV,,SF at LV
ricky white iii__SEA,00-0040653,Ricky White III,SEA,KC,WR,WR,ACT,1.0,2026_PRE_W3_SEA_KC,,SEA at KC
rico dowdle__PIT,00-0036139,Rico Dowdle,PIT,BUF,RB,RB,ACT,6.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
riley leonard__IND,00-0040206,Riley Leonard,IND,DET,QB,QB,ACT,1.0,2026_PRE_W3_DET_IND,,DET at IND
rj harvey__DEN,00-0040730,RJ Harvey,DEN,MIN,RB,RB,ACT,1.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
robbie ouzts__SEA,00-0040649,Robbie Ouzts,SEA,KC,RB,FB,ACT,1.0,2026_PRE_W3_SEA_KC,,SEA at KC
robert henry__WAS,00-0041178,Robert Henry,WAS,BAL,RB,RB,ACT,0.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
roman hemby__LV,00-0040998,Roman Hemby,LV,SF,RB,RB,ACT,0.0,2026_PRE_W3_SF_LV,,SF at LV
roman wilson__PIT,00-0039739,Roman Wilson,PIT,BUF,WR,WR,ACT,2.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
rome odunze__CHI,00-0039919,Rome Odunze,CHI,TEN,WR,WR,ACT,2.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
romello brinson__DAL,00-0041516,Romello Brinson,DAL,NO,WR,WR,ACT,0.0,2026_PRE_W3_NO_DAL,,NO at DAL
romeo doubs__NE,00-0037816,Romeo Doubs,NE,CLE,WR,WR,ACT,4.0,2026_PRE_W3_NE_CLE,,NE at CLE
ronnie bell__NO,00-0038647,Ronnie Bell,NO,DAL,WR,WR,ACT,3.0,2026_PRE_W3_NO_DAL,,NO at DAL
ronnie rivers__LAR,00-0037557,Ronnie Rivers,LAR,LAC,RB,RB,ACT,4.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
roschon johnson__CHI,00-0039021,Roschon Johnson,CHI,TEN,RB,RB,ACT,3.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
ryan flournoy__DAL,00-0039410,Ryan Flournoy,DAL,NO,WR,WR,ACT,2.0,2026_PRE_W3_NO_DAL,,NO at DAL
ryan miller__NYG,00-0038824,Ryan Miller,NYG,NYJ,WR,WR,ACT,3.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
sahmir hagans__IND,00-0041228,Sahmir Hagans,IND,DET,WR,WR,ACT,0.0,2026_PRE_W3_DET_IND,,DET at IND
salvon ahmed__CHI,00-0036020,Salvon Ahmed,CHI,TEN,RB,RB,ACT,6.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
sam darnold__SEA,00-0034869,Sam Darnold,SEA,KC,QB,QB,ACT,8.0,2026_PRE_W3_SEA_KC,,SEA at KC
sam ehlinger__DEN,00-0036879,Sam Ehlinger,DEN,MIN,QB,QB,ACT,5.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
sam hartman__WAS,00-0039677,Sam Hartman,WAS,BAL,QB,QB,ACT,2.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
sam howell__DAL,00-0037077,Sam Howell,DAL,NO,QB,QB,ACT,4.0,2026_PRE_W3_NO_DAL,,NO at DAL
sam scott__NYJ,00-0041200,Sam Scott,NYJ,NYG,RB,RB,ACT,0.0,2026_PRE_W3_NYG_NYJ,,NYG at NYJ
samaje perine__CIN,00-0033526,Samaje Perine,CIN,PHI,RB,RB,ACT,9.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
samori toure__PHI,00-0037098,Samori Toure,PHI,CIN,WR,WR,ACT,4.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
saquon barkley__PHI,00-0034844,Saquon Barkley,PHI,CIN,RB,RB,ACT,8.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
savion williams__GB,00-0040009,Savion Williams,GB,ARI,WR,WR,ACT,1.0,2026_PRE_W3_ARI_GB,,ARI at GB
scott matlock__LAC,00-0038614,Scott Matlock,LAC,LAR,RB,FB,ACT,3.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
scott miller__CHI,00-0035298,Scott Miller,CHI,TEN,WR,WR,ACT,7.0,2026_PRE_W3_CHI_TEN,,CHI at TEN
sean clifford__CIN,00-0038391,Sean Clifford,CIN,PHI,QB,QB,ACT,3.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
sean tucker__TB,00-0038951,Sean Tucker,TB,JAX,RB,RB,ACT,3.0,2026_PRE_W3_TB_JAX,,TB at JAX
seth mcgowan__IND,00-0041125,Seth McGowan,IND,DET,RB,RB,ACT,0.0,2026_PRE_W3_DET_IND,,DET at IND
shane buechele__BUF,00-0036679,Shane Buechele,BUF,PIT,QB,QB,ACT,5.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
shedeur sanders__CLE,00-0040668,Shedeur Sanders,CLE,NE,QB,QB,ACT,1.0,2026_PRE_W3_NE_CLE,,NE at CLE
shedrick jackson__LV,00-0038891,Shedrick Jackson,LV,SF,WR,WR,ACT,3.0,2026_PRE_W3_SF_LV,,SF at LV
sincere brown__LAC,00-0041374,Sincere Brown,LAC,LAR,WR,WR,ACT,0.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
sincere mccormick__SF,00-0037509,Sincere McCormick,SF,LV,RB,RB,ACT,4.0,2026_PRE_W3_SF_LV,,SF at LV
sione vaki__DET,00-0039364,Sione Vaki,DET,IND,RB,RB,ACT,2.0,2026_PRE_W3_DET_IND,,DET at IND
skylar thompson__BAL,00-0037327,Skylar Thompson,BAL,WAS,QB,QB,ACT,4.0,2026_PRE_W3_WAS_BAL,,WAS at BAL
skyler bell__BUF,00-0041443,Skyler Bell,BUF,PIT,WR,WR,ACT,0.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
skyy moore__GB,00-0038090,Skyy Moore,GB,ARI,WR,WR,ACT,4.0,2026_PRE_W3_ARI_GB,,ARI at GB
spencer rattler__NO,00-0039376,Spencer Rattler,NO,DAL,QB,QB,ACT,2.0,2026_PRE_W3_NO_DAL,,NO at DAL
stephen gosnell__BUF,00-0040361,Stephen Gosnell,BUF,PIT,WR,WR,ACT,1.0,2026_PRE_W3_PIT_BUF,,PIT at BUF
stetson bennett__LAR,00-0039107,Stetson Bennett,LAR,LAC,QB,QB,ACT,3.0,2026_PRE_W3_LAR_LAC,,LAR at LAC
t j harden__CLE,00-0041281,T.J. Harden,CLE,NE,RB,RB,ACT,0.0,2026_PRE_W3_NE_CLE,,NE at CLE
tahj brooks__CIN,00-0040208,Tahj Brooks,CIN,PHI,RB,RB,ACT,1.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
tahj washington__MIA,00-0039884,Tahj Washington,MIA,ATL,WR,WR,ACT,2.0,2026_PRE_W3_ATL_MIA,,ATL at MIA
tai felton__MIN,00-0040154,Tai Felton,MIN,DEN,WR,WR,ACT,1.0,2026_PRE_W3_MIN_DEN,,MIN at DEN
tank bigsby__PHI,00-0038555,Tank Bigsby,PHI,CIN,RB,RB,ACT,3.0,2026_PRE_W3_CIN_PHI,,CIN at PHI
